Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M12_IP2.bam
YDL115C	53
YDL145C	526
YDR203W	2
YDL104C	19
YDL149W	18
YDR231C	19
YDR045C	83
YDL075W	3869
YDR415C	55
YDR339C	188
YDL213C	194
YDR096W	30
YDL019C	143
YDL022W	272
YDR413C	19
YDR391C	60
YDR091C	326
YDR240C	54
YDL244W	6
YDR179C	21
YDL165W	160
YDL140C	620
YDR120C	151
YDR003W	63
YDR499W	26
YDR166C	62
YDL092W	117
YDL041W	1
YDL241W	46
YDL082W	3189
YDR277C	19
YDR291W	87
YDR475C	27
YDR244W	59
YDR407C	67
YDR382W	5624
YDR102C	1
YDL188C	115
YDR405W	37
YDR443C	36
YDR059C	25
YDR144C	164
YDL157C	168
YDL058W	102
YDL096C	10
YDL155W	80
YDR147W	58
YDL191W	2903
YDL128W	130
YDR310C	54
YDL160C-A	37
YDR127W	507
YDR497C	727
YDL162C	0
tS(AGA)D3	0
YDR201W	41
YDR163W	26
YDL146W	45
YDR363W-A	126
YDL221W	2
YDL089W	57
YDR385W	4919
YDR331W	135
YDR196C	152
YDR116C	99
YDR001C	155
YDL230W	41
YDR160W	45
YDR123C	16
YDR322W	81
YDR040C	139
YDR025W	3526
YDR046C	398
YDL057W	18
YDL248W	70
YDR008C	0
YDR029W	0
YDR485C	33
YDR408C	182
YDR038C	128
YDL204W	28
YDR019C	142
YDR477W	74
YDR254W	19
YDR514C	49
YDR296W	86
YDL216C	34
YDL100C	1036
YDL068W	2
YDL026W	4
YDL124W	185
YDL227C	34
YDL111C	200
YDR324C	152
YDL170W	55
YDR317W	7
YDR436W	26
YDR208W	121
YDR386W	33
YDR504C	5
YDL220C	25
YDR396W	6
YDR258C	198
YDR176W	47
YDL099W	50
YDR380W	85
YDL110C	51
YDR148C	214
YDL201W	187
YDL107W	28
YDR515W	26
YDR133C	386
YDR378C	74
YDR473C	15
YDR403W	6
YDR268W	71
YDR409W	13
YDR173C	29
YDR187C	8
YDR389W	53
YDR417C	137
YDR165W	202
YDL113C	63
YDR426C	2
YDR521W	0
YDR086C	377
YDL021W	4
YDR023W	1220
YDR394W	216
YDR320C-A	28
YDR003W-A	16
YDR183W	38
YDR245W	261
YDR431W	0
YDL154W	33
YDL184C	340
YDR153C	68
YDR014W-A	1
YDR434W	226
YDL002C	52
YDR225W	2344
YDR418W	6268
YDR224C	734
YDR502C	324
YDR447C	2733
YDL039C	30
YDL225W	118
YDR259C	3
YDR495C	31
YDL151C	12
YDR357C	36
YDR370C	98
YDR298C	379
YDR276C	407
YDL185C-A	6
YDR545C-A	1
tM(CAU)D	0
YDL247W	6
YDR406W	63
YDR273W	4
YDR269C	0
YDR453C	21
YDR383C	14
YDR375C	98
YDL161W	46
YDL051W	686
YDR084C	158
YDL056W	40
YDR344C	5
YDR320C	13
YDR221W	82
tI(AAU)D	0
YDL032W	2
YDR456W	174
YDL036C	87
tL(CAA)D	2
YDL217C	72
snR63	2255
YDR334W	85
YDL049C	33
YDL164C	73
YDR384C	39
YDR149C	2
YDR093W	193
YDR071C	470
YDL143W	679
YDR032C	235
tR(UCU)D	0
YDR063W	100
YDL166C	156
YDR004W	55
YDR151C	80
YDR037W	1194
YDL175C	54
YDR286C	24
YDR172W	4870
YDL174C	141
YDR080W	43
YDR503C	39
YDR069C	22
YDR047W	175
YDR215C	0
YDR267C	85
YDR142C	52
YDL212W	544
YDR249C	55
YDL209C	19
YDR044W	169
tK(UUU)D	2
YDR311W	74
YDL159C-B	0
YDR222W	44
YDR510C-A	3
YDR401W	10
YDR207C	15
YDL005C	36
YDR295C	41
YDR543C	0
YDL208W	587
YDR135C	296
YDL114W	0
YDR247W	19
YDL197C	25
YDR229W	48
YDR095C	2
YDR027C	82
YDL106C	30
YDR404C	136
YDR256C	5
YDR518W	80
YDR055W	162
YDL087C	29
YDR177W	191
YDL014W	1048
YDR289C	39
YDL159W	25
YDR532C	19
YDR137W	70
YDL153C	97
YDR393W	46
YDR506C	9
YDL219W	124
YDL090C	70
YDR033W	1179
YDR035W	296
YDR332W	27
YDR510W	374
YDL055C	2650
YDR480W	17
YDL103C	148
YDL085C-A	62
YDR350C	46
YDR342C	108
YDR087C	235
YDL236W	368
YDR012W	2931
YDL121C	215
YDR525W-A	117
tG(GCC)D2	0
YDL190C	115
YDL047W	172
YDR099W	86
YDR092W	205
YDR164C	74
YDR058C	14
YDL020C	126
YDL025C	59
YDR374C	1
YDL207W	90
YDR270W	35
YDR152W	163
YDL148C	159
tI(UAU)D	34
YDR379C-A	11
YDR218C	1
YDL018C	60
YDR507C	57
YDL003W	54
YDR524C-B	2204
YDR371W	30
YDR359C	18
YDL180W	28
YDL133W	72
YDR335W	176
YDR351W	70
YDL150W	75
YDL177C	20
YDR171W	214
YDR364C	38
YDR309C	24
YDL239C	10
YDL228C	117
YDL156W	15
YDL016C	46
tX(XXX)D	2
YDR524W-C	11
YDL085W	2
YDR300C	136
YDL168W	168
YDR360W	0
YDR195W	23
YDR321W	1070
YDR237W	115
YDL127W	19
YDR107C	42
YDR472W	77
YDL030W	37
YDR468C	69
YDL084W	2560
YDL203C	37
YDL025W-A	3
YDR285W	15
YDL229W	6306
YDR329C	67
YDR034C	69
YDR009W	8
tS(AGA)D2	0
YDR488C	19
YDR103W	48
YDR336W	64
YDL101C	39
YDR162C	39
YDR312W	52
YDL061C	1061
YDL040C	265
YDR145W	114
YDR124W	3
YDL231C	72
YDR190C	320
YDL064W	107
YDR463W	43
YDR491C	1
YDR449C	130
YDL035C	66
YDR074W	137
YDR525W	0
YDR257C	76
YDR402C	1
YDR450W	5440
YDR376W	84
YDR161W	248
YDR090C	42
YDR189W	86
YDR524C	46
YDL237W	182
YDR188W	403
YDL133C-A	346
YDR531W	166
tG(GCC)D1	0
YDR226W	1580
YDL054C	20
YDL205C	172
YDR537C	3
YDR496C	270
YDR313C	55
YDL108W	70
tV(CAC)D	0
YDR340W	0
YDL147W	343
YDL081C	3973
YDR283C	86
YDR261C	100
YDL211C	8
YDL074C	124
YDL091C	40
YDR346C	530
YDR072C	176
YDR242W	16
YDR323C	28
YDR486C	91
YDR420W	56
YDL122W	151
YDR390C	64
YDR481C	193
YDR318W	41
YDL105W	22
YDL141W	91
YDR400W	163
YDR522C	0
YDL173W	175
YDR279W	69
YDR281C	9
YDR213W	69
YDR179W-A	44
YDR330W	54
YDR106W	9
YDL178W	122
YDR484W	43
YDR308C	49
YDL192W	1910
YDL202W	90
YDR146C	58
YDR241W	3
YDL158C	43
YDL185W	2008
YDR251W	123
tL(UAA)D	0
YDR192C	13
YDR368W	274
YDR494W	89
YDR399W	356
YDR070C	2
YDR138W	45
YDR031W	25
YDR255C	23
YDL060W	161
YDR048C	2
YDR067C	57
YDR126W	16
YDR315C	17
YDL126C	1221
YDR262W	89
tQ(UUG)D3	1
YDR345C	1758
YDR079W	30
YDR433W	2
YDL144C	96
YDR306C	72
YDR292C	236
YDL009C	1
YDR290W	2
YDR282C	31
YDR170C	435
YDR174W	258
YDL218W	2
YDL062W	5
YDL048C	41
YDR500C	1840
YDR112W	0
YDR538W	27
YDL011C	1
YDR355C	1
YDR301W	60
YDR412W	143
YDR530C	47
YDR227W	42
YDR041W	78
YDR015C	0
YDL008W	57
YDR234W	193
YDR511W	19
YDR519W	173
YDL086C-A	20
YDR250C	0
YDR465C	212
YDL001W	44
YDR454C	944
YDR013W	34
YDR076W	11
YDL095W	526
YDL007C-A	0
YDL130W	3143
YDR100W	97
YDR479C	48
tS(AGA)D1	13
YDL117W	75
YDR140W	60
YDR381W	617
tQ(UUG)D2	0
YDR327W	20
YDR062W	295
YDR143C	62
YDL172C	11
YDL053C	149
YDR223W	4
YDL037C	30
YDL167C	163
YDR246W-A	4
YDR371C-A	1
YDR517W	178
YDL226C	237
YDR467C	2
YDL134C	190
YDR117C	80
YDR314C	24
YDR440W	48
YDR303C	75
YDL078C	426
YDL238C	22
YDR529C	142
YDR437W	9
snR47	184
YDL196W	0
YDR452W	190
YDR445C	0
YDR347W	96
tQ(UUG)D1	1
YDR490C	28
YDR516C	139
YDR509W	2
YDL193W	117
YDL137W	446
YDL118W	3
YDR235W	94
YDR233C	183
YDR388W	381
YDR209C	27
YDR049W	43
YDL194W	31
YDR021W	54
YDR353W	1046
YDR051C	133
YDR288W	56
YDR141C	130
YDR194C	240
YDR424C	93
YDR054C	133
YDR122W	73
YDR184C	71
YDR183C-A	9
YDL240W	64
YDR056C	238
YDR541C	41
YDL042C	27
YDR185C	32
YDR328C	439
YDR280W	194
tV(UAC)D	1
YDR098C	377
YDR005C	46
YDR423C	52
YDR017C	103
YDR419W	70
YDR444W	78
YDR341C	655
YDR154C	403
YDR464W	32
YDR132C	24
YDL210W	3
YDR395W	269
YDL222C	3
YDR372C	305
YDR325W	58
YDR216W	32
YDR082W	34
YDL224C	36
YDR498C	70
YDR010C	0
YDR006C	42
YDR182W	88
YDL102W	68
YDL179W	46
YDL067C	91
YDR030C	11
YDR020C	33
YDR527W	160
YDR333C	112
YDL093W	52
YDL043C	56
YDR139C	39
YDR322C-A	91
YDL130W-A	7
YDR210W	192
YDR260C	32
YDL017W	37
YDR073W	36
YDL069C	21
YDR455C	4
YDR461W	0
YDR435C	94
YDL063C	131
YDR121W	100
YDR178W	68
YDL013W	44
YDR534C	0
YDR392W	41
YDR034C-A	0
YDL132W	138
YDR535C	0
YDR202C	77
YDL050C	13
YDR524C-A	1
YDL109C	9
YDR211W	220
YDR110W	62
tG(CCC)D	0
YDR274C	2
YDR167W	80
YDR156W	43
YDL223C	5
YDR075W	37
YDR039C	162
YDL088C	61
YDL129W	48
YDL215C	90
YDR297W	352
YDR131C	19
YDR230W	4
YDR348C	53
YDL169C	7
YDR007W	0
YDL195W	305
YDR263C	10
YDR220C	1
YDR429C	1189
YDR119W-A	3
YDR421W	35
YDL186W	1
YDL198C	163
YDL120W	167
YDR379W	42
YDL029W	545
YDR205W	46
YDR094W	1
YDR369C	47
YDR088C	34
YDR411C	100
YDR441C	72
YDR446W	2
YDL183C	13
YDR194W-A	0
YDR114C	4
YDR442W	3
tK(CUU)D2	0
YDL059C	28
YDR016C	23
YDR430C	90
YDR366C	3
YDR374W-A	22
YDR293C	140
YDR459C	31
YDR022C	21
YDR217C	59
YDR052C	44
YDL027C	29
YDR104C	29
YDL136W	2405
YDR248C	39
YDR078C	19
YDR068W	41
YDL080C	84
YDR461C-A	2
YDR252W	7
YDL046W	132
YDR540C	7
YDR181C	33
YDL200C	16
YDR108W	30
YDR337W	100
YDR356W	32
YDL235C	141
YDR320W-B	3
YDL245C	0
YDR170W-A	38
YDR210W-B	58
YDR210C-D	168
YDR316W-B	178
YDR261C-D	228
YDR210C-C	0
YDR261C-C	0
YDR261W-B	55
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	227
YDR098C-B	197
YDR098C-A	0
YDR210W-A	0
YDR034C-D	61
YDR034C-C	0
YOR185C	22
YOR237W	2
YOL048C	89
tG(GCC)O1	0
YOL144W	34
snR8	2444
YOR082C	1
YOL072W	33
YOR114W	14
YOL085C	0
YOR385W	120
YOR214C	1
YOL119C	29
YOR019W	15
YOR206W	197
YOR345C	1
YOR341W	987
YOL088C	113
YOR392W	0
YOR160W	61
YOR084W	32
YOR039W	182
YOR264W	99
YOR281C	110
tK(UUU)O	2
YOR230W	639
YOR144C	23
YOL081W	182
YOL052C	83
YOR285W	202
YOR058C	51
YOR270C	901
YOL154W	8
YOR115C	135
YOL003C	66
YOR258W	22
tN(GUU)O2	0
YOL103W	232
YOR215C	109
YOL095C	17
YOL063C	48
YOL079W	4
YOR389W	12
YOR231W	54
YOR021C	356
YOR139C	1
YOR120W	37
YOL038W	393
YOR023C	21
YOL124C	163
YOR212W	274
YOL013W-A	9
YOL120C	7117
YOR181W	13
YOR333C	1
YOR335C	851
YOL046C	1
YOL029C	9
YOL155W-A	1
YOR072W	1
YOL161C	0
snR58	7
YOL122C	85
YOR252W	105
YOR157C	176
YOL107W	27
YOR274W	50
YOL013W-B	1
YOR343C	1
YOR093C	57
YOR381W-A	0
YOL065C	59
YOR092W	95
YOR207C	263
YOR365C	3
YOL005C	163
YOL020W	269
YOL053W	53
YOL117W	19
YOR038C	47
YOR303W	86
YOR137C	35
YOL034W	27
YOR052C	180
YOR190W	1
YOL039W	3515
YOR349W	16
YOL090W	96
YOR271C	348
YOR173W	15
YOR106W	62
YOR108W	235
YOR059C	61
YOL149W	128
YOR121C	21
YOL106W	1
snR9	2589
YOR295W	28
YOR203W	0
YOR132W	57
YOR216C	62
YOR099W	487
YOR001W	176
YOR009W	1
YOR204W	477
YOR209C	673
YOR284W	24
YOR036W	69
YOR154W	74
YOR048C	177
YOL073C	66
YOL152W	92
YOL101C	24
YOR085W	100
YOR227W	51
YOR159C	53
YOR146W	38
YOR372C	15
YOR112W	60
YOR387C	0
YOR229W	69
YOR068C	3
YOR376W-A	8
YOL050C	0
YOR342C	56
YOL035C	1
YOR251C	145
YOR041C	8
YOR130C	57
YOR119C	75
YOL166C	0
YOR008C	98
YOL011W	196
YOR248W	0
YOR202W	0
YOR266W	34
YOR140W	28
YOR004W	198
YOR308C	10
YOR032C	3
YOR311C	125
YOL019W	45
YOL138C	38
YOL151W	90
YOR330C	94
YOR379C	4
YOR142W	269
YOR268C	1
snR81	528
YOR017W	40
YOR394W	0
YOL134C	4
YOR002W	134
YOR194C	51
YOR298C-A	1006
YOL069W	55
YOR014W	89
YOR346W	100
YOR044W	40
YOR275C	42
YOR174W	89
YOR336W	92
YOL094C	94
YOR122C	945
YOR256C	77
YOL137W	46
YOR350C	43
YOR196C	104
YOR380W	21
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	4
YOR376W	0
YOR369C	9433
YOL132W	3
YOR296W	35
YOR260W	179
YOR373W	29
YOR163W	117
YOR029W	1
YOL042W	66
YOR316C	103
YOR326W	358
YOR293C-A	0
YOL036W	66
YOR072W-B	0
YOR332W	1373
YOL002C	290
YOR193W	46
YOR243C	300
YOR126C	74
YOR070C	48
YOR328W	31
YOL056W	86
YOR098C	116
YOL110W	44
YOR213C	71
YOR253W	253
YOR008C-A	0
YOL113W	53
YOR060C	57
YOL076W	117
YOR186C-A	3
YOR381W	33
YOR113W	23
YOR273C	278
tN(GUU)O1	0
YOR161W-A	1
YOL147C	43
YOR338W	52
YOR178C	4
YOR188W	36
YOL159C	32
YOR382W	8
YOL071W	15
YOR363C	42
YOR069W	82
YOR075W	72
YOR124C	132
YOR008W-B	1
snR31	3532
YOL025W	19
YOR057W	109
YOR265W	89
YOL127W	6687
YOR107W	50
YOL142W	170
YOR239W	176
YOL091W	3
YOR317W	276
YOR370C	184
tM(CAU)O1	0
YOR211C	71
YOR191W	83
YOL064C	150
tT(AGU)O1	0
YOL049W	226
YOL043C	12
YOR043W	116
YOR331C	76
YOR309C	57
YOR104W	21
YOL114C	15
YOR300W	1
YOR220W	162
YOR378W	7
YOL059W	214
YOR386W	43
YOL027C	116
snR62	6
snR17a	42395
YOL155C	41
YOR375C	556
snR35	2553
YOR100C	3
YOL026C	55
YOL012C	150
YOR026W	65
YOR359W	12
YOR250C	42
YOL013C	44
YOR272W	244
tG(GCC)O2	0
YOL164W-A	0
YOL082W	57
snR36	295
YOR035C	95
YOL016C	425
YOR007C	1475
YOR325W	2
YOL085W-A	2
YOL160W	2
YOR361C	547
YOL158C	96
YOR315W	77
YOR010C	4
YOR384W	4
YOR234C	1147
YOR283W	164
YOR020W-A	33
YOL045W	71
YOR102W	5
YOL128C	29
YOR360C	187
YOL097C	514
YOR164C	479
YOR175C	197
tP(UGG)O1	0
YOR086C	305
YOR242C	3
YOR155C	147
YOL019W-A	1
YOL030W	278
YOR323C	321
YOL017W	27
YOR233W	60
YOL037C	1
YOR083W	25
YOL010W	157
YOR118W	95
YOR128C	232
YOL125W	129
YOL004W	134
YOR177C	5
YOR166C	52
YOR006C	73
YOR324C	112
YOL024W	2
YOR033C	47
YOL033W	49
YOL070C	74
YOR116C	267
YOL067C	15
YOR145C	313
YOR304C-A	14
YOR192C	9
YOL109W	1659
YOR078W	90
YOR134W	6
YOR131C	110
YOR368W	35
YOL111C	70
YOR168W	666
YOR226C	101
YOL162W	1
YOR334W	26
YOR241W	137
tP(UGG)O2	0
YOR245C	58
YOL009C	28
YOR153W	1177
YOR358W	22
YOR335W-A	4
YOR170W	2
YOR267C	44
YOR081C	19
YOL145C	195
YOL156W	1
YOR322C	54
YOL044W	55
YOR054C	35
YOL031C	102
YOR034C-A	2
YOR306C	104
YOR261C	380
YOR293W	3658
YOR062C	41
YOR339C	4
YOR067C	127
YOR312C	5563
YOR094W	42
YOL135C	26
YOL105C	10
YOR329W-A	3
YOR197W	280
YOL104C	12
YOR262W	73
YOR167C	1616
YOL015W	7
YOR161C	59
YOR393W	3
YOR105W	0
YOR210W	160
YOR364W	0
YOL087C	77
YOR127W	55
YOR184W	465
YOR150W	100
YOR179C	41
YOR340C	180
YOR354C	88
YOR217W	83
YOR298W	6
YOL006C	82
YOR259C	217
YOR318C	4
YOR320C	200
YOR222W	156
YOL165C	1
YOL007C	51
YOR307C	74
YOL051W	58
YOR091W	153
YOR079C	58
YOL022C	217
YOR278W	90
YOR024W	0
YOL148C	60
YOL078W	55
tP(UGG)O3	5
YOR089C	123
YOL098C	289
YOR171C	148
YOL089C	38
YOL150C	4
YOR095C	283
YOL146W	75
YOR224C	482
YOR302W	1
YOR286W	188
YOR046C	393
tG(CCC)O	1
YOR388C	0
YOR228C	48
YOL112W	55
YOR141C	68
YOL131W	0
YOR049C	7
YOL143C	2194
YOR172W	61
YOR149C	19
YOL164W	39
YOR011W	32
YOR071C	25
YOR022C	26
YOR125C	90
YOL141W	29
YOR101W	223
YOR263C	4
YOR383C	0
YOR056C	129
YOL075C	60
YOR073W-A	0
YOR246C	162
YOR042W	97
YOR236W	99
YOR183W	1
YOR176W	224
YOR238W	67
YOR367W	77
YOR297C	28
YOR310C	742
YOR063W	12956
YOR189W	47
YOL129W	229
YOR280C	117
YOR037W	41
YOR090C	122
YOR313C	7
YOL032W	86
YOR158W	99
YOR162C	22
YOL092W	207
YOL061W	319
YOR232W	557
YOR219C	64
YOR182C	1283
YOL099C	4
YOR294W	324
YOR288C	40
YOR110W	84
YOR040W	25
YOL083W	14
YOL136C	121
YOL130W	142
YOL021C	151
YOR282W	1
YOL077W-A	45
YOR319W	51
YOR030W	31
YOR291W	90
YOL077C	559
YOR390W	36
YOL052C-A	3
YOR123C	46
YOR013W	2
YOR249C	35
YOR362C	389
YOL058W	9
YOR143C	75
YOR347C	57
YOL157C	11
YOL057W	141
YOR321W	65
YOR015W	25
YOR111W	54
YOL008W	59
YOR279C	19
YOR394C-A	0
YOR180C	17
YOL055C	23
snR5	2835
YOL139C	1639
YOR287C	47
YOR198C	312
YOR053W	7
YOL054W	21
YOR012W	4
YOL118C	0
YOR034C	91
YOR374W	70
YOR018W	44
YOL084W	7
YOR314W	0
YOR050C	3
YOR391C	0
YOR327C	226
YOR352W	33
YOR348C	7
YOL115W	117
YOR066W	20
YOR072W-A	1
YOL096C	52
tM(CAU)O2	0
YOR020C	376
YOR133W	4462
YOR356W	113
YOR208W	31
YOR357C	64
YOR277C	10
YOR276W	781
YOR247W	8
snR50	35
YOL047C	2
YOR221C	30
YOR344C	74
YOR269W	82
YOR152C	15
YOR103C	129
YOR377W	50
YOR129C	20
YOL038C-A	1
YOR156C	16
YOR329C	51
YOR351C	0
YOL040C	1679
YOL159C-A	9
YOR051C	265
YOR003W	16
YOR064C	23
YOR073W	30
YOR201C	30
YOR065W	19
YOR186W	1
YOR045W	122
YOL018C	47
YOL133W	57
YOR087W	63
YOL028C	7
YOL086C	17970
YOL108C	14
YOL023W	40
YOR011W-A	0
YOR165W	187
YOL068C	80
YOR138C	123
YOR016C	132
YOL121C	3057
YOL126C	393
YOR235W	9
YOR080W	65
YOR169C	2
YOR028C	23
YOR225W	1
YOR108C-A	0
YOR109W	130
YOL093W	97
YOR147W	75
YOR218C	2
YOR254C	343
YOL080C	117
YOR161W-B	3
tY(GUA)O	1
YOR136W	225
tR(ACG)O	0
YOR192C-C	2
YOR205C	46
YOR200W	4
YOR305W	38
YOR195W	49
YOL123W	312
YOR097C	32
YOL083C-A	0
YOL086W-A	22
YOR337W	28
YOL100W	26
YOR289W	22
YOR255W	1
YOR304W	86
YOL163W	2
YOR077W	14
YOR074C	58
YOR117W	339
YOR055W	5
YOL166W-A	0
YOL066C	70
YOR396W	60
YOR161C-C	2
tV(AAC)O	0
YOR151C	593
YOR187W	480
YOL001W	24
YOR005C	23
YOR199W	5
YOR355W	60
YOR290C	93
YOR396C-A	1
YOR047C	104
YOL014W	102
YOR244W	56
YOL102C	93
YOL060C	24
YOL041C	260
YOL116W	40
YOR353C	76
YOR299W	141
YOR366W	1
tD(GUC)O	0
YOR096W	5056
YOR148C	30
YOR301W	59
YOR257W	54
YOR135C	4
YOR032W-A	1
YOR223W	30
YOR076C	37
YOR231C-A	0
YOR316C-A	2
tS(GCU)O	1
YOR061W	243
YOR025W	69
YOR371C	51
YOL140W	40
YOL062C	102
YOR292C	40
tG(UCC)O	1
YOR027W	360
tT(AGU)O2	0
YOR142W-B	168
YOR192C-A	0
YOL103W-B	222
YOR142W-A	0
YOR192C-B	52
YOR343W-B	66
YOR343W-A	0
YOL103W-A	0
YGL087C	68
YGL156W	26
YGL015C	0
RME2	21
YGR251W	58
YGR162W	623
tK(UUU)G2	0
YGR005C	59
YGL160W	49
snR46	908
tD(GUC)G1	1
YGL211W	115
YGR141W	79
YGL239C	1
YGL097W	253
YGR030C	44
YGR224W	2
YGR142W	137
YGR186W	151
YGR181W	51
YGL081W	2
YGR082W	83
YGL028C	52
YGL021W	65
YGL110C	38
YGR167W	214
YGL017W	66
tA(UGC)G	1
YGR156W	46
YGR291C	0
YGR197C	49
YGR041W	27
YGL079W	45
YGL107C	76
YGL168W	2
YGL228W	142
YGR183C	34
YGL050W	94
YGR273C	0
YGR086C	853
YGR228W	4
YGL145W	79
YGR098C	51
YGR074W	74
YGL098W	27
snR7-S	0
YGL096W	17
YGR240C-A	2
YGR172C	218
YGR194C	33
YGL026C	451
YGL213C	122
YGL248W	108
YGL075C	24
YGL256W	40
YGL012W	401
YGL082W	131
YGR161C	31
tW(CCA)G1	5
YGR274C	77
YGR031C-A	2
YGL037C	460
YGL252C	158
YGL250W	17
YGR260W	450
YGR159C	2328
YGR006W	24
YGL121C	7
YGL040C	106
YGR130C	75
YGR021W	37
YGR097W	65
YGL170C	1
YGL166W	73
YGL104C	46
YGR149W	22
YGR195W	179
tG(GCC)G2	0
YGR250C	216
YGL155W	104
YGL216W	36
YGR029W	128
YGL125W	14
YGR038W	108
YGR008C	114
YGR248W	16
YGL094C	79
YGR131W	14
YGR163W	78
YGR125W	119
YGR279C	301
YGL022W	452
tD(GUC)G2	1
YGR271W	96
YGL025C	25
YGL176C	36
YGR031W	71
YGL102C	952
YGR182C	25
YGR025W	3
YGL113W	16
YGR188C	8
YGL162W	9
YGL084C	90
snR10	9
YGL196W	108
RME3	16
YGR230W	30
YGR084C	89
YGL222C	14
YGR166W	53
YGR122C-A	1
YGR152C	51
YGL210W	93
YGR265W	1
YGR157W	569
YGL240W	17
YGR085C	3259
YGR237C	55
YGL146C	2
YGL153W	57
YGR075C	18
tT(UGU)G2	0
YGL169W	117
YGR187C	118
YGL167C	356
YGR050C	7
YGR035W-A	1
YGR217W	89
YGR068C	36
YGR296W	48
YGR177C	66
YGL068W	254
tN(GUU)G	0
YGL018C	22
YGL188C	27
YGR126W	8
YGL065C	80
YGL014W	92
YGL100W	245
YGR288W	25
YGL174W	27
YGR211W	281
YGL204C	26
YGR270W	121
YGR204W	635
YGR266W	81
YGL070C	84
YGL225W	594
YGL120C	328
tE(UUC)G1	4
YGR252W	91
YGL106W	316
YGR284C	386
YGR032W	111
YGR174C	37
YGR208W	280
YGL016W	121
YGR255C	199
