Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M1_IP3.bam
YGR252W	16
YGL106W	73
YGR284C	65
YGR032W	12
YGR174C	9
YGR208W	70
YGL016W	55
YGR255C	54
YGR146C-A	0
YGL194C	16
YGL138C	0
YGR091W	16
YGR200C	48
YGR191W	30
YGR270C-A	0
YGL227W	9
YGR081C	21
YGL243W	10
YGL194C-A	2
YGR148C	529
YGL136C	6
YGR276C	41
YGL129C	28
tR(UCU)G2	0
YGR053C	3
YGR069W	0
YGL224C	16
YGL193C	0
YGL020C	42
YGL177W	1
YGL189C	736
YGR122W	18
YGL003C	12
YGR210C	42
tG(GCC)G1	0
YGR079W	24
YGL115W	69
YGL105W	310
YGR026W	63
YGR087C	2
YGR278W	10
YGR042W	7
YGR043C	1
YGL165C	0
YGR110W	3
YGR089W	7
YGL158W	0
YGR262C	27
YGL200C	121
YGL117W	12
YGL186C	10
YGR010W	9
YGR198W	40
YGR137W	6
YGL058W	58
YGL226W	4
YGL055W	156
YGL184C	3
YGL024W	1
tV(AAC)G3	0
YGL151W	18
YGR101W	14
YGL230C	0
YGR103W	143
YGR096W	7
YGR112W	7
tI(AAU)G	0
YGL013C	17
YGL076C	1378
YGR067C	0
YGR094W	347
YGL226C-A	17
YGR045C	2
YGR175C	272
YGL008C	1043
YGR115C	0
YGR108W	48
YGR218W	69
YGR205W	20
YGL073W	19
YGL009C	579
YGL095C	35
YGL137W	190
YGL214W	0
YGR105W	29
YGR001C	60
tK(UUU)G1	0
YGL217C	0
YGL173C	162
YGL086W	28
YGR223C	14
tS(AGA)G	0
YGR077C	11
YGL052W	0
YGR285C	554
YGL080W	18
YGL207W	100
YGR261C	70
YGR226C	0
YGL140C	28
YGL078C	83
YGL199C	2
YGR164W	0
YGR150C	19
YGL006W-A	0
YGR196C	5
YGL197W	14
YGR136W	15
YGR153W	2
YGL159W	15
YGR286C	29
YGL254W	2
tH(GUG)G1	0
YGR023W	3
snR48	2
YGL063W	8
YGL154C	11
YGL035C	32
YGR009C	15
YGR034W	606
YGL064C	6
YGR118W	783
YGR277C	25
YGR232W	41
YGR227W	4
YGL142C	24
YGL143C	19
YGR222W	20
YGL045W	8
YGL253W	705
YGR257C	24
YGL131C	9
YGR064W	0
YGR263C	12
YGL049C	12
YGR296C-B	0
YGL202W	273
YGL258W-A	0
YGR133W	3
YGR109C	7
YGR037C	73
YGL077C	40
YGR111W	34
YGR016W	3
YGR245C	42
YGR287C	6
YGL244W	16
YGL057C	10
YGL187C	60
YGR180C	556
YGR116W	112
YGL181W	24
YGR202C	30
YGL127C	9
YGR203W	10
YGL150C	24
YGR134W	23
YGR095C	26
YGR214W	1050
YGR269W	0
YGR176W	3
YGL263W	2
YGR057C	11
YGL074C	0
YGR007W	56
YGR241C	12
YGR127W	8
YGL219C	8
YGL061C	12
YGR083C	55
YGL038C	20
YGL047W	10
YGR244C	68
YGR289C	3
YGL089C	587
YGL180W	5
YGR146C	9
YGL149W	1
YGL242C	36
YGR106C	215
YGR004W	6
YGR209C	200
YGR052W	3
YGR158C	19
YGR003W	13
YGR219W	1
YGL247W	10
YGR170W	19
YGR246C	16
YGL183C	0
YGR160W	9
YGR204C-A	1
YGR039W	1
YGL059W	7
YGL123W	2959
YGL099W	51
YGR102C	7
YGL233W	15
YGL072C	0
YGL056C	9
YGR104C	8
YGR240C	644
YGR243W	7
YGR275W	12
YGL088W	0
YGR020C	82
YGR100W	16
YGR231C	81
YGR215W	9
YGR018C	1
YGL152C	3
YGL212W	1
YGL066W	5
YGL060W	15
YGL185C	17
YGR145W	52
YGL011C	142
YGR147C	24
YGR036C	7
YGL122C	32
YGL261C	0
YGL041C	0
YGR099W	10
YGR046W	18
YGL188C-A	0
YGR216C	13
tG(UCC)G	0
YGR047C	18
YGR238C	10
YGR282C	296
YGL132W	0
tA(AGC)G	0
YGR169C	9
YGR063C	8
YGR256W	8
YGL036W	13
YGR192C	10689
YGL191W	39
YGR051C	1
YGR013W	12
YGR123C	119
YGL209W	7
YGL163C	8
YGR296C-A	0
YGL178W	4
YGL092W	55
YGR132C	114
YGL208W	7
tL(GAG)G	0
YGR059W	0
YGR114C	0
YGR128C	57
YGL246C	31
YGL190C	42
YGR033C	69
YGL112C	39
YGL001C	106
YGR168C	13
YGL093W	14
YGR120C	10
YGR027C	634
YGL259W	0
YGR294W	0
YGR124W	375
YGL103W	2030
YGL062W	86
YGR049W	6
snR39	6
YGR076C	6
YGL161C	28
YGR062C	12
tV(AAC)G1	0
YGL237C	5
YGR024C	21
YGR184C	65
YGR292W	0
YGR151C	0
YGL034C	0
YGL067W	32
YGR072W	7
YGL229C	17
YGR055W	27
YGL044C	18
YGL054C	38
YGL119W	21
YGR068W-A	0
YGR206W	2
YGR121W-A	1
YGL130W	16
YGL042C	1
YGR090W	79
YGR221C	7
YGR143W	18
tR(UCU)G1	0
YGL218W	1
YGL198W	30
YGL083W	5
tC(GCA)G	0
YGR071C	10
YGR259C	3
YGR058W	2
YGL195W	230
YGL192W	1
YGL206C	211
YGR060W	100
YGL257C	22
YGL236C	13
YGR138C	17
YGR015C	5
YGL023C	19
YGL144C	5
YGL071W	8
tK(CUU)G3	0
YGR080W	24
YGL116W	17
YGR035C	1
YGL201C	23
YGR212W	4
YGR154C	1
YGL241W	15
YGL262W	0
YGR247W	18
YGR199W	15
YGL260W	0
YGR179C	13
YGR011W	1
YGL111W	69
snR39B	1
YGR073C	4
YGR155W	535
YGL114W	15
YGL255W	34
YGR066C	0
YGR233C	11
YGR092W	18
YGL041W-A	6
YGR171C	14
tW(CCA)G2	0
YGL171W	30
YGL029W	7
YGR040W	10
YGR220C	26
YGR268C	7
YGL147C	1040
tK(CUU)G1	0
YGR144W	1
YGR178C	89
YGR113W	13
YGL203C	12
YGL048C	155
YGR207C	45
YGR258C	10
YGL091C	24
YGR093W	25
YGR119C	35
YGR213C	0
YGR061C	402
YGL182C	0
YGR139W	0
YGR121C	2
YGL043W	41
YGR280C	14
YGL085W	5
YGL031C	546
YGR117C	33
YGR254W	1518
YGR235C	39
YGL124C	9
YGR236C	0
YGL164C	5
YGR293C	0
tL(CAA)G1	0
YGR264C	243
YGL234W	148
YGL109W	0
YGL238W	78
YGL041C-B	0
YGR056W	4
YGR201C	10
YGR239C	4
YGR169C-A	3
YGR185C	237
YGR189C	29
YGR022C	0
YGR290W	0
YGL205W	1
tK(CUU)G2	0
YGL221C	97
YGL108C	5
YGL069C	2
YGL135W	738
YGR253C	199
YGL053W	7
YGL101W	40
YGR271C-A	16
YGR267C	81
YGR234W	240
YGL251C	3
YGL141W	17
YGL245W	372
YGL007W	0
YGL005C	18
YGL215W	57
YGR173W	52
YGL249W	0
YGR161W-C	3
YGR229C	59
YGR070W	3
YGR135W	145
YGL014C-A	0
YGR225W	1
YGL258W	0
tT(UGU)G1	0
YGL139W	15
YGL172W	47
YGR088W	7
YGL126W	14
YGR140W	10
YGR129W	5
YGL027C	27
tL(CAA)G2	0
YGL231C	54
YGL019W	58
tR(UCU)G3	1
YGR017W	50
YGR107W	0
YGL039W	19
tL(CAA)G3	0
YGL123C-A	38
YGL002W	18
YGR044C	31
YGR193C	46
YGL033W	1
YGR165W	33
YGL030W	644
YGL128C	2
YGL063C-A	1
YGL007C-A	0
YGL175C	6
YGL223C	15
YGR190C	1
YGL004C	14
YGL148W	332
YGR281W	32
tH(GUG)G2	2
tF(GAA)G	1
YGR078C	22
YGL133W	11
tV(AAC)G2	0
YGR295C	46
YGR048W	18
YGR065C	17
YGL051W	4
YGL220W	12
YGR019W	16
YGL010W	1
YGL090W	4
YGR054W	63
YGR174W-A	0
YGL032C	0
tE(UUC)G2	0
YGL179C	8
tE(UUC)G3	0
YGR002C	18
YGL134W	11
YGL235W	1
YGL006W	25
YGR028W	16
YGR283C	28
YGR249W	0
snR82	845
snR7-L	1
YGL232W	74
YGL157W	65
YGL118C	0
YGR012W	9
YGR242W	0
YGR014W	15
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	106
YGR038C-B	90
YGR161C-D	74
YGR161W-A	0
YGR109W-B	6
YGR161W-B	35
YLL050C	320
YLL032C	12
YLR466W	17
YLR054C	0
YLR437C	10
YLR217W	1
YLL056C	2
YLR128W	5
YLR279W	0
YLR075W	3894
YLR052W	21
YLR159C-A	1
YLR025W	22
YLR049C	31
YLR308W	0
YLR032W	11
ETS2-2	4
YLR251W	2
YLR321C	9
YLR327C	2
YLR154C-H	1
YLR247C	25
YLR167W	1703
YLR220W	18
YLR455W	27
YLR282C	0
YLR094C	13
YLR272C	11
YLR264C-A	1
YLR338W	1
YLR181C	11
YLR458W	0
YLR180W	608
YLR250W	72
YLR222C-A	3
YLR424W	11
YLR253W	18
YLR390W-A	9
YLR233C	2
YLR347W-A	0
YLR117C	6
YLR110C	675
YLR072W	14
YLR069C	19
YLR403W	20
YLR008C	31
YLR231C	20
YLR264W	26
YLR164W	2
YLR079W	30
YLR103C	10
YLR170C	14
YLR228C	10
YLL036C	25
YLR467C-A	0
YLR198C	1
snR61	1
YLR411W	0
YLR056W	112
YLR429W	86
YLL060C	2
YLR310C	28
YLR342W	422
YLR017W	72
tL(UAG)L2	0
YLR304C	258
YLL052C	1
YLR027C	389
YLR214W	22
ITS2-2	1939
YLL062C	3
YLR378C	77
YLR023C	13
YLR425W	6
YLR073C	4
YLL008W	35
YLL063C	3
YLR449W	87
YLL046C	0
YLR089C	32
RDN18-1	0
YLR020C	18
YLR190W	32
YLR045C	8
YLR285W	58
YLR322W	0
YLR276C	80
YLR346C	2
YLR156W	0
YLR135W	4
YLR261C	0
YLL066C	16
YLR077W	22
YLR144C	12
YLR414C	33
YLR030W	1
YLR301W	231
YLR252W	0
YLR427W	21
YLR200W	27
YLR150W	1110
YLL021W	22
YLR078C	32
YLR153C	205
YLR404W	4
YLR014C	16
YLL005C	1
tQ(UUG)L	0
YLR262C	8
YLR296W	0
YLR234W	2
YLR096W	26
YLR271W	1
YLR033W	13
YLR278C	14
YLL055W	2
YLR266C	20
YLL030C	0
YLR323C	3
YLR007W	14
YLR406C-A	0
YLL015W	16
YLR343W	3
YLR269C	0
tN(GUU)L	0
YLR210W	13
YLR058C	129
YLR145W	3
YLR080W	2
YLR443W	10
YLR325C	208
YLL006W	5
YLR074C	64
RDN5-5	3
YLR311C	0
YLR191W	4
YLR235C	1
YLR364C-A	0
ITS2-1	1940
YLR288C	7
YLL001W	30
YLR409C	59
YLR099C	26
YLR131C	10
YLR362W	7
YLR256W	37
YLR068W	4
YLR101C	1
YLR341W	1
YLL054C	13
YLR186W	68
YLR143W	15
YLR368W	12
YLR393W	3
YLR176C	2
YLR126C	9
YLR099W-A	3
YLR423C	6
YLR357W	23
YLR197W	428
ETS1-1	4352
YLR187W	14
RDN5-2	2
YLL034C	50
YLL023C	18
YLR065C	34
YLL031C	16
YLR419W	28
YLR149C-A	0
YLR294C	7
YLR405W	22
YLR157C-C	0
YLR463C	1
YLR026C	16
YLR267W	0
YLR093C	42
YLR085C	13
YLR246W	9
YLR433C	33
YLR227C	10
YLR012C	0
YLR111W	0
YLR152C	5
YLR370C	23
YLL026W	97
YLR289W	3
YLL066W-B	0
YLR114C	25
YLR213C	3
YLR146C	30
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	3
YLL053C	1
YLR333C	306
YLR082C	11
YLR193C	9
YLL043W	50
YLR337C	4
YLL066W-A	0
YLR039C	26
YLR457C	3
YLR377C	0
YLR104W	7
YLR319C	9
YLR184W	0
YLR317W	0
YLL003W	3
YLR004C	3
YLR407W	23
YLR336C	24
YLR430W	27
YLR436C	11
YLR347C	63
YLR324W	10
tV(AAC)L	0
YLR460C	6
YLR113W	96
YLR046C	2
YLR125W	0
YLR196W	55
YLR363W-A	8
YLL061W	1
YLR119W	7
snR57	2
YLL020C	1
YLR163C	32
YLL014W	18
YLR129W	71
tD(GUC)L2	0
YLR173W	4
YLR090W	17
YLR286W-A	3
snR55	6
YLR259C	428
YLR219W	7
YLR401C	35
YLL058W	4
YLR177W	7
YLR415C	0
YLR467W	42
YLR302C	1
YLR185W	493
YLR060W	251
YLR313C	4
YLR303W	122
YLR154W-B	10
YLL029W	44
YLL047W	0
YLR285C-A	7
YLR001C	10
snR79	1
YLR465C	0
YLR015W	10
YLR432W	366
YLR081W	1
YLR166C	26
YLR383W	8
YLR035C	5
YLR044C	7755
YLR293C	399
YLR399W-A	0
YLR192C	87
YLR300W	150
YLR098C	5
YLR448W	561
YLR381W	4
YLR280C	0
snR44	110
YLR367W	194
YLR309C	14
YLR299W	9
YLR224W	27
YLR029C	2873
YLR373C	10
YLR092W	3
YLL018C-A	2
RDN25-2	0
YLR066W	28
RDN58-1	0
YLR146W-A	4
YLR175W	285
YLR402W	0
YLR158C	9
YLL051C	14
YLR314C	75
YLR438C-A	23
YLR209C	32
YLR019W	24
YLR123C	0
YLR353W	6
YLR361C	9
YLL033W	5
YLR389C	43
YLR438W	39
YLR290C	27
YLR270W	24
YLR194C	19
YLR006C	10
YLR223C	25
YLR195C	84
YLL016W	3
YLL067W-A	0
YLR398C	66
YLR418C	35
YLR010C	2
YLR307W	1
YLR356W	6
YLR431C	4
YLR109W	324
tI(UAU)L	4
YLR364W	6
YLR106C	134
YLR083C	84
YLR274W	17
YLR413W	54
YLR412C-A	0
YLR340W	1645
YLR055C	17
YLR254C	8
YLL017W	0
YLR121C	9
tA(AGC)L	0
YLL042C	2
YLR157W-D	0
YLR211C	3
YLR400W	1
YLR105C	13
YLR142W	0
YLR376C	2
YLR318W	2
YLR239C	19
YLR262C-A	45
tE(UUC)L	0
YLL037W	0
YLR452C	92
YLR372W	134
YLR154W-C	131
ETS2-1	6
YLR363C	19
YLR207W	10
YLR312W-A	20
YLR188W	42
YLR011W	5
YLR159W	0
YLR328W	25
YLR171W	2
YLR241W	19
YLR245C	4
YLR360W	11
snR30	3536
YLR205C	0
RDN25-1	0
YLR161W	0
YLR287C	31
YLR366W	0
YLR410W	48
YLR230W	4
YLR097C	12
YLR397C	31
YLR120C	29
YLR335W	33
YLR399C	60
YLL044W	30
YLR453C	3
YLL057C	3
YLR388W	53
YLR249W	4260
YLR151C	7
YLR260W	10
YLL010C	12
YLR133W	7
YLR329W	1
snR6	5
YLL011W	31
YLR384C	102
YLR203C	40
YLR156C-A	1
YLR394W	5
YLR021W	17
YLR331C	0
YLR450W	23
YLR140W	0
YLR157W-E	1
YLR390W	2
YLR291C	99
RDN5-4	3
YLR408C	2
YLR240W	11
YLR018C	21
YLR344W	332
YLR412W	20
YLR447C	467
YLR361C-A	3
YLR112W	4
YLR435W	31
YLR084C	21
snR34	494
YLR091W	10
YLR275W	9
YLR102C	6
YLR263W	1
YLR379W	0
tL(UAG)L1	0
YLR459W	8
YLR316C	12
YLR277C	21
tP(UGG)L	0
YLR229C	103
YLR120W-A	0
YLR048W	1100
YLL059C	1
YLR238W	9
YLR283W	9
YLR298C	12
YLR232W	2
YLR086W	14
YLR053C	1
YLL041C	17
YLR330W	65
YLR244C	156
YLR299C-A	0
YLL019W-A	0
YLR258W	21
YLR174W	1
YLR444C	0
YLR315W	2
YLR374C	0
YLR154W-F	5
tR(ACG)L	0
YLR172C	121
YLR273C	3
tK(UUU)L	0
YLL012W	14
YLR022C	53
YLR382C	9
YLR041W	0
YLR466C-A	1
YLR268W	37
YLR420W	244
ITS1-1	458
YLR137W	12
YLR087C	12
YLL049W	7
tL(CAA)L	0
RDN37-1	0
YLR426W	14
YLL035W	18
YLL009C	17
YLR036C	10
YLR118C	50
ETS1-2	4374
YLR406C	160
ITS1-2	477
YLR136C	7
YLR385C	1
YLR281C	0
YLR138W	15
YLL019C	5
YLR284C	3
YLR295C	10
YLR307C-A	0
YLR349W	1
YLR248W	50
YLL006W-A	0
YLR127C	14
YLR002C	45
YLR168C	17
YLR342W-A	5
YLR031W	0
RDN5-3	2
YLR189C	15
YLR358C	0
YLR134W	68
YLR051C	18
YLR466C-B	1
YLR215C	22
YLR206W	19
tI(AAU)L2	0
YLR201C	12
YLL018C	235
YLL025W	0
YLR392C	7
YLR063W	10
tA(UGC)L	0
YLR124W	0
YLR350W	37
YLR312C	1
YLR204W	4
YLL007C	3
YLR141W	8
tD(GUC)L1	0
YLL038C	4
YLR257W	127
YLR108C	7
YLR163W-A	0
YLR416C	0
YLR375W	28
YLR287C-A	267
YLR154W-E	8
YLR155C	4
tS(AGA)L	0
YLR003C	61
YLR221C	39
YLR355C	1267
YLR464W	2
YLR446W	3
YLR237W	12
YLR441C	1864
YLR178C	9
YLR028C	145
YLR043C	166
YLR218C	2
YLR243W	39
YLR148W	14
YLR162W-A	0
YLR462W	3
RDN37-2	0
YLR095C	11
YLR199C	13
YLR154W-A	11
YLR154C	10
YLL064C	0
YLR461W	0
tL(UAA)L	0
YLR265C	18
YLR428C	1
YLR242C	14
YLR351C	95
YLR306W	7
YLR130C	37
YLL028W	15
YLR183C	26
tR(CCG)L	0
YLR042C	3
YLR396C	21
YLR122C	0
YLR326W	11
YLR024C	19
YLR442C	9
YLR380W	23
YLR061W	524
YLR386W	4
YLR387C	44
YLR422W	27
YLR354C	534
YLR434C	0
YLL039C	80
YLR149C	1
YLR208W	190
RDN5-6	0
YLR115W	10
YLR005W	16
YLR147C	8
YLR076C	44
YLR162W	3
YLR451W	16
YLR212C	17
YLR454W	34
YLR437C-A	1
YLR064W	16
YLR132C	4
YLR182W	15
YLR038C	22
YLR107W	24
YLR139C	0
YLR305C	42
YLR339C	22
YLR062C	14
YLR334C	0
YLL002W	15
YLR070C	1
YLR157C	7
YLR226W	12
YLL048C	70
YLL024C	2324
YLR009W	49
YLR057W	8
YLR348C	60
YLR439W	6
YLR236C	0
YLR345W	12
YLR050C	13
YLR332W	8
YLR369W	16
YLL065W	0
tX(XXX)L	0
RDN5-1	2
YLR417W	11
YLR179C	172
YLR013W	0
YLR116W	7
YLR371W	12
YLR222C	50
YLR365W	0
YLR440C	20
YLR059C	27
YLR165C	4
YLR421C	42
YLL027W	30
YLR292C	56
YLR034C	33
YLR016C	12
YLR255C	0
YLR297W	10
YLR225C	25
YLR047C	6
YLL022C	27
tI(AAU)L1	0
YLR395C	19
YLL067C	14
YLR359W	176
YLR456W	3
YLR067C	12
RDN58-2	0
YLR040C	36
YLL013C	53
YLR320W	9
YLL045C	1648
YLR352W	9
YLR160C	5
YLR071C	31
YLR286C	97
YLR037C	0
YLL004W	9
YLR100W	118
YLR088W	19
YLR216C	365
YLL040C	69
YLR154C-G	0
YLR410W-B	23
YLR410W-A	0
YLR157C-A	0
YLR256W-A	26
YLR035C-A	57
YLR227W-A	0
YLR157C-B	96
YLR227W-B	116
YPL071C	3
YPL208W	29
YPL102C	0
YPL217C	53
YPL197C	4
YPR139C	14
YPR169W	41
YPL257W	3
snR41	12
YPL009C	53
YPL183C	41
YPR065W	2
YPR099C	0
YPR032W	22
tM(CAU)P	0
YPR194C	2
YPL084W	27
YPR101W	7
YPL179W	59
YPL224C	21
tG(GCC)P2	0
snR17b	1861
YPR204W	10
YPR103W	112
YPR155C	9
YPL250W-A	25
YPL244C	16
YPR141C	5
YPL275W	0
YPR156C	29
YPL240C	238
YPR188C	18
YPL111W	60
YPR119W	35
YPL192C	4
YPL059W	30
YPL218W	245
tI(AAU)P1	0
YPL264C	0
YPL198W	750
YPL006W	16
YPR161C	26
YPL145C	100
YPL092W	9
YPR181C	153
YPR171W	10
YPR122W	19
YPL091W	63
YPL137C	18
YPL014W	6
YPL164C	7
YPL163C	19
YPR069C	252
YPL038W-A	1
YPR072W	56
YPR067W	13
YPL175W	20
YPL088W	10
YPL125W	22
YPL090C	1469
YPR120C	8
YPR198W	8
YPR053C	0
YPR106W	15
YPL250C	13
YPL051W	10
YPR013C	0
YPL121C	0
YPR068C	3
YPR160W-A	0
YPR202W	2
YPL270W	16
YPL248C	4
YPR058W	51
YPL004C	150
YPR110C	224
YPL042C	22
YPR149W	185
YPL172C	11
YPR009W	21
YPL039W	10
YPR051W	18
YPR134W	5
YPR118W	102
YPR019W	15
YPL213W	14
YPR121W	3
YPL054W	1
YPL123C	7
YPL144W	7
YPR036W-A	32
YPL140C	12
snR70	35
YPL202C	11
YPL114W	0
tI(AAU)P2	1
YPL045W	13
YPL267W	10
YPL133C	15
tA(AGC)P	0
YPL263C	50
YPL097W	3
YPR130C	0
YPR177C	0
YPR124W	59
YPR157W	8
YPR004C	49
YPR080W	13045
YPL162C	4
YPL200W	0
YPR057W	14
YPR100W	5
YPR033C	184
YPR174C	3
YPR151C	0
YPR180W	26
YPL210C	43
tC(GCA)P1	0
YPL155C	6
YPL225W	82
YPL081W	166
YPL266W	75
YPR002W	1
YPL127C	51
YPR108W	66
YPR172W	19
tF(GAA)P2	0
YPR200C	0
YPL058C	42
YPL073C	0
YPR197C	1
YPR088C	106
YPL254W	28
YPR010C-A	6
YPL223C	7
YPR056W	34
YPR006C	4
YPR129W	58
YPR199C	16
YPL062W	0
YPR113W	103
YPL166W	1
YPR020W	11
YPL160W	370
YPL147W	4
YPL107W	0
YPL169C	32
YPR169W-A	0
YPR170W-A	0
YPR014C	0
YPR049C	5
YPL087W	19
YPR115W	23
YPL184C	66
YPR111W	7
YPR203W	0
YPR189W	26
YPR034W	33
YPL189W	1
YPL246C	29
YPL020C	16
YPL255W	3
YPL196W	9
YPR135W	28
YPR044C	12
YPL061W	339
YPL238C	7
YPL052W	13
YPR112C	32
YPL186C	2
YPR148C	32
YPL276W	0
YPL280W	0
YPR143W	20
YPL261C	0
YPL034W	10
YPL116W	16
YPL131W	2335
YPR017C	7
YPL012W	50
YPL017C	0
YPL010W	66
YPR173C	28
YPL233W	8
YPR024W	22
YPL152W-A	0
YPL187W	659
YPR191W	79
YPR170C	2
YPR123C	0
YPR142C	3
YPL063W	37
YPR007C	0
YPR084W	2
YPL149W	28
YPL089C	9
YPR166C	50
YPR167C	1
YPL231W	560
YPR025C	11
YPL098C	22
YPR147C	20
YPL129W	51
YPR153W	4
YPR164W	19
YPL026C	11
YPR001W	2
YPL282C	0
YPR178W	7
YPR061C	3
YPL180W	14
YPL142C	8
YPL019C	142
YPL258C	2
YPL022W	17
YPL279C	14
YPL044C	1
YPR193C	0
YPL001W	22
YPR083W	6
YPR195C	1
YPL057C	11
YPL211W	53
YPL041C	5
YPR003C	8
YPL181W	11
YPR168W	3
YPL185W	0
YPL040C	7
YPL070W	13
YPR159W	43
YPL002C	12
snR51	3
YPL227C	15
YPL067C	5
YPL236C	9
YPL151C	5
YPL234C	96
YPL015C	34
YPR035W	533
YPR037C	18
YPR184W	9
YPL135W	32
YPL215W	25
YPL112C	24
tK(UUU)P	0
YPR146C	6
YPR087W	3
tW(CCA)P	0
YPL154C	241
YPL136W	0
YPR094W	3
YPR074C	702
YPL056C	2
YPL189C-A	4
YPR082C	6
YPR133C	53
YPL047W	8
YPL077C	7
YPR016W-A	0
YPL272C	2
YPR050C	0
YPR108W-A	0
YPR070W	10
YPL176C	23
YPL220W	667
YPL065W	10
YPL074W	16
YPL032C	31
YPL167C	4
tN(GUU)P	0
YPR185W	11
YPR160C-A	0
YPL038W	3
YPR145W	406
YPL165C	2
YPL193W	10
YPL003W	11
YPL178W	64
YPL013C	12
YPR012W	0
YPR042C	13
YPL103C	12
YPR028W	200
YPR039W	0
YPR089W	10
YPL075W	24
YPR196W	6
YPR077C	0
YPL024W	12
YPR008W	21
YPR071W	4
YPL182C	1
tC(GCA)P2	0
YPR062W	59
YPL277C	1
YPR125W	16
YPR131C	15
YPL221W	34
YPR073C	49
YPL262W	143
snR45	222
YPR036W	396
YPL031C	39
YPL237W	293
YPL053C	31
YPR109W	15
YPR159C-A	0
YPL122C	23
YPL085W	51
YPR104C	21
YPR186C	9
YPR201W	1
YPL138C	8
YPR030W	4
YPR190C	20
YPL043W	24
YPL108W	5
YPL105C	30
YPL168W	9
YPR018W	6
YPR132W	778
YPL222C-A	3
YPR137W	26
YPL219W	7
tS(UGA)P	0
YPL029W	7
YPL113C	4
YPL190C	10
YPL241C	19
YPL281C	0
YPL023C	34
YPR043W	326
YPR116W	1
YPL252C	16
YPR047W	16
YPL119C-A	1
YPL194W	4
YPL157W	25
YPL177C	49
YPR165W	226
YPL037C	457
YPR093C	5
tG(GCC)P1	0
YPR066W	0
YPL247C	8
YPL101W	47
YPL064C	8
YPL256C	23
YPL099C	15
YPR023C	36
YPL093W	141
YPL134C	6
YPL153C	9
YPL222W	5
YPR075C	19
YPL118W	49
YPL239W	46
YPR136C	1
YPL033C	0
YPR045C	26
YPR038W	0
YPR011C	15
YPL100W	14
YPL076W	5
YPL027W	2
YPL271W	7
YPL128C	14
YPL139C	16
YPL005W	4
YPL148C	2
YPL080C	0
YPL265W	35
snR59	2
YPR052C	62
YPR145C-A	0
YPL096W	7
YPR078C	0
YPL104W	16
YPR074W-A	0
YPL283W-B	0
YPR162C	12
YPL030W	38
YPL069C	13
YPL188W	16
YPL201C	0
YPL207W	14
YPR021C	10
YPL253C	5
YPR040W	6
YPL143W	474
YPL132W	24
YPL171C	2
YPL126W	81
YPR063C	33
YPR187W	57
YPL007C	15
YPL209C	6
YPR182W	9
YPL242C	29
YPL205C	1
YPL278C	0
YPR086W	66
YPR117W	10
YPL096C-A	2
YPR092W	0
YPL086C	33
YPR005C	1
YPR046W	5
tK(CUU)P	0
YPL269W	12
YPL135C-A	2
YPR105C	17
YPL158C	18
tE(UUC)P	0
YPL094C	68
YPR176C	22
YPL191C	6
YPR204C-A	0
YPR163C	209
YPL229W	2
YPR160W	18
YPL049C	36
YPL066W	11
YPL183W-A	4
YPL235W	63
YPL141C	11
tF(GAA)P1	0
YPR144C	27
YPL249C-A	487
YPR128C	26
YPR054W	1
YPL156C	12
YPL173W	16
YPR098C	18
YPL260W	35
YPL251W	2
YPL016W	18
YPR095C	13
YPR079W	10
YPR010C	242
YPL046C	1
YPL021W	1
YPL268W	14
YPL283C	34
YPL206C	36
YPR055W	21
YPR138C	20
YPL243W	60
YPR127W	25
YPL095C	19
YPR027C	1
YPL232W	50
YPL124W	3
YPR041W	250
YPL083C	33
YPL048W	290
YPL120W	9
YPL117C	111
YPR126C	0
YPR091C	15
YPR059C	2
YPL214C	16
YPL203W	24
YPL273W	161
YPR081C	9
YPL011C	11
YPR097W	32
YPL274W	40
YPR158W	19
YPL050C	60
YPR114W	19
YPL110C	12
YPL161C	13
YPR022C	11
tT(UGU)P	0
YPR175W	23
YPL068C	5
YPL055C	6
YPL079W	663
YPL150W	7
YPR192W	0
YPL226W	227
YPL115C	19
YPL283W-A	1
YPL170W	7
YPL245W	49
YPR140W	7
YPR048W	20
YPR102C	637
YPL036W	5
YPR015C	0
YPR133W-A	7
YPL146C	35
YPR107C	11
YPL035C	0
YPL082C	37
YPR064W	0
YPL216W	6
YPL152W	8
YPL230W	1
YPL159C	12
YPR183W	106
YPL204W	32
YPL109C	11
YPL249C	10
YPR154W	13
YPR026W	4
YPR076W	0
YPR170W-B	8
YPR016C	140
YPL060W	4
YPR029C	38
YPR002C-A	3
YPL106C	743
YPR085C	12
YPL008W	6
YPR152C	6
YPL212C	48
YPL119C	1
YPL078C	75
YPL195W	51
YPL025C	1
YPR060C	51
YPL199C	42
YPL228W	10
YPL018W	0
YPL259C	36
YPR150W	0
YPL072W	4
YPL130W	0
YPR179C	11
YPR096C	0
YPL028W	347
YPL174C	4
YPR031W	14
YPL257W-A	0
YPR158W-A	0
YPL257W-B	100
YPR158C-D	87
YPR137C-A	0
YPR137C-B	96
YPR158W-B	81
YPL060C-A	7
YPR158C-C	0
YMR172W	10
YMR027W	89
YML089C	0
YMR290C	91
YMR139W	17
YMR191W	22
YMR244C-A	3
YMR091C	60
YMR173W-A	8
YMR180C	5
