Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M1_IN2.bam
YDR432W	9
YDL022C-A	0
YDL114W-A	0
YDR410C	78
YDR464C-A	0
YDL072C	41
YDR053W	0
YDL012C	2
YDR482C	5
YDL070W	104
YDR064W	1259
YDL135C	68
YDL077C	17
YDR354C-A	0
YDL033C	4
YDL031W	44
YDR398W	70
YDR326C	29
YDL052C	26
YDR536W	0
YDR397C	28
YDL116W	98
YDR028C	33
YDL007W	91
YDR236C	28
YDR011W	109
YDR155C	212
YDR414C	17
YDR026C	3
YDL073W	41
tY(GUA)D	1
YDL115C	6
YDL145C	224
YDR203W	1
YDL104C	7
YDL149W	4
YDR231C	17
YDR045C	38
YDL075W	672
YDR415C	15
YDR339C	48
YDL213C	23
YDR096W	4
YDL019C	38
YDL022W	14
YDR413C	0
YDR391C	19
YDR091C	398
YDR240C	30
YDL244W	0
YDR179C	9
YDL165W	56
YDL140C	155
YDR120C	74
YDR003W	14
YDR499W	9
YDR166C	21
YDL092W	28
YDL041W	0
YDL241W	8
YDL082W	631
YDR277C	4
YDR291W	51
YDR475C	2
YDR244W	13
YDR407C	33
YDR382W	2740
YDR102C	0
YDL188C	71
YDR405W	0
YDR443C	24
YDR059C	3
YDR144C	85
YDL157C	62
YDL058W	38
YDL096C	2
YDL155W	13
YDR147W	18
YDL191W	956
YDL128W	44
YDR310C	8
YDL160C-A	10
YDR127W	371
YDR497C	285
YDL162C	0
tS(AGA)D3	0
YDR201W	12
YDR163W	5
YDL146W	12
YDR363W-A	62
YDL221W	0
YDL089W	38
YDR385W	7882
YDR331W	63
YDR196C	39
YDR116C	23
YDR001C	51
YDL230W	10
YDR160W	7
YDR123C	3
YDR322W	31
YDR040C	162
YDR025W	260
YDR046C	186
YDL057W	5
YDL248W	20
YDR008C	0
YDR029W	0
YDR485C	3
YDR408C	82
YDR038C	137
YDL204W	3
YDR019C	60
YDR477W	21
YDR254W	7
YDR514C	9
YDR296W	8
YDL216C	7
YDL100C	500
YDL068W	0
YDL026W	0
YDL124W	23
YDL227C	45
YDL111C	38
YDR324C	123
YDL170W	14
YDR317W	2
YDR436W	1
YDR208W	27
YDR386W	13
YDR504C	3
YDL220C	2
YDR396W	1
YDR258C	79
YDR176W	8
YDL099W	3
YDR380W	26
YDL110C	8
YDR148C	144
YDL201W	13
YDL107W	7
YDR515W	26
YDR133C	20
YDR378C	26
YDR473C	1
YDR403W	3
YDR268W	39
YDR409W	6
YDR173C	11
YDR187C	0
YDR389W	16
YDR417C	21
YDR165W	155
YDL113C	9
YDR426C	1
YDR521W	0
YDR086C	66
YDL021W	8
YDR023W	692
YDR394W	142
YDR320C-A	10
YDR003W-A	7
YDR183W	2
YDR245W	84
YDR431W	0
YDL154W	4
YDL184C	28
YDR153C	10
YDR014W-A	0
YDR434W	127
YDL002C	5
YDR225W	583
YDR418W	1320
YDR224C	38
YDR502C	122
YDR447C	1217
YDL039C	2
YDL225W	42
YDR259C	1
YDR495C	15
YDL151C	0
YDR357C	25
YDR370C	28
YDR298C	119
YDR276C	21
YDL185C-A	0
YDR545C-A	0
tM(CAU)D	0
YDL247W	0
YDR406W	34
YDR273W	1
YDR269C	0
YDR453C	2
YDR383C	2
YDR375C	30
YDL161W	5
YDL051W	291
YDR084C	28
YDL056W	4
YDR344C	2
YDR320C	2
YDR221W	20
tI(AAU)D	0
YDL032W	0
YDR456W	73
YDL036C	20
tL(CAA)D	3
YDL217C	17
snR63	1343
YDR334W	34
YDL049C	4
YDL164C	49
YDR384C	8
YDR149C	0
YDR093W	31
YDR071C	186
YDL143W	309
YDR032C	98
tR(UCU)D	0
YDR063W	23
YDL166C	30
YDR004W	40
YDR151C	27
YDR037W	709
YDL175C	10
YDR286C	4
YDR172W	247
YDL174C	43
YDR080W	20
YDR503C	16
YDR069C	9
YDR047W	62
YDR215C	0
YDR267C	18
YDR142C	17
YDL212W	214
YDR249C	32
YDL209C	2
YDR044W	50
tK(UUU)D	0
YDR311W	22
YDL159C-B	0
YDR222W	32
YDR510C-A	0
YDR401W	2
YDR207C	2
YDL005C	2
YDR295C	18
YDR543C	0
YDL208W	286
YDR135C	178
YDL114W	0
YDR247W	2
YDL197C	4
YDR229W	9
YDR095C	1
YDR027C	20
YDL106C	4
YDR404C	66
YDR256C	5
YDR518W	58
YDR055W	58
YDL087C	2
YDR177W	87
YDL014W	103
YDR289C	2
YDL159W	6
YDR532C	7
YDR137W	38
YDL153C	7
YDR393W	6
YDR506C	4
YDL219W	32
YDL090C	38
YDR033W	560
YDR035W	160
YDR332W	6
YDR510W	5
YDL055C	2636
YDR480W	5
YDL103C	85
YDL085C-A	21
YDR350C	43
YDR342C	116
YDR087C	40
YDL236W	169
YDR012W	433
YDL121C	88
YDR525W-A	7
tG(GCC)D2	0
YDL190C	79
YDL047W	33
YDR099W	7
YDR092W	37
YDR164C	26
YDR058C	15
YDL020C	54
YDL025C	24
YDR374C	0
YDL207W	10
YDR270W	6
YDR152W	14
YDL148C	35
tI(UAU)D	17
YDR379C-A	2
YDR218C	0
YDL018C	30
YDR507C	12
YDL003W	20
YDR524C-B	42
YDR371W	26
YDR359C	2
YDL180W	20
YDL133W	25
YDR335W	67
YDR351W	16
YDL150W	3
YDL177C	8
YDR171W	43
YDR364C	24
YDR309C	8
YDL239C	3
YDL228C	52
YDL156W	1
YDL016C	35
tX(XXX)D	1
YDR524W-C	0
YDL085W	1
YDR300C	54
YDL168W	112
YDR360W	0
YDR195W	19
YDR321W	625
YDR237W	57
YDL127W	2
YDR107C	18
YDR472W	28
YDL030W	21
YDR468C	8
YDL084W	1426
YDL203C	13
YDL025W-A	3
YDR285W	6
YDL229W	5869
YDR329C	24
YDR034C	14
YDR009W	3
tS(AGA)D2	1
YDR488C	8
YDR103W	36
YDR336W	21
YDL101C	25
YDR162C	7
YDR312W	9
YDL061C	28
YDL040C	142
YDR145W	24
YDR124W	6
YDL231C	47
YDR190C	67
YDL064W	5
YDR463W	8
YDR491C	0
YDR449C	55
YDL035C	26
YDR074W	60
YDR525W	1
YDR257C	24
YDR402C	0
YDR450W	1736
YDR376W	74
YDR161W	22
YDR090C	12
YDR189W	68
YDR524C	17
YDL237W	42
YDR188W	152
YDL133C-A	51
YDR531W	77
tG(GCC)D1	0
YDR226W	715
YDL054C	10
YDL205C	95
YDR537C	0
YDR496C	118
YDR313C	16
YDL108W	19
tV(CAC)D	0
YDR340W	0
YDL147W	128
YDL081C	1077
YDR283C	62
YDR261C	11
YDL211C	0
YDL074C	31
YDL091C	8
YDR346C	260
YDR072C	85
YDR242W	9
YDR323C	11
YDR486C	19
YDR420W	16
YDL122W	17
YDR390C	48
YDR481C	70
YDR318W	6
YDL105W	6
YDL141W	11
YDR400W	82
YDR522C	0
YDL173W	35
YDR279W	33
YDR281C	1
YDR213W	20
YDR179W-A	25
YDR330W	11
YDR106W	4
YDL178W	144
YDR484W	14
YDR308C	13
YDL192W	678
YDL202W	10
YDR146C	7
YDR241W	0
YDL158C	19
YDL185W	1411
YDR251W	30
tL(UAA)D	0
YDR192C	2
YDR368W	134
YDR494W	16
YDR399W	204
YDR070C	3
YDR138W	7
YDR031W	14
YDR255C	8
YDL060W	51
YDR048C	0
YDR067C	19
YDR126W	1
YDR315C	13
YDL126C	692
YDR262W	18
tQ(UUG)D3	1
YDR345C	761
YDR079W	7
YDR433W	0
YDL144C	16
YDR306C	34
YDR292C	70
YDL009C	0
YDR290W	0
YDR282C	7
YDR170C	151
YDR174W	71
YDL218W	0
YDL062W	2
YDL048C	7
YDR500C	361
YDR112W	0
YDR538W	9
YDL011C	0
YDR355C	0
YDR301W	26
YDR412W	0
YDR530C	24
YDR227W	10
YDR041W	32
YDR015C	0
YDL008W	14
YDR234W	112
YDR511W	1
YDR519W	49
YDL086C-A	12
YDR250C	0
YDR465C	46
YDL001W	22
YDR454C	296
YDR013W	17
YDR076W	4
YDL095W	363
YDL007C-A	0
YDL130W	325
YDR100W	23
YDR479C	4
tS(AGA)D1	1
YDL117W	39
YDR140W	11
YDR381W	310
tQ(UUG)D2	0
YDR327W	6
YDR062W	214
YDR143C	16
YDL172C	3
YDL053C	51
YDR223W	1
YDL037C	1
YDL167C	78
YDR246W-A	0
YDR371C-A	0
YDR517W	123
YDL226C	28
YDR467C	0
YDL134C	142
YDR117C	18
YDR314C	5
YDR440W	4
YDR303C	48
YDL078C	215
YDL238C	6
YDR529C	82
YDR437W	5
snR47	5
YDL196W	0
YDR452W	40
YDR445C	0
YDR347W	17
tQ(UUG)D1	1
YDR490C	10
YDR516C	175
YDR509W	0
YDL193W	18
YDL137W	152
YDL118W	1
YDR235W	52
YDR233C	10
YDR388W	80
YDR209C	2
YDR049W	11
YDL194W	10
YDR021W	17
YDR353W	457
YDR051C	30
YDR288W	8
YDR141C	49
YDR194C	169
YDR424C	27
YDR054C	18
YDR122W	16
YDR184C	17
YDR183C-A	0
YDL240W	35
YDR056C	38
YDR541C	15
YDL042C	9
YDR185C	9
YDR328C	149
YDR280W	32
tV(UAC)D	0
YDR098C	87
YDR005C	36
YDR423C	3
YDR017C	24
YDR419W	21
YDR444W	8
YDR341C	458
YDR154C	107
YDR464W	7
YDR132C	11
YDL210W	2
YDR395W	222
YDL222C	0
YDR372C	126
YDR325W	18
YDR216W	14
YDR082W	8
YDL224C	9
YDR498C	11
YDR010C	0
YDR006C	25
YDR182W	21
YDL102W	42
YDL179W	16
YDL067C	7
YDR030C	4
YDR020C	6
YDR527W	20
YDR333C	107
YDL093W	41
YDL043C	13
YDR139C	24
YDR322C-A	13
YDL130W-A	1
YDR210W	26
YDR260C	3
YDL017W	14
YDR073W	11
YDL069C	13
YDR455C	0
YDR461W	0
YDR435C	28
YDL063C	109
YDR121W	19
YDR178W	6
YDL013W	7
YDR534C	0
YDR392W	4
YDR034C-A	0
YDL132W	77
YDR535C	0
YDR202C	34
YDL050C	5
YDR524C-A	0
YDL109C	3
YDR211W	134
YDR110W	27
tG(CCC)D	0
YDR274C	0
YDR167W	15
YDR156W	0
YDL223C	2
YDR075W	11
YDR039C	171
YDL088C	27
YDL129W	7
YDL215C	102
YDR297W	117
YDR131C	15
YDR230W	0
YDR348C	17
YDL169C	0
YDR007W	0
YDL195W	178
YDR263C	2
YDR220C	0
YDR429C	98
YDR119W-A	0
YDR421W	14
YDL186W	1
YDL198C	62
YDL120W	18
YDR379W	18
YDL029W	269
YDR205W	4
YDR094W	0
YDR369C	6
YDR088C	2
YDR411C	40
YDR441C	12
YDR446W	0
YDL183C	1
YDR194W-A	0
YDR114C	1
YDR442W	2
tK(CUU)D2	0
YDL059C	2
YDR016C	10
YDR430C	24
YDR366C	3
YDR374W-A	5
YDR293C	56
YDR459C	21
YDR022C	4
YDR217C	16
YDR052C	21
YDL027C	15
YDR104C	14
YDL136W	747
YDR248C	14
YDR078C	17
YDR068W	3
YDL080C	29
YDR461C-A	4
YDR252W	8
YDL046W	23
YDR540C	2
YDR181C	10
YDL200C	9
YDR108W	17
YDR337W	23
YDR356W	9
YDL235C	42
YDR320W-B	0
YDL245C	0
YDR170W-A	5
YDR210W-B	16
YDR210C-D	29
YDR316W-B	36
YDR261C-D	34
YDR210C-C	0
YDR261C-C	0
YDR261W-B	15
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	46
YDR098C-B	32
YDR098C-A	0
YDR210W-A	0
YDR034C-D	29
YDR034C-C	0
YOR185C	1
YOR237W	1
YOL048C	16
tG(GCC)O1	0
YOL144W	3
snR8	809
YOR082C	0
YOL072W	3
YOR114W	1
YOL085C	0
YOR385W	79
YOR214C	0
YOL119C	17
YOR019W	2
YOR206W	112
YOR345C	0
YOR341W	644
YOL088C	20
YOR392W	0
YOR160W	25
YOR084W	5
YOR039W	37
YOR264W	19
YOR281C	17
tK(UUU)O	0
YOR230W	274
YOR144C	13
YOL081W	109
YOL052C	15
YOR285W	95
YOR058C	15
YOR270C	1022
YOL154W	2
YOR115C	49
YOL003C	25
YOR258W	11
tN(GUU)O2	0
YOL103W	132
YOR215C	48
YOL095C	12
YOL063C	22
YOL079W	0
YOR389W	0
YOR231W	5
YOR021C	94
YOR139C	0
YOR120W	14
YOL038W	140
YOR023C	2
YOL124C	59
YOR212W	74
YOL013W-A	5
YOL120C	3002
YOR181W	4
YOR333C	0
YOR335C	794
YOL046C	0
YOL029C	7
YOL155W-A	0
YOR072W	1
YOL161C	0
snR58	2
YOL122C	58
YOR252W	10
YOR157C	6
YOL107W	3
YOR274W	17
YOL013W-B	2
YOR343C	0
YOR093C	31
YOR381W-A	0
YOL065C	15
YOR092W	23
YOR207C	101
YOR365C	1
YOL005C	25
YOL020W	135
YOL053W	15
YOL117W	11
YOR038C	22
YOR303W	37
YOR137C	44
YOL034W	5
YOR052C	87
YOR190W	1
YOL039W	630
YOR349W	4
YOL090W	81
YOR271C	71
YOR173W	10
YOR106W	12
YOR108W	245
YOR059C	30
YOL149W	43
YOR121C	7
YOL106W	0
snR9	666
YOR295W	5
YOR203W	0
YOR132W	14
YOR216C	6
YOR099W	412
YOR001W	52
YOR009W	0
YOR204W	191
YOR209C	130
YOR284W	10
YOR036W	13
YOR154W	26
YOR048C	77
YOL073C	19
YOL152W	17
YOL101C	11
YOR085W	18
YOR227W	12
YOR159C	12
YOR146W	3
YOR372C	3
YOR112W	34
YOR387C	0
YOR229W	33
YOR068C	0
YOR376W-A	3
YOL050C	0
YOR342C	8
YOL035C	0
YOR251C	58
YOR041C	0
YOR130C	17
YOR119C	20
YOL166C	0
YOR008C	88
YOL011W	177
YOR248W	0
YOR202W	0
YOR266W	10
YOR140W	1
YOR004W	66
YOR308C	2
YOR032C	0
YOR311C	53
YOL019W	14
YOL138C	10
YOL151W	55
YOR330C	19
YOR379C	2
YOR142W	108
YOR268C	0
snR81	200
YOR017W	10
YOR394W	0
YOL134C	0
YOR002W	53
YOR194C	3
YOR298C-A	490
YOL069W	21
YOR014W	30
YOR346W	66
YOR044W	18
YOR275C	21
YOR174W	38
YOR336W	26
YOL094C	20
YOR122C	254
YOR256C	21
YOL137W	7
YOR350C	22
YOR196C	29
YOR380W	4
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	3
YOR376W	0
YOR369C	7736
YOL132W	1
YOR296W	16
YOR260W	55
YOR373W	4
YOR163W	20
YOR029W	0
YOL042W	39
YOR316C	38
YOR326W	164
YOR293C-A	0
YOL036W	14
YOR072W-B	0
YOR332W	171
YOL002C	127
YOR193W	8
YOR243C	92
YOR126C	7
YOR070C	9
YOR328W	46
YOL056W	31
YOR098C	17
YOL110W	19
YOR213C	31
YOR253W	95
YOR008C-A	0
YOL113W	27
YOR060C	10
YOL076W	145
YOR186C-A	0
YOR381W	32
YOR113W	4
YOR273C	113
tN(GUU)O1	0
YOR161W-A	1
YOL147C	11
YOR338W	12
YOR178C	0
YOR188W	4
YOL159C	10
YOR382W	2
YOL071W	2
YOR363C	11
YOR069W	36
YOR075W	11
YOR124C	37
YOR008W-B	1
snR31	1852
YOL025W	3
YOR057W	29
YOR265W	14
YOL127W	2031
YOR107W	8
YOL142W	51
YOR239W	27
YOL091W	2
YOR317W	161
YOR370C	73
tM(CAU)O1	0
YOR211C	14
YOR191W	12
YOL064C	68
tT(AGU)O1	0
YOL049W	106
YOL043C	0
YOR043W	18
YOR331C	9
YOR309C	4
YOR104W	12
YOL114C	3
YOR300W	0
YOR220W	76
YOR378W	6
YOL059W	70
YOR386W	9
YOL027C	40
snR62	1
snR17a	28862
YOL155C	3
YOR375C	713
snR35	1238
YOR100C	0
YOL026C	25
YOL012C	14
YOR026W	19
YOR359W	1
YOR250C	4
YOL013C	11
YOR272W	173
tG(GCC)O2	0
YOL164W-A	0
YOL082W	33
snR36	397
YOR035C	31
YOL016C	78
YOR007C	406
YOR325W	0
YOL085W-A	0
YOL160W	0
YOR361C	370
YOL158C	109
YOR315W	22
YOR010C	1
YOR384W	1
YOR234C	590
YOR283W	63
YOR020W-A	16
YOL045W	19
YOR102W	0
YOL128C	12
YOR360C	174
YOL097C	381
YOR164C	214
YOR175C	164
tP(UGG)O1	0
YOR086C	114
YOR242C	2
YOR155C	70
YOL019W-A	0
YOL030W	42
YOR323C	113
YOL017W	4
YOR233W	35
YOL037C	0
YOR083W	0
YOL010W	41
YOR118W	23
YOR128C	43
YOL125W	30
YOL004W	26
YOR177C	2
YOR166C	34
YOR006C	9
YOR324C	20
YOL024W	0
YOR033C	31
YOL033W	20
YOL070C	34
YOR116C	114
YOL067C	1
YOR145C	94
YOR304C-A	2
YOR192C	3
YOL109W	952
YOR078W	6
YOR134W	2
YOR131C	24
YOR368W	15
YOL111C	0
YOR168W	379
YOR226C	42
YOL162W	0
YOR334W	17
YOR241W	87
tP(UGG)O2	0
YOR245C	36
YOL009C	8
YOR153W	748
YOR358W	1
YOR335W-A	1
YOR170W	1
YOR267C	0
YOR081C	2
YOL145C	67
YOL156W	0
YOR322C	16
YOL044W	31
YOR054C	6
YOL031C	30
YOR034C-A	3
YOR306C	34
YOR261C	198
YOR293W	1069
YOR062C	5
YOR339C	0
YOR067C	71
YOR312C	1674
YOR094W	10
YOL135C	1
YOL105C	4
YOR329W-A	0
YOR197W	57
YOL104C	2
YOR262W	12
YOR167C	334
YOL015W	8
YOR161C	44
YOR393W	1
YOR105W	3
YOR210W	30
YOR364W	0
YOL087C	24
YOR127W	30
YOR184W	408
YOR150W	9
YOR179C	7
YOR340C	14
YOR354C	39
YOR217W	40
YOR298W	6
YOL006C	15
YOR259C	63
YOR318C	2
YOR320C	102
YOR222W	147
YOL165C	0
YOL007C	10
YOR307C	26
YOL051W	3
YOR091W	5
YOR079C	23
YOL022C	85
YOR278W	14
YOR024W	0
YOL148C	26
YOL078W	11
tP(UGG)O3	2
YOR089C	15
YOL098C	162
YOR171C	49
YOL089C	24
YOL150C	0
YOR095C	145
YOL146W	36
YOR224C	127
YOR302W	0
YOR286W	43
YOR046C	140
tG(CCC)O	0
YOR388C	0
YOR228C	20
YOL112W	7
YOR141C	11
YOL131W	0
YOR049C	4
YOL143C	423
YOR172W	9
YOR149C	19
YOL164W	20
YOR011W	22
YOR071C	10
YOR022C	7
YOR125C	36
YOL141W	19
YOR101W	65
YOR263C	2
YOR383C	0
YOR056C	16
YOL075C	30
YOR073W-A	0
YOR246C	156
YOR042W	11
YOR236W	13
YOR183W	0
YOR176W	111
YOR238W	10
YOR367W	13
YOR297C	4
YOR310C	186
YOR063W	10439
YOR189W	3
YOL129W	95
YOR280C	30
YOR037W	19
YOR090C	25
YOR313C	3
YOL032W	30
YOR158W	32
YOR162C	3
YOL092W	67
YOL061W	378
YOR232W	145
YOR219C	42
YOR182C	251
YOL099C	5
YOR294W	53
YOR288C	26
YOR110W	14
YOR040W	12
YOL083W	3
YOL136C	33
YOL130W	68
YOL021C	89
YOR282W	0
YOL077W-A	8
YOR319W	19
YOR030W	5
YOR291W	54
YOL077C	161
YOR390W	6
YOL052C-A	0
YOR123C	5
YOR013W	2
YOR249C	20
YOR362C	158
YOL058W	79
YOR143C	32
YOR347C	18
YOL157C	3
YOL057W	121
YOR321W	39
YOR015W	9
YOR111W	11
YOL008W	0
YOR279C	4
YOR394C-A	0
YOR180C	10
YOL055C	8
snR5	1002
YOL139C	600
YOR287C	6
YOR198C	68
YOR053W	1
YOL054W	1
YOR012W	2
YOL118C	1
YOR034C	54
YOR374W	31
YOR018W	12
YOL084W	5
YOR314W	0
YOR050C	1
YOR391C	0
YOR327C	53
YOR352W	11
YOR348C	5
YOL115W	12
YOR066W	6
YOR072W-A	1
YOL096C	7
tM(CAU)O2	0
YOR020C	113
YOR133W	7319
YOR356W	48
YOR208W	2
YOR357C	40
YOR277C	2
YOR276W	259
YOR247W	0
snR50	0
YOL047C	0
YOR221C	3
YOR344C	20
YOR269W	37
YOR152C	4
YOR103C	51
YOR377W	28
YOR129C	11
YOL038C-A	0
YOR156C	2
YOR329C	16
YOR351C	0
YOL040C	50
YOL159C-A	0
YOR051C	88
YOR003W	2
YOR064C	2
YOR073W	20
YOR201C	9
YOR065W	10
YOR186W	1
YOR045W	21
YOL018C	5
YOL133W	20
YOR087W	39
YOL028C	0
YOL086C	8020
YOL108C	1
YOL023W	4
YOR011W-A	0
YOR165W	81
YOL068C	11
YOR138C	68
YOR016C	40
YOL121C	793
YOL126C	102
YOR235W	1
YOR080W	15
YOR169C	0
YOR028C	0
YOR225W	0
YOR108C-A	3
YOR109W	82
YOL093W	13
YOR147W	54
YOR218C	1
YOR254C	208
YOL080C	46
YOR161W-B	0
tY(GUA)O	0
YOR136W	157
tR(ACG)O	0
YOR192C-C	0
YOR205C	9
YOR200W	0
YOR305W	22
YOR195W	19
YOL123W	177
YOR097C	10
YOL083C-A	0
YOL086W-A	17
YOR337W	6
YOL100W	13
YOR289W	11
YOR255W	0
YOR304W	18
YOL163W	2
YOR077W	0
YOR074C	2
YOR117W	161
YOR055W	0
YOL166W-A	0
YOL066C	16
YOR396W	34
YOR161C-C	0
tV(AAC)O	0
YOR151C	263
YOR187W	310
YOL001W	13
YOR005C	9
YOR199W	0
YOR355W	21
YOR290C	13
YOR396C-A	0
YOR047C	32
YOL014W	30
YOR244W	36
YOL102C	34
YOL060C	12
YOL041C	22
YOL116W	18
YOR353C	42
YOR299W	54
YOR366W	2
tD(GUC)O	0
YOR096W	2900
YOR148C	7
YOR301W	6
YOR257W	4
YOR135C	3
YOR032W-A	0
YOR223W	0
YOR076C	17
YOR231C-A	0
YOR316C-A	1
tS(GCU)O	0
YOR061W	74
YOR025W	12
YOR371C	25
YOL140W	39
YOL062C	89
YOR292C	21
tG(UCC)O	0
YOR027W	124
tT(AGU)O2	0
YOR142W-B	41
YOR192C-A	0
YOL103W-B	47
YOR142W-A	0
YOR192C-B	16
YOR343W-B	17
YOR343W-A	0
YOL103W-A	0
YGL087C	4
YGL156W	14
YGL015C	0
RME2	5
YGR251W	1
YGR162W	192
tK(UUU)G2	0
YGR005C	7
YGL160W	23
snR46	1146
tD(GUC)G1	2
YGL211W	65
YGR141W	25
YGL239C	0
YGL097W	209
YGR030C	3
YGR224W	0
YGR142W	59
YGR186W	19
YGR181W	0
YGL081W	0
YGR082W	2
YGL028C	15
YGL021W	35
YGL110C	16
YGR167W	14
YGL017W	23
tA(UGC)G	0
YGR156W	3
YGR291C	0
YGR197C	7
YGR041W	5
YGL079W	5
YGL107C	20
YGL168W	2
YGL228W	59
YGR183C	15
YGL050W	19
YGR273C	0
YGR086C	293
YGR228W	0
YGL145W	35
YGR098C	40
YGR074W	9
YGL098W	3
snR7-S	0
YGL096W	5
YGR240C-A	1
YGR172C	32
YGR194C	26
YGL026C	210
YGL213C	40
YGL248W	25
YGL075C	4
YGL256W	28
YGL012W	325
YGL082W	79
YGR161C	3
tW(CCA)G1	2
YGR274C	30
YGR031C-A	0
YGL037C	231
YGL252C	32
YGL250W	4
YGR260W	424
YGR159C	949
YGR006W	2
YGL121C	2
YGL040C	48
YGR130C	20
YGR021W	12
YGR097W	7
YGL170C	0
YGL166W	25
YGL104C	23
YGR149W	9
YGR195W	53
tG(GCC)G2	0
YGR250C	100
YGL155W	20
YGL216W	7
YGR029W	42
YGL125W	8
YGR038W	10
YGR008C	47
YGR248W	2
YGL094C	63
YGR131W	3
YGR163W	7
YGR125W	50
YGR279C	82
YGL022W	229
tD(GUC)G2	1
YGR271W	43
YGL025C	1
YGL176C	9
YGR031W	35
YGL102C	291
YGR182C	28
YGR025W	0
YGL113W	4
YGR188C	6
YGL162W	0
YGL084C	37
snR10	20
YGL196W	64
RME3	4
YGR230W	5
YGR084C	16
YGL222C	1
YGR166W	16
YGR122C-A	2
YGR152C	11
YGL210W	24
YGR265W	2
YGR157W	210
YGL240W	8
YGR085C	980
YGR237C	3
YGL146C	1
YGL153W	4
YGR075C	9
tT(UGU)G2	0
YGL169W	55
YGR187C	36
YGL167C	239
YGR050C	5
YGR035W-A	1
YGR217W	35
YGR068C	2
YGR296W	30
YGR177C	48
YGL068W	130
tN(GUU)G	0
YGL018C	1
YGL188C	19
YGR126W	0
YGL065C	15
YGL014W	24
YGL100W	59
YGR288W	12
YGL174W	1
YGR211W	125
YGL204C	8
YGR270W	24
YGR204W	91
YGR266W	25
YGL070C	36
YGL225W	288
YGL120C	116
tE(UUC)G1	0
YGR252W	10
YGL106W	55
YGR284C	282
YGR032W	50
YGR174C	11
YGR208W	100
YGL016W	126
YGR255C	50
YGR146C-A	0
YGL194C	22
YGL138C	0
YGR091W	21
YGR200C	68
