Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M1_IP2.bam
YDR524W-C	14
YDL085W	0
YDR300C	108
YDL168W	145
YDR360W	0
YDR195W	30
YDR321W	517
YDR237W	78
YDL127W	27
YDR107C	21
YDR472W	39
YDL030W	27
YDR468C	45
YDL084W	1315
YDL203C	46
YDL025W-A	1
YDR285W	11
YDL229W	6605
YDR329C	37
YDR034C	59
YDR009W	5
tS(AGA)D2	0
YDR488C	28
YDR103W	66
YDR336W	28
YDL101C	36
YDR162C	16
YDR312W	45
YDL061C	251
YDL040C	280
YDR145W	84
YDR124W	10
YDL231C	76
YDR190C	192
YDL064W	55
YDR463W	39
YDR491C	3
YDR449C	67
YDL035C	53
YDR074W	114
YDR525W	0
YDR257C	48
YDR402C	2
YDR450W	2724
YDR376W	59
YDR161W	110
YDR090C	12
YDR189W	101
YDR524C	53
YDL237W	47
YDR188W	398
YDL133C-A	196
YDR531W	117
tG(GCC)D1	0
YDR226W	940
YDL054C	21
YDL205C	125
YDR537C	2
YDR496C	203
YDR313C	26
YDL108W	38
tV(CAC)D	0
YDR340W	1
YDL147W	252
YDL081C	1534
YDR283C	146
YDR261C	61
YDL211C	8
YDL074C	100
YDL091C	12
YDR346C	414
YDR072C	79
YDR242W	16
YDR323C	23
YDR486C	47
YDR420W	57
YDL122W	163
YDR390C	64
YDR481C	71
YDR318W	16
YDL105W	18
YDL141W	106
YDR400W	102
YDR522C	0
YDL173W	112
YDR279W	50
YDR281C	3
YDR213W	120
YDR179W-A	29
YDR330W	37
YDR106W	7
YDL178W	95
YDR484W	30
YDR308C	22
YDL192W	1159
YDL202W	36
YDR146C	180
YDR241W	0
YDL158C	22
YDL185W	2440
YDR251W	109
tL(UAA)D	0
YDR192C	17
YDR368W	101
YDR494W	45
YDR399W	205
YDR070C	2
YDR138W	49
YDR031W	15
YDR255C	16
YDL060W	188
YDR048C	0
YDR067C	35
YDR126W	10
YDR315C	29
YDL126C	1222
YDR262W	24
tQ(UUG)D3	1
YDR345C	617
YDR079W	13
YDR433W	3
YDL144C	58
YDR306C	35
YDR292C	135
YDL009C	2
YDR290W	1
YDR282C	14
YDR170C	527
YDR174W	245
YDL218W	1
YDL062W	5
YDL048C	32
YDR500C	790
YDR112W	2
YDR538W	34
YDL011C	0
YDR355C	0
YDR301W	101
YDR412W	61
YDR530C	18
YDR227W	56
YDR041W	46
YDR015C	0
YDL008W	33
YDR234W	147
YDR511W	18
YDR519W	77
YDL086C-A	12
YDR250C	0
YDR465C	129
YDL001W	26
YDR454C	616
YDR013W	24
YDR076W	10
YDL095W	288
YDL007C-A	0
YDL130W	1679
YDR100W	38
YDR479C	31
tS(AGA)D1	11
YDL117W	74
YDR140W	40
YDR381W	325
tQ(UUG)D2	0
YDR327W	16
YDR062W	156
YDR143C	72
YDL172C	9
YDL053C	62
YDR223W	2
YDL037C	58
YDL167C	152
YDR246W-A	0
YDR371C-A	0
YDR517W	94
YDL226C	139
YDR467C	3
YDL134C	140
YDR117C	47
YDR314C	39
YDR440W	43
YDR303C	87
YDL078C	250
YDL238C	26
YDR529C	88
YDR437W	8
snR47	66
YDL196W	0
YDR452W	78
YDR445C	1
YDR347W	81
tQ(UUG)D1	0
YDR490C	25
YDR516C	72
YDR509W	0
YDL193W	27
YDL137W	295
YDL118W	1
YDR235W	44
YDR233C	113
YDR388W	237
YDR209C	14
YDR049W	43
YDL194W	27
YDR021W	26
YDR353W	644
YDR051C	60
YDR288W	34
YDR141C	171
YDR194C	212
YDR424C	41
YDR054C	90
YDR122W	83
YDR184C	63
YDR183C-A	8
YDL240W	97
YDR056C	82
YDR541C	20
YDL042C	43
YDR185C	19
YDR328C	279
YDR280W	81
tV(UAC)D	1
YDR098C	189
YDR005C	30
YDR423C	20
YDR017C	96
YDR419W	25
YDR444W	64
YDR341C	529
YDR154C	314
YDR464W	52
YDR132C	21
YDL210W	2
YDR395W	292
YDL222C	4
YDR372C	223
YDR325W	52
YDR216W	64
YDR082W	15
YDL224C	41
YDR498C	34
YDR010C	0
YDR006C	45
YDR182W	56
YDL102W	91
YDL179W	51
YDL067C	43
YDR030C	6
YDR020C	20
YDR527W	91
YDR333C	88
YDL093W	56
YDL043C	40
YDR139C	30
YDR322C-A	32
YDL130W-A	10
YDR210W	67
YDR260C	17
YDL017W	25
YDR073W	19
YDL069C	17
YDR455C	0
YDR461W	0
YDR435C	32
YDL063C	91
YDR121W	52
YDR178W	37
YDL013W	23
YDR534C	2
YDR392W	23
YDR034C-A	0
YDL132W	106
YDR535C	4
YDR202C	38
YDL050C	12
YDR524C-A	0
YDL109C	13
YDR211W	231
YDR110W	56
tG(CCC)D	0
YDR274C	0
YDR167W	32
YDR156W	28
YDL223C	18
YDR075W	27
YDR039C	164
YDL088C	52
YDL129W	15
YDL215C	86
YDR297W	126
YDR131C	21
YDR230W	1
YDR348C	44
YDL169C	1
YDR007W	0
YDL195W	561
YDR263C	5
YDR220C	0
YDR429C	563
YDR119W-A	4
YDR421W	28
YDL186W	1
YDL198C	125
YDL120W	99
YDR379W	30
YDL029W	314
YDR205W	13
YDR094W	0
YDR369C	22
YDR088C	22
YDR411C	38
YDR441C	45
YDR446W	1
YDL183C	9
YDR194W-A	1
YDR114C	3
YDR442W	1
tK(CUU)D2	0
YDL059C	17
YDR016C	14
YDR430C	114
YDR366C	2
YDR374W-A	5
YDR293C	275
YDR459C	21
YDR022C	11
YDR217C	65
YDR052C	44
YDL027C	17
YDR104C	35
YDL136W	959
YDR248C	19
YDR078C	18
YDR068W	31
YDL080C	69
YDR461C-A	4
YDR252W	7
YDL046W	81
YDR540C	7
YDR181C	34
YDL200C	10
YDR108W	27
YDR337W	52
YDR356W	42
YDL235C	86
YDR320W-B	1
YDL245C	2
YDR170W-A	76
YDR210W-B	179
YDR210C-D	451
YDR316W-B	500
YDR261C-D	544
YDR210C-C	0
YDR261C-C	0
YDR261W-B	127
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	578
YDR098C-B	479
YDR098C-A	0
YDR210W-A	0
YDR034C-D	164
YDR034C-C	0
YOR185C	21
YOR237W	2
YOL048C	22
tG(GCC)O1	0
YOL144W	34
snR8	1562
YOR082C	1
YOL072W	24
YOR114W	10
YOL085C	0
YOR385W	58
YOR214C	0
YOL119C	15
YOR019W	3
YOR206W	180
YOR345C	2
YOR341W	1493
YOL088C	34
YOR392W	1
YOR160W	86
YOR084W	24
YOR039W	79
YOR264W	62
YOR281C	65
tK(UUU)O	3
YOR230W	465
YOR144C	19
YOL081W	408
YOL052C	68
YOR285W	110
YOR058C	47
YOR270C	668
YOL154W	8
YOR115C	72
YOL003C	14
YOR258W	14
tN(GUU)O2	0
YOL103W	121
YOR215C	36
YOL095C	21
YOL063C	59
YOL079W	0
YOR389W	4
YOR231W	36
YOR021C	198
YOR139C	3
YOR120W	20
YOL038W	268
YOR023C	19
YOL124C	100
YOR212W	206
YOL013W-A	1
YOL120C	4726
YOR181W	13
YOR333C	0
YOR335C	1033
YOL046C	2
YOL029C	20
YOL155W-A	0
YOR072W	2
YOL161C	0
snR58	3
YOL122C	40
YOR252W	49
YOR157C	138
YOL107W	7
YOR274W	25
YOL013W-B	0
YOR343C	3
YOR093C	90
YOR381W-A	2
YOL065C	25
YOR092W	39
YOR207C	272
YOR365C	3
YOL005C	92
YOL020W	102
YOL053W	21
YOL117W	24
YOR038C	51
YOR303W	111
YOR137C	41
YOL034W	28
YOR052C	88
YOR190W	3
YOL039W	1624
YOR349W	16
YOL090W	110
YOR271C	287
YOR173W	20
YOR106W	32
YOR108W	344
YOR059C	39
YOL149W	78
YOR121C	17
YOL106W	0
snR9	966
YOR295W	11
YOR203W	0
YOR132W	49
YOR216C	44
YOR099W	153
YOR001W	137
YOR009W	0
YOR204W	523
YOR209C	291
YOR284W	9
YOR036W	22
YOR154W	36
YOR048C	226
YOL073C	16
YOL152W	11
YOL101C	12
YOR085W	71
YOR227W	47
YOR159C	31
YOR146W	8
YOR372C	38
YOR112W	57
YOR387C	0
YOR229W	47
YOR068C	1
YOR376W-A	3
YOL050C	0
YOR342C	69
YOL035C	0
YOR251C	88
YOR041C	3
YOR130C	31
YOR119C	41
YOL166C	0
YOR008C	69
YOL011W	173
YOR248W	0
YOR202W	0
YOR266W	29
YOR140W	26
YOR004W	112
YOR308C	22
YOR032C	3
YOR311C	85
YOL019W	29
YOL138C	46
YOL151W	55
YOR330C	92
YOR379C	2
YOR142W	145
YOR268C	1
snR81	328
YOR017W	47
YOR394W	0
YOL134C	5
YOR002W	57
YOR194C	64
YOR298C-A	617
YOL069W	24
YOR014W	93
YOR346W	113
YOR044W	14
YOR275C	45
YOR174W	42
YOR336W	64
YOL094C	51
YOR122C	479
YOR256C	34
YOL137W	22
YOR350C	27
YOR196C	74
YOR380W	17
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	6
YOR376W	0
YOR369C	10335
YOL132W	0
YOR296W	57
YOR260W	198
YOR373W	35
YOR163W	64
YOR029W	0
YOL042W	28
YOR316C	32
YOR326W	549
YOR293C-A	0
YOL036W	71
YOR072W-B	0
YOR332W	874
YOL002C	71
YOR193W	25
YOR243C	210
YOR126C	33
YOR070C	22
YOR328W	30
YOL056W	37
YOR098C	116
YOL110W	20
YOR213C	29
YOR253W	144
YOR008C-A	0
YOL113W	26
YOR060C	9
YOL076W	112
YOR186C-A	1
YOR381W	24
YOR113W	23
YOR273C	96
tN(GUU)O1	0
YOR161W-A	1
YOL147C	26
YOR338W	9
YOR178C	3
YOR188W	57
YOL159C	20
YOR382W	4
YOL071W	16
YOR363C	37
YOR069W	60
YOR075W	38
YOR124C	164
YOR008W-B	1
snR31	960
YOL025W	23
YOR057W	76
YOR265W	26
YOL127W	3078
YOR107W	30
YOL142W	93
YOR239W	116
YOL091W	7
YOR317W	172
YOR370C	200
tM(CAU)O1	0
YOR211C	67
YOR191W	128
YOL064C	94
tT(AGU)O1	0
YOL049W	189
YOL043C	8
YOR043W	98
YOR331C	50
YOR309C	25
YOR104W	12
YOL114C	4
YOR300W	1
YOR220W	56
YOR378W	10
YOL059W	182
YOR386W	27
YOL027C	85
snR62	6
snR17a	21789
YOL155C	86
YOR375C	847
snR35	2302
YOR100C	1
YOL026C	53
YOL012C	112
YOR026W	45
YOR359W	19
YOR250C	34
YOL013C	23
YOR272W	185
tG(GCC)O2	0
YOL164W-A	2
YOL082W	45
snR36	532
YOR035C	63
YOL016C	146
YOR007C	692
YOR325W	5
YOL085W-A	2
YOL160W	0
YOR361C	448
YOL158C	48
YOR315W	89
YOR010C	3
YOR384W	1
YOR234C	664
YOR283W	60
YOR020W-A	21
YOL045W	93
YOR102W	5
YOL128C	17
YOR360C	131
YOL097C	316
YOR164C	201
YOR175C	95
tP(UGG)O1	0
YOR086C	188
YOR242C	3
YOR155C	53
YOL019W-A	0
YOL030W	128
YOR323C	251
YOL017W	28
YOR233W	52
YOL037C	1
YOR083W	22
YOL010W	59
YOR118W	43
YOR128C	116
YOL125W	77
YOL004W	231
YOR177C	4
YOR166C	45
YOR006C	44
YOR324C	55
YOL024W	0
YOR033C	57
YOL033W	26
YOL070C	57
YOR116C	402
YOL067C	14
YOR145C	203
YOR304C-A	3
YOR192C	5
YOL109W	1413
YOR078W	62
YOR134W	3
YOR131C	48
YOR368W	20
YOL111C	42
YOR168W	597
YOR226C	70
YOL162W	0
YOR334W	22
YOR241W	115
tP(UGG)O2	0
YOR245C	26
YOL009C	17
YOR153W	1112
YOR358W	12
YOR335W-A	7
YOR170W	3
YOR267C	78
YOR081C	43
YOL145C	205
YOL156W	2
YOR322C	65
YOL044W	34
YOR054C	26
YOL031C	55
YOR034C-A	3
YOR306C	22
YOR261C	307
YOR293W	1719
YOR062C	6
YOR339C	5
YOR067C	36
YOR312C	3529
YOR094W	29
YOL135C	13
YOL105C	14
YOR329W-A	0
YOR197W	194
YOL104C	10
YOR262W	36
YOR167C	687
YOL015W	6
YOR161C	42
YOR393W	0
YOR105W	0
YOR210W	89
YOR364W	2
YOL087C	83
YOR127W	80
YOR184W	282
YOR150W	51
YOR179C	18
YOR340C	183
YOR354C	89
YOR217W	85
YOR298W	5
YOL006C	88
YOR259C	157
YOR318C	1
YOR320C	59
YOR222W	99
YOL165C	1
YOL007C	40
YOR307C	59
YOL051W	82
YOR091W	106
YOR079C	11
YOL022C	131
YOR278W	46
YOR024W	0
YOL148C	59
YOL078W	57
tP(UGG)O3	4
YOR089C	62
YOL098C	302
YOR171C	115
YOL089C	47
YOL150C	1
YOR095C	200
YOL146W	46
YOR224C	221
YOR302W	0
YOR286W	90
YOR046C	238
tG(CCC)O	0
YOR388C	1
YOR228C	16
YOL112W	46
YOR141C	73
YOL131W	0
YOR049C	4
YOL143C	883
YOR172W	42
YOR149C	20
YOL164W	22
YOR011W	43
YOR071C	21
YOR022C	22
YOR125C	47
YOL141W	33
YOR101W	136
YOR263C	3
YOR383C	2
YOR056C	105
YOL075C	52
YOR073W-A	0
YOR246C	164
YOR042W	59
YOR236W	57
YOR183W	1
YOR176W	116
YOR238W	41
YOR367W	49
YOR297C	16
YOR310C	567
YOR063W	6533
YOR189W	17
YOL129W	91
YOR280C	50
YOR037W	21
YOR090C	42
YOR313C	7
YOL032W	26
YOR158W	73
YOR162C	20
YOL092W	77
YOL061W	236
YOR232W	366
YOR219C	66
YOR182C	707
YOL099C	6
YOR294W	178
YOR288C	17
YOR110W	37
YOR040W	18
YOL083W	2
YOL136C	99
YOL130W	113
YOL021C	135
YOR282W	0
YOL077W-A	36
YOR319W	32
YOR030W	30
YOR291W	95
YOL077C	343
YOR390W	25
YOL052C-A	1
YOR123C	66
YOR013W	1
YOR249C	28
YOR362C	296
YOL058W	77
YOR143C	40
YOR347C	32
YOL157C	5
YOL057W	145
YOR321W	41
YOR015W	28
YOR111W	13
YOL008W	22
YOR279C	11
YOR394C-A	1
YOR180C	6
YOL055C	19
snR5	2028
YOL139C	983
YOR287C	36
YOR198C	347
YOR053W	1
YOL054W	9
YOR012W	0
YOL118C	0
YOR034C	48
YOR374W	49
YOR018W	38
YOL084W	3
YOR314W	0
YOR050C	2
YOR391C	0
YOR327C	98
YOR352W	25
YOR348C	2
YOL115W	59
YOR066W	20
YOR072W-A	6
YOL096C	21
tM(CAU)O2	0
YOR020C	216
YOR133W	5079
YOR356W	77
YOR208W	13
YOR357C	36
YOR277C	6
YOR276W	421
YOR247W	12
snR50	8
YOL047C	1
YOR221C	26
YOR344C	126
YOR269W	33
YOR152C	4
YOR103C	72
YOR377W	55
YOR129C	19
YOL038C-A	2
YOR156C	24
YOR329C	44
YOR351C	0
YOL040C	1273
YOL159C-A	3
YOR051C	128
YOR003W	7
YOR064C	15
YOR073W	31
YOR201C	22
YOR065W	31
YOR186W	0
YOR045W	31
YOL018C	24
YOL133W	36
YOR087W	31
YOL028C	6
YOL086C	8701
YOL108C	10
YOL023W	25
YOR011W-A	0
YOR165W	149
YOL068C	73
YOR138C	76
YOR016C	55
YOL121C	1736
YOL126C	284
YOR235W	4
YOR080W	43
YOR169C	6
YOR028C	10
YOR225W	0
YOR108C-A	8
YOR109W	179
YOL093W	72
YOR147W	56
YOR218C	4
YOR254C	168
YOL080C	77
YOR161W-B	1
tY(GUA)O	0
YOR136W	244
tR(ACG)O	0
YOR192C-C	1
YOR205C	32
YOR200W	0
YOR305W	38
YOR195W	57
YOL123W	264
YOR097C	11
YOL083C-A	0
YOL086W-A	8
YOR337W	53
YOL100W	38
YOR289W	8
YOR255W	3
YOR304W	91
YOL163W	2
YOR077W	7
YOR074C	34
YOR117W	193
YOR055W	1
YOL166W-A	0
YOL066C	56
YOR396W	165
YOR161C-C	0
tV(AAC)O	1
YOR151C	692
YOR187W	313
YOL001W	24
YOR005C	19
YOR199W	1
YOR355W	154
YOR290C	169
YOR396C-A	5
YOR047C	57
YOL014W	25
YOR244W	28
YOL102C	51
YOL060C	35
YOL041C	201
YOL116W	15
YOR353C	41
YOR299W	76
YOR366W	3
tD(GUC)O	0
YOR096W	3733
YOR148C	23
YOR301W	62
YOR257W	19
YOR135C	3
YOR032W-A	0
YOR223W	10
YOR076C	40
YOR231C-A	1
YOR316C-A	2
tS(GCU)O	2
YOR061W	155
YOR025W	70
YOR371C	98
YOL140W	45
YOL062C	92
YOR292C	18
tG(UCC)O	2
YOR027W	302
tT(AGU)O2	1
YOR142W-B	463
YOR192C-A	0
YOL103W-B	615
YOR142W-A	0
YOR192C-B	181
YOR343W-B	172
YOR343W-A	0
YOL103W-A	0
YGL087C	54
YGL156W	14
YGL015C	0
RME2	31
YGR251W	34
YGR162W	601
tK(UUU)G2	0
YGR005C	52
YGL160W	22
snR46	1585
tD(GUC)G1	0
YGL211W	54
YGR141W	27
YGL239C	2
YGL097W	176
YGR030C	22
YGR224W	0
YGR142W	68
YGR186W	194
YGR181W	29
YGL081W	0
YGR082W	26
YGL028C	63
YGL021W	73
YGL110C	33
YGR167W	195
YGL017W	46
tA(UGC)G	1
YGR156W	25
YGR291C	0
YGR197C	31
YGR041W	41
YGL079W	23
YGL107C	61
YGL168W	5
YGL228W	57
YGR183C	23
YGL050W	55
YGR273C	0
YGR086C	514
YGR228W	5
YGL145W	51
YGR098C	92
YGR074W	38
YGL098W	10
snR7-S	0
YGL096W	10
YGR240C-A	1
YGR172C	123
YGR194C	29
YGL026C	435
YGL213C	95
YGL248W	50
YGL075C	15
YGL256W	57
YGL012W	144
YGL082W	79
YGR161C	6
tW(CCA)G1	5
YGR274C	90
YGR031C-A	4
YGL037C	110
YGL252C	85
YGL250W	11
YGR260W	143
YGR159C	1131
YGR006W	11
YGL121C	0
YGL040C	110
YGR130C	73
YGR021W	23
YGR097W	34
YGL170C	1
YGL166W	31
YGL104C	16
YGR149W	16
YGR195W	115
tG(GCC)G2	0
YGR250C	136
YGL155W	57
YGL216W	54
YGR029W	80
YGL125W	39
YGR038W	44
YGR008C	30
YGR248W	4
YGL094C	121
YGR131W	4
YGR163W	50
YGR125W	76
YGR279C	312
YGL022W	205
tD(GUC)G2	1
YGR271W	144
YGL025C	14
YGL176C	31
YGR031W	28
YGL102C	699
YGR182C	29
YGR025W	0
YGL113W	26
YGR188C	17
YGL162W	13
YGL084C	33
snR10	17
YGL196W	58
RME3	11
YGR230W	7
YGR084C	40
YGL222C	18
YGR166W	47
YGR122C-A	3
YGR152C	34
YGL210W	59
YGR265W	6
YGR157W	297
YGL240W	13
YGR085C	2197
YGR237C	43
YGL146C	0
YGL153W	27
YGR075C	13
tT(UGU)G2	0
YGL169W	72
YGR187C	94
YGL167C	247
YGR050C	4
YGR035W-A	3
YGR217W	96
YGR068C	38
YGR296W	135
YGR177C	58
YGL068W	163
tN(GUU)G	0
YGL018C	9
YGL188C	15
YGR126W	6
YGL065C	42
YGL014W	134
YGL100W	110
YGR288W	13
YGL174W	14
YGR211W	194
YGL204C	9
YGR270W	213
YGR204W	447
YGR266W	59
YGL070C	41
YGL225W	181
YGL120C	318
tE(UUC)G1	2
YGR252W	41
YGL106W	185
YGR284C	115
YGR032W	99
YGR174C	22
YGR208W	132
YGL016W	221
YGR255C	75
YGR146C-A	1
YGL194C	47
YGL138C	0
