Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN3.bam
YGL120C	99
tE(UUC)G1	9
YGR252W	10
YGL106W	37
YGR284C	252
YGR032W	61
YGR174C	9
YGR208W	35
YGL016W	145
YGR255C	34
YGR146C-A	0
YGL194C	10
YGL138C	0
YGR091W	7
YGR200C	112
YGR191W	123
YGR270C-A	0
YGL227W	2
YGR081C	1
YGL243W	11
YGL194C-A	1
YGR148C	291
YGL136C	6
YGR276C	24
YGL129C	16
tR(UCU)G2	0
YGR053C	1
YGR069W	0
YGL224C	16
YGL193C	0
YGL020C	21
YGL177W	1
YGL189C	826
YGR122W	9
YGL003C	8
YGR210C	53
tG(GCC)G1	0
YGR079W	1
YGL115W	77
YGL105W	72
YGR026W	22
YGR087C	2
YGR278W	8
YGR042W	3
YGR043C	2
YGL165C	1
YGR110W	7
YGR089W	10
YGL158W	0
YGR262C	12
YGL200C	177
YGL117W	12
YGL186C	46
YGR010W	2
YGR198W	44
YGR137W	1
YGL058W	28
YGL226W	0
YGL055W	435
YGL184C	6
YGL024W	1
tV(AAC)G3	0
YGL151W	38
YGR101W	23
YGL230C	0
YGR103W	194
YGR096W	1
YGR112W	10
tI(AAU)G	1
YGL013C	36
YGL076C	847
YGR067C	0
YGR094W	694
YGL226C-A	4
YGR045C	2
YGR175C	250
YGL008C	4028
YGR115C	1
YGR108W	36
YGR218W	236
YGR205W	17
YGL073W	5
YGL009C	1375
YGL095C	27
YGL137W	401
YGL214W	0
YGR105W	16
YGR001C	8
tK(UUU)G1	2
YGL217C	0
YGL173C	202
YGL086W	5
YGR223C	9
tS(AGA)G	0
YGR077C	5
YGL052W	0
YGR285C	335
YGL080W	2
YGL207W	157
YGR261C	80
YGR226C	0
YGL140C	136
YGL078C	46
YGL199C	8
YGR164W	3
YGR150C	16
YGL006W-A	0
YGR196C	7
YGL197W	14
YGR136W	3
YGR153W	1
YGL159W	21
YGR286C	36
YGL254W	5
tH(GUG)G1	2
YGR023W	1
snR48	14
YGL063W	7
YGL154C	14
YGL035C	14
YGR009C	16
YGR034W	2317
YGL064C	4
YGR118W	1088
YGR277C	21
YGR232W	54
YGR227W	8
YGL142C	42
YGL143C	9
YGR222W	7
YGL045W	3
YGL253W	1227
YGR257C	13
YGL131C	14
YGR064W	5
YGR263C	8
YGL049C	10
YGR296C-B	0
YGL202W	285
YGL258W-A	0
YGR133W	2
YGR109C	2
YGR037C	14
YGL077C	218
YGR111W	25
YGR016W	4
YGR245C	70
YGR287C	4
YGL244W	10
YGL057C	6
YGL187C	35
YGR180C	453
YGR116W	150
YGL181W	19
YGR202C	18
YGL127C	1
YGR203W	3
YGL150C	30
YGR134W	31
YGR095C	8
YGR214W	600
YGR269W	0
YGR176W	1
YGL263W	4
YGR057C	7
YGL074C	0
YGR007W	27
YGR241C	5
YGR127W	4
YGL219C	3
YGL061C	4
YGR083C	28
YGL038C	19
YGL047W	13
YGR244C	40
YGR289C	2
YGL089C	444
YGL180W	9
YGR146C	0
YGL149W	0
YGL242C	26
YGR106C	442
YGR004W	9
YGR209C	70
YGR052W	2
YGR158C	1
YGR003W	15
YGR219W	0
YGL247W	5
YGR170W	19
YGR246C	20
YGL183C	0
YGR160W	14
YGR204C-A	0
YGR039W	1
YGL059W	7
YGL123W	5996
YGL099W	25
YGR102C	1
YGL233W	18
YGL072C	4
YGL056C	7
YGR104C	3
YGR240C	1324
YGR243W	1
YGR275W	7
YGL088W	0
YGR020C	51
YGR100W	31
YGR231C	45
YGR215W	4
YGR018C	1
YGL152C	1
YGL212W	6
YGL066W	7
YGL060W	20
YGL185C	7
YGR145W	63
YGL011C	57
YGR147C	30
YGR036C	7
YGL122C	21
YGL261C	0
YGL041C	0
YGR099W	30
YGR046W	3
YGL188C-A	4
YGR216C	41
tG(UCC)G	4
YGR047C	20
YGR238C	5
YGR282C	348
YGL132W	0
tA(AGC)G	0
YGR169C	7
YGR063C	43
YGR256W	1
YGL036W	5
YGR192C	7093
YGL191W	12
YGR051C	0
YGR013W	8
YGR123C	138
YGL209W	4
YGL163C	11
YGR296C-A	0
YGL178W	8
YGL092W	86
YGR132C	77
YGL208W	2
tL(GAG)G	0
YGR059W	0
YGR114C	0
YGR128C	60
YGL246C	22
YGL190C	15
YGR033C	15
YGL112C	49
YGL001C	107
YGR168C	8
YGL093W	22
YGR120C	6
YGR027C	1453
YGL259W	1
YGR294W	0
YGR124W	667
YGL103W	3683
YGL062W	102
YGR049W	0
snR39	22
YGR076C	3
YGL161C	32
YGR062C	9
tV(AAC)G1	2
YGL237C	5
YGR024C	51
YGR184C	92
YGR292W	0
YGR151C	0
YGL034C	0
YGL067W	26
YGR072W	4
YGL229C	8
YGR055W	68
YGL044C	7
YGL054C	30
YGL119W	32
YGR068W-A	0
YGR206W	1
YGR121W-A	2
YGL130W	26
YGL042C	0
YGR090W	108
YGR221C	5
YGR143W	27
tR(UCU)G1	1
YGL218W	0
YGL198W	72
YGL083W	6
tC(GCA)G	4
YGR071C	16
YGR259C	4
YGR058W	1
YGL195W	803
YGL192W	0
YGL206C	434
YGR060W	115
YGL257C	59
YGL236C	26
YGR138C	11
YGR015C	0
YGL023C	5
YGL144C	6
YGL071W	3
tK(CUU)G3	1
YGR080W	11
YGL116W	11
YGR035C	0
YGL201C	38
YGR212W	0
YGR154C	6
YGL241W	45
YGL262W	1
YGR247W	12
YGR199W	61
YGL260W	0
YGR179C	7
YGR011W	0
YGL111W	31
snR39B	25
YGR073C	4
YGR155W	587
YGL114W	32
YGL255W	52
YGR066C	0
YGR233C	9
YGR092W	8
YGL041W-A	6
YGR171C	8
tW(CCA)G2	21
YGL171W	8
YGL029W	1
YGR040W	1
YGR220C	12
YGR268C	4
YGL147C	3658
tK(CUU)G1	0
YGR144W	2
YGR178C	134
YGR113W	9
YGL203C	40
YGL048C	126
YGR207C	22
YGR258C	7
YGL091C	25
YGR093W	12
YGR119C	32
YGR213C	1
YGR061C	524
YGL182C	0
YGR139W	0
YGR121C	5
YGL043W	12
YGR280C	6
YGL085W	7
YGL031C	618
YGR117C	25
YGR254W	606
YGR235C	16
YGL124C	14
YGR236C	0
YGL164C	3
YGR293C	0
tL(CAA)G1	3
YGR264C	457
YGL234W	250
YGL109W	0
YGL238W	191
YGL041C-B	0
YGR056W	12
YGR201C	32
YGR239C	1
YGR169C-A	1
YGR185C	115
YGR189C	41
YGR022C	0
YGR290W	0
YGL205W	2
tK(CUU)G2	0
YGL221C	113
YGL108C	5
YGL069C	4
YGL135W	1735
YGR253C	115
YGL053W	3
YGL101W	24
YGR271C-A	17
YGR267C	31
YGR234W	302
YGL251C	5
YGL141W	28
YGL245W	477
YGL007W	1
YGL005C	11
YGL215W	7
YGR173W	38
YGL249W	0
YGR161W-C	1
YGR229C	53
YGR070W	5
YGR135W	179
YGL014C-A	0
YGR225W	1
YGL258W	0
tT(UGU)G1	0
YGL139W	57
YGL172W	32
YGR088W	3
YGL126W	95
YGR140W	12
YGR129W	4
YGL027C	93
tL(CAA)G2	4
YGL231C	18
YGL019W	69
tR(UCU)G3	0
YGR017W	15
YGR107W	0
YGL039W	9
tL(CAA)G3	4
YGL123C-A	142
YGL002W	20
YGR044C	23
YGR193C	27
YGL033W	0
YGR165W	38
YGL030W	1211
YGL128C	1
YGL063C-A	0
YGL007C-A	0
YGL175C	3
YGL223C	13
YGR190C	0
YGL004C	5
YGL148W	276
YGR281W	104
tH(GUG)G2	16
tF(GAA)G	6
YGR078C	1
YGL133W	11
tV(AAC)G2	0
YGR295C	98
YGR048W	13
YGR065C	45
YGL051W	3
YGL220W	23
YGR019W	27
YGL010W	4
YGL090W	0
YGR054W	23
YGR174W-A	0
YGL032C	0
tE(UUC)G2	11
YGL179C	5
tE(UUC)G3	36
YGR002C	5
YGL134W	7
YGL235W	1
YGL006W	67
YGR028W	15
YGR283C	14
YGR249W	0
snR82	1991
snR7-L	0
YGL232W	21
YGL157W	19
YGL118C	0
YGR012W	15
YGR242W	0
YGR014W	24
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	64
YGR038C-B	67
YGR161C-D	27
YGR161W-A	0
YGR109W-B	5
YGR161W-B	15
YLL050C	247
YLL032C	7
YLR466W	21
YLR054C	1
YLR437C	5
YLR217W	1
YLL056C	5
YLR128W	3
YLR279W	1
YLR075W	6812
YLR052W	1
YLR159C-A	0
YLR025W	9
YLR049C	17
YLR308W	0
YLR032W	17
ETS2-2	54
YLR251W	2
YLR321C	4
YLR327C	0
YLR154C-H	0
YLR247C	52
YLR167W	9252
YLR220W	38
YLR455W	7
YLR282C	0
YLR094C	9
YLR272C	30
YLR264C-A	6
YLR338W	0
YLR181C	7
YLR458W	0
YLR180W	635
YLR250W	72
YLR222C-A	1
YLR424W	9
YLR253W	26
YLR390W-A	4
YLR233C	7
YLR347W-A	1
YLR117C	16
YLR110C	237
YLR072W	24
YLR069C	44
YLR403W	9
YLR008C	25
YLR231C	27
YLR264W	370
YLR164W	0
YLR079W	5
YLR103C	7
YLR170C	11
YLR228C	16
YLL036C	24
YLR467C-A	0
YLR198C	0
snR61	4
YLR411W	0
YLR056W	256
YLR429W	82
YLL060C	2
YLR310C	53
YLR342W	1538
YLR017W	97
tL(UAG)L2	0
YLR304C	521
YLL052C	2
YLR027C	304
YLR214W	202
ITS2-2	1109
YLL062C	3
YLR378C	51
YLR023C	13
YLR425W	9
YLR073C	3
YLL008W	74
YLL063C	3
YLR449W	26
YLL046C	0
YLR089C	36
RDN18-1	0
YLR020C	39
YLR190W	5
YLR045C	15
YLR285W	41
YLR322W	0
YLR276C	57
YLR346C	1
YLR156W	1
YLR135W	1
YLR261C	0
YLL066C	25
YLR077W	14
YLR144C	18
YLR414C	40
YLR030W	0
YLR301W	137
YLR252W	0
YLR427W	15
YLR200W	6
YLR150W	381
YLL021W	26
YLR078C	23
YLR153C	335
YLR404W	4
YLR014C	13
YLL005C	0
tQ(UUG)L	0
YLR262C	7
YLR296W	0
YLR234W	4
YLR096W	20
YLR271W	0
YLR033W	16
YLR278C	6
YLL055W	8
YLR266C	47
YLL030C	0
YLR323C	1
YLR007W	22
YLR406C-A	0
YLL015W	77
YLR343W	2
YLR269C	0
tN(GUU)L	3
YLR210W	8
YLR058C	77
YLR145W	2
YLR080W	5
YLR443W	21
YLR325C	463
YLL006W	6
YLR074C	22
RDN5-5	7
YLR311C	1
YLR191W	4
YLR235C	0
YLR364C-A	0
ITS2-1	1131
YLR288C	3
YLL001W	34
YLR409C	162
YLR099C	14
YLR131C	0
YLR362W	13
YLR256W	99
YLR068W	0
YLR101C	1
YLR341W	1
YLL054C	16
YLR186W	28
YLR143W	14
YLR368W	19
YLR393W	5
YLR176C	3
YLR126C	2
YLR099W-A	3
YLR423C	5
YLR357W	25
YLR197W	455
ETS1-1	7300
YLR187W	5
RDN5-2	9
YLL034C	68
YLL023C	8
YLR065C	23
YLL031C	71
YLR419W	21
YLR149C-A	1
YLR294C	2
YLR405W	21
YLR157C-C	0
YLR463C	0
YLR026C	6
YLR267W	0
YLR093C	25
YLR085C	21
YLR246W	6
YLR433C	19
YLR227C	2
YLR012C	0
YLR111W	0
YLR152C	11
YLR370C	1
YLL026W	100
YLR289W	8
YLL066W-B	0
YLR114C	29
YLR213C	1
YLR146C	48
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	2
YLL053C	1
YLR333C	150
YLR082C	9
YLR193C	2
YLL043W	30
YLR337C	3
YLL066W-A	0
YLR039C	24
YLR457C	1
YLR377C	0
YLR104W	9
YLR319C	7
YLR184W	0
YLR317W	1
YLL003W	16
YLR004C	1
YLR407W	15
YLR336C	36
YLR430W	49
YLR436C	15
YLR347C	185
YLR324W	26
tV(AAC)L	0
YLR460C	5
YLR113W	82
YLR046C	5
YLR125W	3
YLR196W	67
YLR363W-A	9
YLL061W	2
YLR119W	0
snR57	46
YLL020C	0
YLR163C	41
YLL014W	48
YLR129W	128
tD(GUC)L2	1
YLR173W	3
YLR090W	35
YLR286W-A	0
snR55	51
YLR259C	332
YLR219W	5
YLR401C	24
YLL058W	16
YLR177W	3
YLR415C	0
YLR467W	52
YLR302C	1
YLR185W	192
YLR060W	296
YLR313C	1
YLR303W	122
YLR154W-B	59
YLL029W	26
YLL047W	0
YLR285C-A	1
YLR001C	20
snR79	3
YLR465C	0
YLR015W	6
YLR432W	357
YLR081W	1
YLR166C	45
YLR383W	9
YLR035C	7
YLR044C	2886
YLR293C	30
YLR399W-A	0
YLR192C	19
YLR300W	295
YLR098C	14
YLR448W	134
YLR381W	6
YLR280C	0
snR44	1109
YLR367W	224
YLR309C	11
YLR299W	14
YLR224W	17
YLR029C	7005
YLR373C	4
YLR092W	6
YLL018C-A	1
RDN25-2	0
YLR066W	38
RDN58-1	0
YLR146W-A	1
YLR175W	217
YLR402W	0
YLR158C	18
YLL051C	16
YLR314C	67
YLR438C-A	12
YLR209C	46
YLR019W	21
YLR123C	0
YLR353W	10
YLR361C	20
YLL033W	7
YLR389C	70
YLR438W	10
YLR290C	4
YLR270W	15
YLR194C	2
YLR006C	9
YLR223C	11
YLR195C	61
YLL016W	2
YLL067W-A	0
YLR398C	66
YLR418C	24
YLR010C	3
YLR307W	0
YLR356W	2
YLR431C	3
YLR109W	47
tI(UAU)L	87
YLR364W	2
YLR106C	314
YLR083C	161
YLR274W	56
YLR413W	50
YLR412C-A	0
YLR340W	224
YLR055C	34
YLR254C	4
YLL017W	0
YLR121C	5
tA(AGC)L	0
YLL042C	2
YLR157W-D	1
YLR211C	3
YLR400W	1
YLR105C	5
YLR142W	2
YLR376C	6
YLR318W	4
YLR239C	12
YLR262C-A	33
tE(UUC)L	7
YLL037W	0
YLR452C	116
YLR372W	226
YLR154W-C	979
ETS2-1	49
YLR363C	20
YLR207W	23
YLR312W-A	12
YLR188W	83
YLR011W	1
YLR159W	0
YLR328W	12
YLR171W	1
YLR241W	73
YLR245C	4
YLR360W	7
snR30	31720
YLR205C	2
RDN25-1	0
YLR161W	0
YLR287C	19
YLR366W	0
YLR410W	70
YLR230W	5
YLR097C	19
YLR397C	75
YLR120C	22
YLR335W	32
YLR399C	61
YLL044W	47
YLR453C	2
YLL057C	0
YLR388W	54
YLR249W	13860
YLR151C	4
YLR260W	14
YLL010C	0
YLR133W	17
YLR329W	0
snR6	116
YLL011W	43
YLR384C	264
YLR203C	13
YLR156C-A	0
YLR394W	3
YLR021W	11
YLR331C	0
YLR450W	57
YLR140W	0
YLR157W-E	1
YLR390W	0
YLR291C	22
RDN5-4	6
YLR408C	1
YLR240W	13
YLR018C	18
YLR344W	168
YLR412W	1
YLR447C	539
YLR361C-A	0
YLR112W	8
YLR435W	22
YLR084C	60
snR34	1635
YLR091W	6
YLR275W	2
YLR102C	2
YLR263W	2
YLR379W	0
tL(UAG)L1	1
YLR459W	4
YLR316C	3
YLR277C	22
tP(UGG)L	5
YLR229C	70
YLR120W-A	0
YLR048W	697
YLL059C	0
YLR238W	1
YLR283W	10
YLR298C	1
YLR232W	1
YLR086W	21
YLR053C	0
YLL041C	11
YLR330W	47
YLR244C	44
YLR299C-A	0
YLL019W-A	0
YLR258W	24
YLR174W	2
YLR444C	0
YLR315W	0
YLR374C	0
YLR154W-F	2
tR(ACG)L	0
YLR172C	25
YLR273C	4
tK(UUU)L	0
YLL012W	21
YLR022C	19
YLR382C	8
YLR041W	0
YLR466C-A	0
YLR268W	14
YLR420W	128
ITS1-1	584
YLR137W	0
YLR087C	59
YLL049W	48
tL(CAA)L	2
RDN37-1	0
YLR426W	8
YLL035W	16
YLL009C	3
YLR036C	4
YLR118C	22
ETS1-2	7478
YLR406C	70
ITS1-2	553
YLR136C	3
YLR385C	0
YLR281C	0
YLR138W	58
YLL019C	5
YLR284C	2
YLR295C	6
YLR307C-A	0
YLR349W	1
YLR248W	101
YLL006W-A	0
YLR127C	10
YLR002C	51
YLR168C	5
YLR342W-A	20
YLR031W	0
RDN5-3	16
YLR189C	37
YLR358C	0
YLR134W	42
YLR051C	6
YLR466C-B	0
YLR215C	13
YLR206W	3
tI(AAU)L2	1
YLR201C	2
YLL018C	159
YLL025W	0
YLR392C	3
YLR063W	5
tA(UGC)L	0
YLR124W	0
YLR350W	5
YLR312C	0
YLR204W	4
YLL007C	7
YLR141W	6
tD(GUC)L1	2
YLL038C	12
YLR257W	54
YLR108C	6
YLR163W-A	0
YLR416C	0
YLR375W	17
YLR287C-A	285
YLR154W-E	10
YLR155C	18
tS(AGA)L	0
YLR003C	18
YLR221C	18
YLR355C	464
YLR464W	3
YLR446W	0
YLR237W	33
YLR441C	2408
YLR178C	18
YLR028C	210
YLR043C	226
YLR218C	0
YLR243W	24
YLR148W	20
YLR162W-A	2
YLR462W	5
RDN37-2	0
YLR095C	19
YLR199C	6
YLR154W-A	100
YLR154C	6
YLL064C	0
YLR461W	0
tL(UAA)L	0
YLR265C	11
YLR428C	3
YLR242C	10
YLR351C	85
YLR306W	2
YLR130C	63
YLL028W	32
YLR183C	23
tR(CCG)L	0
YLR042C	1
YLR396C	18
YLR122C	0
YLR326W	1
YLR024C	35
YLR442C	8
YLR380W	2
YLR061W	788
YLR386W	14
YLR387C	35
YLR422W	70
YLR354C	297
YLR434C	1
YLL039C	122
YLR149C	4
YLR208W	139
RDN5-6	17
YLR115W	7
YLR005W	19
YLR147C	3
YLR076C	160
YLR162W	7
YLR451W	6
YLR212C	20
YLR454W	94
YLR437C-A	0
YLR064W	5
YLR132C	2
YLR182W	7
YLR038C	4
YLR107W	27
YLR139C	0
YLR305C	102
YLR339C	4
YLR062C	20
YLR334C	0
YLL002W	2
YLR070C	2
YLR157C	28
YLR226W	3
YLL048C	194
YLL024C	2124
YLR009W	17
YLR057W	18
YLR348C	76
YLR439W	0
YLR236C	0
YLR345W	4
YLR050C	26
YLR332W	5
YLR369W	16
YLL065W	0
tX(XXX)L	2
RDN5-1	11
YLR417W	10
YLR179C	299
YLR013W	0
YLR116W	2
YLR371W	32
YLR222C	85
YLR365W	0
YLR440C	24
YLR059C	27
YLR165C	0
YLR421C	14
YLL027W	7
YLR292C	25
YLR034C	49
YLR016C	9
YLR255C	0
YLR297W	1
YLR225C	9
YLR047C	4
YLL022C	32
tI(AAU)L1	0
YLR395C	8
YLL067C	26
YLR359W	267
YLR456W	2
YLR067C	15
RDN58-2	0
YLR040C	3
YLL013C	21
YLR320W	5
YLL045C	1103
YLR352W	11
YLR160C	21
YLR071C	44
YLR286C	63
YLR037C	0
YLL004W	14
YLR100W	150
YLR088W	67
YLR216C	138
YLL040C	124
YLR154C-G	0
YLR410W-B	18
YLR410W-A	0
YLR157C-A	0
YLR256W-A	20
YLR035C-A	42
YLR227W-A	0
YLR157C-B	53
YLR227W-B	55
YPL071C	2
YPL208W	54
YPL102C	2
YPL217C	72
YPL197C	3
YPR139C	26
YPR169W	31
YPL257W	1
snR41	183
YPL009C	17
YPL183C	80
YPR065W	0
YPR099C	0
YPR032W	31
tM(CAU)P	0
YPR194C	3
YPL084W	27
YPR101W	7
YPL179W	47
YPL224C	34
tG(GCC)P2	0
snR17b	5750
YPR204W	20
YPR103W	47
YPR155C	18
YPL250W-A	23
YPL244C	38
YPR141C	7
YPL275W	0
YPR156C	47
YPL240C	251
YPR188C	13
YPL111W	48
YPR119W	29
YPL192C	0
YPL059W	14
YPL218W	382
tI(AAU)P1	0
YPL264C	5
YPL198W	488
YPL006W	136
YPR161C	25
YPL145C	145
YPL092W	37
YPR181C	83
YPR171W	3
YPR122W	28
YPL091W	132
YPL137C	78
YPL014W	0
YPL164C	6
YPL163C	4
YPR069C	294
YPL038W-A	0
YPR072W	25
YPR067W	7
YPL175W	16
YPL088W	5
YPL125W	69
YPL090C	2382
YPR120C	7
YPR198W	38
YPR053C	1
YPR106W	6
YPL250C	2
YPL051W	2
YPR013C	1
YPL121C	0
YPR068C	1
YPR160W-A	0
YPR202W	14
YPL270W	47
YPL248C	1
YPR058W	87
YPL004C	45
YPR110C	184
YPL042C	11
YPR149W	36
YPL172C	10
YPR009W	15
YPL039W	12
YPR051W	7
YPR134W	1
YPR118W	154
YPR019W	37
YPL213W	2
YPR121W	5
YPL054W	0
YPL123C	2
YPL144W	19
YPR036W-A	0
YPL140C	11
snR70	702
YPL202C	11
YPL114W	0
tI(AAU)P2	0
YPL045W	18
YPL267W	4
YPL133C	6
tA(AGC)P	0
YPL263C	72
YPL097W	11
YPR130C	0
YPR177C	0
YPR124W	96
YPR157W	0
YPR004C	35
YPR080W	13882
YPL162C	14
YPL200W	0
YPR057W	10
YPR100W	5
YPR033C	292
YPR174C	4
YPR151C	0
YPR180W	14
YPL210C	41
tC(GCA)P1	1
YPL155C	13
YPL225W	68
YPL081W	163
YPL266W	28
YPR002W	4
YPL127C	17
YPR108W	70
YPR172W	11
tF(GAA)P2	0
YPR200C	1
YPL058C	105
YPL073C	0
YPR197C	1
YPR088C	134
YPL254W	23
YPR010C-A	0
YPL223C	0
YPR056W	4
YPR006C	4
YPR129W	9
YPR199C	6
YPL062W	0
YPR113W	217
YPL166W	0
YPR020W	8
YPL160W	651
YPL147W	5
YPL107W	3
YPL169C	16
YPR169W-A	0
YPR170W-A	0
YPR014C	0
YPR049C	11
YPL087W	28
YPR115W	25
YPL184C	63
YPR111W	10
YPR203W	2
YPR189W	57
YPR034W	14
YPL189W	2
YPL246C	26
YPL020C	8
YPL255W	0
YPL196W	4
YPR135W	16
YPR044C	8
YPL061W	179
YPL238C	7
YPL052W	12
YPR112C	71
YPL186C	0
YPR148C	35
YPL276W	0
YPL280W	0
YPR143W	10
YPL261C	0
YPL034W	3
YPL116W	13
YPL131W	2374
YPR017C	3
YPL012W	158
YPL017C	2
YPL010W	141
YPR173C	23
YPL233W	5
YPR024W	105
YPL152W-A	0
YPL187W	262
YPR191W	49
YPR170C	0
YPR123C	3
YPR142C	2
YPL063W	26
YPR007C	0
YPR084W	1
YPL149W	32
YPL089C	6
YPR166C	18
YPR167C	2
YPL231W	1728
YPR025C	4
YPL098C	12
YPR147C	37
YPL129W	25
YPR153W	2
YPR164W	36
YPL026C	8
YPR001W	2
YPL282C	0
YPR178W	9
YPR061C	1
YPL180W	9
YPL142C	12
YPL019C	209
YPL258C	6
YPL022W	28
YPL279C	8
YPL044C	1
YPR193C	1
YPL001W	11
YPR083W	4
YPR195C	1
YPL057C	10
YPL211W	83
YPL041C	5
YPR003C	14
YPL181W	17
YPR168W	3
YPL185W	0
YPL040C	7
YPL070W	8
YPR159W	189
YPL002C	13
snR51	8
YPL227C	29
YPL067C	12
YPL236C	12
YPL151C	14
YPL234C	205
YPL015C	21
YPR035W	349
YPR037C	12
YPR184W	17
YPL135W	21
YPL215W	22
YPL112C	11
tK(UUU)P	3
YPR146C	6
YPR087W	3
tW(CCA)P	16
YPL154C	225
YPL136W	1
YPR094W	5
YPR074C	651
YPL056C	0
YPL189C-A	4
YPR082C	5
YPR133C	14
YPL047W	12
YPL077C	2
YPR016W-A	0
YPL272C	2
YPR050C	2
YPR108W-A	0
YPR070W	15
YPL176C	28
YPL220W	1569
YPL065W	0
YPL074W	8
YPL032C	25
YPL167C	14
tN(GUU)P	0
YPR185W	3
YPR160C-A	1
YPL038W	1
YPR145W	437
YPL165C	0
YPL193W	8
YPL003W	12
YPL178W	19
YPL013C	2
YPR012W	0
YPR042C	11
YPL103C	16
YPR028W	169
YPR039W	0
YPR089W	23
YPL075W	11
YPR196W	5
YPR077C	0
YPL024W	10
YPR008W	8
YPR071W	3
YPL182C	0
tC(GCA)P2	1
YPR062W	45
YPL277C	1
YPR125W	15
YPR131C	11
YPL221W	111
YPR073C	18
YPL262W	224
snR45	2166
YPR036W	504
YPL031C	10
YPL237W	113
YPL053C	75
YPR109W	27
YPR159C-A	0
YPL122C	23
YPL085W	42
YPR104C	15
YPR186C	6
YPR201W	2
YPL138C	5
YPR030W	1
YPR190C	18
YPL043W	46
YPL108W	7
YPL105C	30
YPL168W	5
YPR018W	3
YPR132W	1674
YPL222C-A	5
YPR137W	28
YPL219W	5
tS(UGA)P	2
YPL029W	10
YPL113C	6
YPL190C	13
YPL241C	19
YPL281C	0
YPL023C	65
YPR043W	313
YPR116W	0
YPL252C	6
YPR047W	6
YPL119C-A	4
YPL194W	1
YPL157W	7
YPL177C	9
YPR165W	254
YPL037C	387
YPR093C	6
tG(GCC)P1	2
YPR066W	2
YPL247C	3
YPL101W	44
YPL064C	12
YPL256C	16
YPL099C	5
YPR023C	11
YPL093W	305
YPL134C	15
YPL153C	7
YPL222W	11
YPR075C	18
YPL118W	30
YPL239W	22
YPR136C	2
YPL033C	0
YPR045C	29
YPR038W	0
YPR011C	15
YPL100W	8
YPL076W	3
YPL027W	0
YPL271W	4
YPL128C	14
YPL139C	9
YPL005W	8
YPL148C	5
YPL080C	0
YPL265W	79
snR59	2
YPR052C	4
YPR145C-A	0
YPL096W	7
YPR078C	0
YPL104W	10
YPR074W-A	0
YPL283W-B	1
YPR162C	9
YPL030W	31
YPL069C	11
YPL188W	7
YPL201C	1
YPL207W	60
YPR021C	14
YPL253C	3
YPR040W	1
YPL143W	793
YPL132W	14
YPL171C	2
YPL126W	111
YPR063C	4
YPR187W	25
YPL007C	14
YPL209C	2
YPR182W	4
YPL242C	66
YPL205C	1
YPL278C	0
YPR086W	53
YPR117W	51
YPL096C-A	1
YPR092W	0
YPL086C	93
YPR005C	1
YPR046W	4
tK(CUU)P	1
YPL269W	3
YPL135C-A	0
YPR105C	28
YPL158C	9
tE(UUC)P	7
YPL094C	75
YPR176C	29
YPL191C	4
YPR204C-A	0
YPR163C	251
YPL229W	0
YPR160W	21
YPL049C	20
YPL066W	1
YPL183W-A	9
YPL235W	63
YPL141C	4
tF(GAA)P1	5
YPR144C	18
YPL249C-A	254
YPR128C	28
YPR054W	2
YPL156C	4
YPL173W	10
YPR098C	22
YPL260W	13
YPL251W	0
YPL016W	7
YPR095C	7
YPR079W	5
YPR010C	572
YPL046C	2
YPL021W	0
YPL268W	14
YPL283C	72
YPL206C	32
YPR055W	23
YPR138C	106
YPL243W	92
YPR127W	28
YPL095C	26
YPR027C	1
YPL232W	12
YPL124W	2
YPR041W	258
YPL083C	11
YPL048W	179
YPL120W	5
YPL117C	98
YPR126C	0
YPR091C	28
YPR059C	1
YPL214C	17
YPL203W	13
YPL273W	101
YPR081C	10
YPL011C	4
YPR097W	69
YPL274W	78
YPR158W	8
YPL050C	57
YPR114W	7
YPL110C	8
YPL161C	17
YPR022C	17
tT(UGU)P	0
YPR175W	35
YPL068C	0
YPL055C	2
YPL079W	1718
YPL150W	10
YPR192W	2
YPL226W	452
YPL115C	24
YPL283W-A	0
YPL170W	5
YPL245W	36
YPR140W	8
YPR048W	29
YPR102C	1424
YPL036W	19
YPR015C	0
YPR133W-A	4
YPL146C	18
YPR107C	10
YPL035C	0
YPL082C	73
YPR064W	0
YPL216W	8
YPL152W	5
YPL230W	0
YPL159C	2
YPR183W	23
YPL204W	36
YPL109C	7
YPL249C	10
YPR154W	0
YPR026W	8
YPR076W	0
YPR170W-B	7
YPR016C	207
YPL060W	8
YPR029C	68
YPR002C-A	2
YPL106C	335
YPR085C	5
YPL008W	8
YPR152C	3
YPL212C	24
YPL119C	3
YPL078C	51
YPL195W	109
YPL025C	1
YPR060C	20
YPL199C	10
YPL228W	12
YPL018W	5
YPL259C	18
YPR150W	0
YPL072W	1
YPL130W	0
YPR179C	5
YPR096C	0
YPL028W	643
YPL174C	8
YPR031W	9
YPL257W-A	0
YPR158W-A	0
YPL257W-B	51
YPR158C-D	48
YPR137C-A	0
YPR137C-B	56
YPR158W-B	57
YPL060C-A	4
YPR158C-C	0
YMR172W	3
YMR027W	104
YML089C	0
YMR290C	85
YMR139W	17
YMR191W	28
YMR244C-A	3
