Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M1_IN3.bam
YDR349C	131
YDL098C	7
YDL234C	17
YDR118W	12
YDR118W-A	0
YDR159W	37
YDR111C	39
YDR128W	62
YDL034W	0
YDR065W	8
YDL004W	75
YDR024W	8
YDL171C	1301
YDR083W	15
YDR457W	525
YDR014W	13
YDR206W	124
YDR478W	5
YDR169C	8
YDR115W	17
YDL159W-A	0
YDL232W	2
YDL240C-A	0
tE(CUC)D	0
YDL152W	2
YDR432W	15
YDL022C-A	0
YDL114W-A	1
YDR410C	68
YDR464C-A	0
YDL072C	88
YDR053W	0
YDL012C	2
YDR482C	7
YDL070W	107
YDR064W	1775
YDL135C	28
YDL077C	32
YDR354C-A	7
YDL033C	27
YDL031W	54
YDR398W	91
YDR326C	71
YDL052C	49
YDR536W	3
YDR397C	14
YDL116W	89
YDR028C	95
YDL007W	96
YDR236C	19
YDR011W	275
YDR155C	561
YDR414C	21
YDR026C	7
YDL073W	73
tY(GUA)D	2
YDL115C	16
YDL145C	678
YDR203W	1
YDL104C	4
YDL149W	6
YDR231C	15
YDR045C	22
YDL075W	371
YDR415C	17
YDR339C	11
YDL213C	16
YDR096W	6
YDL019C	113
YDL022W	86
YDR413C	0
YDR391C	15
YDR091C	334
YDR240C	14
YDL244W	1
YDR179C	1
YDL165W	31
YDL140C	602
YDR120C	50
YDR003W	15
YDR499W	8
YDR166C	35
YDL092W	16
YDL041W	1
YDL241W	1
YDL082W	746
YDR277C	0
YDR291W	95
YDR475C	8
YDR244W	18
YDR407C	35
YDR382W	3027
YDR102C	0
YDL188C	94
YDR405W	2
YDR443C	65
YDR059C	5
YDR144C	164
YDL157C	19
YDL058W	59
YDL096C	7
YDL155W	39
YDR147W	18
YDL191W	830
YDL128W	110
YDR310C	39
YDL160C-A	8
YDR127W	1668
YDR497C	727
YDL162C	0
tS(AGA)D3	0
YDR201W	6
YDR163W	3
YDL146W	17
YDR363W-A	6
YDL221W	1
YDL089W	35
YDR385W	6608
YDR331W	76
YDR196C	21
YDR116C	14
YDR001C	128
YDL230W	16
YDR160W	33
YDR123C	8
YDR322W	17
YDR040C	268
YDR025W	489
YDR046C	207
YDL057W	8
YDL248W	35
YDR008C	0
YDR029W	0
YDR485C	11
YDR408C	109
YDR038C	256
YDL204W	11
YDR019C	195
YDR477W	20
YDR254W	8
YDR514C	12
YDR296W	11
YDL216C	7
YDL100C	447
YDL068W	0
YDL026W	0
YDL124W	78
YDL227C	40
YDL111C	47
YDR324C	125
YDL170W	70
YDR317W	1
YDR436W	5
YDR208W	53
YDR386W	7
YDR504C	5
YDL220C	16
YDR396W	4
YDR258C	34
YDR176W	10
YDL099W	6
YDR380W	38
YDL110C	8
YDR148C	128
YDL201W	34
YDL107W	5
YDR515W	10
YDR133C	47
YDR378C	34
YDR473C	9
YDR403W	3
YDR268W	38
YDR409W	6
YDR173C	4
YDR187C	6
YDR389W	26
YDR417C	15
YDR165W	34
YDL113C	23
YDR426C	0
YDR521W	0
YDR086C	54
YDL021W	5
YDR023W	423
YDR394W	96
YDR320C-A	12
YDR003W-A	1
YDR183W	4
YDR245W	78
YDR431W	0
YDL154W	21
YDL184C	83
YDR153C	18
YDR014W-A	0
YDR434W	141
YDL002C	6
YDR225W	295
YDR418W	1582
YDR224C	23
YDR502C	147
YDR447C	395
YDL039C	18
YDL225W	41
YDR259C	0
YDR495C	13
YDL151C	1
YDR357C	2
YDR370C	22
YDR298C	203
YDR276C	47
YDL185C-A	8
YDR545C-A	4
tM(CAU)D	0
YDL247W	3
YDR406W	45
YDR273W	3
YDR269C	0
YDR453C	6
YDR383C	1
YDR375C	19
YDL161W	8
YDL051W	99
YDR084C	29
YDL056W	9
YDR344C	17
YDR320C	7
YDR221W	58
tI(AAU)D	1
YDL032W	0
YDR456W	201
YDL036C	13
tL(CAA)D	3
YDL217C	27
snR63	3208
YDR334W	55
YDL049C	2
YDL164C	76
YDR384C	35
YDR149C	0
YDR093W	274
YDR071C	41
YDL143W	423
YDR032C	248
tR(UCU)D	1
YDR063W	20
YDL166C	24
YDR004W	16
YDR151C	16
YDR037W	1100
YDL175C	9
YDR286C	4
YDR172W	362
YDL174C	86
YDR080W	18
YDR503C	18
YDR069C	27
YDR047W	73
YDR215C	0
YDR267C	75
YDR142C	21
YDL212W	175
YDR249C	34
YDL209C	4
YDR044W	44
tK(UUU)D	0
YDR311W	30
YDL159C-B	0
YDR222W	40
YDR510C-A	0
YDR401W	4
YDR207C	2
YDL005C	7
YDR295C	16
YDR543C	0
YDL208W	43
YDR135C	471
YDL114W	0
YDR247W	1
YDL197C	7
YDR229W	20
YDR095C	1
YDR027C	37
YDL106C	4
YDR404C	35
YDR256C	7
YDR518W	114
YDR055W	50
YDL087C	2
YDR177W	50
YDL014W	317
YDR289C	6
YDL159W	8
YDR532C	7
YDR137W	32
YDL153C	24
YDR393W	9
YDR506C	17
YDL219W	27
YDL090C	22
YDR033W	469
YDR035W	437
YDR332W	3
YDR510W	34
YDL055C	934
YDR480W	4
YDL103C	93
YDL085C-A	6
YDR350C	37
YDR342C	331
YDR087C	27
YDL236W	186
YDR012W	1491
YDL121C	60
YDR525W-A	19
tG(GCC)D2	2
YDL190C	137
YDL047W	43
YDR099W	24
YDR092W	24
YDR164C	44
YDR058C	4
YDL020C	30
YDL025C	22
YDR374C	0
YDL207W	20
YDR270W	47
YDR152W	16
YDL148C	64
tI(UAU)D	43
YDR379C-A	3
YDR218C	0
YDL018C	38
YDR507C	39
YDL003W	34
YDR524C-B	171
YDR371W	21
YDR359C	12
YDL180W	40
YDL133W	24
YDR335W	163
YDR351W	38
YDL150W	13
YDL177C	3
YDR171W	26
YDR364C	26
YDR309C	18
YDL239C	7
YDL228C	75
YDL156W	6
YDL016C	34
tX(XXX)D	6
YDR524W-C	2
YDL085W	3
YDR300C	52
YDL168W	143
YDR360W	1
YDR195W	13
YDR321W	390
YDR237W	28
YDL127W	6
YDR107C	63
YDR472W	20
YDL030W	6
YDR468C	14
YDL084W	1283
YDL203C	10
YDL025W-A	0
YDR285W	5
YDL229W	5862
YDR329C	24
YDR034C	39
YDR009W	9
tS(AGA)D2	0
YDR488C	26
YDR103W	38
YDR336W	8
YDL101C	22
YDR162C	7
YDR312W	17
YDL061C	68
YDL040C	148
YDR145W	28
YDR124W	2
YDL231C	87
YDR190C	75
YDL064W	5
YDR463W	8
YDR491C	0
YDR449C	24
YDL035C	52
YDR074W	103
YDR525W	0
YDR257C	57
YDR402C	0
YDR450W	1857
YDR376W	67
YDR161W	20
YDR090C	9
YDR189W	45
YDR524C	39
YDL237W	128
YDR188W	295
YDL133C-A	289
YDR531W	53
tG(GCC)D1	0
YDR226W	423
YDL054C	28
YDL205C	48
YDR537C	1
YDR496C	90
YDR313C	2
YDL108W	13
tV(CAC)D	5
YDR340W	1
YDL147W	62
YDL081C	1200
YDR283C	121
YDR261C	92
YDL211C	1
YDL074C	34
YDL091C	15
YDR346C	231
YDR072C	124
YDR242W	21
YDR323C	14
YDR486C	12
YDR420W	39
YDL122W	80
YDR390C	48
YDR481C	121
YDR318W	5
YDL105W	6
YDL141W	58
YDR400W	70
YDR522C	0
YDL173W	18
YDR279W	17
YDR281C	0
YDR213W	30
YDR179W-A	21
YDR330W	15
YDR106W	2
YDL178W	75
YDR484W	8
YDR308C	12
YDL192W	352
YDL202W	19
YDR146C	31
YDR241W	2
YDL158C	2
YDL185W	2295
YDR251W	66
tL(UAA)D	0
YDR192C	5
YDR368W	175
YDR494W	17
YDR399W	92
YDR070C	0
YDR138W	26
YDR031W	6
YDR255C	13
YDL060W	84
YDR048C	1
YDR067C	5
YDR126W	5
YDR315C	0
YDL126C	1003
YDR262W	24
tQ(UUG)D3	0
YDR345C	973
YDR079W	2
YDR433W	0
YDL144C	60
YDR306C	16
YDR292C	81
YDL009C	0
YDR290W	0
YDR282C	12
YDR170C	455
YDR174W	58
YDL218W	0
YDL062W	1
YDL048C	6
YDR500C	639
YDR112W	0
YDR538W	30
YDL011C	1
YDR355C	0
YDR301W	44
YDR412W	10
YDR530C	15
YDR227W	16
YDR041W	23
YDR015C	1
YDL008W	8
YDR234W	131
YDR511W	7
YDR519W	74
YDL086C-A	2
YDR250C	0
YDR465C	44
YDL001W	11
YDR454C	380
YDR013W	13
YDR076W	5
YDL095W	555
YDL007C-A	0
YDL130W	936
YDR100W	42
YDR479C	19
tS(AGA)D1	4
YDL117W	51
YDR140W	21
YDR381W	188
tQ(UUG)D2	0
YDR327W	7
YDR062W	182
YDR143C	45
YDL172C	3
YDL053C	22
YDR223W	1
YDL037C	13
YDL167C	56
YDR246W-A	0
YDR371C-A	0
YDR517W	128
YDL226C	43
YDR467C	0
YDL134C	151
YDR117C	29
YDR314C	0
YDR440W	11
YDR303C	51
YDL078C	191
YDL238C	19
YDR529C	38
YDR437W	2
snR47	32
YDL196W	0
YDR452W	92
YDR445C	0
YDR347W	11
tQ(UUG)D1	0
YDR490C	32
YDR516C	111
YDR509W	0
YDL193W	31
YDL137W	237
YDL118W	0
YDR235W	35
YDR233C	47
YDR388W	146
YDR209C	3
YDR049W	22
YDL194W	22
YDR021W	8
YDR353W	446
YDR051C	33
YDR288W	18
YDR141C	168
YDR194C	96
YDR424C	13
YDR054C	29
YDR122W	65
YDR184C	14
YDR183C-A	1
YDL240W	44
YDR056C	37
YDR541C	26
YDL042C	10
YDR185C	11
YDR328C	96
YDR280W	30
tV(UAC)D	2
YDR098C	39
YDR005C	3
YDR423C	8
YDR017C	42
YDR419W	36
YDR444W	22
YDR341C	655
YDR154C	184
YDR464W	12
YDR132C	13
YDL210W	2
YDR395W	254
YDL222C	1
YDR372C	89
YDR325W	64
YDR216W	51
YDR082W	13
YDL224C	19
YDR498C	14
YDR010C	0
YDR006C	23
YDR182W	44
YDL102W	94
YDL179W	13
YDL067C	20
YDR030C	11
YDR020C	17
YDR527W	16
YDR333C	95
YDL093W	61
YDL043C	7
YDR139C	5
YDR322C-A	22
YDL130W-A	2
YDR210W	28
YDR260C	7
YDL017W	16
YDR073W	5
YDL069C	6
YDR455C	0
YDR461W	0
YDR435C	28
YDL063C	120
YDR121W	10
YDR178W	31
YDL013W	19
YDR534C	0
YDR392W	3
YDR034C-A	0
YDL132W	74
YDR535C	1
YDR202C	13
YDL050C	1
YDR524C-A	0
YDL109C	10
YDR211W	129
YDR110W	17
tG(CCC)D	1
YDR274C	0
YDR167W	10
YDR156W	2
YDL223C	13
YDR075W	12
YDR039C	261
YDL088C	24
YDL129W	13
YDL215C	112
YDR297W	146
YDR131C	14
YDR230W	0
YDR348C	20
YDL169C	0
YDR007W	2
YDL195W	254
YDR263C	13
YDR220C	0
YDR429C	85
YDR119W-A	0
YDR421W	17
YDL186W	1
YDL198C	303
YDL120W	18
YDR379W	13
YDL029W	161
YDR205W	29
YDR094W	0
YDR369C	19
YDR088C	4
YDR411C	44
YDR441C	13
YDR446W	0
YDL183C	1
YDR194W-A	0
YDR114C	0
YDR442W	0
tK(CUU)D2	0
YDL059C	3
YDR016C	16
YDR430C	92
YDR366C	0
YDR374W-A	3
YDR293C	166
YDR459C	29
YDR022C	2
YDR217C	24
YDR052C	12
YDL027C	12
YDR104C	30
YDL136W	602
YDR248C	12
YDR078C	3
YDR068W	6
YDL080C	33
YDR461C-A	0
YDR252W	4
YDL046W	68
YDR540C	0
YDR181C	13
YDL200C	3
YDR108W	33
YDR337W	11
YDR356W	18
YDL235C	23
YDR320W-B	0
YDL245C	0
YDR170W-A	14
YDR210W-B	81
YDR210C-D	208
YDR316W-B	214
YDR261C-D	258
YDR210C-C	0
YDR261C-C	0
YDR261W-B	63
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	309
YDR098C-B	180
YDR098C-A	0
YDR210W-A	0
YDR034C-D	91
YDR034C-C	0
YOR185C	13
YOR237W	0
YOL048C	28
tG(GCC)O1	0
YOL144W	11
snR8	1869
YOR082C	0
YOL072W	8
YOR114W	3
YOL085C	0
YOR385W	10
YOR214C	0
YOL119C	100
YOR019W	2
YOR206W	83
YOR345C	1
YOR341W	1161
YOL088C	26
YOR392W	0
YOR160W	61
YOR084W	8
YOR039W	41
YOR264W	29
YOR281C	10
tK(UUU)O	1
YOR230W	507
YOR144C	12
YOL081W	351
YOL052C	16
YOR285W	160
YOR058C	19
YOR270C	1571
YOL154W	3
YOR115C	27
YOL003C	44
YOR258W	3
tN(GUU)O2	0
YOL103W	109
YOR215C	18
YOL095C	11
YOL063C	42
YOL079W	0
YOR389W	12
YOR231W	11
YOR021C	91
YOR139C	0
YOR120W	16
YOL038W	91
YOR023C	2
YOL124C	51
YOR212W	67
YOL013W-A	13
YOL120C	3394
YOR181W	9
YOR333C	0
YOR335C	958
YOL046C	1
YOL029C	1
YOL155W-A	0
YOR072W	2
YOL161C	0
snR58	2
YOL122C	54
YOR252W	10
YOR157C	29
YOL107W	10
YOR274W	6
YOL013W-B	1
YOR343C	0
YOR093C	90
YOR381W-A	1
YOL065C	22
YOR092W	46
YOR207C	236
YOR365C	0
YOL005C	20
YOL020W	492
YOL053W	13
YOL117W	12
YOR038C	24
YOR303W	146
YOR137C	24
YOL034W	23
YOR052C	12
YOR190W	1
YOL039W	1301
YOR349W	5
YOL090W	89
YOR271C	73
YOR173W	8
YOR106W	6
YOR108W	370
YOR059C	31
YOL149W	15
YOR121C	6
YOL106W	0
snR9	1192
YOR295W	9
YOR203W	0
YOR132W	33
YOR216C	15
YOR099W	382
YOR001W	68
YOR009W	0
YOR204W	298
YOR209C	161
YOR284W	11
YOR036W	5
YOR154W	30
YOR048C	157
YOL073C	35
YOL152W	60
YOL101C	6
YOR085W	63
YOR227W	67
YOR159C	3
YOR146W	1
YOR372C	4
YOR112W	43
YOR387C	0
YOR229W	41
YOR068C	3
YOR376W-A	1
YOL050C	0
YOR342C	15
YOL035C	0
YOR251C	84
YOR041C	1
YOR130C	33
YOR119C	26
YOL166C	0
YOR008C	72
YOL011W	123
YOR248W	0
YOR202W	0
YOR266W	11
YOR140W	2
YOR004W	32
YOR308C	8
YOR032C	0
YOR311C	75
YOL019W	33
YOL138C	28
YOL151W	59
YOR330C	62
YOR379C	1
YOR142W	266
YOR268C	0
snR81	337
YOR017W	34
YOR394W	0
YOL134C	0
YOR002W	113
YOR194C	11
YOR298C-A	331
YOL069W	21
YOR014W	50
YOR346W	43
YOR044W	8
YOR275C	28
YOR174W	20
YOR336W	106
YOL094C	19
YOR122C	311
YOR256C	80
YOL137W	33
YOR350C	24
YOR196C	42
YOR380W	13
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	3
YOR376W	0
YOR369C	5427
YOL132W	1
YOR296W	44
YOR260W	87
YOR373W	13
YOR163W	16
YOR029W	0
YOL042W	45
YOR316C	84
YOR326W	296
YOR293C-A	0
YOL036W	32
YOR072W-B	0
YOR332W	250
YOL002C	39
YOR193W	10
YOR243C	71
YOR126C	29
YOR070C	33
YOR328W	81
YOL056W	21
YOR098C	76
YOL110W	20
YOR213C	11
YOR253W	87
YOR008C-A	1
YOL113W	20
YOR060C	13
YOL076W	88
YOR186C-A	0
YOR381W	42
YOR113W	9
YOR273C	32
tN(GUU)O1	0
YOR161W-A	3
YOL147C	12
YOR338W	12
YOR178C	2
YOR188W	27
YOL159C	15
YOR382W	10
YOL071W	5
YOR363C	28
YOR069W	31
YOR075W	6
YOR124C	101
YOR008W-B	0
snR31	2488
YOL025W	17
YOR057W	15
YOR265W	7
YOL127W	3021
YOR107W	2
YOL142W	19
YOR239W	34
YOL091W	7
YOR317W	355
YOR370C	135
tM(CAU)O1	0
YOR211C	34
YOR191W	69
YOL064C	103
tT(AGU)O1	0
YOL049W	115
YOL043C	5
YOR043W	35
YOR331C	9
YOR309C	9
YOR104W	11
YOL114C	1
YOR300W	1
YOR220W	21
YOR378W	3
YOL059W	107
YOR386W	14
YOL027C	72
snR62	1
snR17a	23096
YOL155C	39
YOR375C	1271
snR35	2505
YOR100C	1
YOL026C	14
YOL012C	15
YOR026W	12
YOR359W	4
YOR250C	5
YOL013C	30
YOR272W	125
tG(GCC)O2	0
YOL164W-A	0
YOL082W	28
snR36	606
YOR035C	52
YOL016C	31
YOR007C	557
YOR325W	1
YOL085W-A	0
YOL160W	0
YOR361C	354
YOL158C	223
YOR315W	13
YOR010C	0
YOR384W	2
YOR234C	139
YOR283W	19
YOR020W-A	7
YOL045W	50
YOR102W	0
YOL128C	14
YOR360C	131
YOL097C	210
YOR164C	191
YOR175C	166
tP(UGG)O1	0
YOR086C	307
YOR242C	3
YOR155C	70
YOL019W-A	0
YOL030W	150
YOR323C	266
YOL017W	14
YOR233W	24
YOL037C	1
YOR083W	9
YOL010W	44
YOR118W	28
YOR128C	11
YOL125W	24
YOL004W	115
YOR177C	0
YOR166C	18
YOR006C	21
YOR324C	36
YOL024W	0
YOR033C	32
YOL033W	25
YOL070C	35
YOR116C	282
YOL067C	9
YOR145C	26
YOR304C-A	2
YOR192C	7
YOL109W	164
YOR078W	15
YOR134W	1
YOR131C	13
YOR368W	9
YOL111C	5
YOR168W	415
YOR226C	11
YOL162W	9
YOR334W	15
YOR241W	60
tP(UGG)O2	0
YOR245C	30
YOL009C	8
YOR153W	1551
YOR358W	3
YOR335W-A	2
YOR170W	0
YOR267C	10
YOR081C	19
YOL145C	101
YOL156W	1
YOR322C	41
YOL044W	11
YOR054C	16
YOL031C	19
YOR034C-A	5
YOR306C	67
YOR261C	35
YOR293W	1363
YOR062C	6
YOR339C	3
YOR067C	98
YOR312C	923
YOR094W	8
YOL135C	4
YOL105C	16
YOR329W-A	0
YOR197W	79
YOL104C	21
YOR262W	40
YOR167C	617
YOL015W	6
YOR161C	86
YOR393W	5
YOR105W	0
YOR210W	31
YOR364W	0
YOL087C	38
YOR127W	31
YOR184W	389
YOR150W	14
YOR179C	13
YOR340C	42
YOR354C	42
YOR217W	78
YOR298W	5
YOL006C	14
YOR259C	118
YOR318C	2
YOR320C	113
YOR222W	246
YOL165C	5
YOL007C	36
YOR307C	43
YOL051W	29
YOR091W	19
YOR079C	40
YOL022C	34
YOR278W	11
YOR024W	0
YOL148C	16
YOL078W	25
tP(UGG)O3	9
YOR089C	34
YOL098C	240
YOR171C	66
YOL089C	21
YOL150C	1
YOR095C	53
YOL146W	8
YOR224C	87
YOR302W	3
YOR286W	59
YOR046C	137
tG(CCC)O	1
YOR388C	1
YOR228C	22
YOL112W	26
YOR141C	59
YOL131W	0
YOR049C	4
YOL143C	464
YOR172W	23
YOR149C	48
YOL164W	30
YOR011W	50
YOR071C	21
YOR022C	8
YOR125C	28
YOL141W	49
YOR101W	27
YOR263C	0
YOR383C	2
YOR056C	26
YOL075C	67
YOR073W-A	0
YOR246C	112
YOR042W	19
YOR236W	5
YOR183W	0
YOR176W	108
YOR238W	13
YOR367W	12
YOR297C	4
YOR310C	308
YOR063W	10503
YOR189W	3
YOL129W	120
YOR280C	21
YOR037W	5
YOR090C	69
YOR313C	0
YOL032W	7
YOR158W	5
YOR162C	22
YOL092W	145
YOL061W	316
YOR232W	54
YOR219C	52
YOR182C	357
YOL099C	5
YOR294W	42
YOR288C	29
YOR110W	17
YOR040W	10
YOL083W	9
YOL136C	60
YOL130W	125
YOL021C	129
YOR282W	0
YOL077W-A	4
YOR319W	8
YOR030W	23
YOR291W	110
YOL077C	65
YOR390W	28
YOL052C-A	0
YOR123C	21
YOR013W	2
YOR249C	14
YOR362C	106
YOL058W	1440
YOR143C	13
YOR347C	60
YOL157C	7
YOL057W	144
YOR321W	108
YOR015W	15
YOR111W	8
YOL008W	7
YOR279C	4
YOR394C-A	0
YOR180C	4
YOL055C	22
snR5	2016
YOL139C	356
YOR287C	3
YOR198C	148
YOR053W	0
YOL054W	6
YOR012W	0
YOL118C	0
YOR034C	93
YOR374W	103
YOR018W	14
YOL084W	6
YOR314W	0
YOR050C	1
YOR391C	0
YOR327C	35
YOR352W	9
YOR348C	2
YOL115W	30
YOR066W	6
YOR072W-A	1
YOL096C	14
tM(CAU)O2	0
YOR020C	85
YOR133W	6550
YOR356W	102
YOR208W	6
YOR357C	12
YOR277C	4
YOR276W	220
YOR247W	3
snR50	8
YOL047C	0
YOR221C	10
YOR344C	2
YOR269W	58
YOR152C	2
YOR103C	57
YOR377W	22
YOR129C	26
YOL038C-A	1
YOR156C	3
YOR329C	32
YOR351C	0
YOL040C	159
YOL159C-A	0
YOR051C	80
YOR003W	5
YOR064C	10
YOR073W	10
YOR201C	15
YOR065W	6
YOR186W	1
YOR045W	17
YOL018C	14
YOL133W	9
YOR087W	60
YOL028C	1
YOL086C	11332
YOL108C	1
YOL023W	11
YOR011W-A	0
YOR165W	141
YOL068C	19
YOR138C	66
YOR016C	33
YOL121C	434
YOL126C	129
YOR235W	2
YOR080W	29
YOR169C	1
YOR028C	3
YOR225W	0
YOR108C-A	6
YOR109W	124
YOL093W	14
YOR147W	48
YOR218C	1
YOR254C	213
YOL080C	3
YOR161W-B	1
tY(GUA)O	1
YOR136W	212
tR(ACG)O	0
YOR192C-C	0
YOR205C	14
YOR200W	0
YOR305W	4
YOR195W	14
YOL123W	80
YOR097C	7
YOL083C-A	0
YOL086W-A	15
YOR337W	32
YOL100W	8
YOR289W	2
YOR255W	1
YOR304W	31
YOL163W	4
YOR077W	5
YOR074C	13
YOR117W	179
YOR055W	1
YOL166W-A	0
YOL066C	26
YOR396W	124
YOR161C-C	0
tV(AAC)O	0
YOR151C	475
YOR187W	415
YOL001W	11
YOR005C	9
YOR199W	2
YOR355W	34
YOR290C	70
YOR396C-A	0
YOR047C	13
YOL014W	2
YOR244W	13
YOL102C	10
YOL060C	25
YOL041C	38
YOL116W	15
YOR353C	32
YOR299W	78
YOR366W	0
tD(GUC)O	3
YOR096W	2775
YOR148C	3
YOR301W	51
YOR257W	4
YOR135C	3
YOR032W-A	0
YOR223W	5
YOR076C	25
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	3
YOR061W	28
YOR025W	25
YOR371C	36
YOL140W	178
YOL062C	119
YOR292C	19
tG(UCC)O	4
YOR027W	162
tT(AGU)O2	0
YOR142W-B	169
YOR192C-A	0
YOL103W-B	249
YOR142W-A	0
YOR192C-B	92
YOR343W-B	87
YOR343W-A	0
YOL103W-A	0
YGL087C	16
YGL156W	45
YGL015C	0
RME2	14
YGR251W	1
YGR162W	461
tK(UUU)G2	2
YGR005C	17
YGL160W	37
snR46	2111
tD(GUC)G1	1
YGL211W	52
YGR141W	30
YGL239C	2
YGL097W	156
YGR030C	5
YGR224W	0
YGR142W	6
YGR186W	43
YGR181W	4
YGL081W	0
YGR082W	14
YGL028C	27
YGL021W	44
YGL110C	17
YGR167W	12
YGL017W	37
tA(UGC)G	1
YGR156W	8
YGR291C	0
YGR197C	18
YGR041W	15
YGL079W	6
YGL107C	40
YGL168W	2
YGL228W	95
YGR183C	12
YGL050W	24
YGR273C	0
YGR086C	485
YGR228W	0
YGL145W	33
YGR098C	81
YGR074W	9
YGL098W	6
snR7-S	0
YGL096W	6
YGR240C-A	0
YGR172C	87
YGR194C	19
YGL026C	594
YGL213C	65
YGL248W	30
YGL075C	11
YGL256W	28
YGL012W	529
YGL082W	52
YGR161C	4
tW(CCA)G1	15
YGR274C	37
YGR031C-A	2
YGL037C	158
YGL252C	48
YGL250W	5
YGR260W	353
YGR159C	853
YGR006W	2
YGL121C	5
YGL040C	31
YGR130C	46
YGR021W	5
YGR097W	27
YGL170C	0
YGL166W	21
YGL104C	26
YGR149W	18
YGR195W	33
tG(GCC)G2	2
YGR250C	71
YGL155W	29
YGL216W	21
YGR029W	42
YGL125W	30
YGR038W	26
YGR008C	6
YGR248W	5
YGL094C	84
YGR131W	5
YGR163W	20
YGR125W	97
YGR279C	196
YGL022W	417
tD(GUC)G2	3
YGR271W	121
YGL025C	4
YGL176C	14
YGR031W	35
YGL102C	264
YGR182C	10
YGR025W	0
YGL113W	5
YGR188C	11
YGL162W	2
YGL084C	68
snR10	5
YGL196W	48
RME3	3
YGR230W	6
YGR084C	21
YGL222C	0
YGR166W	25
YGR122C-A	0
YGR152C	12
YGL210W	21
YGR265W	1
YGR157W	666
YGL240W	10
YGR085C	781
YGR237C	15
YGL146C	1
YGL153W	8
YGR075C	8
tT(UGU)G2	1
YGL169W	39
YGR187C	30
YGL167C	430
YGR050C	3
YGR035W-A	1
YGR217W	102
YGR068C	15
YGR296W	127
YGR177C	43
YGL068W	75
tN(GUU)G	0
YGL018C	3
YGL188C	2
YGR126W	1
YGL065C	52
YGL014W	34
YGL100W	80
YGR288W	14
YGL174W	0
YGR211W	132
YGL204C	8
YGR270W	82
YGR204W	675
YGR266W	85
YGL070C	15
YGL225W	457
YGL120C	161
tE(UUC)G1	5
YGR252W	18
YGL106W	44
YGR284C	352
YGR032W	247
YGR174C	20
YGR208W	37
YGL016W	213
YGR255C	52
YGR146C-A	0
YGL194C	30
YGL138C	0
YGR091W	11
