Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M12_IN1.bam
YDR416W	118
YDR365C	496
YDL233W	4
YDR287W	41
YDR448W	72
YDR180W	197
tF(GAA)D	0
tT(AGU)D	0
YDR294C	175
YDR198C	57
YDL163W	1
YDL119C	32
YDR501W	11
YDL214C	2
YDR264C	320
YDR343C	121
YDR373W	114
YDR354W	63
YDR246W	8
YDR428C	63
YDR157W	0
YDR316W	37
YDL142C	40
YDR253C	3
YDL112W	485
YDR545W	56
YDL187C	2
YDL138W	31
YDR528W	4
YDR284C	140
YDR050C	5082
YDL010W	42
YDL065C	49
YDR349C	66
YDL098C	16
YDL234C	101
YDR118W	19
YDR118W-A	1
YDR159W	114
YDR111C	89
YDR128W	63
YDL034W	1
YDR065W	37
YDL004W	80
YDR024W	27
YDL171C	1547
YDR083W	109
YDR457W	752
YDR014W	33
YDR206W	135
YDR478W	8
YDR169C	6
YDR115W	18
YDL159W-A	0
YDL232W	2
YDL240C-A	0
tE(CUC)D	0
YDL152W	2
YDR432W	14
YDL022C-A	0
YDL114W-A	0
YDR410C	49
YDR464C-A	0
YDL072C	100
YDR053W	0
YDL012C	1
YDR482C	18
YDL070W	223
YDR064W	1036
YDL135C	117
YDL077C	76
YDR354C-A	0
YDL033C	34
YDL031W	275
YDR398W	248
YDR326C	169
YDL052C	36
YDR536W	0
YDR397C	41
YDL116W	273
YDR028C	476
YDL007W	571
YDR236C	41
YDR011W	430
YDR155C	387
YDR414C	30
YDR026C	38
YDL073W	191
tY(GUA)D	1
YDL115C	48
YDL145C	432
YDR203W	0
YDL104C	26
YDL149W	22
YDR231C	20
YDR045C	73
YDL075W	1195
YDR415C	28
YDR339C	101
YDL213C	174
YDR096W	20
YDL019C	208
YDL022W	9
YDR413C	5
YDR391C	16
YDR091C	639
YDR240C	49
YDL244W	0
YDR179C	12
YDL165W	80
YDL140C	318
YDR120C	276
YDR003W	26
YDR499W	47
YDR166C	92
YDL092W	100
YDL041W	1
YDL241W	7
YDL082W	931
YDR277C	1
YDR291W	184
YDR475C	12
YDR244W	90
YDR407C	89
YDR382W	2749
YDR102C	0
YDL188C	77
YDR405W	5
YDR443C	110
YDR059C	2
YDR144C	154
YDL157C	98
YDL058W	358
YDL096C	9
YDL155W	66
YDR147W	57
YDL191W	1560
YDL128W	68
YDR310C	55
YDL160C-A	13
YDR127W	683
YDR497C	583
YDL162C	0
tS(AGA)D3	0
YDR201W	27
YDR163W	14
YDL146W	41
YDR363W-A	116
YDL221W	3
YDL089W	47
YDR385W	8326
YDR331W	124
YDR196C	71
YDR116C	26
YDR001C	112
YDL230W	48
YDR160W	34
YDR123C	17
YDR322W	29
YDR040C	205
YDR025W	280
YDR046C	248
YDL057W	13
YDL248W	41
YDR008C	0
YDR029W	0
YDR485C	58
YDR408C	73
YDR038C	199
YDL204W	8
YDR019C	160
YDR477W	29
YDR254W	9
YDR514C	89
YDR296W	24
YDL216C	20
YDL100C	705
YDL068W	0
YDL026W	0
YDL124W	26
YDL227C	118
YDL111C	35
YDR324C	407
YDL170W	33
YDR317W	10
YDR436W	6
YDR208W	46
YDR386W	48
YDR504C	11
YDL220C	10
YDR396W	3
YDR258C	199
YDR176W	72
YDL099W	68
YDR380W	177
YDL110C	39
YDR148C	214
YDL201W	24
YDL107W	11
YDR515W	66
YDR133C	57
YDR378C	74
YDR473C	33
YDR403W	4
YDR268W	42
YDR409W	14
YDR173C	29
YDR187C	9
YDR389W	60
YDR417C	16
YDR165W	258
YDL113C	60
YDR426C	1
YDR521W	1
YDR086C	120
YDL021W	4
YDR023W	2080
YDR394W	235
YDR320C-A	31
YDR003W-A	5
YDR183W	6
YDR245W	353
YDR431W	1
YDL154W	21
YDL184C	160
YDR153C	29
YDR014W-A	0
YDR434W	222
YDL002C	59
YDR225W	1087
YDR418W	1933
YDR224C	66
YDR502C	240
YDR447C	1708
YDL039C	8
YDL225W	197
YDR259C	3
YDR495C	52
YDL151C	4
YDR357C	38
YDR370C	73
YDR298C	134
YDR276C	48
YDL185C-A	5
YDR545C-A	0
tM(CAU)D	0
YDL247W	4
YDR406W	51
YDR273W	6
YDR269C	2
YDR453C	5
YDR383C	13
YDR375C	61
YDL161W	61
YDL051W	306
YDR084C	57
YDL056W	54
YDR344C	5
YDR320C	6
YDR221W	146
tI(AAU)D	0
YDL032W	1
YDR456W	149
YDL036C	56
tL(CAA)D	0
YDL217C	18
snR63	1290
YDR334W	137
YDL049C	11
YDL164C	157
YDR384C	6
YDR149C	5
YDR093W	70
YDR071C	248
YDL143W	890
YDR032C	146
tR(UCU)D	0
YDR063W	40
YDL166C	98
YDR004W	96
YDR151C	52
YDR037W	1632
YDL175C	18
YDR286C	12
YDR172W	1476
YDL174C	54
YDR080W	53
YDR503C	25
YDR069C	30
YDR047W	203
YDR215C	0
YDR267C	76
YDR142C	19
YDL212W	372
YDR249C	28
YDL209C	31
YDR044W	47
tK(UUU)D	2
YDR311W	78
YDL159C-B	0
YDR222W	85
YDR510C-A	0
YDR401W	5
YDR207C	9
YDL005C	19
YDR295C	61
YDR543C	0
YDL208W	339
YDR135C	948
YDL114W	0
YDR247W	6
YDL197C	9
YDR229W	47
YDR095C	0
YDR027C	114
YDL106C	5
YDR404C	89
YDR256C	11
YDR518W	111
YDR055W	98
YDL087C	7
YDR177W	149
YDL014W	224
YDR289C	68
YDL159W	6
YDR532C	42
YDR137W	143
YDL153C	321
YDR393W	59
YDR506C	32
YDL219W	66
YDL090C	92
YDR033W	987
YDR035W	202
YDR332W	22
YDR510W	13
YDL055C	3202
YDR480W	10
YDL103C	194
YDL085C-A	34
YDR350C	58
YDR342C	122
YDR087C	192
YDL236W	311
YDR012W	272
YDL121C	150
YDR525W-A	8
tG(GCC)D2	0
YDL190C	275
YDL047W	80
YDR099W	21
YDR092W	23
YDR164C	81
YDR058C	21
YDL020C	90
YDL025C	52
YDR374C	0
YDL207W	71
YDR270W	38
YDR152W	156
YDL148C	549
tI(UAU)D	35
YDR379C-A	4
YDR218C	1
YDL018C	42
YDR507C	120
YDL003W	146
YDR524C-B	206
YDR371W	57
YDR359C	8
YDL180W	63
YDL133W	75
YDR335W	322
YDR351W	93
YDL150W	111
YDL177C	23
YDR171W	75
YDR364C	71
YDR309C	9
YDL239C	24
YDL228C	62
YDL156W	18
YDL016C	37
tX(XXX)D	1
YDR524W-C	0
YDL085W	0
YDR300C	123
YDL168W	254
YDR360W	0
YDR195W	40
YDR321W	523
YDR237W	74
YDL127W	4
YDR107C	81
YDR472W	46
YDL030W	76
YDR468C	51
YDL084W	2808
YDL203C	18
YDL025W-A	0
YDR285W	15
YDL229W	5723
YDR329C	122
YDR034C	39
YDR009W	6
tS(AGA)D2	0
YDR488C	10
YDR103W	91
YDR336W	38
YDL101C	80
YDR162C	40
YDR312W	43
YDL061C	39
YDL040C	323
YDR145W	94
YDR124W	8
YDL231C	81
YDR190C	447
YDL064W	5
YDR463W	19
YDR491C	0
YDR449C	96
YDL035C	122
YDR074W	80
YDR525W	0
YDR257C	142
YDR402C	0
YDR450W	2655
YDR376W	101
YDR161W	93
YDR090C	20
YDR189W	186
YDR524C	63
YDL237W	108
YDR188W	341
YDL133C-A	316
YDR531W	146
tG(GCC)D1	0
YDR226W	1055
YDL054C	27
YDL205C	175
YDR537C	1
YDR496C	587
YDR313C	22
YDL108W	56
tV(CAC)D	0
YDR340W	1
YDL147W	555
YDL081C	1157
YDR283C	299
YDR261C	16
YDL211C	2
YDL074C	206
YDL091C	36
YDR346C	800
YDR072C	107
YDR242W	23
YDR323C	29
YDR486C	46
YDR420W	44
YDL122W	200
YDR390C	132
YDR481C	152
YDR318W	45
YDL105W	18
YDL141W	20
YDR400W	105
YDR522C	0
YDL173W	65
YDR279W	54
YDR281C	23
YDR213W	89
YDR179W-A	57
YDR330W	17
YDR106W	6
YDL178W	235
YDR484W	39
YDR308C	39
YDL192W	960
YDL202W	45
YDR146C	37
YDR241W	3
YDL158C	32
YDL185W	1906
YDR251W	109
tL(UAA)D	0
YDR192C	4
YDR368W	193
YDR494W	107
YDR399W	292
YDR070C	1
YDR138W	44
YDR031W	19
YDR255C	20
YDL060W	330
YDR048C	0
YDR067C	35
YDR126W	8
YDR315C	25
YDL126C	2750
YDR262W	46
tQ(UUG)D3	1
YDR345C	1193
YDR079W	10
YDR433W	0
YDL144C	16
YDR306C	55
YDR292C	345
YDL009C	1
YDR290W	0
YDR282C	35
YDR170C	742
YDR174W	106
YDL218W	1
YDL062W	2
YDL048C	13
YDR500C	828
YDR112W	1
YDR538W	15
YDL011C	0
YDR355C	2
YDR301W	53
YDR412W	32
YDR530C	35
YDR227W	55
YDR041W	53
YDR015C	0
YDL008W	25
YDR234W	194
YDR511W	4
YDR519W	74
YDL086C-A	5
YDR250C	1
YDR465C	189
YDL001W	29
YDR454C	371
YDR013W	27
YDR076W	10
YDL095W	871
YDL007C-A	0
YDL130W	296
YDR100W	27
YDR479C	22
tS(AGA)D1	0
YDL117W	156
YDR140W	40
YDR381W	593
tQ(UUG)D2	0
YDR327W	13
YDR062W	546
YDR143C	15
YDL172C	8
YDL053C	92
YDR223W	2
YDL037C	8
YDL167C	282
YDR246W-A	1
YDR371C-A	0
YDR517W	125
YDL226C	42
YDR467C	2
YDL134C	206
YDR117C	73
YDR314C	37
YDR440W	78
YDR303C	65
YDL078C	282
YDL238C	26
YDR529C	75
YDR437W	8
snR47	25
YDL196W	0
YDR452W	300
YDR445C	0
YDR347W	10
tQ(UUG)D1	0
YDR490C	31
YDR516C	167
YDR509W	0
YDL193W	42
YDL137W	216
YDL118W	3
YDR235W	75
YDR233C	19
YDR388W	205
YDR209C	3
YDR049W	81
YDL194W	23
YDR021W	63
YDR353W	735
YDR051C	128
YDR288W	47
YDR141C	172
YDR194C	505
YDR424C	69
YDR054C	76
YDR122W	43
YDR184C	45
YDR183C-A	2
YDL240W	73
YDR056C	131
YDR541C	19
YDL042C	21
YDR185C	18
YDR328C	339
YDR280W	74
tV(UAC)D	0
YDR098C	124
YDR005C	56
YDR423C	5
YDR017C	97
YDR419W	52
YDR444W	46
YDR341C	997
YDR154C	112
YDR464W	46
YDR132C	22
YDL210W	5
YDR395W	729
YDL222C	1
YDR372C	283
YDR325W	182
YDR216W	11
YDR082W	25
YDL224C	17
YDR498C	22
YDR010C	1
YDR006C	50
YDR182W	65
YDL102W	216
YDL179W	18
YDL067C	30
YDR030C	27
YDR020C	33
YDR527W	47
YDR333C	226
YDL093W	104
YDL043C	42
YDR139C	37
YDR322C-A	50
YDL130W-A	3
YDR210W	67
YDR260C	13
YDL017W	48
YDR073W	4
YDL069C	15
YDR455C	0
YDR461W	0
YDR435C	58
YDL063C	215
YDR121W	51
YDR178W	14
YDL013W	72
YDR534C	0
YDR392W	36
YDR034C-A	1
YDL132W	267
YDR535C	0
YDR202C	37
YDL050C	3
YDR524C-A	0
YDL109C	7
YDR211W	655
YDR110W	111
tG(CCC)D	0
YDR274C	2
YDR167W	36
YDR156W	1
YDL223C	4
YDR075W	20
YDR039C	217
YDL088C	67
YDL129W	21
YDL215C	164
YDR297W	201
YDR131C	34
YDR230W	0
YDR348C	78
YDL169C	0
YDR007W	0
YDL195W	210
YDR263C	11
YDR220C	0
YDR429C	667
YDR119W-A	0
YDR421W	65
YDL186W	0
YDL198C	44
YDL120W	33
YDR379W	77
YDL029W	684
YDR205W	22
YDR094W	0
YDR369C	51
YDR088C	30
YDR411C	63
YDR441C	17
YDR446W	0
YDL183C	4
YDR194W-A	0
YDR114C	0
YDR442W	1
tK(CUU)D2	0
YDL059C	16
YDR016C	19
YDR430C	58
YDR366C	0
YDR374W-A	15
YDR293C	229
YDR459C	26
YDR022C	11
YDR217C	182
YDR052C	78
YDL027C	17
YDR104C	45
YDL136W	1351
YDR248C	41
YDR078C	16
YDR068W	60
YDL080C	70
YDR461C-A	4
YDR252W	14
YDL046W	48
YDR540C	4
YDR181C	67
YDL200C	21
YDR108W	66
YDR337W	66
YDR356W	106
YDL235C	64
YDR320W-B	0
YDL245C	0
YDR170W-A	11
YDR210W-B	91
YDR210C-D	183
YDR316W-B	175
YDR261C-D	234
YDR210C-C	0
YDR261C-C	0
YDR261W-B	80
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	285
YDR098C-B	174
YDR098C-A	0
YDR210W-A	0
YDR034C-D	89
YDR034C-C	0
YOR185C	0
YOR237W	2
YOL048C	37
tG(GCC)O1	1
YOL144W	25
snR8	1136
YOR082C	0
YOL072W	22
YOR114W	0
YOL085C	0
YOR385W	89
YOR214C	0
YOL119C	39
YOR019W	11
YOR206W	515
YOR345C	1
YOR341W	2570
YOL088C	44
YOR392W	0
YOR160W	65
YOR084W	6
YOR039W	82
YOR264W	40
YOR281C	124
tK(UUU)O	0
YOR230W	388
YOR144C	46
YOL081W	384
YOL052C	16
YOR285W	180
YOR058C	80
YOR270C	2006
YOL154W	10
YOR115C	103
YOL003C	38
YOR258W	19
tN(GUU)O2	0
YOL103W	321
YOR215C	82
YOL095C	45
YOL063C	26
YOL079W	1
YOR389W	3
YOR231W	8
YOR021C	311
YOR139C	0
YOR120W	22
YOL038W	322
YOR023C	5
YOL124C	159
YOR212W	172
YOL013W-A	0
YOL120C	1802
YOR181W	10
YOR333C	0
YOR335C	1925
YOL046C	1
YOL029C	16
YOL155W-A	0
YOR072W	1
YOL161C	0
snR58	0
YOL122C	115
YOR252W	16
YOR157C	7
YOL107W	4
YOR274W	62
YOL013W-B	0
YOR343C	0
YOR093C	181
YOR381W-A	1
YOL065C	30
YOR092W	48
YOR207C	492
YOR365C	1
YOL005C	24
YOL020W	587
YOL053W	36
YOL117W	32
YOR038C	30
YOR303W	63
YOR137C	37
YOL034W	91
YOR052C	86
YOR190W	4
YOL039W	554
YOR349W	10
YOL090W	324
YOR271C	53
YOR173W	6
YOR106W	45
YOR108W	142
YOR059C	69
YOL149W	79
YOR121C	12
YOL106W	0
snR9	1117
YOR295W	15
YOR203W	0
YOR132W	22
YOR216C	136
YOR099W	553
YOR001W	131
YOR009W	0
YOR204W	302
YOR209C	336
YOR284W	12
YOR036W	50
YOR154W	70
YOR048C	363
YOL073C	19
YOL152W	50
YOL101C	11
YOR085W	38
YOR227W	43
YOR159C	45
YOR146W	15
YOR372C	4
YOR112W	92
YOR387C	1
YOR229W	89
YOR068C	4
YOR376W-A	9
YOL050C	0
YOR342C	29
YOL035C	0
YOR251C	150
YOR041C	0
YOR130C	39
YOR119C	148
YOL166C	0
YOR008C	143
YOL011W	150
YOR248W	0
YOR202W	0
YOR266W	33
YOR140W	2
YOR004W	152
YOR308C	26
YOR032C	1
YOR311C	86
YOL019W	32
YOL138C	28
YOL151W	78
YOR330C	113
YOR379C	0
YOR142W	152
YOR268C	0
snR81	212
YOR017W	74
YOR394W	0
YOL134C	1
YOR002W	55
YOR194C	95
YOR298C-A	553
YOL069W	52
YOR014W	65
YOR346W	305
YOR044W	18
YOR275C	35
YOR174W	58
YOR336W	122
YOL094C	43
YOR122C	378
YOR256C	169
YOL137W	34
YOR350C	46
YOR196C	84
YOR380W	5
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	13
YOR376W	0
YOR369C	6447
YOL132W	2
YOR296W	75
YOR260W	90
YOR373W	22
YOR163W	41
YOR029W	0
YOL042W	61
YOR316C	65
YOR326W	999
YOR293C-A	0
YOL036W	24
YOR072W-B	0
YOR332W	258
YOL002C	205
YOR193W	17
YOR243C	524
YOR126C	21
YOR070C	17
YOR328W	53
YOL056W	74
YOR098C	87
YOL110W	16
YOR213C	43
YOR253W	185
YOR008C-A	1
YOL113W	85
YOR060C	13
YOL076W	405
YOR186C-A	2
YOR381W	40
YOR113W	14
YOR273C	186
tN(GUU)O1	0
YOR161W-A	0
YOL147C	15
YOR338W	25
YOR178C	4
YOR188W	12
YOL159C	14
YOR382W	7
YOL071W	10
YOR363C	31
YOR069W	140
YOR075W	45
YOR124C	444
YOR008W-B	1
snR31	2254
YOL025W	13
YOR057W	39
YOR265W	20
YOL127W	2548
YOR107W	10
YOL142W	66
YOR239W	105
YOL091W	0
YOR317W	439
YOR370C	237
tM(CAU)O1	0
YOR211C	16
YOR191W	133
YOL064C	152
tT(AGU)O1	0
YOL049W	350
YOL043C	3
YOR043W	28
YOR331C	5
YOR309C	48
YOR104W	33
YOL114C	7
YOR300W	0
YOR220W	58
YOR378W	5
YOL059W	67
YOR386W	46
YOL027C	87
snR62	3
snR17a	29656
YOL155C	46
YOR375C	530
snR35	1975
YOR100C	0
YOL026C	26
YOL012C	11
YOR026W	41
YOR359W	6
YOR250C	1
YOL013C	41
YOR272W	367
tG(GCC)O2	0
YOL164W-A	0
YOL082W	68
snR36	428
YOR035C	108
YOL016C	263
YOR007C	1029
YOR325W	2
YOL085W-A	2
YOL160W	0
YOR361C	514
YOL158C	101
YOR315W	100
YOR010C	0
YOR384W	1
YOR234C	788
YOR283W	140
YOR020W-A	24
YOL045W	132
YOR102W	1
YOL128C	16
YOR360C	254
YOL097C	861
YOR164C	337
YOR175C	400
tP(UGG)O1	0
YOR086C	596
YOR242C	9
YOR155C	97
YOL019W-A	0
YOL030W	142
YOR323C	170
YOL017W	36
YOR233W	126
YOL037C	0
YOR083W	9
YOL010W	106
YOR118W	54
YOR128C	63
YOL125W	37
YOL004W	170
YOR177C	1
YOR166C	73
YOR006C	63
YOR324C	59
YOL024W	0
YOR033C	106
YOL033W	55
YOL070C	130
YOR116C	410
YOL067C	13
YOR145C	234
YOR304C-A	1
YOR192C	9
YOL109W	1213
YOR078W	53
YOR134W	1
YOR131C	34
YOR368W	35
YOL111C	5
YOR168W	968
YOR226C	60
YOL162W	1
YOR334W	24
YOR241W	188
tP(UGG)O2	0
YOR245C	69
YOL009C	24
YOR153W	1849
YOR358W	11
YOR335W-A	1
YOR170W	1
YOR267C	13
YOR081C	14
YOL145C	460
YOL156W	1
YOR322C	34
YOL044W	51
YOR054C	69
YOL031C	65
YOR034C-A	6
YOR306C	107
YOR261C	399
YOR293W	2079
YOR062C	4
YOR339C	0
YOR067C	181
YOR312C	2262
YOR094W	36
YOL135C	3
YOL105C	20
YOR329W-A	2
YOR197W	70
YOL104C	14
YOR262W	93
YOR167C	825
YOL015W	4
YOR161C	47
YOR393W	1
YOR105W	0
YOR210W	68
YOR364W	2
YOL087C	49
YOR127W	117
YOR184W	653
YOR150W	22
YOR179C	15
YOR340C	17
YOR354C	134
YOR217W	241
YOR298W	12
YOL006C	121
YOR259C	418
YOR318C	2
YOR320C	216
YOR222W	116
YOL165C	5
YOL007C	20
YOR307C	49
YOL051W	18
YOR091W	44
YOR079C	41
YOL022C	200
YOR278W	36
YOR024W	0
YOL148C	72
YOL078W	69
tP(UGG)O3	7
YOR089C	81
YOL098C	276
YOR171C	72
YOL089C	61
YOL150C	1
YOR095C	182
YOL146W	53
YOR224C	214
YOR302W	1
YOR286W	78
YOR046C	541
tG(CCC)O	0
YOR388C	0
YOR228C	21
YOL112W	73
YOR141C	176
YOL131W	0
YOR049C	2
YOL143C	886
YOR172W	63
YOR149C	49
YOL164W	33
YOR011W	34
YOR071C	23
YOR022C	35
YOR125C	81
YOL141W	46
YOR101W	117
YOR263C	1
YOR383C	0
YOR056C	184
YOL075C	100
YOR073W-A	0
YOR246C	153
YOR042W	11
YOR236W	18
YOR183W	2
YOR176W	175
YOR238W	20
YOR367W	27
YOR297C	5
YOR310C	550
YOR063W	7453
YOR189W	25
YOL129W	171
YOR280C	56
YOR037W	36
YOR090C	63
YOR313C	5
YOL032W	32
YOR158W	43
YOR162C	25
YOL092W	158
YOL061W	507
YOR232W	288
YOR219C	108
YOR182C	871
YOL099C	2
YOR294W	149
YOR288C	57
YOR110W	63
YOR040W	16
YOL083W	4
YOL136C	28
YOL130W	173
YOL021C	250
YOR282W	0
YOL077W-A	17
YOR319W	40
YOR030W	28
YOR291W	94
YOL077C	287
YOR390W	14
YOL052C-A	0
YOR123C	101
YOR013W	2
YOR249C	40
YOR362C	200
YOL058W	5
YOR143C	62
YOR347C	54
YOL157C	6
YOL057W	258
YOR321W	81
YOR015W	22
YOR111W	18
YOL008W	3
YOR279C	34
YOR394C-A	0
YOR180C	14
YOL055C	21
snR5	1728
YOL139C	890
YOR287C	58
YOR198C	151
YOR053W	8
YOL054W	30
YOR012W	0
YOL118C	1
YOR034C	85
YOR374W	5
YOR018W	33
YOL084W	2
YOR314W	0
YOR050C	0
YOR391C	0
YOR327C	74
YOR352W	32
YOR348C	0
YOL115W	34
YOR066W	7
YOR072W-A	2
YOL096C	31
tM(CAU)O2	2
YOR020C	262
YOR133W	7868
YOR356W	210
YOR208W	11
YOR357C	51
YOR277C	4
YOR276W	348
YOR247W	5
snR50	3
YOL047C	0
YOR221C	6
YOR344C	15
YOR269W	33
YOR152C	0
YOR103C	102
YOR377W	93
YOR129C	34
YOL038C-A	2
YOR156C	6
YOR329C	30
YOR351C	1
YOL040C	90
YOL159C-A	6
YOR051C	419
YOR003W	12
YOR064C	18
YOR073W	45
YOR201C	44
YOR065W	7
YOR186W	0
YOR045W	50
YOL018C	69
YOL133W	24
YOR087W	116
YOL028C	5
YOL086C	8421
YOL108C	18
YOL023W	27
YOR011W-A	0
YOR165W	263
YOL068C	53
YOR138C	120
YOR016C	73
YOL121C	1261
YOL126C	171
YOR235W	2
YOR080W	23
YOR169C	2
YOR028C	2
YOR225W	1
YOR108C-A	1
YOR109W	139
YOL093W	63
YOR147W	100
YOR218C	1
YOR254C	857
YOL080C	96
YOR161W-B	0
tY(GUA)O	0
YOR136W	214
tR(ACG)O	1
YOR192C-C	3
YOR205C	27
YOR200W	2
YOR305W	51
YOR195W	168
YOL123W	362
YOR097C	37
YOL083C-A	1
YOL086W-A	24
YOR337W	14
YOL100W	37
YOR289W	22
YOR255W	3
YOR304W	171
YOL163W	3
YOR077W	7
YOR074C	12
YOR117W	536
YOR055W	2
YOL166W-A	0
YOL066C	66
YOR396W	58
YOR161C-C	0
tV(AAC)O	0
YOR151C	1399
YOR187W	362
YOL001W	21
YOR005C	22
YOR199W	0
YOR355W	35
YOR290C	60
YOR396C-A	1
YOR047C	78
YOL014W	32
YOR244W	87
YOL102C	58
YOL060C	6
YOL041C	261
YOL116W	46
YOR353C	122
YOR299W	114
YOR366W	6
tD(GUC)O	1
YOR096W	3194
YOR148C	23
YOR301W	14
YOR257W	33
YOR135C	3
YOR032W-A	0
YOR223W	8
YOR076C	55
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	2
YOR061W	236
YOR025W	28
YOR371C	59
YOL140W	21
YOL062C	151
YOR292C	20
tG(UCC)O	2
YOR027W	395
tT(AGU)O2	0
YOR142W-B	191
YOR192C-A	0
YOL103W-B	253
YOR142W-A	0
YOR192C-B	84
YOR343W-B	88
YOR343W-A	0
YOL103W-A	0
YGL087C	27
YGL156W	20
YGL015C	0
RME2	9
YGR251W	17
YGR162W	1419
tK(UUU)G2	0
YGR005C	98
YGL160W	63
snR46	1410
tD(GUC)G1	1
YGL211W	102
YGR141W	124
YGL239C	0
YGL097W	493
YGR030C	12
YGR224W	1
YGR142W	110
YGR186W	339
YGR181W	4
YGL081W	1
YGR082W	12
YGL028C	24
YGL021W	99
YGL110C	98
YGR167W	44
YGL017W	66
tA(UGC)G	0
YGR156W	7
YGR291C	0
YGR197C	5
YGR041W	13
YGL079W	11
YGL107C	47
YGL168W	1
YGL228W	292
YGR183C	13
YGL050W	49
YGR273C	0
YGR086C	443
YGR228W	2
YGL145W	69
YGR098C	166
YGR074W	18
YGL098W	23
snR7-S	0
YGL096W	14
YGR240C-A	0
YGR172C	38
YGR194C	41
YGL026C	143
YGL213C	99
YGL248W	70
YGL075C	23
YGL256W	30
YGL012W	707
YGL082W	99
YGR161C	0
tW(CCA)G1	1
YGR274C	193
YGR031C-A	1
YGL037C	245
YGL252C	185
YGL250W	12
YGR260W	394
YGR159C	985
YGR006W	3
YGL121C	3
YGL040C	47
YGR130C	85
YGR021W	45
YGR097W	21
YGL170C	0
YGL166W	55
YGL104C	48
YGR149W	13
YGR195W	76
tG(GCC)G2	0
YGR250C	323
YGL155W	39
YGL216W	32
YGR029W	75
YGL125W	9
YGR038W	11
YGR008C	34
YGR248W	4
YGL094C	226
YGR131W	3
YGR163W	43
YGR125W	176
YGR279C	99
YGL022W	521
tD(GUC)G2	1
YGR271W	191
YGL025C	6
YGL176C	28
YGR031W	50
YGL102C	280
YGR182C	25
YGR025W	1
YGL113W	45
YGR188C	44
YGL162W	1
YGL084C	108
snR10	8
YGL196W	113
RME3	6
YGR230W	4
YGR084C	52
YGL222C	5
YGR166W	32
YGR122C-A	4
YGR152C	44
YGL210W	50
YGR265W	3
YGR157W	440
YGL240W	21
YGR085C	1409
YGR237C	36
YGL146C	0
YGL153W	60
YGR075C	17
tT(UGU)G2	4
YGL169W	71
YGR187C	184
YGL167C	533
YGR050C	8
YGR035W-A	1
YGR217W	170
YGR068C	5
YGR296W	45
YGR177C	37
YGL068W	195
tN(GUU)G	0
YGL018C	3
YGL188C	21
YGR126W	1
YGL065C	48
YGL014W	51
YGL100W	155
YGR288W	11
YGL174W	9
YGR211W	286
YGL204C	10
YGR270W	175
YGR204W	157
YGR266W	88
YGL070C	46
YGL225W	383
YGL120C	309
tE(UUC)G1	2
YGR252W	61
YGL106W	96
YGR284C	382
YGR032W	142
YGR174C	24
YGR208W	209
YGL016W	260
YGR255C	69
YGR146C-A	0
YGL194C	19
