Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M1_IN1.bam
YDR543C	0
YDL208W	132
YDR135C	100
YDL114W	0
YDR247W	1
YDL197C	2
YDR229W	6
YDR095C	0
YDR027C	18
YDL106C	1
YDR404C	19
YDR256C	3
YDR518W	23
YDR055W	14
YDL087C	1
YDR177W	52
YDL014W	90
YDR289C	3
YDL159W	3
YDR532C	5
YDR137W	19
YDL153C	15
YDR393W	4
YDR506C	1
YDL219W	16
YDL090C	17
YDR033W	255
YDR035W	88
YDR332W	4
YDR510W	26
YDL055C	1754
YDR480W	2
YDL103C	48
YDL085C-A	14
YDR350C	13
YDR342C	78
YDR087C	35
YDL236W	84
YDR012W	814
YDL121C	45
YDR525W-A	1
tG(GCC)D2	0
YDL190C	34
YDL047W	29
YDR099W	7
YDR092W	35
YDR164C	6
YDR058C	3
YDL020C	23
YDL025C	27
YDR374C	0
YDL207W	7
YDR270W	2
YDR152W	9
YDL148C	40
tI(UAU)D	77
YDR379C-A	3
YDR218C	0
YDL018C	8
YDR507C	20
YDL003W	23
YDR524C-B	58
YDR371W	13
YDR359C	0
YDL180W	8
YDL133W	16
YDR335W	46
YDR351W	10
YDL150W	5
YDL177C	7
YDR171W	11
YDR364C	13
YDR309C	3
YDL239C	7
YDL228C	58
YDL156W	5
YDL016C	15
tX(XXX)D	4
YDR524W-C	2
YDL085W	0
YDR300C	44
YDL168W	96
YDR360W	0
YDR195W	10
YDR321W	411
YDR237W	23
YDL127W	4
YDR107C	13
YDR472W	7
YDL030W	6
YDR468C	13
YDL084W	706
YDL203C	5
YDL025W-A	1
YDR285W	1
YDL229W	5271
YDR329C	12
YDR034C	11
YDR009W	1
tS(AGA)D2	0
YDR488C	11
YDR103W	28
YDR336W	7
YDL101C	22
YDR162C	11
YDR312W	8
YDL061C	40
YDL040C	93
YDR145W	18
YDR124W	1
YDL231C	33
YDR190C	28
YDL064W	3
YDR463W	5
YDR491C	0
YDR449C	36
YDL035C	19
YDR074W	41
YDR525W	0
YDR257C	10
YDR402C	0
YDR450W	931
YDR376W	39
YDR161W	17
YDR090C	7
YDR189W	30
YDR524C	12
YDL237W	31
YDR188W	144
YDL133C-A	103
YDR531W	39
tG(GCC)D1	0
YDR226W	463
YDL054C	10
YDL205C	46
YDR537C	0
YDR496C	58
YDR313C	3
YDL108W	15
tV(CAC)D	1
YDR340W	0
YDL147W	52
YDL081C	538
YDR283C	24
YDR261C	7
YDL211C	0
YDL074C	30
YDL091C	3
YDR346C	143
YDR072C	39
YDR242W	5
YDR323C	12
YDR486C	13
YDR420W	4
YDL122W	17
YDR390C	17
YDR481C	60
YDR318W	7
YDL105W	2
YDL141W	11
YDR400W	37
YDR522C	0
YDL173W	33
YDR279W	12
YDR281C	1
YDR213W	9
YDR179W-A	14
YDR330W	5
YDR106W	1
YDL178W	72
YDR484W	11
YDR308C	6
YDL192W	409
YDL202W	11
YDR146C	12
YDR241W	1
YDL158C	7
YDL185W	1931
YDR251W	13
tL(UAA)D	1
YDR192C	1
YDR368W	88
YDR494W	12
YDR399W	78
YDR070C	0
YDR138W	7
YDR031W	7
YDR255C	3
YDL060W	24
YDR048C	0
YDR067C	7
YDR126W	3
YDR315C	6
YDL126C	524
YDR262W	3
tQ(UUG)D3	1
YDR345C	459
YDR079W	8
YDR433W	0
YDL144C	27
YDR306C	17
YDR292C	47
YDL009C	2
YDR290W	0
YDR282C	6
YDR170C	146
YDR174W	43
YDL218W	0
YDL062W	0
YDL048C	2
YDR500C	319
YDR112W	0
YDR538W	12
YDL011C	0
YDR355C	0
YDR301W	19
YDR412W	1
YDR530C	11
YDR227W	12
YDR041W	28
YDR015C	0
YDL008W	11
YDR234W	77
YDR511W	0
YDR519W	43
YDL086C-A	7
YDR250C	0
YDR465C	23
YDL001W	19
YDR454C	153
YDR013W	11
YDR076W	3
YDL095W	405
YDL007C-A	0
YDL130W	322
YDR100W	19
YDR479C	6
tS(AGA)D1	6
YDL117W	13
YDR140W	4
YDR381W	160
tQ(UUG)D2	0
YDR327W	9
YDR062W	85
YDR143C	9
YDL172C	1
YDL053C	26
YDR223W	0
YDL037C	1
YDL167C	48
YDR246W-A	0
YDR371C-A	1
YDR517W	87
YDL226C	20
YDR467C	0
YDL134C	50
YDR117C	16
YDR314C	5
YDR440W	11
YDR303C	28
YDL078C	59
YDL238C	5
YDR529C	37
YDR437W	1
snR47	17
YDL196W	0
YDR452W	20
YDR445C	0
YDR347W	11
tQ(UUG)D1	0
YDR490C	10
YDR516C	89
YDR509W	0
YDL193W	17
YDL137W	87
YDL118W	1
YDR235W	26
YDR233C	13
YDR388W	83
YDR209C	1
YDR049W	5
YDL194W	6
YDR021W	6
YDR353W	284
YDR051C	23
YDR288W	8
YDR141C	38
YDR194C	69
YDR424C	17
YDR054C	19
YDR122W	16
YDR184C	18
YDR183C-A	0
YDL240W	18
YDR056C	23
YDR541C	5
YDL042C	7
YDR185C	1
YDR328C	107
YDR280W	19
tV(UAC)D	0
YDR098C	51
YDR005C	12
YDR423C	4
YDR017C	8
YDR419W	9
YDR444W	2
YDR341C	307
YDR154C	93
YDR464W	7
YDR132C	10
YDL210W	1
YDR395W	115
YDL222C	3
YDR372C	70
YDR325W	14
YDR216W	10
YDR082W	7
YDL224C	3
YDR498C	8
YDR010C	0
YDR006C	18
YDR182W	21
YDL102W	29
YDL179W	6
YDL067C	10
YDR030C	2
YDR020C	8
YDR527W	9
YDR333C	34
YDL093W	30
YDL043C	15
YDR139C	13
YDR322C-A	17
YDL130W-A	0
YDR210W	18
YDR260C	8
YDL017W	4
YDR073W	2
YDL069C	3
YDR455C	0
YDR461W	0
YDR435C	11
YDL063C	54
YDR121W	6
YDR178W	6
YDL013W	5
YDR534C	0
YDR392W	5
YDR034C-A	0
YDL132W	41
YDR535C	0
YDR202C	12
YDL050C	1
YDR524C-A	0
YDL109C	2
YDR211W	84
YDR110W	20
tG(CCC)D	1
YDR274C	0
YDR167W	16
YDR156W	0
YDL223C	1
YDR075W	2
YDR039C	83
YDL088C	13
YDL129W	5
YDL215C	39
YDR297W	91
YDR131C	9
YDR230W	0
YDR348C	5
YDL169C	0
YDR007W	0
YDL195W	229
YDR263C	4
YDR220C	0
YDR429C	93
YDR119W-A	0
YDR421W	12
YDL186W	0
YDL198C	48
YDL120W	19
YDR379W	13
YDL029W	173
YDR205W	10
YDR094W	1
YDR369C	6
YDR088C	0
YDR411C	18
YDR441C	6
YDR446W	0
YDL183C	1
YDR194W-A	0
YDR114C	0
YDR442W	0
tK(CUU)D2	0
YDL059C	0
YDR016C	10
YDR430C	31
YDR366C	0
YDR374W-A	2
YDR293C	43
YDR459C	8
YDR022C	2
YDR217C	13
YDR052C	15
YDL027C	7
YDR104C	4
YDL136W	519
YDR248C	10
YDR078C	7
YDR068W	6
YDL080C	16
YDR461C-A	2
YDR252W	4
YDL046W	14
YDR540C	2
YDR181C	8
YDL200C	5
YDR108W	11
YDR337W	11
YDR356W	1
YDL235C	22
YDR320W-B	0
YDL245C	2
YDR170W-A	6
YDR210W-B	25
YDR210C-D	27
YDR316W-B	28
YDR261C-D	31
YDR210C-C	0
YDR261C-C	0
YDR261W-B	13
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	36
YDR098C-B	34
YDR098C-A	0
YDR210W-A	0
YDR034C-D	15
YDR034C-C	0
YOR185C	0
YOR237W	0
YOL048C	13
tG(GCC)O1	0
YOL144W	2
snR8	1610
YOR082C	0
YOL072W	6
YOR114W	0
YOL085C	0
YOR385W	5
YOR214C	1
YOL119C	8
YOR019W	2
YOR206W	80
YOR345C	0
YOR341W	444
YOL088C	12
YOR392W	0
YOR160W	19
YOR084W	10
YOR039W	25
YOR264W	13
YOR281C	8
tK(UUU)O	1
YOR230W	378
YOR144C	3
YOL081W	62
YOL052C	23
YOR285W	57
YOR058C	6
YOR270C	577
YOL154W	0
YOR115C	18
YOL003C	8
YOR258W	4
tN(GUU)O2	0
YOL103W	50
YOR215C	30
YOL095C	7
YOL063C	11
YOL079W	1
YOR389W	0
YOR231W	9
YOR021C	49
YOR139C	0
YOR120W	10
YOL038W	100
YOR023C	1
YOL124C	36
YOR212W	53
YOL013W-A	7
YOL120C	3019
YOR181W	2
YOR333C	0
YOR335C	597
YOL046C	0
YOL029C	3
YOL155W-A	0
YOR072W	0
YOL161C	0
snR58	0
YOL122C	22
YOR252W	6
YOR157C	15
YOL107W	3
YOR274W	7
YOL013W-B	0
YOR343C	0
YOR093C	33
YOR381W-A	0
YOL065C	8
YOR092W	17
YOR207C	60
YOR365C	0
YOL005C	9
YOL020W	86
YOL053W	11
YOL117W	7
YOR038C	4
YOR303W	41
YOR137C	13
YOL034W	5
YOR052C	30
YOR190W	0
YOL039W	389
YOR349W	3
YOL090W	60
YOR271C	105
YOR173W	3
YOR106W	16
YOR108W	153
YOR059C	12
YOL149W	23
YOR121C	4
YOL106W	0
snR9	691
YOR295W	6
YOR203W	0
YOR132W	4
YOR216C	10
YOR099W	230
YOR001W	20
YOR009W	0
YOR204W	417
YOR209C	75
YOR284W	2
YOR036W	4
YOR154W	10
YOR048C	42
YOL073C	8
YOL152W	8
YOL101C	2
YOR085W	11
YOR227W	9
YOR159C	8
YOR146W	2
YOR372C	2
YOR112W	23
YOR387C	0
YOR229W	16
YOR068C	0
YOR376W-A	0
YOL050C	0
YOR342C	8
YOL035C	0
YOR251C	44
YOR041C	0
YOR130C	8
YOR119C	5
YOL166C	0
YOR008C	35
YOL011W	73
YOR248W	0
YOR202W	0
YOR266W	14
YOR140W	1
YOR004W	45
YOR308C	3
YOR032C	0
YOR311C	18
YOL019W	10
YOL138C	5
YOL151W	25
YOR330C	12
YOR379C	0
YOR142W	44
YOR268C	0
snR81	323
YOR017W	12
YOR394W	0
YOL134C	1
YOR002W	42
YOR194C	4
YOR298C-A	312
YOL069W	15
YOR014W	23
YOR346W	35
YOR044W	10
YOR275C	12
YOR174W	15
YOR336W	18
YOL094C	14
YOR122C	149
YOR256C	7
YOL137W	10
YOR350C	8
YOR196C	10
YOR380W	1
YOR314W-A	0
tA(UGC)O	2
YOL097W-A	2
YOR376W	0
YOR369C	5821
YOL132W	2
YOR296W	5
YOR260W	43
YOR373W	9
YOR163W	9
YOR029W	0
YOL042W	12
YOR316C	35
YOR326W	157
YOR293C-A	0
YOL036W	17
YOR072W-B	0
YOR332W	146
YOL002C	35
YOR193W	6
YOR243C	39
YOR126C	9
YOR070C	2
YOR328W	13
YOL056W	16
YOR098C	16
YOL110W	15
YOR213C	8
YOR253W	44
YOR008C-A	0
YOL113W	9
YOR060C	2
YOL076W	84
YOR186C-A	3
YOR381W	11
YOR113W	9
YOR273C	33
tN(GUU)O1	0
YOR161W-A	0
YOL147C	3
YOR338W	2
YOR178C	1
YOR188W	10
YOL159C	6
YOR382W	2
YOL071W	4
YOR363C	3
YOR069W	24
YOR075W	5
YOR124C	41
YOR008W-B	0
snR31	2534
YOL025W	3
YOR057W	20
YOR265W	9
YOL127W	1063
YOR107W	5
YOL142W	24
YOR239W	34
YOL091W	0
YOR317W	89
YOR370C	33
tM(CAU)O1	0
YOR211C	8
YOR191W	9
YOL064C	35
tT(AGU)O1	0
YOL049W	60
YOL043C	2
YOR043W	19
YOR331C	5
YOR309C	5
YOR104W	8
YOL114C	2
YOR300W	1
YOR220W	19
YOR378W	2
YOL059W	55
YOR386W	5
YOL027C	32
snR62	6
snR17a	29943
YOL155C	3
YOR375C	619
snR35	2282
YOR100C	1
YOL026C	7
YOL012C	12
YOR026W	9
YOR359W	3
YOR250C	6
YOL013C	5
YOR272W	82
tG(GCC)O2	0
YOL164W-A	0
YOL082W	13
snR36	763
YOR035C	13
YOL016C	20
YOR007C	205
YOR325W	1
YOL085W-A	1
YOL160W	0
YOR361C	281
YOL158C	52
YOR315W	24
YOR010C	0
YOR384W	1
YOR234C	314
YOR283W	26
YOR020W-A	7
YOL045W	17
YOR102W	0
YOL128C	7
YOR360C	68
YOL097C	275
YOR164C	90
YOR175C	61
tP(UGG)O1	0
YOR086C	66
YOR242C	1
YOR155C	32
YOL019W-A	0
YOL030W	42
YOR323C	62
YOL017W	7
YOR233W	17
YOL037C	0
YOR083W	2
YOL010W	27
YOR118W	15
YOR128C	28
YOL125W	8
YOL004W	33
YOR177C	0
YOR166C	17
YOR006C	5
YOR324C	17
YOL024W	0
YOR033C	11
YOL033W	9
YOL070C	23
YOR116C	93
YOL067C	4
YOR145C	59
YOR304C-A	1
YOR192C	3
YOL109W	681
YOR078W	7
YOR134W	0
YOR131C	8
YOR368W	10
YOL111C	3
YOR168W	267
YOR226C	24
YOL162W	0
YOR334W	9
YOR241W	40
tP(UGG)O2	0
YOR245C	11
YOL009C	5
YOR153W	482
YOR358W	1
YOR335W-A	3
YOR170W	0
YOR267C	4
YOR081C	2
YOL145C	51
YOL156W	1
YOR322C	12
YOL044W	11
YOR054C	4
YOL031C	17
YOR034C-A	1
YOR306C	12
YOR261C	107
YOR293W	577
YOR062C	2
YOR339C	0
YOR067C	36
YOR312C	955
YOR094W	10
YOL135C	9
YOL105C	5
YOR329W-A	0
YOR197W	35
YOL104C	1
YOR262W	9
YOR167C	256
YOL015W	0
YOR161C	47
YOR393W	0
YOR105W	0
YOR210W	21
YOR364W	1
YOL087C	12
YOR127W	19
YOR184W	165
YOR150W	15
YOR179C	9
YOR340C	21
YOR354C	29
YOR217W	36
YOR298W	2
YOL006C	13
YOR259C	55
YOR318C	1
YOR320C	35
YOR222W	74
YOL165C	0
YOL007C	7
YOR307C	15
YOL051W	6
YOR091W	16
YOR079C	9
YOL022C	44
YOR278W	23
YOR024W	0
YOL148C	19
YOL078W	7
tP(UGG)O3	2
YOR089C	8
YOL098C	132
YOR171C	26
YOL089C	8
YOL150C	0
YOR095C	47
YOL146W	15
YOR224C	93
YOR302W	1
YOR286W	27
YOR046C	105
tG(CCC)O	1
YOR388C	0
YOR228C	9
YOL112W	10
YOR141C	19
YOL131W	0
YOR049C	0
YOL143C	286
YOR172W	3
YOR149C	13
YOL164W	7
YOR011W	8
YOR071C	5
YOR022C	5
YOR125C	31
YOL141W	7
YOR101W	33
YOR263C	0
YOR383C	0
YOR056C	11
YOL075C	12
YOR073W-A	0
YOR246C	108
YOR042W	16
YOR236W	9
YOR183W	0
YOR176W	79
YOR238W	5
YOR367W	10
YOR297C	7
YOR310C	188
YOR063W	10675
YOR189W	10
YOL129W	49
YOR280C	11
YOR037W	7
YOR090C	25
YOR313C	1
YOL032W	8
YOR158W	18
YOR162C	9
YOL092W	47
YOL061W	257
YOR232W	78
YOR219C	10
YOR182C	239
YOL099C	2
YOR294W	35
YOR288C	12
YOR110W	7
YOR040W	3
YOL083W	1
YOL136C	9
YOL130W	36
YOL021C	72
YOR282W	0
YOL077W-A	11
YOR319W	9
YOR030W	4
YOR291W	29
YOL077C	57
YOR390W	7
YOL052C-A	0
YOR123C	2
YOR013W	1
YOR249C	6
YOR362C	113
YOL058W	96
YOR143C	26
YOR347C	13
YOL157C	0
YOL057W	77
YOR321W	21
YOR015W	7
YOR111W	1
YOL008W	3
YOR279C	4
YOR394C-A	0
YOR180C	2
YOL055C	9
snR5	1036
YOL139C	341
YOR287C	6
YOR198C	79
YOR053W	0
YOL054W	4
YOR012W	0
YOL118C	0
YOR034C	25
YOR374W	16
YOR018W	13
YOL084W	1
YOR314W	0
YOR050C	0
YOR391C	0
YOR327C	30
YOR352W	7
YOR348C	4
YOL115W	10
YOR066W	4
YOR072W-A	0
YOL096C	6
tM(CAU)O2	0
YOR020C	91
YOR133W	9847
YOR356W	27
YOR208W	2
YOR357C	19
YOR277C	0
YOR276W	118
YOR247W	0
snR50	3
YOL047C	0
YOR221C	2
YOR344C	6
YOR269W	17
YOR152C	0
YOR103C	26
YOR377W	13
YOR129C	11
YOL038C-A	2
YOR156C	3
YOR329C	13
YOR351C	0
YOL040C	39
YOL159C-A	0
YOR051C	62
YOR003W	0
YOR064C	4
YOR073W	12
YOR201C	17
YOR065W	4
YOR186W	0
YOR045W	18
YOL018C	4
YOL133W	11
YOR087W	20
YOL028C	1
YOL086C	9514
YOL108C	4
YOL023W	4
YOR011W-A	0
YOR165W	48
YOL068C	13
YOR138C	50
YOR016C	21
YOL121C	526
YOL126C	87
YOR235W	0
YOR080W	11
YOR169C	1
YOR028C	2
YOR225W	2
YOR108C-A	1
YOR109W	43
YOL093W	9
YOR147W	17
YOR218C	0
YOR254C	106
YOL080C	20
YOR161W-B	1
tY(GUA)O	1
YOR136W	117
tR(ACG)O	0
YOR192C-C	2
YOR205C	10
YOR200W	0
YOR305W	14
YOR195W	12
YOL123W	99
YOR097C	11
YOL083C-A	0
YOL086W-A	13
YOR337W	7
YOL100W	4
YOR289W	5
YOR255W	0
YOR304W	14
YOL163W	0
YOR077W	2
YOR074C	6
YOR117W	80
YOR055W	0
YOL166W-A	0
YOL066C	21
YOR396W	32
YOR161C-C	0
tV(AAC)O	1
YOR151C	177
YOR187W	206
YOL001W	5
YOR005C	4
YOR199W	1
YOR355W	13
YOR290C	3
YOR396C-A	0
YOR047C	8
YOL014W	13
YOR244W	20
YOL102C	10
YOL060C	4
YOL041C	25
YOL116W	8
YOR353C	21
YOR299W	12
YOR366W	0
tD(GUC)O	1
YOR096W	1409
YOR148C	10
YOR301W	8
YOR257W	4
YOR135C	0
YOR032W-A	0
YOR223W	1
YOR076C	14
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	7
YOR061W	42
YOR025W	14
YOR371C	9
YOL140W	25
YOL062C	33
YOR292C	8
tG(UCC)O	2
YOR027W	114
tT(AGU)O2	0
YOR142W-B	28
YOR192C-A	0
YOL103W-B	41
YOR142W-A	0
YOR192C-B	16
YOR343W-B	15
YOR343W-A	0
YOL103W-A	0
YGL087C	13
YGL156W	4
YGL015C	0
RME2	2
YGR251W	2
YGR162W	149
tK(UUU)G2	0
YGR005C	4
YGL160W	7
snR46	2450
tD(GUC)G1	2
YGL211W	44
YGR141W	8
YGL239C	0
YGL097W	166
YGR030C	3
YGR224W	0
YGR142W	9
YGR186W	10
YGR181W	0
YGL081W	1
YGR082W	2
YGL028C	8
YGL021W	24
YGL110C	16
YGR167W	9
YGL017W	12
tA(UGC)G	0
YGR156W	4
YGR291C	1
YGR197C	2
YGR041W	0
YGL079W	2
YGL107C	17
YGL168W	0
YGL228W	23
YGR183C	12
YGL050W	9
YGR273C	0
YGR086C	245
YGR228W	1
YGL145W	18
YGR098C	28
YGR074W	9
YGL098W	1
snR7-S	0
YGL096W	0
YGR240C-A	0
YGR172C	30
YGR194C	12
YGL026C	372
YGL213C	17
YGL248W	10
YGL075C	3
YGL256W	21
YGL012W	245
YGL082W	40
YGR161C	1
tW(CCA)G1	13
YGR274C	17
YGR031C-A	2
YGL037C	70
YGL252C	18
YGL250W	4
YGR260W	250
YGR159C	575
YGR006W	1
YGL121C	2
YGL040C	61
YGR130C	13
YGR021W	6
YGR097W	8
YGL170C	0
YGL166W	12
YGL104C	10
YGR149W	2
YGR195W	30
tG(GCC)G2	0
YGR250C	18
YGL155W	12
YGL216W	3
YGR029W	24
YGL125W	14
YGR038W	7
YGR008C	8
YGR248W	0
YGL094C	25
YGR131W	1
YGR163W	4
YGR125W	23
YGR279C	88
YGL022W	188
tD(GUC)G2	4
YGR271W	36
YGL025C	9
YGL176C	5
YGR031W	15
YGL102C	162
YGR182C	12
YGR025W	0
YGL113W	5
YGR188C	7
YGL162W	1
YGL084C	35
snR10	14
YGL196W	22
RME3	0
YGR230W	2
YGR084C	15
YGL222C	1
YGR166W	8
YGR122C-A	4
YGR152C	16
YGL210W	14
YGR265W	0
YGR157W	117
YGL240W	2
YGR085C	600
YGR237C	3
YGL146C	2
YGL153W	4
YGR075C	2
tT(UGU)G2	7
YGL169W	20
YGR187C	21
YGL167C	101
YGR050C	0
YGR035W-A	0
YGR217W	24
YGR068C	4
YGR296W	26
YGR177C	32
YGL068W	61
tN(GUU)G	0
YGL018C	1
YGL188C	6
YGR126W	0
YGL065C	13
YGL014W	24
YGL100W	34
YGR288W	3
YGL174W	1
YGR211W	82
YGL204C	2
YGR270W	23
YGR204W	293
YGR266W	19
YGL070C	15
YGL225W	137
YGL120C	96
tE(UUC)G1	16
YGR252W	5
YGL106W	54
YGR284C	101
YGR032W	17
YGR174C	7
YGR208W	62
YGL016W	92
YGR255C	49
YGR146C-A	0
YGL194C	8
YGL138C	0
YGR091W	13
YGR200C	44
YGR191W	87
