Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN1.bam
YGL227W	4
YGR081C	6
YGL243W	8
YGL194C-A	0
YGR148C	225
YGL136C	2
YGR276C	22
YGL129C	6
tR(UCU)G2	0
YGR053C	1
YGR069W	0
YGL224C	7
YGL193C	0
YGL020C	9
YGL177W	0
YGL189C	173
YGR122W	5
YGL003C	4
YGR210C	13
tG(GCC)G1	0
YGR079W	3
YGL115W	23
YGL105W	51
YGR026W	7
YGR087C	0
YGR278W	3
YGR042W	3
YGR043C	0
YGL165C	3
YGR110W	0
YGR089W	6
YGL158W	0
YGR262C	9
YGL200C	49
YGL117W	3
YGL186C	6
YGR010W	4
YGR198W	22
YGR137W	1
YGL058W	12
YGL226W	0
YGL055W	102
YGL184C	0
YGL024W	0
tV(AAC)G3	0
YGL151W	9
YGR101W	6
YGL230C	0
YGR103W	93
YGR096W	3
YGR112W	1
tI(AAU)G	0
YGL013C	6
YGL076C	338
YGR067C	0
YGR094W	247
YGL226C-A	4
YGR045C	0
YGR175C	164
YGL008C	935
YGR115C	0
YGR108W	21
YGR218W	58
YGR205W	5
YGL073W	1
YGL009C	489
YGL095C	10
YGL137W	153
YGL214W	0
YGR105W	18
YGR001C	13
tK(UUU)G1	0
YGL217C	0
YGL173C	80
YGL086W	7
YGR223C	4
tS(AGA)G	0
YGR077C	6
YGL052W	0
YGR285C	146
YGL080W	3
YGL207W	29
YGR261C	13
YGR226C	0
YGL140C	21
YGL078C	15
YGL199C	2
YGR164W	0
YGR150C	8
YGL006W-A	0
YGR196C	3
YGL197W	1
YGR136W	2
YGR153W	1
YGL159W	7
YGR286C	13
YGL254W	3
tH(GUG)G1	0
YGR023W	0
snR48	0
YGL063W	1
YGL154C	5
YGL035C	3
YGR009C	4
YGR034W	418
YGL064C	3
YGR118W	513
YGR277C	10
YGR232W	15
YGR227W	2
YGL142C	2
YGL143C	3
YGR222W	4
YGL045W	0
YGL253W	460
YGR257C	5
YGL131C	3
YGR064W	0
YGR263C	2
YGL049C	11
YGR296C-B	0
YGL202W	74
YGL258W-A	0
YGR133W	0
YGR109C	0
YGR037C	23
YGL077C	34
YGR111W	10
YGR016W	2
YGR245C	17
YGR287C	2
YGL244W	14
YGL057C	1
YGL187C	26
YGR180C	187
YGR116W	56
YGL181W	9
YGR202C	7
YGL127C	2
YGR203W	1
YGL150C	4
YGR134W	5
YGR095C	9
YGR214W	306
YGR269W	0
YGR176W	1
YGL263W	0
YGR057C	3
YGL074C	0
YGR007W	13
YGR241C	1
YGR127W	5
YGL219C	6
YGL061C	5
YGR083C	15
YGL038C	5
YGL047W	4
YGR244C	18
YGR289C	0
YGL089C	179
YGL180W	2
YGR146C	1
YGL149W	0
YGL242C	6
YGR106C	70
YGR004W	6
YGR209C	42
YGR052W	0
YGR158C	8
YGR003W	6
YGR219W	1
YGL247W	1
YGR170W	2
YGR246C	2
YGL183C	0
YGR160W	9
YGR204C-A	0
YGR039W	0
YGL059W	3
YGL123W	1690
YGL099W	13
YGR102C	1
YGL233W	9
YGL072C	2
YGL056C	2
YGR104C	0
YGR240C	438
YGR243W	0
YGR275W	3
YGL088W	0
YGR020C	26
YGR100W	8
YGR231C	27
YGR215W	6
YGR018C	0
YGL152C	0
YGL212W	2
YGL066W	1
YGL060W	4
YGL185C	3
YGR145W	15
YGL011C	17
YGR147C	18
YGR036C	3
YGL122C	9
YGL261C	0
YGL041C	0
YGR099W	6
YGR046W	4
YGL188C-A	0
YGR216C	5
tG(UCC)G	1
YGR047C	5
YGR238C	1
YGR282C	90
YGL132W	0
tA(AGC)G	0
YGR169C	5
YGR063C	6
YGR256W	0
YGL036W	5
YGR192C	2821
YGL191W	19
YGR051C	0
YGR013W	3
YGR123C	38
YGL209W	3
YGL163C	3
YGR296C-A	0
YGL178W	2
YGL092W	19
YGR132C	43
YGL208W	1
tL(GAG)G	0
YGR059W	0
YGR114C	0
YGR128C	25
YGL246C	17
YGL190C	7
YGR033C	13
YGL112C	18
YGL001C	40
YGR168C	1
YGL093W	9
YGR120C	3
YGR027C	538
YGL259W	1
YGR294W	0
YGR124W	271
YGL103W	1353
YGL062W	19
YGR049W	0
snR39	2
YGR076C	5
YGL161C	8
YGR062C	4
tV(AAC)G1	0
YGL237C	0
YGR024C	15
YGR184C	24
YGR292W	0
YGR151C	0
YGL034C	0
YGL067W	10
YGR072W	3
YGL229C	3
YGR055W	8
YGL044C	7
YGL054C	7
YGL119W	10
YGR068W-A	0
YGR206W	0
YGR121W-A	0
YGL130W	8
YGL042C	0
YGR090W	42
YGR221C	0
YGR143W	12
tR(UCU)G1	0
YGL218W	0
YGL198W	23
YGL083W	4
tC(GCA)G	0
YGR071C	8
YGR259C	0
YGR058W	2
YGL195W	206
YGL192W	0
YGL206C	158
YGR060W	14
YGL257C	9
YGL236C	3
YGR138C	3
YGR015C	3
YGL023C	2
YGL144C	7
YGL071W	1
tK(CUU)G3	0
YGR080W	8
YGL116W	10
YGR035C	0
YGL201C	14
YGR212W	1
YGR154C	3
YGL241W	11
YGL262W	0
YGR247W	7
YGR199W	13
YGL260W	0
YGR179C	1
YGR011W	0
YGL111W	17
snR39B	3
YGR073C	0
YGR155W	298
YGL114W	5
YGL255W	20
YGR066C	0
YGR233C	5
YGR092W	9
YGL041W-A	4
YGR171C	3
tW(CCA)G2	6
YGL171W	12
YGL029W	2
YGR040W	2
YGR220C	5
YGR268C	0
YGL147C	718
tK(CUU)G1	0
YGR144W	2
YGR178C	39
YGR113W	8
YGL203C	9
YGL048C	42
YGR207C	23
YGR258C	0
YGL091C	8
YGR093W	9
YGR119C	26
YGR213C	1
YGR061C	180
YGL182C	0
YGR139W	0
YGR121C	0
YGL043W	11
YGR280C	5
YGL085W	9
YGL031C	301
YGR117C	11
YGR254W	362
YGR235C	8
YGL124C	3
YGR236C	0
YGL164C	3
YGR293C	0
tL(CAA)G1	1
YGR264C	187
YGL234W	117
YGL109W	1
YGL238W	48
YGL041C-B	1
YGR056W	6
YGR201C	8
YGR239C	1
YGR169C-A	0
YGR185C	81
YGR189C	12
YGR022C	0
YGR290W	0
YGL205W	0
tK(CUU)G2	0
YGL221C	44
YGL108C	5
YGL069C	5
YGL135W	712
YGR253C	60
YGL053W	2
YGL101W	15
YGR271C-A	19
YGR267C	27
YGR234W	122
YGL251C	1
YGL141W	2
YGL245W	228
YGL007W	0
YGL005C	4
YGL215W	2
YGR173W	14
YGL249W	0
YGR161W-C	0
YGR229C	26
YGR070W	1
YGR135W	64
YGL014C-A	0
YGR225W	0
YGL258W	0
tT(UGU)G1	0
YGL139W	16
YGL172W	20
YGR088W	2
YGL126W	19
YGR140W	4
YGR129W	2
YGL027C	9
tL(CAA)G2	1
YGL231C	16
YGL019W	17
tR(UCU)G3	2
YGR017W	5
YGR107W	0
YGL039W	3
tL(CAA)G3	1
YGL123C-A	46
YGL002W	10
YGR044C	10
YGR193C	20
YGL033W	0
YGR165W	5
YGL030W	360
YGL128C	0
YGL063C-A	0
YGL007C-A	0
YGL175C	0
YGL223C	4
YGR190C	1
YGL004C	6
YGL148W	112
YGR281W	19
tH(GUG)G2	8
tF(GAA)G	3
YGR078C	2
YGL133W	6
tV(AAC)G2	2
YGR295C	26
YGR048W	5
YGR065C	9
YGL051W	0
YGL220W	9
YGR019W	15
YGL010W	1
YGL090W	0
YGR054W	8
YGR174W-A	0
YGL032C	0
tE(UUC)G2	4
YGL179C	4
tE(UUC)G3	12
YGR002C	6
YGL134W	5
YGL235W	0
YGL006W	16
YGR028W	7
YGR283C	7
YGR249W	0
snR82	578
snR7-L	1
YGL232W	23
YGL157W	11
YGL118C	0
YGR012W	11
YGR242W	0
YGR014W	3
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	14
YGR038C-B	17
YGR161C-D	17
YGR161W-A	0
YGR109W-B	0
YGR161W-B	7
YLL050C	95
YLL032C	2
YLR466W	4
YLR054C	0
YLR437C	2
YLR217W	0
YLL056C	2
YLR128W	1
YLR279W	0
YLR075W	1980
YLR052W	1
YLR159C-A	3
YLR025W	6
YLR049C	7
YLR308W	0
YLR032W	6
ETS2-2	3
YLR251W	1
YLR321C	4
YLR327C	1
YLR154C-H	5
YLR247C	9
YLR167W	1933
YLR220W	22
YLR455W	3
YLR282C	0
YLR094C	2
YLR272C	3
YLR264C-A	3
YLR338W	0
YLR181C	7
YLR458W	0
YLR180W	237
YLR250W	29
YLR222C-A	1
YLR424W	4
YLR253W	13
YLR390W-A	1
YLR233C	3
YLR347W-A	0
YLR117C	3
YLR110C	93
YLR072W	4
YLR069C	22
YLR403W	1
YLR008C	12
YLR231C	16
YLR264W	63
YLR164W	0
YLR079W	8
YLR103C	4
YLR170C	4
YLR228C	9
YLL036C	11
YLR467C-A	0
YLR198C	0
snR61	1
YLR411W	1
YLR056W	46
YLR429W	34
YLL060C	1
YLR310C	10
YLR342W	309
YLR017W	37
tL(UAG)L2	0
YLR304C	165
YLL052C	0
YLR027C	90
YLR214W	2
ITS2-2	2368
YLL062C	0
YLR378C	19
YLR023C	0
YLR425W	4
YLR073C	0
YLL008W	27
YLL063C	0
YLR449W	29
YLL046C	0
YLR089C	16
RDN18-1	0
YLR020C	6
YLR190W	2
YLR045C	12
YLR285W	20
YLR322W	0
YLR276C	48
YLR346C	1
YLR156W	0
YLR135W	1
YLR261C	0
YLL066C	2
YLR077W	9
YLR144C	7
YLR414C	9
YLR030W	0
YLR301W	72
YLR252W	0
YLR427W	10
YLR200W	9
YLR150W	183
YLL021W	5
YLR078C	15
YLR153C	133
YLR404W	2
YLR014C	2
YLL005C	0
tQ(UUG)L	1
YLR262C	7
YLR296W	0
YLR234W	2
YLR096W	3
YLR271W	0
YLR033W	2
YLR278C	2
YLL055W	1
YLR266C	9
YLL030C	0
YLR323C	3
YLR007W	7
YLR406C-A	0
YLL015W	13
YLR343W	0
YLR269C	0
tN(GUU)L	1
YLR210W	2
YLR058C	36
YLR145W	0
YLR080W	2
YLR443W	10
YLR325C	145
YLL006W	3
YLR074C	11
RDN5-5	432
YLR311C	0
YLR191W	5
YLR235C	0
YLR364C-A	0
ITS2-1	2271
YLR288C	0
YLL001W	12
YLR409C	34
YLR099C	1
YLR131C	2
YLR362W	5
YLR256W	20
YLR068W	5
YLR101C	1
YLR341W	0
YLL054C	1
YLR186W	16
YLR143W	11
YLR368W	7
YLR393W	1
YLR176C	0
YLR126C	2
YLR099W-A	2
YLR423C	4
YLR357W	7
YLR197W	325
ETS1-1	4245
YLR187W	3
RDN5-2	392
YLL034C	16
YLL023C	5
YLR065C	7
YLL031C	11
YLR419W	9
YLR149C-A	0
YLR294C	1
YLR405W	12
YLR157C-C	3
YLR463C	0
YLR026C	1
YLR267W	0
YLR093C	17
YLR085C	9
YLR246W	4
YLR433C	9
YLR227C	0
YLR012C	0
YLR111W	0
YLR152C	1
YLR370C	3
YLL026W	43
YLR289W	1
YLL066W-B	0
YLR114C	8
YLR213C	1
YLR146C	12
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	0
YLL053C	0
YLR333C	188
YLR082C	2
YLR193C	5
YLL043W	7
YLR337C	1
YLL066W-A	0
YLR039C	7
YLR457C	1
YLR377C	0
YLR104W	3
YLR319C	5
YLR184W	0
YLR317W	0
YLL003W	7
YLR004C	0
YLR407W	6
YLR336C	17
YLR430W	8
YLR436C	8
YLR347C	70
YLR324W	2
tV(AAC)L	0
YLR460C	2
YLR113W	24
YLR046C	1
YLR125W	1
YLR196W	40
YLR363W-A	3
YLL061W	0
YLR119W	0
snR57	13
YLL020C	0
YLR163C	14
YLL014W	14
YLR129W	47
tD(GUC)L2	0
YLR173W	4
YLR090W	8
YLR286W-A	1
snR55	6
YLR259C	140
YLR219W	6
YLR401C	6
YLL058W	4
YLR177W	2
YLR415C	0
YLR467W	16
YLR302C	0
YLR185W	135
YLR060W	107
YLR313C	1
YLR303W	68
YLR154W-B	647
YLL029W	10
YLL047W	0
YLR285C-A	3
YLR001C	2
snR79	0
YLR465C	0
YLR015W	4
YLR432W	104
YLR081W	0
YLR166C	16
YLR383W	3
YLR035C	7
YLR044C	1971
YLR293C	39
YLR399W-A	0
YLR192C	4
YLR300W	75
YLR098C	3
YLR448W	60
YLR381W	2
YLR280C	0
snR44	376
YLR367W	89
YLR309C	7
YLR299W	1
YLR224W	6
YLR029C	1826
YLR373C	3
YLR092W	0
YLL018C-A	0
RDN25-2	0
YLR066W	14
RDN58-1	0
YLR146W-A	4
YLR175W	117
YLR402W	0
YLR158C	0
YLL051C	4
YLR314C	47
YLR438C-A	7
YLR209C	13
YLR019W	9
YLR123C	0
YLR353W	6
YLR361C	3
YLL033W	0
YLR389C	16
YLR438W	4
YLR290C	3
YLR270W	4
YLR194C	2
YLR006C	5
YLR223C	14
YLR195C	51
YLL016W	1
YLL067W-A	0
YLR398C	13
YLR418C	10
YLR010C	1
YLR307W	0
YLR356W	2
YLR431C	0
YLR109W	25
tI(UAU)L	26
YLR364W	2
YLR106C	67
YLR083C	17
YLR274W	10
YLR413W	13
YLR412C-A	0
YLR340W	115
YLR055C	5
YLR254C	3
YLL017W	0
YLR121C	2
tA(AGC)L	0
YLL042C	1
YLR157W-D	0
YLR211C	1
YLR400W	0
YLR105C	7
YLR142W	1
YLR376C	1
YLR318W	0
YLR239C	3
YLR262C-A	29
tE(UUC)L	0
YLL037W	1
YLR452C	33
YLR372W	45
YLR154W-C	10695
ETS2-1	6
YLR363C	10
YLR207W	3
YLR312W-A	11
YLR188W	12
YLR011W	0
YLR159W	0
YLR328W	6
YLR171W	1
YLR241W	13
YLR245C	0
YLR360W	0
snR30	12825
YLR205C	0
RDN25-1	0
YLR161W	0
YLR287C	14
YLR366W	0
YLR410W	26
YLR230W	3
YLR097C	11
YLR397C	26
YLR120C	4
YLR335W	18
YLR399C	27
YLL044W	20
YLR453C	0
YLL057C	0
YLR388W	37
YLR249W	6091
YLR151C	1
YLR260W	4
YLL010C	0
YLR133W	6
YLR329W	0
snR6	70
YLL011W	19
YLR384C	84
YLR203C	5
YLR156C-A	1
YLR394W	0
YLR021W	8
YLR331C	0
YLR450W	6
YLR140W	0
YLR157W-E	1
YLR390W	0
YLR291C	8
RDN5-4	433
YLR408C	0
YLR240W	1
YLR018C	11
YLR344W	115
YLR412W	4
YLR447C	166
YLR361C-A	0
YLR112W	0
YLR435W	16
YLR084C	10
snR34	436
YLR091W	4
YLR275W	3
YLR102C	2
YLR263W	1
YLR379W	0
tL(UAG)L1	0
YLR459W	2
YLR316C	4
YLR277C	9
tP(UGG)L	0
YLR229C	32
YLR120W-A	0
YLR048W	318
YLL059C	0
YLR238W	3
YLR283W	3
YLR298C	4
YLR232W	0
YLR086W	4
YLR053C	0
YLL041C	5
YLR330W	24
YLR244C	33
YLR299C-A	0
YLL019W-A	0
YLR258W	9
YLR174W	0
YLR444C	1
YLR315W	0
YLR374C	1
YLR154W-F	8
tR(ACG)L	0
YLR172C	7
YLR273C	0
tK(UUU)L	1
YLL012W	0
YLR022C	26
YLR382C	0
YLR041W	0
YLR466C-A	0
YLR268W	9
YLR420W	71
ITS1-1	612
YLR137W	4
YLR087C	5
YLL049W	2
tL(CAA)L	1
RDN37-1	0
YLR426W	2
YLL035W	2
YLL009C	6
YLR036C	7
YLR118C	5
ETS1-2	4215
YLR406C	72
ITS1-2	620
YLR136C	0
YLR385C	0
YLR281C	0
YLR138W	7
YLL019C	2
YLR284C	2
YLR295C	6
YLR307C-A	0
YLR349W	3
YLR248W	28
YLL006W-A	0
YLR127C	0
YLR002C	22
YLR168C	1
YLR342W-A	4
YLR031W	0
RDN5-3	409
YLR189C	7
YLR358C	0
YLR134W	24
YLR051C	14
YLR466C-B	0
YLR215C	5
YLR206W	5
tI(AAU)L2	0
YLR201C	1
YLL018C	96
YLL025W	0
YLR392C	2
YLR063W	1
tA(UGC)L	0
YLR124W	0
YLR350W	3
YLR312C	0
YLR204W	2
YLL007C	1
YLR141W	1
tD(GUC)L1	2
YLL038C	7
YLR257W	40
YLR108C	1
YLR163W-A	0
YLR416C	0
YLR375W	3
YLR287C-A	154
YLR154W-E	51
YLR155C	3
tS(AGA)L	0
YLR003C	19
YLR221C	18
YLR355C	157
YLR464W	1
YLR446W	0
YLR237W	5
YLR441C	748
YLR178C	4
YLR028C	85
YLR043C	44
YLR218C	1
YLR243W	13
YLR148W	9
YLR162W-A	35
YLR462W	1
RDN37-2	0
YLR095C	3
YLR199C	2
YLR154W-A	519
YLR154C	9
YLL064C	0
YLR461W	0
tL(UAA)L	0
YLR265C	10
YLR428C	1
YLR242C	0
YLR351C	28
YLR306W	1
YLR130C	20
YLL028W	10
YLR183C	17
tR(CCG)L	0
YLR042C	0
YLR396C	2
YLR122C	0
YLR326W	1
YLR024C	6
YLR442C	2
YLR380W	3
YLR061W	212
YLR386W	6
YLR387C	11
YLR422W	12
YLR354C	133
YLR434C	0
YLL039C	39
YLR149C	1
YLR208W	69
RDN5-6	404
YLR115W	4
YLR005W	5
YLR147C	6
YLR076C	34
YLR162W	22
YLR451W	6
YLR212C	7
YLR454W	12
YLR437C-A	0
YLR064W	4
YLR132C	1
YLR182W	1
YLR038C	5
YLR107W	9
YLR139C	0
YLR305C	17
YLR339C	0
YLR062C	6
YLR334C	0
YLL002W	3
YLR070C	0
YLR157C	12
YLR226W	0
YLL048C	40
YLL024C	813
YLR009W	17
YLR057W	7
YLR348C	24
YLR439W	0
YLR236C	0
YLR345W	2
YLR050C	5
YLR332W	1
YLR369W	10
YLL065W	0
tX(XXX)L	2
RDN5-1	423
YLR417W	8
YLR179C	81
YLR013W	0
YLR116W	0
YLR371W	7
YLR222C	16
YLR365W	0
YLR440C	8
YLR059C	5
YLR165C	2
YLR421C	9
YLL027W	3
YLR292C	22
YLR034C	3
YLR016C	7
YLR255C	0
YLR297W	3
YLR225C	6
YLR047C	1
YLL022C	8
tI(AAU)L1	0
YLR395C	4
YLL067C	7
YLR359W	91
YLR456W	2
YLR067C	6
RDN58-2	0
YLR040C	3
YLL013C	6
YLR320W	3
YLL045C	432
YLR352W	3
YLR160C	1
YLR071C	8
YLR286C	19
YLR037C	0
YLL004W	6
YLR100W	36
YLR088W	13
YLR216C	55
YLL040C	27
YLR154C-G	0
YLR410W-B	5
YLR410W-A	0
YLR157C-A	0
YLR256W-A	9
YLR035C-A	9
YLR227W-A	0
YLR157C-B	13
YLR227W-B	19
YPL071C	0
YPL208W	10
YPL102C	2
YPL217C	21
YPL197C	0
YPR139C	11
YPR169W	21
YPL257W	1
snR41	22
YPL009C	11
YPL183C	31
YPR065W	2
YPR099C	0
YPR032W	3
tM(CAU)P	0
YPR194C	1
YPL084W	8
YPR101W	5
YPL179W	11
YPL224C	8
tG(GCC)P2	0
snR17b	2411
YPR204W	3
YPR103W	34
YPR155C	8
YPL250W-A	21
YPL244C	10
YPR141C	3
YPL275W	0
YPR156C	3
YPL240C	99
YPR188C	11
YPL111W	28
YPR119W	8
YPL192C	1
YPL059W	14
YPL218W	77
tI(AAU)P1	0
YPL264C	0
YPL198W	168
YPL006W	15
YPR161C	11
YPL145C	28
YPL092W	6
YPR181C	32
YPR171W	2
YPR122W	4
YPL091W	48
YPL137C	14
YPL014W	1
YPL164C	0
YPL163C	0
YPR069C	93
YPL038W-A	0
YPR072W	19
YPR067W	2
YPL175W	2
YPL088W	1
YPL125W	24
YPL090C	1144
YPR120C	5
YPR198W	3
YPR053C	0
YPR106W	0
YPL250C	0
YPL051W	9
YPR013C	0
YPL121C	0
YPR068C	1
YPR160W-A	0
YPR202W	3
YPL270W	7
YPL248C	0
YPR058W	19
YPL004C	37
YPR110C	82
YPL042C	11
YPR149W	16
YPL172C	3
YPR009W	7
YPL039W	7
YPR051W	6
YPR134W	2
YPR118W	69
YPR019W	14
YPL213W	1
YPR121W	2
YPL054W	0
YPL123C	3
YPL144W	4
YPR036W-A	1
YPL140C	10
snR70	174
YPL202C	6
YPL114W	1
tI(AAU)P2	0
YPL045W	3
YPL267W	4
YPL133C	6
tA(AGC)P	0
YPL263C	25
YPL097W	1
YPR130C	1
YPR177C	0
YPR124W	11
YPR157W	1
YPR004C	15
YPR080W	6155
YPL162C	4
YPL200W	0
YPR057W	7
YPR100W	10
YPR033C	86
YPR174C	1
YPR151C	0
YPR180W	10
YPL210C	24
tC(GCA)P1	0
YPL155C	5
YPL225W	47
YPL081W	89
YPL266W	19
YPR002W	2
YPL127C	8
YPR108W	38
YPR172W	2
tF(GAA)P2	0
YPR200C	1
YPL058C	15
YPL073C	0
YPR197C	0
YPR088C	47
YPL254W	7
YPR010C-A	3
YPL223C	0
YPR056W	3
YPR006C	2
YPR129W	4
YPR199C	3
YPL062W	0
YPR113W	55
YPL166W	0
YPR020W	8
YPL160W	218
YPL147W	1
YPL107W	1
YPL169C	11
YPR169W-A	0
YPR170W-A	0
YPR014C	0
YPR049C	3
YPL087W	7
YPR115W	6
YPL184C	21
YPR111W	0
YPR203W	0
YPR189W	32
YPR034W	2
YPL189W	0
YPL246C	11
YPL020C	3
YPL255W	1
YPL196W	2
YPR135W	8
YPR044C	3
YPL061W	82
YPL238C	1
YPL052W	4
YPR112C	22
YPL186C	0
YPR148C	15
YPL276W	0
YPL280W	0
YPR143W	8
YPL261C	0
YPL034W	2
YPL116W	7
YPL131W	663
YPR017C	3
YPL012W	33
YPL017C	0
YPL010W	38
YPR173C	8
YPL233W	3
YPR024W	21
YPL152W-A	0
YPL187W	169
YPR191W	21
YPR170C	1
YPR123C	1
YPR142C	0
YPL063W	9
YPR007C	0
YPR084W	2
YPL149W	8
YPL089C	2
YPR166C	3
YPR167C	4
YPL231W	845
YPR025C	8
YPL098C	7
YPR147C	9
YPL129W	12
YPR153W	0
YPR164W	4
YPL026C	4
YPR001W	0
YPL282C	0
YPR178W	5
YPR061C	1
YPL180W	4
YPL142C	8
YPL019C	23
YPL258C	2
YPL022W	2
YPL279C	2
YPL044C	0
YPR193C	0
YPL001W	4
YPR083W	1
YPR195C	0
YPL057C	2
YPL211W	32
YPL041C	2
YPR003C	2
YPL181W	5
YPR168W	0
YPL185W	1
YPL040C	2
YPL070W	3
YPR159W	46
YPL002C	6
snR51	2
YPL227C	7
YPL067C	4
YPL236C	4
YPL151C	4
YPL234C	72
YPL015C	7
YPR035W	354
YPR037C	6
YPR184W	0
YPL135W	7
YPL215W	9
YPL112C	8
tK(UUU)P	0
YPR146C	5
YPR087W	1
tW(CCA)P	4
YPL154C	56
YPL136W	0
YPR094W	6
YPR074C	312
YPL056C	0
YPL189C-A	4
YPR082C	1
YPR133C	10
YPL047W	1
YPL077C	1
YPR016W-A	1
YPL272C	0
YPR050C	1
YPR108W-A	0
YPR070W	8
YPL176C	8
YPL220W	640
YPL065W	3
YPL074W	1
YPL032C	5
YPL167C	7
tN(GUU)P	0
YPR185W	3
YPR160C-A	0
YPL038W	1
YPR145W	286
YPL165C	0
YPL193W	7
YPL003W	3
YPL178W	11
YPL013C	3
YPR012W	0
YPR042C	5
YPL103C	5
YPR028W	74
YPR039W	0
YPR089W	9
YPL075W	5
YPR196W	1
YPR077C	0
YPL024W	2
YPR008W	2
YPR071W	1
YPL182C	0
tC(GCA)P2	1
YPR062W	23
YPL277C	1
YPR125W	2
YPR131C	10
YPL221W	13
YPR073C	16
YPL262W	59
snR45	528
YPR036W	242
YPL031C	11
YPL237W	84
YPL053C	19
YPR109W	1
YPR159C-A	0
YPL122C	10
YPL085W	8
YPR104C	2
YPR186C	5
YPR201W	0
YPL138C	5
YPR030W	2
YPR190C	16
YPL043W	18
YPL108W	3
YPL105C	19
YPL168W	8
YPR018W	1
YPR132W	544
YPL222C-A	2
YPR137W	21
YPL219W	1
tS(UGA)P	1
YPL029W	2
YPL113C	2
YPL190C	5
YPL241C	2
YPL281C	0
YPL023C	17
YPR043W	66
YPR116W	0
YPL252C	1
YPR047W	5
YPL119C-A	1
YPL194W	0
YPL157W	9
YPL177C	5
YPR165W	83
YPL037C	209
YPR093C	0
tG(GCC)P1	0
YPR066W	1
YPL247C	0
YPL101W	21
YPL064C	2
YPL256C	4
YPL099C	2
YPR023C	8
YPL093W	122
YPL134C	7
YPL153C	3
YPL222W	4
YPR075C	3
YPL118W	14
YPL239W	15
YPR136C	1
YPL033C	0
YPR045C	5
YPR038W	1
YPR011C	2
YPL100W	5
YPL076W	1
YPL027W	0
YPL271W	1
YPL128C	4
YPL139C	5
YPL005W	0
YPL148C	0
YPL080C	0
YPL265W	20
snR59	2
YPR052C	13
YPR145C-A	0
YPL096W	4
YPR078C	0
YPL104W	3
YPR074W-A	0
YPL283W-B	0
YPR162C	1
YPL030W	14
YPL069C	6
YPL188W	4
YPL201C	0
YPL207W	17
YPR021C	5
YPL253C	3
YPR040W	1
YPL143W	304
YPL132W	1
YPL171C	2
YPL126W	42
YPR063C	5
YPR187W	29
YPL007C	6
YPL209C	3
YPR182W	6
YPL242C	9
YPL205C	1
YPL278C	1
YPR086W	18
YPR117W	4
YPL096C-A	0
YPR092W	0
YPL086C	25
YPR005C	0
YPR046W	3
tK(CUU)P	0
YPL269W	1
YPL135C-A	0
YPR105C	10
YPL158C	5
tE(UUC)P	2
YPL094C	47
YPR176C	9
YPL191C	4
YPR204C-A	0
YPR163C	155
YPL229W	1
YPR160W	7
YPL049C	3
YPL066W	4
YPL183W-A	4
YPL235W	29
YPL141C	3
tF(GAA)P1	0
YPR144C	10
YPL249C-A	184
YPR128C	8
YPR054W	0
YPL156C	1
YPL173W	3
YPR098C	9
YPL260W	7
YPL251W	0
YPL016W	5
YPR095C	7
YPR079W	2
YPR010C	182
YPL046C	2
YPL021W	0
YPL268W	3
YPL283C	5
YPL206C	8
YPR055W	10
YPR138C	26
YPL243W	37
YPR127W	5
YPL095C	27
YPR027C	0
YPL232W	9
YPL124W	2
YPR041W	83
YPL083C	4
YPL048W	84
YPL120W	2
YPL117C	57
YPR126C	1
YPR091C	0
YPR059C	1
YPL214C	6
YPL203W	1
YPL273W	59
YPR081C	3
YPL011C	2
YPR097W	9
YPL274W	21
YPR158W	0
YPL050C	20
YPR114W	1
YPL110C	0
YPL161C	6
YPR022C	5
tT(UGU)P	0
YPR175W	9
YPL068C	1
YPL055C	0
YPL079W	505
YPL150W	1
YPR192W	1
YPL226W	150
YPL115C	6
YPL283W-A	0
YPL170W	6
YPL245W	18
YPR140W	1
YPR048W	12
YPR102C	369
YPL036W	4
YPR015C	0
YPR133W-A	10
YPL146C	15
YPR107C	7
YPL035C	0
YPL082C	10
YPR064W	0
YPL216W	2
YPL152W	5
YPL230W	0
YPL159C	3
YPR183W	20
YPL204W	6
YPL109C	2
YPL249C	5
YPR154W	1
YPR026W	2
YPR076W	0
YPR170W-B	3
YPR016C	69
YPL060W	4
YPR029C	17
YPR002C-A	0
YPL106C	207
YPR085C	0
YPL008W	4
YPR152C	0
YPL212C	16
YPL119C	0
YPL078C	28
YPL195W	14
YPL025C	1
YPR060C	12
YPL199C	8
YPL228W	7
YPL018W	1
YPL259C	9
YPR150W	0
YPL072W	0
YPL130W	0
YPR179C	3
YPR096C	0
YPL028W	195
YPL174C	6
YPR031W	6
YPL257W-A	0
YPR158W-A	0
YPL257W-B	16
YPR158C-D	17
YPR137C-A	0
YPR137C-B	14
YPR158W-B	8
YPL060C-A	0
YPR158C-C	0
YMR172W	1
YMR027W	33
YML089C	0
YMR290C	34
YMR139W	3
YMR191W	3
YMR244C-A	0
YMR091C	16
YMR173W-A	0
YMR180C	0
YML020W	2
YML088W	9
YML077W	7
YML125C	38
YMR318C	77
YMR115W	6
YMR266W	17
YML057W	2
YML055W	10
YMR105C	8
YMR268C	1
YML133W-B	0
YML090W	0
YML101C	4
YMR012W	120
tY(GUA)M2	0
YMR202W	130
YMR083W	139
