Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN1.bam
YDR502C	37
YDR447C	378
YDL039C	2
YDL225W	15
YDR259C	1
YDR495C	4
YDL151C	0
YDR357C	7
YDR370C	5
YDR298C	22
YDR276C	15
YDL185C-A	2
YDR545C-A	0
tM(CAU)D	0
YDL247W	0
YDR406W	3
YDR273W	0
YDR269C	0
YDR453C	0
YDR383C	1
YDR375C	6
YDL161W	5
YDL051W	79
YDR084C	5
YDL056W	4
YDR344C	0
YDR320C	2
YDR221W	5
tI(AAU)D	0
YDL032W	0
YDR456W	18
YDL036C	6
tL(CAA)D	0
YDL217C	5
snR63	1105
YDR334W	6
YDL049C	3
YDL164C	15
YDR384C	2
YDR149C	0
YDR093W	8
YDR071C	47
YDL143W	101
YDR032C	27
tR(UCU)D	0
YDR063W	10
YDL166C	13
YDR004W	8
YDR151C	7
YDR037W	196
YDL175C	0
YDR286C	1
YDR172W	86
YDL174C	8
YDR080W	7
YDR503C	0
YDR069C	1
YDR047W	23
YDR215C	0
YDR267C	12
YDR142C	1
YDL212W	29
YDR249C	4
YDL209C	0
YDR044W	21
tK(UUU)D	0
YDR311W	4
YDL159C-B	0
YDR222W	6
YDR510C-A	0
YDR401W	1
YDR207C	0
YDL005C	1
YDR295C	5
YDR543C	0
YDL208W	63
YDR135C	38
YDL114W	0
YDR247W	1
YDL197C	1
YDR229W	6
YDR095C	0
YDR027C	10
YDL106C	1
YDR404C	11
YDR256C	1
YDR518W	9
YDR055W	4
YDL087C	0
YDR177W	19
YDL014W	46
YDR289C	3
YDL159W	2
YDR532C	6
YDR137W	6
YDL153C	14
YDR393W	4
YDR506C	1
YDL219W	6
YDL090C	11
YDR033W	81
YDR035W	41
YDR332W	3
YDR510W	17
YDL055C	532
YDR480W	2
YDL103C	24
YDL085C-A	7
YDR350C	4
YDR342C	12
YDR087C	24
YDL236W	43
YDR012W	287
YDL121C	16
YDR525W-A	8
tG(GCC)D2	0
YDL190C	20
YDL047W	10
YDR099W	8
YDR092W	11
YDR164C	9
YDR058C	4
YDL020C	5
YDL025C	7
YDR374C	0
YDL207W	5
YDR270W	2
YDR152W	10
YDL148C	28
tI(UAU)D	30
YDR379C-A	1
YDR218C	0
YDL018C	2
YDR507C	4
YDL003W	12
YDR524C-B	46
YDR371W	4
YDR359C	1
YDL180W	3
YDL133W	8
YDR335W	11
YDR351W	5
YDL150W	14
YDL177C	4
YDR171W	4
YDR364C	2
YDR309C	8
YDL239C	2
YDL228C	35
YDL156W	1
YDL016C	1
tX(XXX)D	3
YDR524W-C	0
YDL085W	0
YDR300C	16
YDL168W	33
YDR360W	0
YDR195W	4
YDR321W	174
YDR237W	12
YDL127W	3
YDR107C	3
YDR472W	4
YDL030W	3
YDR468C	7
YDL084W	339
YDL203C	7
YDL025W-A	0
YDR285W	2
YDL229W	2018
YDR329C	8
YDR034C	5
YDR009W	0
tS(AGA)D2	0
YDR488C	0
YDR103W	8
YDR336W	3
YDL101C	6
YDR162C	3
YDR312W	2
YDL061C	15
YDL040C	43
YDR145W	7
YDR124W	3
YDL231C	5
YDR190C	33
YDL064W	5
YDR463W	5
YDR491C	0
YDR449C	14
YDL035C	7
YDR074W	28
YDR525W	0
YDR257C	3
YDR402C	0
YDR450W	462
YDR376W	9
YDR161W	17
YDR090C	4
YDR189W	11
YDR524C	4
YDL237W	15
YDR188W	80
YDL133C-A	48
YDR531W	15
tG(GCC)D1	0
YDR226W	196
YDL054C	1
YDL205C	17
YDR537C	0
YDR496C	33
YDR313C	1
YDL108W	2
tV(CAC)D	0
YDR340W	0
YDL147W	34
YDL081C	277
YDR283C	16
YDR261C	1
YDL211C	0
YDL074C	12
YDL091C	3
YDR346C	87
YDR072C	8
YDR242W	3
YDR323C	2
YDR486C	11
YDR420W	3
YDL122W	8
YDR390C	9
YDR481C	13
YDR318W	3
YDL105W	0
YDL141W	9
YDR400W	19
YDR522C	0
YDL173W	13
YDR279W	10
YDR281C	0
YDR213W	6
YDR179W-A	4
YDR330W	1
YDR106W	0
YDL178W	19
YDR484W	7
YDR308C	4
YDL192W	172
YDL202W	4
YDR146C	3
YDR241W	0
YDL158C	5
YDL185W	643
YDR251W	7
tL(UAA)D	0
YDR192C	0
YDR368W	34
YDR494W	3
YDR399W	46
YDR070C	0
YDR138W	5
YDR031W	1
YDR255C	5
YDL060W	18
YDR048C	0
YDR067C	2
YDR126W	2
YDR315C	1
YDL126C	259
YDR262W	2
tQ(UUG)D3	0
YDR345C	127
YDR079W	1
YDR433W	0
YDL144C	5
YDR306C	7
YDR292C	17
YDL009C	0
YDR290W	0
YDR282C	1
YDR170C	58
YDR174W	27
YDL218W	2
YDL062W	1
YDL048C	1
YDR500C	149
YDR112W	0
YDR538W	2
YDL011C	0
YDR355C	0
YDR301W	6
YDR412W	10
YDR530C	4
YDR227W	6
YDR041W	9
YDR015C	0
YDL008W	2
YDR234W	25
YDR511W	1
YDR519W	12
YDL086C-A	1
YDR250C	0
YDR465C	21
YDL001W	2
YDR454C	101
YDR013W	3
YDR076W	1
YDL095W	95
YDL007C-A	0
YDL130W	132
YDR100W	2
YDR479C	1
tS(AGA)D1	4
YDL117W	11
YDR140W	4
YDR381W	72
tQ(UUG)D2	0
YDR327W	0
YDR062W	38
YDR143C	9
YDL172C	2
YDL053C	13
YDR223W	0
YDL037C	2
YDL167C	28
YDR246W-A	0
YDR371C-A	0
YDR517W	38
YDL226C	12
YDR467C	0
YDL134C	22
YDR117C	10
YDR314C	0
YDR440W	4
YDR303C	16
YDL078C	45
YDL238C	2
YDR529C	12
YDR437W	1
snR47	4
YDL196W	0
YDR452W	12
YDR445C	0
YDR347W	6
tQ(UUG)D1	0
YDR490C	2
YDR516C	26
YDR509W	1
YDL193W	5
YDL137W	36
YDL118W	0
YDR235W	7
YDR233C	9
YDR388W	34
YDR209C	1
YDR049W	7
YDL194W	1
YDR021W	6
YDR353W	120
YDR051C	11
YDR288W	4
YDR141C	18
YDR194C	35
YDR424C	12
YDR054C	9
YDR122W	7
YDR184C	7
YDR183C-A	1
YDL240W	6
YDR056C	14
YDR541C	4
YDL042C	2
YDR185C	1
YDR328C	45
YDR280W	13
tV(UAC)D	0
YDR098C	23
YDR005C	2
YDR423C	1
YDR017C	4
YDR419W	2
YDR444W	2
YDR341C	142
YDR154C	29
YDR464W	6
YDR132C	0
YDL210W	0
YDR395W	55
YDL222C	0
YDR372C	34
YDR325W	8
YDR216W	4
YDR082W	2
YDL224C	5
YDR498C	4
YDR010C	0
YDR006C	5
YDR182W	7
YDL102W	12
YDL179W	1
YDL067C	6
YDR030C	1
YDR020C	3
YDR527W	8
YDR333C	16
YDL093W	8
YDL043C	11
YDR139C	4
YDR322C-A	7
YDL130W-A	2
YDR210W	8
YDR260C	1
YDL017W	3
YDR073W	1
YDL069C	4
YDR455C	0
YDR461W	0
YDR435C	5
YDL063C	18
YDR121W	10
YDR178W	4
YDL013W	4
YDR534C	0
YDR392W	3
YDR034C-A	0
YDL132W	17
YDR535C	0
YDR202C	5
YDL050C	0
YDR524C-A	0
YDL109C	0
YDR211W	53
YDR110W	6
tG(CCC)D	1
YDR274C	0
YDR167W	5
YDR156W	0
YDL223C	1
YDR075W	0
YDR039C	27
YDL088C	0
YDL129W	4
YDL215C	8
YDR297W	39
YDR131C	3
YDR230W	0
YDR348C	8
YDL169C	0
YDR007W	0
YDL195W	69
YDR263C	2
YDR220C	0
YDR429C	82
YDR119W-A	1
YDR421W	2
YDL186W	0
YDL198C	23
YDL120W	10
YDR379W	4
YDL029W	90
YDR205W	1
YDR094W	0
YDR369C	2
YDR088C	1
YDR411C	9
YDR441C	2
YDR446W	0
YDL183C	0
YDR194W-A	0
YDR114C	0
YDR442W	0
tK(CUU)D2	0
YDL059C	0
YDR016C	2
YDR430C	8
YDR366C	0
YDR374W-A	3
YDR293C	14
YDR459C	1
YDR022C	1
YDR217C	6
YDR052C	4
YDL027C	5
YDR104C	2
YDL136W	220
YDR248C	4
YDR078C	2
YDR068W	0
YDL080C	4
YDR461C-A	0
YDR252W	3
YDL046W	8
YDR540C	0
YDR181C	4
YDL200C	0
YDR108W	5
YDR337W	11
YDR356W	6
YDL235C	13
YDR320W-B	0
YDL245C	0
YDR170W-A	1
YDR210W-B	6
YDR210C-D	6
YDR316W-B	13
YDR261C-D	17
YDR210C-C	0
YDR261C-C	0
YDR261W-B	8
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	13
YDR098C-B	8
YDR098C-A	0
YDR210W-A	0
YDR034C-D	8
YDR034C-C	0
YOR185C	0
YOR237W	0
YOL048C	4
tG(GCC)O1	0
YOL144W	6
snR8	460
YOR082C	0
YOL072W	1
YOR114W	0
YOL085C	0
YOR385W	9
YOR214C	0
YOL119C	4
YOR019W	0
YOR206W	29
YOR345C	0
YOR341W	194
YOL088C	2
YOR392W	0
YOR160W	18
YOR084W	2
YOR039W	7
YOR264W	6
YOR281C	8
tK(UUU)O	0
YOR230W	110
YOR144C	1
YOL081W	21
YOL052C	6
YOR285W	28
YOR058C	6
YOR270C	189
YOL154W	0
YOR115C	17
YOL003C	7
YOR258W	0
tN(GUU)O2	0
YOL103W	17
YOR215C	9
YOL095C	4
YOL063C	3
YOL079W	0
YOR389W	0
YOR231W	6
YOR021C	33
YOR139C	0
YOR120W	0
YOL038W	47
YOR023C	0
YOL124C	25
YOR212W	27
YOL013W-A	3
YOL120C	1197
YOR181W	2
YOR333C	0
YOR335C	239
YOL046C	0
YOL029C	2
YOL155W-A	0
YOR072W	0
YOL161C	0
snR58	0
YOL122C	13
YOR252W	7
YOR157C	5
YOL107W	0
YOR274W	4
YOL013W-B	0
YOR343C	0
YOR093C	10
YOR381W-A	0
YOL065C	4
YOR092W	1
YOR207C	41
YOR365C	0
YOL005C	10
YOL020W	27
YOL053W	6
YOL117W	1
YOR038C	7
YOR303W	8
YOR137C	0
YOL034W	4
YOR052C	6
YOR190W	0
YOL039W	177
YOR349W	3
YOL090W	24
YOR271C	23
YOR173W	1
YOR106W	3
YOR108W	39
YOR059C	4
YOL149W	10
YOR121C	1
YOL106W	0
snR9	225
YOR295W	5
YOR203W	0
YOR132W	3
YOR216C	12
YOR099W	63
YOR001W	9
YOR009W	0
YOR204W	138
YOR209C	38
YOR284W	1
YOR036W	3
YOR154W	2
YOR048C	21
YOL073C	3
YOL152W	2
YOL101C	1
YOR085W	2
YOR227W	1
YOR159C	3
YOR146W	2
YOR372C	3
YOR112W	9
YOR387C	0
YOR229W	9
YOR068C	1
YOR376W-A	0
YOL050C	0
YOR342C	4
YOL035C	0
YOR251C	31
YOR041C	1
YOR130C	5
YOR119C	12
YOL166C	0
YOR008C	14
YOL011W	27
YOR248W	0
YOR202W	0
YOR266W	0
YOR140W	0
YOR004W	25
YOR308C	2
YOR032C	1
YOR311C	7
YOL019W	1
YOL138C	2
YOL151W	7
YOR330C	11
YOR379C	0
YOR142W	22
YOR268C	0
snR81	101
YOR017W	2
YOR394W	0
YOL134C	0
YOR002W	9
YOR194C	5
YOR298C-A	105
YOL069W	4
YOR014W	7
YOR346W	20
YOR044W	2
YOR275C	5
YOR174W	8
YOR336W	7
YOL094C	12
YOR122C	78
YOR256C	7
YOL137W	1
YOR350C	6
YOR196C	7
YOR380W	2
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	0
YOR376W	0
YOR369C	2592
YOL132W	0
YOR296W	5
YOR260W	19
YOR373W	5
YOR163W	4
YOR029W	0
YOL042W	6
YOR316C	6
YOR326W	57
YOR293C-A	0
YOL036W	1
YOR072W-B	0
YOR332W	113
YOL002C	18
YOR193W	1
YOR243C	40
YOR126C	7
YOR070C	5
YOR328W	3
YOL056W	5
YOR098C	8
YOL110W	8
YOR213C	5
YOR253W	11
YOR008C-A	0
YOL113W	5
YOR060C	2
YOL076W	35
YOR186C-A	0
YOR381W	4
YOR113W	6
YOR273C	12
tN(GUU)O1	0
YOR161W-A	0
YOL147C	4
YOR338W	0
YOR178C	0
YOR188W	0
YOL159C	1
YOR382W	3
YOL071W	1
YOR363C	2
YOR069W	15
YOR075W	4
YOR124C	19
YOR008W-B	0
snR31	612
YOL025W	6
YOR057W	11
YOR265W	3
YOL127W	608
YOR107W	0
YOL142W	9
YOR239W	9
YOL091W	0
YOR317W	32
YOR370C	21
tM(CAU)O1	0
YOR211C	4
YOR191W	3
YOL064C	12
tT(AGU)O1	0
YOL049W	35
YOL043C	0
YOR043W	6
YOR331C	6
YOR309C	5
YOR104W	4
YOL114C	1
YOR300W	0
YOR220W	10
YOR378W	1
YOL059W	21
YOR386W	2
YOL027C	14
snR62	0
snR17a	10251
YOL155C	1
YOR375C	217
snR35	759
YOR100C	0
YOL026C	7
YOL012C	7
YOR026W	3
YOR359W	1
YOR250C	6
YOL013C	1
YOR272W	24
tG(GCC)O2	0
YOL164W-A	0
YOL082W	10
snR36	213
YOR035C	1
YOL016C	18
YOR007C	164
YOR325W	1
YOL085W-A	0
YOL160W	0
YOR361C	127
YOL158C	9
YOR315W	7
YOR010C	0
YOR384W	0
YOR234C	164
YOR283W	8
YOR020W-A	4
YOL045W	6
YOR102W	2
YOL128C	3
YOR360C	26
YOL097C	112
YOR164C	64
YOR175C	28
tP(UGG)O1	0
YOR086C	21
YOR242C	0
YOR155C	16
YOL019W-A	0
YOL030W	14
YOR323C	45
YOL017W	3
YOR233W	8
YOL037C	0
YOR083W	0
YOL010W	13
YOR118W	5
YOR128C	13
YOL125W	8
YOL004W	11
YOR177C	1
YOR166C	6
YOR006C	6
YOR324C	3
YOL024W	0
YOR033C	4
YOL033W	6
YOL070C	9
YOR116C	40
YOL067C	1
YOR145C	24
YOR304C-A	0
YOR192C	0
YOL109W	281
YOR078W	2
YOR134W	0
YOR131C	5
YOR368W	2
YOL111C	0
YOR168W	106
YOR226C	4
YOL162W	0
YOR334W	2
YOR241W	29
tP(UGG)O2	0
YOR245C	6
YOL009C	1
YOR153W	159
YOR358W	1
YOR335W-A	2
YOR170W	0
YOR267C	6
YOR081C	0
YOL145C	21
YOL156W	0
YOR322C	3
YOL044W	4
YOR054C	3
YOL031C	6
YOR034C-A	0
YOR306C	2
YOR261C	56
YOR293W	297
YOR062C	0
YOR339C	0
YOR067C	6
YOR312C	480
YOR094W	9
YOL135C	0
YOL105C	1
YOR329W-A	0
YOR197W	34
YOL104C	4
YOR262W	5
YOR167C	128
YOL015W	0
YOR161C	8
YOR393W	1
YOR105W	0
YOR210W	16
YOR364W	0
YOL087C	1
YOR127W	4
YOR184W	75
YOR150W	5
YOR179C	1
YOR340C	16
YOR354C	8
YOR217W	11
YOR298W	0
YOL006C	10
YOR259C	37
YOR318C	1
YOR320C	21
YOR222W	35
YOL165C	0
YOL007C	2
YOR307C	8
YOL051W	1
YOR091W	10
YOR079C	2
YOL022C	26
YOR278W	8
YOR024W	0
YOL148C	7
YOL078W	6
tP(UGG)O3	2
YOR089C	5
YOL098C	47
YOR171C	15
YOL089C	5
YOL150C	0
YOR095C	26
YOL146W	9
YOR224C	33
YOR302W	1
YOR286W	13
YOR046C	49
tG(CCC)O	1
YOR388C	0
YOR228C	2
YOL112W	10
YOR141C	10
YOL131W	0
YOR049C	1
YOL143C	133
YOR172W	4
YOR149C	0
YOL164W	1
YOR011W	4
YOR071C	2
YOR022C	3
YOR125C	19
YOL141W	6
YOR101W	19
YOR263C	0
YOR383C	0
YOR056C	8
YOL075C	2
YOR073W-A	0
YOR246C	40
YOR042W	6
YOR236W	5
YOR183W	0
YOR176W	16
YOR238W	1
YOR367W	4
YOR297C	0
YOR310C	92
YOR063W	3522
YOR189W	7
YOL129W	16
YOR280C	8
YOR037W	3
YOR090C	7
YOR313C	1
YOL032W	3
YOR158W	5
YOR162C	1
YOL092W	10
YOL061W	81
YOR232W	54
YOR219C	4
YOR182C	117
YOL099C	1
YOR294W	32
YOR288C	4
YOR110W	1
YOR040W	1
YOL083W	0
YOL136C	3
YOL130W	13
YOL021C	30
YOR282W	0
YOL077W-A	2
YOR319W	2
YOR030W	0
YOR291W	13
YOL077C	48
YOR390W	2
YOL052C-A	0
YOR123C	6
YOR013W	1
YOR249C	4
YOR362C	39
YOL058W	21
YOR143C	5
YOR347C	2
YOL157C	0
YOL057W	24
YOR321W	12
YOR015W	3
YOR111W	5
YOL008W	2
YOR279C	1
YOR394C-A	0
YOR180C	0
YOL055C	1
snR5	463
YOL139C	142
YOR287C	6
YOR198C	43
YOR053W	0
YOL054W	2
YOR012W	0
YOL118C	0
YOR034C	9
YOR374W	2
YOR018W	5
YOL084W	1
YOR314W	0
YOR050C	0
YOR391C	0
YOR327C	13
YOR352W	3
YOR348C	0
YOL115W	4
YOR066W	1
YOR072W-A	2
YOL096C	2
tM(CAU)O2	0
YOR020C	37
YOR133W	2400
YOR356W	16
YOR208W	4
YOR357C	7
YOR277C	2
YOR276W	72
YOR247W	0
snR50	1
YOL047C	0
YOR221C	2
YOR344C	6
YOR269W	6
YOR152C	0
YOR103C	7
YOR377W	9
YOR129C	1
YOL038C-A	0
YOR156C	3
YOR329C	4
YOR351C	0
YOL040C	59
YOL159C-A	0
YOR051C	37
YOR003W	1
YOR064C	4
YOR073W	4
YOR201C	2
YOR065W	1
YOR186W	0
YOR045W	5
YOL018C	5
YOL133W	6
YOR087W	9
YOL028C	0
YOL086C	2858
YOL108C	1
YOL023W	0
YOR011W-A	0
YOR165W	26
YOL068C	5
YOR138C	9
YOR016C	4
YOL121C	273
YOL126C	28
YOR235W	1
YOR080W	1
YOR169C	0
YOR028C	0
YOR225W	0
YOR108C-A	1
YOR109W	9
YOL093W	9
YOR147W	5
YOR218C	1
YOR254C	35
YOL080C	22
YOR161W-B	0
tY(GUA)O	1
YOR136W	32
tR(ACG)O	0
YOR192C-C	0
YOR205C	0
YOR200W	0
YOR305W	3
YOR195W	10
YOL123W	48
YOR097C	1
YOL083C-A	0
YOL086W-A	8
YOR337W	6
YOL100W	0
YOR289W	0
YOR255W	0
YOR304W	4
YOL163W	0
YOR077W	2
YOR074C	4
YOR117W	50
YOR055W	0
YOL166W-A	0
YOL066C	9
YOR396W	15
YOR161C-C	0
tV(AAC)O	0
YOR151C	83
YOR187W	54
YOL001W	0
YOR005C	2
YOR199W	0
YOR355W	6
YOR290C	8
YOR396C-A	0
YOR047C	8
YOL014W	2
YOR244W	3
YOL102C	3
YOL060C	4
YOL041C	13
YOL116W	3
YOR353C	6
YOR299W	5
YOR366W	0
tD(GUC)O	0
YOR096W	760
YOR148C	3
YOR301W	2
YOR257W	3
YOR135C	1
YOR032W-A	0
YOR223W	1
YOR076C	6
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	1
YOR061W	23
YOR025W	11
YOR371C	2
YOL140W	6
YOL062C	19
YOR292C	3
tG(UCC)O	0
YOR027W	41
tT(AGU)O2	0
YOR142W-B	13
YOR192C-A	0
YOL103W-B	15
YOR142W-A	0
YOR192C-B	9
YOR343W-B	7
YOR343W-A	0
YOL103W-A	0
YGL087C	9
YGL156W	3
YGL015C	1
RME2	2
YGR251W	6
YGR162W	78
tK(UUU)G2	0
YGR005C	4
YGL160W	8
snR46	644
tD(GUC)G1	0
YGL211W	13
YGR141W	8
YGL239C	0
YGL097W	82
YGR030C	2
YGR224W	0
YGR142W	8
YGR186W	11
YGR181W	1
YGL081W	1
YGR082W	4
YGL028C	3
YGL021W	11
YGL110C	7
YGR167W	7
YGL017W	4
tA(UGC)G	0
YGR156W	1
YGR291C	0
YGR197C	1
YGR041W	4
YGL079W	7
YGL107C	12
YGL168W	0
YGL228W	15
YGR183C	3
YGL050W	5
YGR273C	0
YGR086C	109
YGR228W	0
YGL145W	6
YGR098C	11
YGR074W	3
YGL098W	3
snR7-S	0
YGL096W	2
YGR240C-A	0
YGR172C	15
YGR194C	5
YGL026C	157
YGL213C	11
YGL248W	6
YGL075C	0
YGL256W	8
YGL012W	63
YGL082W	5
YGR161C	0
tW(CCA)G1	5
YGR274C	4
YGR031C-A	1
YGL037C	20
YGL252C	16
YGL250W	2
YGR260W	78
YGR159C	258
YGR006W	2
YGL121C	2
YGL040C	28
YGR130C	8
YGR021W	2
YGR097W	3
YGL170C	0
YGL166W	5
YGL104C	1
YGR149W	0
YGR195W	12
tG(GCC)G2	0
YGR250C	10
YGL155W	7
YGL216W	2
YGR029W	8
YGL125W	3
YGR038W	3
YGR008C	4
YGR248W	1
YGL094C	6
YGR131W	1
YGR163W	5
YGR125W	9
YGR279C	29
YGL022W	55
tD(GUC)G2	1
YGR271W	7
YGL025C	1
YGL176C	2
YGR031W	11
YGL102C	118
YGR182C	4
YGR025W	0
YGL113W	2
YGR188C	6
YGL162W	1
YGL084C	10
snR10	4
YGL196W	6
RME3	0
YGR230W	0
YGR084C	10
YGL222C	1
YGR166W	3
YGR122C-A	0
YGR152C	6
YGL210W	12
YGR265W	2
YGR157W	41
YGL240W	0
YGR085C	278
YGR237C	1
YGL146C	0
YGL153W	6
YGR075C	3
tT(UGU)G2	1
YGL169W	8
YGR187C	20
YGL167C	28
YGR050C	0
YGR035W-A	0
YGR217W	9
YGR068C	2
YGR296W	7
YGR177C	7
YGL068W	33
tN(GUU)G	0
YGL018C	2
YGL188C	5
YGR126W	1
YGL065C	8
YGL014W	7
YGL100W	28
YGR288W	1
YGL174W	0
YGR211W	28
YGL204C	0
YGR270W	8
YGR204W	52
YGR266W	10
YGL070C	7
YGL225W	39
YGL120C	50
tE(UUC)G1	1
YGR252W	4
YGL106W	30
YGR284C	34
YGR032W	5
YGR174C	5
YGR208W	22
YGL016W	26
YGR255C	14
YGR146C-A	1
YGL194C	6
YGL138C	0
YGR091W	2
YGR200C	26
YGR191W	29
YGR270C-A	0
