Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M12_IP1.bam
YDR269C	0
YDR453C	11
YDR383C	11
YDR375C	65
YDL161W	32
YDL051W	318
YDR084C	89
YDL056W	32
YDR344C	0
YDR320C	7
YDR221W	41
tI(AAU)D	0
YDL032W	2
YDR456W	73
YDL036C	39
tL(CAA)D	0
YDL217C	26
snR63	1360
YDR334W	48
YDL049C	11
YDL164C	57
YDR384C	11
YDR149C	2
YDR093W	87
YDR071C	244
YDL143W	377
YDR032C	140
tR(UCU)D	0
YDR063W	45
YDL166C	82
YDR004W	39
YDR151C	49
YDR037W	638
YDL175C	24
YDR286C	13
YDR172W	3016
YDL174C	67
YDR080W	32
YDR503C	19
YDR069C	17
YDR047W	85
YDR215C	0
YDR267C	47
YDR142C	25
YDL212W	284
YDR249C	23
YDL209C	16
YDR044W	90
tK(UUU)D	0
YDR311W	47
YDL159C-B	0
YDR222W	29
YDR510C-A	6
YDR401W	4
YDR207C	14
YDL005C	25
YDR295C	12
YDR543C	0
YDL208W	304
YDR135C	162
YDL114W	1
YDR247W	9
YDL197C	28
YDR229W	31
YDR095C	1
YDR027C	41
YDL106C	24
YDR404C	61
YDR256C	3
YDR518W	52
YDR055W	75
YDL087C	14
YDR177W	83
YDL014W	525
YDR289C	29
YDL159W	28
YDR532C	2
YDR137W	54
YDL153C	58
YDR393W	30
YDR506C	9
YDL219W	65
YDL090C	45
YDR033W	724
YDR035W	166
YDR332W	21
YDR510W	216
YDL055C	1857
YDR480W	14
YDL103C	89
YDL085C-A	21
YDR350C	30
YDR342C	44
YDR087C	111
YDL236W	190
YDR012W	1785
YDL121C	92
YDR525W-A	50
tG(GCC)D2	0
YDL190C	71
YDL047W	94
YDR099W	114
YDR092W	91
YDR164C	39
YDR058C	9
YDL020C	81
YDL025C	33
YDR374C	3
YDL207W	37
YDR270W	18
YDR152W	100
YDL148C	75
tI(UAU)D	19
YDR379C-A	9
YDR218C	0
YDL018C	21
YDR507C	44
YDL003W	44
YDR524C-B	2063
YDR371W	26
YDR359C	17
YDL180W	27
YDL133W	35
YDR335W	92
YDR351W	47
YDL150W	63
YDL177C	8
YDR171W	94
YDR364C	26
YDR309C	15
YDL239C	9
YDL228C	55
YDL156W	9
YDL016C	32
tX(XXX)D	0
YDR524W-C	13
YDL085W	1
YDR300C	71
YDL168W	97
YDR360W	0
YDR195W	24
YDR321W	605
YDR237W	70
YDL127W	12
YDR107C	25
YDR472W	75
YDL030W	19
YDR468C	37
YDL084W	1377
YDL203C	36
YDL025W-A	0
YDR285W	11
YDL229W	4558
YDR329C	43
YDR034C	33
YDR009W	4
tS(AGA)D2	0
YDR488C	15
YDR103W	46
YDR336W	31
YDL101C	28
YDR162C	27
YDR312W	25
YDL061C	323
YDL040C	120
YDR145W	62
YDR124W	2
YDL231C	42
YDR190C	155
YDL064W	54
YDR463W	35
YDR491C	0
YDR449C	63
YDL035C	52
YDR074W	92
YDR525W	0
YDR257C	48
YDR402C	1
YDR450W	2479
YDR376W	35
YDR161W	143
YDR090C	23
YDR189W	54
YDR524C	40
YDL237W	133
YDR188W	226
YDL133C-A	111
YDR531W	105
tG(GCC)D1	0
YDR226W	761
YDL054C	22
YDL205C	99
YDR537C	2
YDR496C	141
YDR313C	33
YDL108W	42
tV(CAC)D	1
YDR340W	1
YDL147W	199
YDL081C	1978
YDR283C	57
YDR261C	33
YDL211C	6
YDL074C	74
YDL091C	14
YDR346C	233
YDR072C	71
YDR242W	9
YDR323C	18
YDR486C	55
YDR420W	29
YDL122W	92
YDR390C	46
YDR481C	122
YDR318W	24
YDL105W	11
YDL141W	30
YDR400W	104
YDR522C	2
YDL173W	86
YDR279W	47
YDR281C	2
YDR213W	19
YDR179W-A	30
YDR330W	25
YDR106W	2
YDL178W	49
YDR484W	32
YDR308C	36
YDL192W	1000
YDL202W	44
YDR146C	56
YDR241W	3
YDL158C	21
YDL185W	1073
YDR251W	57
tL(UAA)D	0
YDR192C	29
YDR368W	153
YDR494W	48
YDR399W	196
YDR070C	1
YDR138W	32
YDR031W	11
YDR255C	20
YDL060W	101
YDR048C	0
YDR067C	30
YDR126W	11
YDR315C	12
YDL126C	581
YDR262W	39
tQ(UUG)D3	2
YDR345C	711
YDR079W	14
YDR433W	3
YDL144C	35
YDR306C	36
YDR292C	124
YDL009C	0
YDR290W	0
YDR282C	13
YDR170C	221
YDR174W	155
YDL218W	1
YDL062W	2
YDL048C	22
YDR500C	784
YDR112W	2
YDR538W	29
YDL011C	2
YDR355C	0
YDR301W	29
YDR412W	90
YDR530C	37
YDR227W	13
YDR041W	46
YDR015C	0
YDL008W	33
YDR234W	94
YDR511W	10
YDR519W	65
YDL086C-A	12
YDR250C	0
YDR465C	141
YDL001W	29
YDR454C	471
YDR013W	30
YDR076W	7
YDL095W	276
YDL007C-A	0
YDL130W	1266
YDR100W	53
YDR479C	10
tS(AGA)D1	1
YDL117W	42
YDR140W	36
YDR381W	319
tQ(UUG)D2	0
YDR327W	11
YDR062W	192
YDR143C	38
YDL172C	12
YDL053C	89
YDR223W	2
YDL037C	12
YDL167C	96
YDR246W-A	1
YDR371C-A	0
YDR517W	118
YDL226C	160
YDR467C	1
YDL134C	133
YDR117C	36
YDR314C	15
YDR440W	26
YDR303C	45
YDL078C	196
YDL238C	13
YDR529C	97
YDR437W	11
snR47	96
YDL196W	0
YDR452W	102
YDR445C	0
YDR347W	68
tQ(UUG)D1	0
YDR490C	25
YDR516C	65
YDR509W	0
YDL193W	54
YDL137W	254
YDL118W	1
YDR235W	47
YDR233C	165
YDR388W	230
YDR209C	15
YDR049W	46
YDL194W	19
YDR021W	28
YDR353W	764
YDR051C	73
YDR288W	27
YDR141C	82
YDR194C	146
YDR424C	36
YDR054C	77
YDR122W	50
YDR184C	47
YDR183C-A	9
YDL240W	35
YDR056C	137
YDR541C	21
YDL042C	32
YDR185C	13
YDR328C	208
YDR280W	89
tV(UAC)D	0
YDR098C	246
YDR005C	41
YDR423C	24
YDR017C	49
YDR419W	41
YDR444W	36
YDR341C	343
YDR154C	248
YDR464W	32
YDR132C	12
YDL210W	5
YDR395W	161
YDL222C	1
YDR372C	168
YDR325W	28
YDR216W	25
YDR082W	28
YDL224C	20
YDR498C	40
YDR010C	1
YDR006C	32
YDR182W	37
YDL102W	53
YDL179W	25
YDL067C	37
YDR030C	11
YDR020C	18
YDR527W	81
YDR333C	57
YDL093W	38
YDL043C	40
YDR139C	17
YDR322C-A	40
YDL130W-A	14
YDR210W	88
YDR260C	17
YDL017W	19
YDR073W	27
YDL069C	13
YDR455C	2
YDR461W	0
YDR435C	57
YDL063C	65
YDR121W	52
YDR178W	55
YDL013W	29
YDR534C	3
YDR392W	12
YDR034C-A	0
YDL132W	74
YDR535C	1
YDR202C	33
YDL050C	2
YDR524C-A	0
YDL109C	7
YDR211W	139
YDR110W	36
tG(CCC)D	0
YDR274C	0
YDR167W	50
YDR156W	16
YDL223C	5
YDR075W	19
YDR039C	63
YDL088C	36
YDL129W	20
YDL215C	35
YDR297W	179
YDR131C	15
YDR230W	2
YDR348C	25
YDL169C	2
YDR007W	0
YDL195W	164
YDR263C	4
YDR220C	1
YDR429C	709
YDR119W-A	0
YDR421W	18
YDL186W	4
YDL198C	80
YDL120W	93
YDR379W	29
YDL029W	299
YDR205W	21
YDR094W	0
YDR369C	22
YDR088C	20
YDR411C	50
YDR441C	30
YDR446W	0
YDL183C	7
YDR194W-A	0
YDR114C	2
YDR442W	1
tK(CUU)D2	0
YDL059C	13
YDR016C	17
YDR430C	42
YDR366C	0
YDR374W-A	8
YDR293C	95
YDR459C	17
YDR022C	6
YDR217C	32
YDR052C	31
YDL027C	28
YDR104C	18
YDL136W	1071
YDR248C	26
YDR078C	18
YDR068W	31
YDL080C	46
YDR461C-A	3
YDR252W	7
YDL046W	78
YDR540C	2
YDR181C	33
YDL200C	4
YDR108W	15
YDR337W	46
YDR356W	15
YDL235C	83
YDR320W-B	4
YDL245C	0
YDR170W-A	31
YDR210W-B	37
YDR210C-D	111
YDR316W-B	146
YDR261C-D	141
YDR210C-C	0
YDR261C-C	0
YDR261W-B	36
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	140
YDR098C-B	117
YDR098C-A	0
YDR210W-A	0
YDR034C-D	38
YDR034C-C	0
YOR185C	27
YOR237W	1
YOL048C	33
tG(GCC)O1	0
YOL144W	17
snR8	886
YOR082C	1
YOL072W	23
YOR114W	8
YOL085C	3
YOR385W	64
YOR214C	0
YOL119C	27
YOR019W	7
YOR206W	109
YOR345C	1
YOR341W	577
YOL088C	69
YOR392W	0
YOR160W	51
YOR084W	17
YOR039W	125
YOR264W	49
YOR281C	64
tK(UUU)O	1
YOR230W	366
YOR144C	14
YOL081W	111
YOL052C	44
YOR285W	103
YOR058C	28
YOR270C	502
YOL154W	2
YOR115C	68
YOL003C	38
YOR258W	13
tN(GUU)O2	0
YOL103W	110
YOR215C	56
YOL095C	14
YOL063C	33
YOL079W	0
YOR389W	3
YOR231W	27
YOR021C	192
YOR139C	1
YOR120W	17
YOL038W	218
YOR023C	10
YOL124C	79
YOR212W	155
YOL013W-A	2
YOL120C	2859
YOR181W	9
YOR333C	0
YOR335C	451
YOL046C	1
YOL029C	17
YOL155W-A	0
YOR072W	0
YOL161C	0
snR58	0
YOL122C	63
YOR252W	60
YOR157C	117
YOL107W	10
YOR274W	30
YOL013W-B	0
YOR343C	1
YOR093C	22
YOR381W-A	0
YOL065C	24
YOR092W	37
YOR207C	162
YOR365C	3
YOL005C	100
YOL020W	158
YOL053W	21
YOL117W	4
YOR038C	30
YOR303W	50
YOR137C	23
YOL034W	14
YOR052C	81
YOR190W	6
YOL039W	1886
YOR349W	6
YOL090W	77
YOR271C	219
YOR173W	17
YOR106W	28
YOR108W	115
YOR059C	35
YOL149W	82
YOR121C	20
YOL106W	3
snR9	990
YOR295W	17
YOR203W	1
YOR132W	63
YOR216C	31
YOR099W	307
YOR001W	73
YOR009W	0
YOR204W	218
YOR209C	335
YOR284W	8
YOR036W	26
YOR154W	51
YOR048C	125
YOL073C	41
YOL152W	45
YOL101C	10
YOR085W	100
YOR227W	27
YOR159C	34
YOR146W	11
YOR372C	13
YOR112W	34
YOR387C	2
YOR229W	33
YOR068C	3
YOR376W-A	4
YOL050C	1
YOR342C	37
YOL035C	0
YOR251C	103
YOR041C	1
YOR130C	30
YOR119C	34
YOL166C	0
YOR008C	67
YOL011W	86
YOR248W	0
YOR202W	0
YOR266W	18
YOR140W	6
YOR004W	95
YOR308C	17
YOR032C	5
YOR311C	98
YOL019W	40
YOL138C	15
YOL151W	65
YOR330C	62
YOR379C	1
YOR142W	162
YOR268C	0
snR81	220
YOR017W	28
YOR394W	0
YOL134C	3
YOR002W	85
YOR194C	39
YOR298C-A	455
YOL069W	42
YOR014W	59
YOR346W	78
YOR044W	20
YOR275C	44
YOR174W	58
YOR336W	46
YOL094C	54
YOR122C	465
YOR256C	38
YOL137W	39
YOR350C	35
YOR196C	56
YOR380W	2
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	4
YOR376W	0
YOR369C	4351
YOL132W	1
YOR296W	24
YOR260W	116
YOR373W	14
YOR163W	58
YOR029W	1
YOL042W	26
YOR316C	49
YOR326W	206
YOR293C-A	0
YOL036W	30
YOR072W-B	0
YOR332W	1025
YOL002C	125
YOR193W	21
YOR243C	198
YOR126C	39
YOR070C	14
YOR328W	16
YOL056W	46
YOR098C	74
YOL110W	30
YOR213C	32
YOR253W	90
YOR008C-A	1
YOL113W	35
YOR060C	18
YOL076W	66
YOR186C-A	0
YOR381W	15
YOR113W	19
YOR273C	112
tN(GUU)O1	0
YOR161W-A	0
YOL147C	37
YOR338W	29
YOR178C	3
YOR188W	16
YOL159C	24
YOR382W	6
YOL071W	12
YOR363C	23
YOR069W	30
YOR075W	29
YOR124C	86
YOR008W-B	1
snR31	1327
YOL025W	16
YOR057W	68
YOR265W	47
YOL127W	3597
YOR107W	26
YOL142W	76
YOR239W	86
YOL091W	2
YOR317W	161
YOR370C	103
tM(CAU)O1	0
YOR211C	16
YOR191W	54
YOL064C	93
tT(AGU)O1	0
YOL049W	101
YOL043C	6
YOR043W	77
YOR331C	74
YOR309C	30
YOR104W	13
YOL114C	7
YOR300W	0
YOR220W	66
YOR378W	9
YOL059W	124
YOR386W	13
YOL027C	65
snR62	3
snR17a	22089
YOL155C	21
YOR375C	281
snR35	861
YOR100C	0
YOL026C	34
YOL012C	101
YOR026W	30
YOR359W	12
YOR250C	43
YOL013C	38
YOR272W	159
tG(GCC)O2	0
YOL164W-A	0
YOL082W	44
snR36	104
YOR035C	50
YOL016C	131
YOR007C	766
YOR325W	3
YOL085W-A	0
YOL160W	0
YOR361C	344
YOL158C	61
YOR315W	68
YOR010C	2
YOR384W	1
YOR234C	610
YOR283W	67
YOR020W-A	16
YOL045W	47
YOR102W	2
YOL128C	14
YOR360C	104
YOL097C	268
YOR164C	242
YOR175C	103
tP(UGG)O1	0
YOR086C	181
YOR242C	1
YOR155C	65
YOL019W-A	0
YOL030W	155
YOR323C	179
YOL017W	17
YOR233W	44
YOL037C	0
YOR083W	14
YOL010W	70
YOR118W	44
YOR128C	92
YOL125W	92
YOL004W	67
YOR177C	3
YOR166C	32
YOR006C	53
YOR324C	44
YOL024W	0
YOR033C	30
YOL033W	25
YOL070C	49
YOR116C	159
YOL067C	12
YOR145C	237
YOR304C-A	11
YOR192C	10
YOL109W	944
YOR078W	64
YOR134W	3
YOR131C	43
YOR368W	21
YOL111C	7
YOR168W	293
YOR226C	66
YOL162W	4
YOR334W	17
YOR241W	82
tP(UGG)O2	0
YOR245C	33
YOL009C	17
YOR153W	597
YOR358W	16
YOR335W-A	2
YOR170W	5
YOR267C	34
YOR081C	14
YOL145C	101
YOL156W	2
YOR322C	35
YOL044W	36
YOR054C	31
YOL031C	61
YOR034C-A	0
YOR306C	46
YOR261C	247
YOR293W	1657
YOR062C	24
YOR339C	3
YOR067C	70
YOR312C	2723
YOR094W	30
YOL135C	19
YOL105C	7
YOR329W-A	0
YOR197W	248
YOL104C	7
YOR262W	24
YOR167C	716
YOL015W	5
YOR161C	42
YOR393W	0
YOR105W	0
YOR210W	79
YOR364W	2
YOL087C	40
YOR127W	32
YOR184W	296
YOR150W	48
YOR179C	19
YOR340C	101
YOR354C	56
YOR217W	41
YOR298W	2
YOL006C	58
YOR259C	127
YOR318C	1
YOR320C	119
YOR222W	81
YOL165C	0
YOL007C	28
YOR307C	45
YOL051W	16
YOR091W	77
YOR079C	33
YOL022C	156
YOR278W	47
YOR024W	0
YOL148C	33
YOL078W	38
tP(UGG)O3	2
YOR089C	63
YOL098C	152
YOR171C	81
YOL089C	20
YOL150C	2
YOR095C	164
YOL146W	33
YOR224C	265
YOR302W	1
YOR286W	87
YOR046C	222
tG(CCC)O	1
YOR388C	1
YOR228C	19
YOL112W	23
YOR141C	37
YOL131W	0
YOR049C	2
YOL143C	1187
YOR172W	27
YOR149C	25
YOL164W	27
YOR011W	21
YOR071C	18
YOR022C	8
YOR125C	52
YOL141W	21
YOR101W	137
YOR263C	4
YOR383C	9
YOR056C	72
YOL075C	18
YOR073W-A	1
YOR246C	110
YOR042W	49
YOR236W	53
YOR183W	1
YOR176W	120
YOR238W	31
YOR367W	52
YOR297C	30
YOR310C	380
YOR063W	5968
YOR189W	24
YOL129W	115
YOR280C	47
YOR037W	24
YOR090C	47
YOR313C	1
YOL032W	39
YOR158W	68
YOR162C	15
YOL092W	138
YOL061W	176
YOR232W	298
YOR219C	34
YOR182C	513
YOL099C	3
YOR294W	144
YOR288C	25
YOR110W	44
YOR040W	15
YOL083W	17
YOL136C	64
YOL130W	86
YOL021C	90
YOR282W	0
YOL077W-A	25
YOR319W	40
YOR030W	27
YOR291W	44
YOL077C	303
YOR390W	26
YOL052C-A	4
YOR123C	33
YOR013W	4
YOR249C	16
YOR362C	251
YOL058W	6
YOR143C	38
YOR347C	30
YOL157C	2
YOL057W	79
YOR321W	34
YOR015W	7
YOR111W	19
YOL008W	42
YOR279C	15
YOR394C-A	0
YOR180C	7
YOL055C	14
snR5	1072
YOL139C	895
YOR287C	36
YOR198C	158
YOR053W	1
YOL054W	12
YOR012W	2
YOL118C	2
YOR034C	40
YOR374W	31
YOR018W	22
YOL084W	5
YOR314W	1
YOR050C	2
YOR391C	0
YOR327C	100
YOR352W	21
YOR348C	4
YOL115W	60
YOR066W	13
YOR072W-A	4
YOL096C	19
tM(CAU)O2	0
YOR020C	163
YOR133W	2241
YOR356W	33
YOR208W	15
YOR357C	34
YOR277C	8
YOR276W	405
YOR247W	15
snR50	20
YOL047C	1
YOR221C	39
YOR344C	45
YOR269W	50
YOR152C	13
YOR103C	69
YOR377W	24
YOR129C	14
YOL038C-A	2
YOR156C	11
YOR329C	26
YOR351C	1
YOL040C	1380
YOL159C-A	7
YOR051C	140
YOR003W	6
YOR064C	8
YOR073W	29
YOR201C	11
YOR065W	13
YOR186W	1
YOR045W	57
YOL018C	28
YOL133W	30
YOR087W	44
YOL028C	4
YOL086C	10464
YOL108C	13
YOL023W	23
YOR011W-A	0
YOR165W	72
YOL068C	43
YOR138C	49
YOR016C	88
YOL121C	1387
YOL126C	226
YOR235W	2
YOR080W	17
YOR169C	4
YOR028C	7
YOR225W	0
YOR108C-A	1
YOR109W	59
YOL093W	47
YOR147W	40
YOR218C	0
YOR254C	177
YOL080C	53
YOR161W-B	2
tY(GUA)O	1
YOR136W	134
tR(ACG)O	0
YOR192C-C	2
YOR205C	45
YOR200W	0
YOR305W	29
YOR195W	29
YOL123W	159
YOR097C	11
YOL083C-A	0
YOL086W-A	6
YOR337W	36
YOL100W	23
YOR289W	7
YOR255W	1
YOR304W	55
YOL163W	0
YOR077W	9
YOR074C	54
YOR117W	189
YOR055W	3
YOL166W-A	0
YOL066C	43
YOR396W	44
YOR161C-C	0
tV(AAC)O	0
YOR151C	308
YOR187W	260
YOL001W	7
YOR005C	12
YOR199W	1
YOR355W	43
YOR290C	37
YOR396C-A	1
YOR047C	62
YOL014W	42
YOR244W	42
YOL102C	49
YOL060C	31
YOL041C	127
YOL116W	29
YOR353C	46
YOR299W	47
YOR366W	0
tD(GUC)O	1
YOR096W	2684
YOR148C	9
YOR301W	20
YOR257W	20
YOR135C	3
YOR032W-A	0
YOR223W	17
YOR076C	23
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	0
YOR061W	139
YOR025W	37
YOR371C	25
YOL140W	20
YOL062C	74
YOR292C	24
tG(UCC)O	0
YOR027W	214
tT(AGU)O2	0
YOR142W-B	132
YOR192C-A	0
YOL103W-B	122
YOR142W-A	0
YOR192C-B	44
YOR343W-B	52
YOR343W-A	0
YOL103W-A	0
YGL087C	57
YGL156W	18
YGL015C	0
RME2	20
YGR251W	32
YGR162W	305
tK(UUU)G2	1
YGR005C	40
YGL160W	20
snR46	242
tD(GUC)G1	0
YGL211W	68
YGR141W	32
YGL239C	0
YGL097W	146
YGR030C	25
YGR224W	1
YGR142W	48
YGR186W	76
YGR181W	50
YGL081W	2
YGR082W	77
YGL028C	32
YGL021W	38
YGL110C	24
YGR167W	119
YGL017W	39
tA(UGC)G	0
YGR156W	21
YGR291C	0
YGR197C	21
YGR041W	16
YGL079W	23
YGL107C	43
YGL168W	4
YGL228W	74
YGR183C	23
YGL050W	50
YGR273C	0
YGR086C	608
YGR228W	1
YGL145W	55
YGR098C	34
YGR074W	31
YGL098W	19
snR7-S	0
YGL096W	9
YGR240C-A	0
YGR172C	109
YGR194C	28
YGL026C	236
YGL213C	69
YGL248W	47
YGL075C	13
YGL256W	16
YGL012W	214
YGL082W	66
YGR161C	19
tW(CCA)G1	2
YGR274C	43
YGR031C-A	3
YGL037C	227
YGL252C	67
YGL250W	7
YGR260W	247
YGR159C	1208
YGR006W	12
YGL121C	2
YGL040C	94
YGR130C	55
YGR021W	24
YGR097W	44
YGL170C	0
YGL166W	24
YGL104C	19
YGR149W	15
YGR195W	109
tG(GCC)G2	0
YGR250C	78
YGL155W	52
YGL216W	29
YGR029W	67
YGL125W	19
YGR038W	67
YGR008C	31
YGR248W	9
YGL094C	62
YGR131W	1
YGR163W	32
YGR125W	55
YGR279C	144
YGL022W	215
tD(GUC)G2	0
YGR271W	63
YGL025C	27
YGL176C	14
YGR031W	30
YGL102C	481
YGR182C	14
YGR025W	0
YGL113W	16
YGR188C	12
YGL162W	3
YGL084C	52
snR10	5
YGL196W	58
RME3	9
YGR230W	13
YGR084C	51
YGL222C	24
YGR166W	42
YGR122C-A	0
YGR152C	39
YGL210W	47
YGR265W	1
YGR157W	269
YGL240W	8
YGR085C	1679
YGR237C	24
YGL146C	1
YGL153W	24
YGR075C	11
tT(UGU)G2	1
YGL169W	69
YGR187C	70
YGL167C	168
YGR050C	4
YGR035W-A	0
YGR217W	23
YGR068C	31
YGR296W	38
YGR177C	40
YGL068W	125
tN(GUU)G	0
YGL018C	6
YGL188C	13
YGR126W	15
YGL065C	31
YGL014W	57
YGL100W	127
YGR288W	14
YGL174W	11
YGR211W	138
YGL204C	17
YGR270W	63
YGR204W	314
YGR266W	35
YGL070C	33
YGL225W	324
YGL120C	158
tE(UUC)G1	1
YGR252W	50
YGL106W	166
YGR284C	287
YGR032W	63
YGR174C	21
YGR208W	165
YGL016W	99
YGR255C	83
YGR146C-A	0
YGL194C	26
YGL138C	0
