Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/M12_IP3.bam
YDR532C	7
YDR137W	20
YDL153C	28
YDR393W	15
YDR506C	6
YDL219W	38
YDL090C	24
YDR033W	386
YDR035W	86
YDR332W	11
YDR510W	152
YDL055C	1102
YDR480W	10
YDL103C	43
YDL085C-A	23
YDR350C	17
YDR342C	20
YDR087C	83
YDL236W	126
YDR012W	1458
YDL121C	64
YDR525W-A	29
tG(GCC)D2	1
YDL190C	61
YDL047W	67
YDR099W	40
YDR092W	78
YDR164C	46
YDR058C	7
YDL020C	52
YDL025C	23
YDR374C	0
YDL207W	33
YDR270W	15
YDR152W	82
YDL148C	52
tI(UAU)D	10
YDR379C-A	7
YDR218C	1
YDL018C	23
YDR507C	36
YDL003W	25
YDR524C-B	1020
YDR371W	10
YDR359C	8
YDL180W	11
YDL133W	22
YDR335W	88
YDR351W	29
YDL150W	44
YDL177C	5
YDR171W	41
YDR364C	29
YDR309C	9
YDL239C	4
YDL228C	32
YDL156W	3
YDL016C	15
tX(XXX)D	0
YDR524W-C	2
YDL085W	0
YDR300C	44
YDL168W	64
YDR360W	0
YDR195W	19
YDR321W	373
YDR237W	48
YDL127W	17
YDR107C	23
YDR472W	30
YDL030W	11
YDR468C	32
YDL084W	907
YDL203C	23
YDL025W-A	0
YDR285W	4
YDL229W	2402
YDR329C	24
YDR034C	26
YDR009W	5
tS(AGA)D2	0
YDR488C	12
YDR103W	42
YDR336W	19
YDL101C	20
YDR162C	13
YDR312W	19
YDL061C	286
YDL040C	110
YDR145W	72
YDR124W	1
YDL231C	24
YDR190C	126
YDL064W	35
YDR463W	20
YDR491C	0
YDR449C	40
YDL035C	30
YDR074W	48
YDR525W	0
YDR257C	28
YDR402C	0
YDR450W	2252
YDR376W	37
YDR161W	126
YDR090C	22
YDR189W	32
YDR524C	34
YDL237W	96
YDR188W	170
YDL133C-A	48
YDR531W	69
tG(GCC)D1	0
YDR226W	687
YDL054C	9
YDL205C	71
YDR537C	3
YDR496C	85
YDR313C	22
YDL108W	19
tV(CAC)D	0
YDR340W	0
YDL147W	136
YDL081C	1795
YDR283C	34
YDR261C	29
YDL211C	3
YDL074C	45
YDL091C	13
YDR346C	161
YDR072C	63
YDR242W	13
YDR323C	11
YDR486C	35
YDR420W	20
YDL122W	75
YDR390C	24
YDR481C	99
YDR318W	16
YDL105W	9
YDL141W	30
YDR400W	75
YDR522C	1
YDL173W	65
YDR279W	36
YDR281C	4
YDR213W	24
YDR179W-A	20
YDR330W	15
YDR106W	4
YDL178W	47
YDR484W	18
YDR308C	15
YDL192W	827
YDL202W	33
YDR146C	34
YDR241W	0
YDL158C	12
YDL185W	712
YDR251W	37
tL(UAA)D	0
YDR192C	13
YDR368W	95
YDR494W	34
YDR399W	136
YDR070C	0
YDR138W	14
YDR031W	7
YDR255C	5
YDL060W	77
YDR048C	0
YDR067C	19
YDR126W	5
YDR315C	11
YDL126C	441
YDR262W	35
tQ(UUG)D3	0
YDR345C	461
YDR079W	9
YDR433W	0
YDL144C	47
YDR306C	25
YDR292C	86
YDL009C	0
YDR290W	0
YDR282C	15
YDR170C	169
YDR174W	87
YDL218W	2
YDL062W	2
YDL048C	11
YDR500C	635
YDR112W	0
YDR538W	13
YDL011C	0
YDR355C	0
YDR301W	26
YDR412W	65
YDR530C	21
YDR227W	20
YDR041W	26
YDR015C	0
YDL008W	37
YDR234W	69
YDR511W	7
YDR519W	52
YDL086C-A	6
YDR250C	0
YDR465C	85
YDL001W	16
YDR454C	440
YDR013W	17
YDR076W	3
YDL095W	159
YDL007C-A	0
YDL130W	1445
YDR100W	38
YDR479C	10
tS(AGA)D1	0
YDL117W	24
YDR140W	36
YDR381W	239
tQ(UUG)D2	0
YDR327W	11
YDR062W	112
YDR143C	31
YDL172C	2
YDL053C	76
YDR223W	0
YDL037C	13
YDL167C	61
YDR246W-A	0
YDR371C-A	0
YDR517W	89
YDL226C	97
YDR467C	0
YDL134C	72
YDR117C	32
YDR314C	13
YDR440W	11
YDR303C	32
YDL078C	166
YDL238C	15
YDR529C	67
YDR437W	4
snR47	14
YDL196W	0
YDR452W	63
YDR445C	0
YDR347W	41
tQ(UUG)D1	0
YDR490C	14
YDR516C	45
YDR509W	0
YDL193W	44
YDL137W	228
YDL118W	1
YDR235W	29
YDR233C	97
YDR388W	173
YDR209C	10
YDR049W	20
YDL194W	15
YDR021W	19
YDR353W	503
YDR051C	60
YDR288W	19
YDR141C	42
YDR194C	78
YDR424C	36
YDR054C	59
YDR122W	26
YDR184C	40
YDR183C-A	3
YDL240W	27
YDR056C	70
YDR541C	10
YDL042C	16
YDR185C	7
YDR328C	185
YDR280W	65
tV(UAC)D	0
YDR098C	171
YDR005C	22
YDR423C	20
YDR017C	37
YDR419W	17
YDR444W	21
YDR341C	248
YDR154C	174
YDR464W	13
YDR132C	5
YDL210W	0
YDR395W	107
YDL222C	0
YDR372C	98
YDR325W	16
YDR216W	16
YDR082W	14
YDL224C	28
YDR498C	28
YDR010C	1
YDR006C	29
YDR182W	34
YDL102W	34
YDL179W	28
YDL067C	23
YDR030C	9
YDR020C	18
YDR527W	94
YDR333C	34
YDL093W	19
YDL043C	28
YDR139C	8
YDR322C-A	21
YDL130W-A	7
YDR210W	50
YDR260C	10
YDL017W	14
YDR073W	17
YDL069C	7
YDR455C	0
YDR461W	0
YDR435C	36
YDL063C	74
YDR121W	44
YDR178W	29
YDL013W	15
YDR534C	1
YDR392W	10
YDR034C-A	2
YDL132W	53
YDR535C	0
YDR202C	27
YDL050C	1
YDR524C-A	0
YDL109C	4
YDR211W	82
YDR110W	26
tG(CCC)D	0
YDR274C	1
YDR167W	31
YDR156W	20
YDL223C	5
YDR075W	13
YDR039C	55
YDL088C	30
YDL129W	15
YDL215C	21
YDR297W	109
YDR131C	7
YDR230W	0
YDR348C	28
YDL169C	2
YDR007W	0
YDL195W	155
YDR263C	0
YDR220C	0
YDR429C	480
YDR119W-A	0
YDR421W	12
YDL186W	0
YDL198C	60
YDL120W	49
YDR379W	12
YDL029W	203
YDR205W	12
YDR094W	0
YDR369C	16
YDR088C	15
YDR411C	36
YDR441C	22
YDR446W	0
YDL183C	9
YDR194W-A	0
YDR114C	2
YDR442W	0
tK(CUU)D2	0
YDL059C	8
YDR016C	11
YDR430C	48
YDR366C	1
YDR374W-A	5
YDR293C	44
YDR459C	10
YDR022C	17
YDR217C	29
YDR052C	28
YDL027C	8
YDR104C	7
YDL136W	841
YDR248C	15
YDR078C	7
YDR068W	10
YDL080C	31
YDR461C-A	2
YDR252W	3
YDL046W	48
YDR540C	1
YDR181C	16
YDL200C	7
YDR108W	20
YDR337W	40
YDR356W	10
YDL235C	46
YDR320W-B	1
YDL245C	0
YDR170W-A	16
YDR210W-B	32
YDR210C-D	71
YDR316W-B	87
YDR261C-D	106
YDR210C-C	0
YDR261C-C	0
YDR261W-B	31
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	91
YDR098C-B	78
YDR098C-A	0
YDR210W-A	0
YDR034C-D	36
YDR034C-C	0
YOR185C	16
YOR237W	1
YOL048C	17
tG(GCC)O1	0
YOL144W	13
snR8	536
YOR082C	0
YOL072W	13
YOR114W	1
YOL085C	1
YOR385W	35
YOR214C	0
YOL119C	15
YOR019W	2
YOR206W	78
YOR345C	1
YOR341W	451
YOL088C	36
YOR392W	0
YOR160W	34
YOR084W	19
YOR039W	77
YOR264W	50
YOR281C	40
tK(UUU)O	0
YOR230W	237
YOR144C	11
YOL081W	74
YOL052C	32
YOR285W	88
YOR058C	28
YOR270C	305
YOL154W	2
YOR115C	54
YOL003C	16
YOR258W	5
tN(GUU)O2	0
YOL103W	97
YOR215C	30
YOL095C	7
YOL063C	20
YOL079W	0
YOR389W	4
YOR231W	21
YOR021C	146
YOR139C	0
YOR120W	17
YOL038W	144
YOR023C	15
YOL124C	52
YOR212W	112
YOL013W-A	0
YOL120C	3151
YOR181W	8
YOR333C	0
YOR335C	313
YOL046C	0
YOL029C	12
YOL155W-A	0
YOR072W	1
YOL161C	0
snR58	0
YOL122C	41
YOR252W	46
YOR157C	106
YOL107W	9
YOR274W	10
YOL013W-B	1
YOR343C	0
YOR093C	30
YOR381W-A	0
YOL065C	17
YOR092W	27
YOR207C	111
YOR365C	1
YOL005C	80
YOL020W	110
YOL053W	14
YOL117W	4
YOR038C	17
YOR303W	36
YOR137C	11
YOL034W	10
YOR052C	44
YOR190W	1
YOL039W	1570
YOR349W	7
YOL090W	46
YOR271C	151
YOR173W	3
YOR106W	24
YOR108W	101
YOR059C	10
YOL149W	59
YOR121C	12
YOL106W	2
snR9	452
YOR295W	7
YOR203W	0
YOR132W	19
YOR216C	22
YOR099W	161
YOR001W	68
YOR009W	0
YOR204W	177
YOR209C	180
YOR284W	13
YOR036W	23
YOR154W	26
YOR048C	68
YOL073C	43
YOL152W	34
YOL101C	9
YOR085W	62
YOR227W	16
YOR159C	16
YOR146W	9
YOR372C	6
YOR112W	26
YOR387C	0
YOR229W	27
YOR068C	0
YOR376W-A	2
YOL050C	0
YOR342C	35
YOL035C	0
YOR251C	63
YOR041C	2
YOR130C	31
YOR119C	28
YOL166C	0
YOR008C	31
YOL011W	72
YOR248W	0
YOR202W	0
YOR266W	14
YOR140W	5
YOR004W	83
YOR308C	10
YOR032C	3
YOR311C	57
YOL019W	20
YOL138C	11
YOL151W	42
YOR330C	35
YOR379C	1
YOR142W	108
YOR268C	0
snR81	107
YOR017W	18
YOR394W	0
YOL134C	0
YOR002W	44
YOR194C	37
YOR298C-A	374
YOL069W	25
YOR014W	40
YOR346W	37
YOR044W	19
YOR275C	12
YOR174W	32
YOR336W	34
YOL094C	40
YOR122C	399
YOR256C	23
YOL137W	12
YOR350C	25
YOR196C	37
YOR380W	8
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	2
YOR376W	0
YOR369C	3791
YOL132W	0
YOR296W	20
YOR260W	78
YOR373W	21
YOR163W	63
YOR029W	1
YOL042W	20
YOR316C	26
YOR326W	143
YOR293C-A	0
YOL036W	33
YOR072W-B	0
YOR332W	699
YOL002C	74
YOR193W	14
YOR243C	112
YOR126C	19
YOR070C	8
YOR328W	14
YOL056W	31
YOR098C	60
YOL110W	22
YOR213C	24
YOR253W	104
YOR008C-A	0
YOL113W	20
YOR060C	7
YOL076W	67
YOR186C-A	0
YOR381W	10
YOR113W	11
YOR273C	39
tN(GUU)O1	0
YOR161W-A	1
YOL147C	25
YOR338W	16
YOR178C	4
YOR188W	24
YOL159C	11
YOR382W	5
YOL071W	10
YOR363C	15
YOR069W	36
YOR075W	20
YOR124C	52
YOR008W-B	1
snR31	720
YOL025W	13
YOR057W	43
YOR265W	34
YOL127W	2660
YOR107W	15
YOL142W	67
YOR239W	66
YOL091W	1
YOR317W	122
YOR370C	95
tM(CAU)O1	0
YOR211C	32
YOR191W	34
YOL064C	63
tT(AGU)O1	0
YOL049W	94
YOL043C	7
YOR043W	39
YOR331C	50
YOR309C	18
YOR104W	9
YOL114C	8
YOR300W	1
YOR220W	41
YOR378W	3
YOL059W	92
YOR386W	11
YOL027C	42
snR62	3
snR17a	18367
YOL155C	16
YOR375C	180
snR35	548
YOR100C	0
YOL026C	36
YOL012C	55
YOR026W	33
YOR359W	5
YOR250C	16
YOL013C	14
YOR272W	96
tG(GCC)O2	0
YOL164W-A	0
YOL082W	19
snR36	57
YOR035C	25
YOL016C	90
YOR007C	631
YOR325W	0
YOL085W-A	2
YOL160W	0
YOR361C	224
YOL158C	32
YOR315W	44
YOR010C	2
YOR384W	0
YOR234C	438
YOR283W	70
YOR020W-A	12
YOL045W	23
YOR102W	3
YOL128C	8
YOR360C	69
YOL097C	173
YOR164C	190
YOR175C	75
tP(UGG)O1	0
YOR086C	112
YOR242C	0
YOR155C	26
YOL019W-A	0
YOL030W	78
YOR323C	142
YOL017W	11
YOR233W	30
YOL037C	0
YOR083W	7
YOL010W	41
YOR118W	23
YOR128C	90
YOL125W	59
YOL004W	49
YOR177C	4
YOR166C	13
YOR006C	36
YOR324C	32
YOL024W	0
YOR033C	24
YOL033W	26
YOL070C	39
YOR116C	149
YOL067C	10
YOR145C	140
YOR304C-A	5
YOR192C	0
YOL109W	743
YOR078W	52
YOR134W	0
YOR131C	49
YOR368W	14
YOL111C	33
YOR168W	261
YOR226C	46
YOL162W	0
YOR334W	18
YOR241W	42
tP(UGG)O2	0
YOR245C	29
YOL009C	18
YOR153W	434
YOR358W	5
YOR335W-A	0
YOR170W	0
YOR267C	18
YOR081C	5
YOL145C	82
YOL156W	1
YOR322C	28
YOL044W	16
YOR054C	8
YOL031C	35
YOR034C-A	1
YOR306C	39
YOR261C	140
YOR293W	1312
YOR062C	6
YOR339C	0
YOR067C	36
YOR312C	2439
YOR094W	21
YOL135C	11
YOL105C	4
YOR329W-A	0
YOR197W	116
YOL104C	6
YOR262W	19
YOR167C	451
YOL015W	1
YOR161C	11
YOR393W	0
YOR105W	0
YOR210W	49
YOR364W	0
YOL087C	25
YOR127W	22
YOR184W	152
YOR150W	41
YOR179C	10
YOR340C	79
YOR354C	35
YOR217W	33
YOR298W	0
YOL006C	28
YOR259C	68
YOR318C	1
YOR320C	74
YOR222W	50
YOL165C	1
YOL007C	21
YOR307C	33
YOL051W	27
YOR091W	70
YOR079C	24
YOL022C	85
YOR278W	32
YOR024W	0
YOL148C	23
YOL078W	15
tP(UGG)O3	0
YOR089C	46
YOL098C	102
YOR171C	39
YOL089C	20
YOL150C	0
YOR095C	127
YOL146W	26
YOR224C	182
YOR302W	1
YOR286W	59
YOR046C	151
tG(CCC)O	0
YOR388C	0
YOR228C	12
YOL112W	26
YOR141C	29
YOL131W	0
YOR049C	2
YOL143C	879
YOR172W	23
YOR149C	4
YOL164W	9
YOR011W	18
YOR071C	11
YOR022C	12
YOR125C	48
YOL141W	13
YOR101W	65
YOR263C	1
YOR383C	0
YOR056C	49
YOL075C	19
YOR073W-A	0
YOR246C	76
YOR042W	38
YOR236W	52
YOR183W	0
YOR176W	70
YOR238W	20
YOR367W	36
YOR297C	19
YOR310C	285
YOR063W	4170
YOR189W	18
YOL129W	75
YOR280C	42
YOR037W	10
YOR090C	40
YOR313C	1
YOL032W	26
YOR158W	44
YOR162C	9
YOL092W	76
YOL061W	125
YOR232W	252
YOR219C	19
YOR182C	328
YOL099C	1
YOR294W	146
YOR288C	24
YOR110W	25
YOR040W	14
YOL083W	5
YOL136C	36
YOL130W	74
YOL021C	74
YOR282W	0
YOL077W-A	18
YOR319W	17
YOR030W	12
YOR291W	33
YOL077C	207
YOR390W	16
YOL052C-A	0
YOR123C	15
YOR013W	2
YOR249C	21
YOR362C	130
YOL058W	2
YOR143C	27
YOR347C	21
YOL157C	5
YOL057W	50
YOR321W	20
YOR015W	9
YOR111W	9
YOL008W	28
YOR279C	16
YOR394C-A	0
YOR180C	3
YOL055C	7
snR5	610
YOL139C	769
YOR287C	23
YOR198C	123
YOR053W	2
YOL054W	6
YOR012W	1
YOL118C	1
YOR034C	31
YOR374W	20
YOR018W	12
YOL084W	2
YOR314W	0
YOR050C	0
YOR391C	0
YOR327C	76
YOR352W	10
YOR348C	2
YOL115W	33
YOR066W	13
YOR072W-A	0
YOL096C	8
tM(CAU)O2	0
YOR020C	162
YOR133W	1791
YOR356W	35
YOR208W	18
YOR357C	20
YOR277C	4
YOR276W	344
YOR247W	6
snR50	6
YOL047C	3
YOR221C	24
YOR344C	23
YOR269W	35
YOR152C	5
YOR103C	58
YOR377W	21
YOR129C	14
YOL038C-A	1
YOR156C	14
YOR329C	20
YOR351C	0
YOL040C	1370
YOL159C-A	7
YOR051C	99
YOR003W	3
YOR064C	9
YOR073W	12
YOR201C	13
YOR065W	9
YOR186W	0
YOR045W	34
YOL018C	17
YOL133W	26
YOR087W	23
YOL028C	0
YOL086C	6331
YOL108C	7
YOL023W	20
YOR011W-A	0
YOR165W	71
YOL068C	37
YOR138C	37
YOR016C	48
YOL121C	1253
YOL126C	135
YOR235W	0
YOR080W	36
YOR169C	3
YOR028C	5
YOR225W	3
YOR108C-A	1
YOR109W	54
YOL093W	31
YOR147W	26
YOR218C	1
YOR254C	140
YOL080C	42
YOR161W-B	1
tY(GUA)O	0
YOR136W	99
tR(ACG)O	0
YOR192C-C	0
YOR205C	19
YOR200W	0
YOR305W	26
YOR195W	21
YOL123W	138
YOR097C	5
YOL083C-A	0
YOL086W-A	5
YOR337W	21
YOL100W	8
YOR289W	6
YOR255W	1
YOR304W	24
YOL163W	2
YOR077W	6
YOR074C	30
YOR117W	93
YOR055W	0
YOL166W-A	0
YOL066C	26
YOR396W	27
YOR161C-C	0
tV(AAC)O	0
YOR151C	251
YOR187W	167
YOL001W	16
YOR005C	8
YOR199W	1
YOR355W	36
YOR290C	46
YOR396C-A	0
YOR047C	44
YOL014W	31
YOR244W	24
YOL102C	45
YOL060C	23
YOL041C	110
YOL116W	15
YOR353C	25
YOR299W	46
YOR366W	0
tD(GUC)O	1
YOR096W	2227
YOR148C	5
YOR301W	26
YOR257W	16
YOR135C	2
YOR032W-A	1
YOR223W	8
YOR076C	20
YOR231C-A	0
YOR316C-A	2
tS(GCU)O	0
YOR061W	100
YOR025W	34
YOR371C	21
YOL140W	18
YOL062C	50
YOR292C	19
tG(UCC)O	0
YOR027W	142
tT(AGU)O2	0
YOR142W-B	82
YOR192C-A	0
YOL103W-B	106
YOR142W-A	0
YOR192C-B	28
YOR343W-B	19
YOR343W-A	0
YOL103W-A	0
YGL087C	47
YGL156W	5
YGL015C	0
RME2	6
YGR251W	33
YGR162W	248
tK(UUU)G2	0
YGR005C	21
YGL160W	14
snR46	136
tD(GUC)G1	0
YGL211W	38
YGR141W	14
YGL239C	0
YGL097W	91
YGR030C	13
YGR224W	0
YGR142W	31
YGR186W	45
YGR181W	28
YGL081W	1
YGR082W	47
YGL028C	18
YGL021W	33
YGL110C	19
YGR167W	134
YGL017W	19
tA(UGC)G	0
YGR156W	11
YGR291C	0
YGR197C	23
YGR041W	16
YGL079W	23
YGL107C	33
YGL168W	5
YGL228W	56
YGR183C	6
YGL050W	24
YGR273C	0
YGR086C	379
YGR228W	0
YGL145W	32
YGR098C	24
YGR074W	32
YGL098W	10
snR7-S	0
YGL096W	5
YGR240C-A	0
YGR172C	106
YGR194C	13
YGL026C	173
YGL213C	35
YGL248W	43
YGL075C	6
YGL256W	14
YGL012W	137
YGL082W	39
YGR161C	5
tW(CCA)G1	1
YGR274C	29
YGR031C-A	0
YGL037C	167
YGL252C	57
YGL250W	7
YGR260W	140
YGR159C	839
YGR006W	7
YGL121C	3
YGL040C	47
YGR130C	38
YGR021W	13
YGR097W	21
YGL170C	1
YGL166W	19
YGL104C	9
YGR149W	6
YGR195W	73
tG(GCC)G2	0
YGR250C	49
YGL155W	35
YGL216W	13
YGR029W	62
YGL125W	5
YGR038W	53
YGR008C	24
YGR248W	3
YGL094C	31
YGR131W	1
YGR163W	21
YGR125W	40
YGR279C	112
YGL022W	133
tD(GUC)G2	0
YGR271W	36
YGL025C	11
YGL176C	16
YGR031W	19
YGL102C	439
YGR182C	14
YGR025W	0
YGL113W	6
YGR188C	7
YGL162W	4
YGL084C	16
snR10	3
YGL196W	28
RME3	4
YGR230W	12
YGR084C	18
YGL222C	10
YGR166W	23
YGR122C-A	1
YGR152C	28
YGL210W	30
YGR265W	1
YGR157W	185
YGL240W	6
YGR085C	1498
YGR237C	14
YGL146C	1
YGL153W	16
YGR075C	8
tT(UGU)G2	0
YGL169W	64
YGR187C	46
YGL167C	138
YGR050C	2
YGR035W-A	1
YGR217W	25
YGR068C	12
YGR296W	18
YGR177C	28
YGL068W	97
tN(GUU)G	0
YGL018C	5
YGL188C	10
YGR126W	6
YGL065C	34
YGL014W	35
YGL100W	71
YGR288W	5
YGL174W	9
YGR211W	106
YGL204C	7
YGR270W	39
YGR204W	281
YGR266W	21
YGL070C	35
YGL225W	230
YGL120C	121
tE(UUC)G1	0
YGR252W	34
YGL106W	131
YGR284C	150
YGR032W	42
YGR174C	10
YGR208W	120
YGL016W	73
YGR255C	65
YGR146C-A	2
YGL194C	19
YGL138C	0
YGR091W	16
YGR200C	91
