Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IP1.bam
YGR191W	67
YGR270C-A	1
YGL227W	13
YGR081C	32
YGL243W	18
YGL194C-A	0
YGR148C	1005
YGL136C	12
YGR276C	51
YGL129C	67
tR(UCU)G2	0
YGR053C	4
YGR069W	0
YGL224C	23
YGL193C	0
YGL020C	54
YGL177W	3
YGL189C	1605
YGR122W	37
YGL003C	23
YGR210C	93
tG(GCC)G1	0
YGR079W	30
YGL115W	111
YGL105W	598
YGR026W	139
YGR087C	1
YGR278W	11
YGR042W	9
YGR043C	4
YGL165C	5
YGR110W	2
YGR089W	23
YGL158W	0
YGR262C	38
YGL200C	246
YGL117W	7
YGL186C	18
YGR010W	17
YGR198W	74
YGR137W	8
YGL058W	57
YGL226W	8
YGL055W	334
YGL184C	4
YGL024W	0
tV(AAC)G3	0
YGL151W	38
YGR101W	28
YGL230C	2
YGR103W	324
YGR096W	9
YGR112W	14
tI(AAU)G	0
YGL013C	29
YGL076C	1947
YGR067C	1
YGR094W	730
YGL226C-A	27
YGR045C	0
YGR175C	436
YGL008C	2235
YGR115C	1
YGR108W	84
YGR218W	190
YGR205W	25
YGL073W	20
YGL009C	1265
YGL095C	47
YGL137W	382
YGL214W	3
YGR105W	44
YGR001C	129
tK(UUU)G1	0
YGL217C	0
YGL173C	357
YGL086W	29
YGR223C	26
tS(AGA)G	0
YGR077C	47
YGL052W	2
YGR285C	1120
YGL080W	28
YGL207W	187
YGR261C	127
YGR226C	0
YGL140C	60
YGL078C	163
YGL199C	6
YGR164W	1
YGR150C	27
YGL006W-A	0
YGR196C	16
YGL197W	42
YGR136W	37
YGR153W	1
YGL159W	23
YGR286C	51
YGL254W	13
tH(GUG)G1	1
YGR023W	1
snR48	18
YGL063W	12
YGL154C	8
YGL035C	58
YGR009C	36
YGR034W	881
YGL064C	10
YGR118W	1345
YGR277C	48
YGR232W	50
YGR227W	23
YGL142C	19
YGL143C	28
YGR222W	28
YGL045W	5
YGL253W	1458
YGR257C	31
YGL131C	15
YGR064W	2
YGR263C	25
YGL049C	38
YGR296C-B	0
YGL202W	540
YGL258W-A	0
YGR133W	6
YGR109C	18
YGR037C	173
YGL077C	76
YGR111W	70
YGR016W	4
YGR245C	93
YGR287C	8
YGL244W	40
YGL057C	10
YGL187C	78
YGR180C	893
YGR116W	181
YGL181W	43
YGR202C	47
YGL127C	13
YGR203W	17
YGL150C	85
YGR134W	27
YGR095C	42
YGR214W	1448
YGR269W	1
YGR176W	2
YGL263W	4
YGR057C	10
YGL074C	1
YGR007W	63
YGR241C	18
YGR127W	19
YGL219C	25
YGL061C	16
YGR083C	99
YGL038C	46
YGL047W	21
YGR244C	71
YGR289C	7
YGL089C	1019
YGL180W	8
YGR146C	26
YGL149W	2
YGL242C	47
YGR106C	383
YGR004W	15
YGR209C	328
YGR052W	6
YGR158C	46
YGR003W	14
YGR219W	2
YGL247W	8
YGR170W	34
YGR246C	21
YGL183C	0
YGR160W	27
YGR204C-A	1
YGR039W	0
YGL059W	23
YGL123W	4489
YGL099W	80
YGR102C	13
YGL233W	42
YGL072C	3
YGL056C	38
YGR104C	25
YGR240C	1329
YGR243W	9
YGR275W	27
YGL088W	0
YGR020C	142
YGR100W	39
YGR231C	97
YGR215W	15
YGR018C	6
YGL152C	0
YGL212W	3
YGL066W	20
YGL060W	40
YGL185C	19
YGR145W	112
YGL011C	273
YGR147C	63
YGR036C	15
YGL122C	80
YGL261C	0
YGL041C	1
YGR099W	19
YGR046W	27
YGL188C-A	3
YGR216C	28
tG(UCC)G	2
YGR047C	22
YGR238C	20
YGR282C	612
YGL132W	0
tA(AGC)G	0
YGR169C	18
YGR063C	24
YGR256W	10
YGL036W	26
YGR192C	19613
YGL191W	61
YGR051C	0
YGR013W	18
YGR123C	214
YGL209W	19
YGL163C	26
YGR296C-A	1
YGL178W	28
YGL092W	88
YGR132C	173
YGL208W	3
tL(GAG)G	0
YGR059W	0
YGR114C	0
YGR128C	137
YGL246C	52
YGL190C	53
YGR033C	132
YGL112C	66
YGL001C	132
YGR168C	14
YGL093W	17
YGR120C	28
YGR027C	1160
YGL259W	1
YGR294W	0
YGR124W	722
YGL103W	2999
YGL062W	151
YGR049W	6
snR39	15
YGR076C	7
YGL161C	65
YGR062C	29
tV(AAC)G1	1
YGL237C	11
YGR024C	30
YGR184C	128
YGR292W	2
YGR151C	0
YGL034C	0
YGL067W	83
YGR072W	23
YGL229C	12
YGR055W	62
YGL044C	24
YGL054C	109
YGL119W	40
YGR068W-A	0
YGR206W	4
YGR121W-A	0
YGL130W	31
YGL042C	3
YGR090W	171
YGR221C	17
YGR143W	33
tR(UCU)G1	0
YGL218W	1
YGL198W	54
YGL083W	27
tC(GCA)G	1
YGR071C	27
YGR259C	1
YGR058W	17
YGL195W	391
YGL192W	1
YGL206C	484
YGR060W	346
YGL257C	36
YGL236C	31
YGR138C	60
YGR015C	10
YGL023C	29
YGL144C	12
YGL071W	17
tK(CUU)G3	0
YGR080W	33
YGL116W	36
YGR035C	23
YGL201C	49
YGR212W	7
YGR154C	8
YGL241W	36
YGL262W	0
YGR247W	29
YGR199W	22
YGL260W	0
YGR179C	15
YGR011W	4
YGL111W	109
snR39B	22
YGR073C	5
YGR155W	1091
YGL114W	20
YGL255W	86
YGR066C	1
YGR233C	34
YGR092W	42
YGL041W-A	23
YGR171C	18
tW(CCA)G2	2
YGL171W	43
YGL029W	6
YGR040W	9
YGR220C	34
YGR268C	16
YGL147C	1681
tK(CUU)G1	0
YGR144W	2
YGR178C	148
YGR113W	26
YGL203C	28
YGL048C	266
YGR207C	69
YGR258C	16
YGL091C	38
YGR093W	55
YGR119C	43
YGR213C	4
YGR061C	782
YGL182C	0
YGR139W	0
YGR121C	7
YGL043W	60
YGR280C	49
YGL085W	15
YGL031C	964
YGR117C	45
YGR254W	2979
YGR235C	39
YGL124C	23
YGR236C	0
YGL164C	7
YGR293C	0
tL(CAA)G1	2
YGR264C	536
YGL234W	347
YGL109W	2
YGL238W	162
YGL041C-B	0
YGR056W	26
YGR201C	10
YGR239C	11
YGR169C-A	9
YGR185C	456
YGR189C	71
YGR022C	0
YGR290W	0
YGL205W	1
tK(CUU)G2	0
YGL221C	152
YGL108C	7
YGL069C	3
YGL135W	1121
YGR253C	278
YGL053W	14
YGL101W	53
YGR271C-A	44
YGR267C	116
YGR234W	458
YGL251C	7
YGL141W	32
YGL245W	761
YGL007W	0
YGL005C	27
YGL215W	127
YGR173W	104
YGL249W	1
YGR161W-C	4
YGR229C	148
YGR070W	9
YGR135W	166
YGL014C-A	1
YGR225W	2
YGL258W	0
tT(UGU)G1	0
YGL139W	31
YGL172W	79
YGR088W	13
YGL126W	61
YGR140W	18
YGR129W	7
YGL027C	44
tL(CAA)G2	0
YGL231C	86
YGL019W	122
tR(UCU)G3	2
YGR017W	90
YGR107W	0
YGL039W	45
tL(CAA)G3	0
YGL123C-A	123
YGL002W	24
YGR044C	82
YGR193C	93
YGL033W	0
YGR165W	70
YGL030W	1300
YGL128C	6
YGL063C-A	0
YGL007C-A	1
YGL175C	1
YGL223C	29
YGR190C	0
YGL004C	25
YGL148W	585
YGR281W	62
tH(GUG)G2	4
tF(GAA)G	1
YGR078C	45
YGL133W	17
tV(AAC)G2	0
YGR295C	91
YGR048W	55
YGR065C	41
YGL051W	3
YGL220W	25
YGR019W	34
YGL010W	8
YGL090W	3
YGR054W	147
YGR174W-A	1
YGL032C	0
tE(UUC)G2	1
YGL179C	17
tE(UUC)G3	6
YGR002C	24
YGL134W	23
YGL235W	0
YGL006W	55
YGR028W	26
YGR283C	42
YGR249W	4
snR82	3661
snR7-L	3
YGL232W	95
YGL157W	94
YGL118C	0
YGR012W	27
YGR242W	0
YGR014W	43
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	207
YGR038C-B	186
YGR161C-D	165
YGR161W-A	0
YGR109W-B	16
YGR161W-B	58
YLL050C	369
YLL032C	30
YLR466W	21
YLR054C	1
YLR437C	28
YLR217W	6
YLL056C	3
YLR128W	9
YLR279W	0
YLR075W	5791
YLR052W	31
YLR159C-A	0
YLR025W	37
YLR049C	55
YLR308W	0
YLR032W	37
ETS2-2	7
YLR251W	2
YLR321C	27
YLR327C	5
YLR154C-H	0
YLR247C	47
YLR167W	2784
YLR220W	41
YLR455W	44
YLR282C	0
YLR094C	27
YLR272C	31
YLR264C-A	4
YLR338W	0
YLR181C	27
YLR458W	1
YLR180W	1220
YLR250W	105
YLR222C-A	5
YLR424W	18
YLR253W	38
YLR390W-A	51
YLR233C	12
YLR347W-A	0
YLR117C	20
YLR110C	1821
YLR072W	25
YLR069C	54
YLR403W	54
YLR008C	45
YLR231C	39
YLR264W	73
YLR164W	5
YLR079W	58
YLR103C	15
YLR170C	17
YLR228C	33
YLL036C	56
YLR467C-A	0
YLR198C	9
snR61	4
YLR411W	0
YLR056W	274
YLR429W	148
YLL060C	4
YLR310C	60
YLR342W	783
YLR017W	193
tL(UAG)L2	0
YLR304C	502
YLL052C	7
YLR027C	677
YLR214W	92
ITS2-2	5240
YLL062C	7
YLR378C	198
YLR023C	33
YLR425W	13
YLR073C	29
YLL008W	92
YLL063C	2
YLR449W	200
YLL046C	0
YLR089C	70
RDN18-1	0
YLR020C	37
YLR190W	75
YLR045C	32
YLR285W	102
YLR322W	0
YLR276C	193
YLR346C	6
YLR156W	1
YLR135W	11
YLR261C	0
YLL066C	18
YLR077W	60
YLR144C	26
YLR414C	112
YLR030W	0
YLR301W	411
YLR252W	4
YLR427W	48
YLR200W	42
YLR150W	1982
YLL021W	51
YLR078C	34
YLR153C	420
YLR404W	15
YLR014C	22
YLL005C	0
tQ(UUG)L	1
YLR262C	17
YLR296W	0
YLR234W	5
YLR096W	72
YLR271W	5
YLR033W	39
YLR278C	20
YLL055W	13
YLR266C	26
YLL030C	0
YLR323C	12
YLR007W	12
YLR406C-A	0
YLL015W	22
YLR343W	2
YLR269C	0
tN(GUU)L	0
YLR210W	15
YLR058C	307
YLR145W	1
YLR080W	1
YLR443W	24
YLR325C	504
YLL006W	16
YLR074C	94
RDN5-5	73
YLR311C	0
YLR191W	11
YLR235C	0
YLR364C-A	0
ITS2-1	5151
YLR288C	11
YLL001W	40
YLR409C	125
YLR099C	68
YLR131C	30
YLR362W	11
YLR256W	83
YLR068W	8
YLR101C	7
YLR341W	2
YLL054C	21
YLR186W	107
YLR143W	40
YLR368W	33
YLR393W	8
YLR176C	6
YLR126C	16
YLR099W-A	15
YLR423C	9
YLR357W	43
YLR197W	753
ETS1-1	8586
YLR187W	25
RDN5-2	75
YLL034C	83
YLL023C	50
YLR065C	46
YLL031C	35
YLR419W	34
YLR149C-A	3
YLR294C	20
YLR405W	45
YLR157C-C	0
YLR463C	2
YLR026C	38
YLR267W	1
YLR093C	73
YLR085C	28
YLR246W	28
YLR433C	74
YLR227C	11
YLR012C	0
YLR111W	1
YLR152C	22
YLR370C	50
YLL026W	357
YLR289W	9
YLL066W-B	0
YLR114C	55
YLR213C	5
YLR146C	47
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	5
YLL053C	1
YLR333C	665
YLR082C	12
YLR193C	19
YLL043W	75
YLR337C	9
YLL066W-A	1
YLR039C	27
YLR457C	7
YLR377C	0
YLR104W	19
YLR319C	22
YLR184W	0
YLR317W	3
YLL003W	13
YLR004C	6
YLR407W	37
YLR336C	41
YLR430W	57
YLR436C	32
YLR347C	141
YLR324W	27
tV(AAC)L	0
YLR460C	7
YLR113W	207
YLR046C	5
YLR125W	7
YLR196W	132
YLR363W-A	29
YLL061W	1
YLR119W	6
snR57	10
YLL020C	0
YLR163C	54
YLL014W	25
YLR129W	126
tD(GUC)L2	0
YLR173W	6
YLR090W	40
YLR286W-A	4
snR55	49
YLR259C	856
YLR219W	23
YLR401C	71
YLL058W	17
YLR177W	25
YLR415C	0
YLR467W	42
YLR302C	2
YLR185W	1031
YLR060W	479
YLR313C	10
YLR303W	244
YLR154W-B	107
YLL029W	76
YLL047W	0
YLR285C-A	7
YLR001C	15
snR79	9
YLR465C	1
YLR015W	20
YLR432W	695
YLR081W	2
YLR166C	61
YLR383W	16
YLR035C	12
YLR044C	19749
YLR293C	886
YLR399W-A	1
YLR192C	134
YLR300W	325
YLR098C	13
YLR448W	993
YLR381W	14
YLR280C	0
snR44	1040
YLR367W	324
YLR309C	23
YLR299W	24
YLR224W	53
YLR029C	3883
YLR373C	28
YLR092W	8
YLL018C-A	5
RDN25-2	0
YLR066W	51
RDN58-1	0
YLR146W-A	5
YLR175W	585
YLR402W	3
YLR158C	18
YLL051C	36
YLR314C	167
YLR438C-A	46
YLR209C	58
YLR019W	64
YLR123C	1
YLR353W	26
YLR361C	8
YLL033W	11
YLR389C	96
YLR438W	73
YLR290C	26
YLR270W	42
YLR194C	86
YLR006C	22
YLR223C	58
YLR195C	116
YLL016W	15
YLL067W-A	0
YLR398C	130
YLR418C	35
YLR010C	4
YLR307W	1
YLR356W	14
YLR431C	9
YLR109W	694
tI(UAU)L	4
YLR364W	4
YLR106C	377
YLR083C	136
YLR274W	54
YLR413W	143
YLR412C-A	0
YLR340W	3394
YLR055C	26
YLR254C	17
YLL017W	3
YLR121C	21
tA(AGC)L	0
YLL042C	1
YLR157W-D	0
YLR211C	3
YLR400W	0
YLR105C	25
YLR142W	6
YLR376C	5
YLR318W	7
YLR239C	24
YLR262C-A	109
tE(UUC)L	1
YLL037W	2
YLR452C	212
YLR372W	279
YLR154W-C	1006
ETS2-1	6
YLR363C	15
YLR207W	25
YLR312W-A	41
YLR188W	64
YLR011W	9
YLR159W	0
YLR328W	52
YLR171W	1
YLR241W	33
YLR245C	8
YLR360W	32
snR30	7215
YLR205C	4
RDN25-1	0
YLR161W	0
YLR287C	56
YLR366W	0
YLR410W	95
YLR230W	18
YLR097C	17
YLR397C	73
YLR120C	93
YLR335W	71
YLR399C	125
YLL044W	86
YLR453C	3
YLL057C	0
YLR388W	125
YLR249W	9772
YLR151C	5
YLR260W	25
YLL010C	23
YLR133W	21
YLR329W	0
snR6	81
YLL011W	89
YLR384C	213
YLR203C	78
YLR156C-A	1
YLR394W	9
YLR021W	27
YLR331C	0
YLR450W	47
YLR140W	2
YLR157W-E	2
YLR390W	9
YLR291C	204
RDN5-4	79
YLR408C	3
YLR240W	27
YLR018C	44
YLR344W	534
YLR412W	47
YLR447C	605
YLR361C-A	7
YLR112W	5
YLR435W	53
YLR084C	47
snR34	3759
YLR091W	16
YLR275W	13
YLR102C	14
YLR263W	6
YLR379W	5
tL(UAG)L1	0
YLR459W	23
YLR316C	19
YLR277C	58
tP(UGG)L	0
YLR229C	167
YLR120W-A	0
YLR048W	1630
YLL059C	0
YLR238W	34
YLR283W	20
YLR298C	20
YLR232W	1
YLR086W	20
YLR053C	1
YLL041C	27
YLR330W	81
YLR244C	328
YLR299C-A	0
YLL019W-A	0
YLR258W	28
YLR174W	1
YLR444C	2
YLR315W	1
YLR374C	2
YLR154W-F	120
tR(ACG)L	0
YLR172C	184
YLR273C	8
tK(UUU)L	1
YLL012W	18
YLR022C	110
YLR382C	29
YLR041W	0
YLR466C-A	1
YLR268W	66
YLR420W	451
ITS1-1	1908
YLR137W	20
YLR087C	35
YLL049W	15
tL(CAA)L	0
RDN37-1	0
YLR426W	35
YLL035W	49
YLL009C	18
YLR036C	10
YLR118C	66
ETS1-2	8539
YLR406C	258
ITS1-2	1917
YLR136C	7
YLR385C	1
YLR281C	1
YLR138W	36
YLL019C	23
YLR284C	10
YLR295C	35
YLR307C-A	0
YLR349W	4
YLR248W	124
YLL006W-A	0
YLR127C	13
YLR002C	102
YLR168C	19
YLR342W-A	5
YLR031W	2
RDN5-3	73
YLR189C	38
YLR358C	0
YLR134W	134
YLR051C	32
YLR466C-B	0
YLR215C	17
YLR206W	45
tI(AAU)L2	0
YLR201C	35
YLL018C	469
YLL025W	0
YLR392C	10
YLR063W	15
tA(UGC)L	0
YLR124W	0
YLR350W	87
YLR312C	2
YLR204W	15
YLL007C	16
YLR141W	15
tD(GUC)L1	0
YLL038C	9
YLR257W	233
YLR108C	13
YLR163W-A	0
YLR416C	0
YLR375W	53
YLR287C-A	683
YLR154W-E	33
YLR155C	16
tS(AGA)L	0
YLR003C	97
YLR221C	69
YLR355C	2618
YLR464W	0
YLR446W	4
YLR237W	29
YLR441C	2612
YLR178C	17
YLR028C	268
YLR043C	224
YLR218C	1
YLR243W	64
YLR148W	27
YLR162W-A	13
YLR462W	4
RDN37-2	0
YLR095C	27
YLR199C	33
YLR154W-A	154
YLR154C	27
YLL064C	1
YLR461W	0
tL(UAA)L	0
YLR265C	20
YLR428C	3
YLR242C	24
YLR351C	129
YLR306W	16
YLR130C	88
YLL028W	32
YLR183C	51
tR(CCG)L	0
YLR042C	2
YLR396C	41
YLR122C	0
YLR326W	8
YLR024C	37
YLR442C	16
YLR380W	44
YLR061W	893
YLR386W	25
YLR387C	71
YLR422W	39
YLR354C	811
YLR434C	1
YLL039C	138
YLR149C	1
YLR208W	253
RDN5-6	75
YLR115W	29
YLR005W	39
YLR147C	20
YLR076C	197
YLR162W	10
YLR451W	26
YLR212C	44
YLR454W	42
YLR437C-A	0
YLR064W	44
YLR132C	13
YLR182W	33
YLR038C	34
YLR107W	27
YLR139C	8
YLR305C	66
YLR339C	45
YLR062C	45
YLR334C	0
YLL002W	22
YLR070C	6
YLR157C	10
YLR226W	19
YLL048C	121
YLL024C	5384
YLR009W	82
YLR057W	20
YLR348C	76
YLR439W	13
YLR236C	1
YLR345W	37
YLR050C	17
YLR332W	11
YLR369W	14
YLL065W	0
tX(XXX)L	0
RDN5-1	72
YLR417W	31
YLR179C	342
YLR013W	0
YLR116W	25
YLR371W	38
YLR222C	138
YLR365W	0
YLR440C	30
YLR059C	56
YLR165C	5
YLR421C	63
YLL027W	48
YLR292C	94
YLR034C	84
YLR016C	16
YLR255C	1
YLR297W	21
YLR225C	60
YLR047C	10
YLL022C	53
tI(AAU)L1	0
YLR395C	25
YLL067C	20
YLR359W	313
YLR456W	4
YLR067C	21
RDN58-2	0
YLR040C	108
YLL013C	95
YLR320W	28
YLL045C	2495
YLR352W	10
YLR160C	17
YLR071C	73
YLR286C	209
YLR037C	0
YLL004W	35
YLR100W	172
YLR088W	37
YLR216C	592
YLL040C	149
YLR154C-G	0
YLR410W-B	60
YLR410W-A	0
YLR157C-A	0
YLR256W-A	79
YLR035C-A	136
YLR227W-A	0
YLR157C-B	242
YLR227W-B	216
YPL071C	5
YPL208W	53
YPL102C	1
YPL217C	112
YPL197C	9
YPR139C	33
YPR169W	67
YPL257W	3
snR41	102
YPL009C	78
YPL183C	95
YPR065W	18
YPR099C	0
YPR032W	25
tM(CAU)P	0
YPR194C	3
YPL084W	45
YPR101W	20
YPL179W	97
YPL224C	30
tG(GCC)P2	0
snR17b	4355
YPR204W	10
YPR103W	173
YPR155C	16
YPL250W-A	118
YPL244C	32
YPR141C	24
YPL275W	1
YPR156C	68
YPL240C	562
YPR188C	41
YPL111W	93
YPR119W	65
YPL192C	5
YPL059W	66
YPL218W	314
tI(AAU)P1	1
YPL264C	3
YPL198W	1059
YPL006W	24
YPR161C	47
YPL145C	179
YPL092W	25
YPR181C	325
YPR171W	17
YPR122W	43
YPL091W	144
YPL137C	42
YPL014W	17
YPL164C	9
YPL163C	37
YPR069C	434
YPL038W-A	3
YPR072W	119
YPR067W	19
YPL175W	30
YPL088W	17
YPL125W	49
YPL090C	2299
YPR120C	16
YPR198W	35
YPR053C	1
YPR106W	47
YPL250C	34
YPL051W	8
YPR013C	6
YPL121C	1
YPR068C	6
YPR160W-A	0
YPR202W	2
YPL270W	38
YPL248C	6
YPR058W	70
YPL004C	245
YPR110C	375
YPL042C	29
YPR149W	311
YPL172C	18
YPR009W	47
YPL039W	15
YPR051W	25
YPR134W	7
YPR118W	207
YPR019W	44
YPL213W	17
YPR121W	5
YPL054W	0
YPL123C	9
YPL144W	20
YPR036W-A	137
YPL140C	20
snR70	254
YPL202C	21
YPL114W	7
tI(AAU)P2	0
YPL045W	23
YPL267W	11
YPL133C	12
tA(AGC)P	0
YPL263C	137
YPL097W	6
YPR130C	7
YPR177C	0
YPR124W	123
YPR157W	15
YPR004C	87
YPR080W	24720
YPL162C	15
YPL200W	0
YPR057W	20
YPR100W	23
YPR033C	392
YPR174C	6
YPR151C	0
YPR180W	34
YPL210C	74
tC(GCA)P1	1
YPL155C	20
YPL225W	154
YPL081W	269
YPL266W	121
YPR002W	3
YPL127C	93
YPR108W	150
YPR172W	29
tF(GAA)P2	2
YPR200C	2
YPL058C	67
YPL073C	1
YPR197C	0
YPR088C	194
YPL254W	40
YPR010C-A	11
YPL223C	10
YPR056W	41
YPR006C	14
YPR129W	114
YPR199C	24
YPL062W	0
YPR113W	183
YPL166W	4
YPR020W	30
YPL160W	782
YPL147W	3
YPL107W	6
YPL169C	73
YPR169W-A	0
YPR170W-A	0
YPR014C	1
YPR049C	22
YPL087W	52
YPR115W	30
YPL184C	112
YPR111W	13
YPR203W	2
YPR189W	89
YPR034W	62
YPL189W	1
YPL246C	74
YPL020C	36
YPL255W	11
YPL196W	24
YPR135W	40
YPR044C	26
YPL061W	731
YPL238C	18
YPL052W	33
YPR112C	68
YPL186C	4
YPR148C	79
YPL276W	0
YPL280W	1
YPR143W	36
YPL261C	0
YPL034W	6
YPL116W	35
YPL131W	4254
YPR017C	14
YPL012W	175
YPL017C	2
YPL010W	102
YPR173C	76
YPL233W	15
YPR024W	64
YPL152W-A	0
YPL187W	1074
YPR191W	117
YPR170C	6
YPR123C	8
YPR142C	3
YPL063W	99
YPR007C	1
YPR084W	13
YPL149W	47
YPL089C	15
YPR166C	132
YPR167C	8
YPL231W	1220
YPR025C	22
YPL098C	37
YPR147C	35
YPL129W	87
YPR153W	3
YPR164W	56
YPL026C	25
YPR001W	0
YPL282C	0
YPR178W	11
YPR061C	9
YPL180W	24
YPL142C	28
YPL019C	206
YPL258C	7
YPL022W	29
YPL279C	21
YPL044C	2
YPR193C	0
YPL001W	34
YPR083W	7
YPR195C	1
YPL057C	48
YPL211W	99
YPL041C	14
YPR003C	14
YPL181W	24
YPR168W	4
YPL185W	0
YPL040C	18
YPL070W	22
YPR159W	95
YPL002C	15
snR51	24
YPL227C	33
YPL067C	15
YPL236C	19
YPL151C	18
YPL234C	171
YPL015C	80
YPR035W	762
YPR037C	26
YPR184W	19
YPL135W	79
YPL215W	41
YPL112C	34
tK(UUU)P	2
YPR146C	9
YPR087W	7
tW(CCA)P	5
YPL154C	448
YPL136W	0
YPR094W	11
YPR074C	1701
YPL056C	1
YPL189C-A	12
YPR082C	7
YPR133C	91
YPL047W	3
YPL077C	6
YPR016W-A	0
YPL272C	2
YPR050C	1
YPR108W-A	0
YPR070W	23
YPL176C	24
YPL220W	1052
YPL065W	19
YPL074W	17
YPL032C	102
YPL167C	11
tN(GUU)P	0
YPR185W	24
YPR160C-A	0
YPL038W	13
YPR145W	757
YPL165C	5
YPL193W	29
YPL003W	20
YPL178W	89
YPL013C	13
YPR012W	0
YPR042C	27
YPL103C	26
YPR028W	279
YPR039W	0
YPR089W	30
YPL075W	70
YPR196W	14
YPR077C	0
YPL024W	20
YPR008W	32
YPR071W	12
YPL182C	0
tC(GCA)P2	0
YPR062W	95
YPL277C	1
YPR125W	34
YPR131C	28
YPL221W	70
YPR073C	63
YPL262W	235
snR45	2272
YPR036W	660
YPL031C	51
YPL237W	456
YPL053C	67
YPR109W	31
YPR159C-A	0
YPL122C	51
YPL085W	92
YPR104C	31
YPR186C	28
YPR201W	2
YPL138C	16
YPR030W	2
YPR190C	39
YPL043W	63
YPL108W	5
YPL105C	65
YPL168W	17
YPR018W	31
YPR132W	1363
YPL222C-A	4
YPR137W	56
YPL219W	16
tS(UGA)P	0
YPL029W	24
YPL113C	4
YPL190C	33
YPL241C	37
YPL281C	0
YPL023C	79
YPR043W	705
YPR116W	5
YPL252C	30
YPR047W	19
YPL119C-A	0
YPL194W	7
YPL157W	19
YPL177C	79
YPR165W	309
YPL037C	875
YPR093C	10
tG(GCC)P1	1
YPR066W	9
YPL247C	23
YPL101W	76
YPL064C	20
YPL256C	52
YPL099C	8
YPR023C	46
YPL093W	322
YPL134C	11
YPL153C	18
YPL222W	11
YPR075C	26
YPL118W	65
YPL239W	63
YPR136C	0
YPL033C	0
YPR045C	63
YPR038W	1
YPR011C	24
YPL100W	22
YPL076W	7
YPL027W	0
YPL271W	21
YPL128C	34
YPL139C	25
YPL005W	8
YPL148C	6
YPL080C	0
YPL265W	43
snR59	2
YPR052C	74
YPR145C-A	1
YPL096W	15
YPR078C	0
YPL104W	20
YPR074W-A	0
YPL283W-B	0
YPR162C	19
YPL030W	79
YPL069C	32
YPL188W	31
YPL201C	1
YPL207W	39
YPR021C	26
YPL253C	8
YPR040W	23
YPL143W	839
YPL132W	30
YPL171C	2
YPL126W	188
YPR063C	88
YPR187W	90
YPL007C	28
YPL209C	4
YPR182W	23
YPL242C	36
YPL205C	1
YPL278C	1
YPR086W	109
YPR117W	32
YPL096C-A	5
YPR092W	0
YPL086C	116
YPR005C	1
YPR046W	10
tK(CUU)P	0
YPL269W	13
YPL135C-A	2
YPR105C	38
YPL158C	37
tE(UUC)P	0
YPL094C	126
YPR176C	38
YPL191C	13
YPR204C-A	0
YPR163C	466
YPL229W	3
YPR160W	20
YPL049C	80
YPL066W	26
YPL183W-A	17
YPL235W	93
YPL141C	27
tF(GAA)P1	0
YPR144C	62
YPL249C-A	894
YPR128C	42
YPR054W	4
YPL156C	15
YPL173W	26
YPR098C	33
YPL260W	65
YPL251W	6
YPL016W	39
YPR095C	15
YPR079W	18
YPR010C	526
YPL046C	3
YPL021W	0
YPL268W	14
YPL283C	42
YPL206C	34
YPR055W	36
YPR138C	51
YPL243W	114
YPR127W	29
YPL095C	36
YPR027C	4
YPL232W	70
YPL124W	4
YPR041W	435
YPL083C	60
YPL048W	466
YPL120W	23
YPL117C	191
YPR126C	0
YPR091C	37
YPR059C	0
YPL214C	28
YPL203W	29
YPL273W	263
YPR081C	11
YPL011C	14
YPR097W	43
YPL274W	70
YPR158W	53
YPL050C	116
YPR114W	40
YPL110C	14
YPL161C	27
YPR022C	27
tT(UGU)P	0
YPR175W	50
YPL068C	10
YPL055C	6
YPL079W	994
YPL150W	11
YPR192W	0
YPL226W	449
YPL115C	35
YPL283W-A	1
YPL170W	13
YPL245W	75
YPR140W	33
YPR048W	53
YPR102C	1139
YPL036W	16
YPR015C	7
YPR133W-A	29
YPL146C	93
YPR107C	25
YPL035C	0
YPL082C	70
YPR064W	1
YPL216W	8
YPL152W	21
YPL230W	1
YPL159C	21
YPR183W	162
YPL204W	82
YPL109C	5
YPL249C	27
YPR154W	22
YPR026W	5
YPR076W	0
YPR170W-B	13
YPR016C	239
YPL060W	14
YPR029C	79
YPR002C-A	0
YPL106C	1691
YPR085C	22
YPL008W	22
YPR152C	11
YPL212C	109
YPL119C	1
YPL078C	158
YPL195W	61
YPL025C	2
YPR060C	63
YPL199C	74
YPL228W	38
YPL018W	8
YPL259C	52
YPR150W	1
YPL072W	14
YPL130W	0
YPR179C	22
YPR096C	0
YPL028W	606
YPL174C	14
YPR031W	30
YPL257W-A	0
YPR158W-A	0
YPL257W-B	236
YPR158C-D	225
YPR137C-A	0
YPR137C-B	204
YPR158W-B	192
YPL060C-A	6
YPR158C-C	0
YMR172W	17
YMR027W	130
YML089C	0
YMR290C	200
YMR139W	49
YMR191W	63
YMR244C-A	4
YMR091C	86
YMR173W-A	4
YMR180C	18
YML020W	16
YML088W	25
YML077W	19
YML125C	263
YMR318C	331
YMR115W	29
YMR266W	88
YML057W	46
YML055W	32
YMR105C	20
YMR268C	19
