Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IP1.bam
YDR118W	22
YDR118W-A	0
YDR159W	36
YDR111C	47
YDR128W	42
YDL034W	1
YDR065W	8
YDL004W	79
YDR024W	9
YDL171C	919
YDR083W	55
YDR457W	188
YDR014W	13
YDR206W	46
YDR478W	14
YDR169C	18
YDR115W	16
YDL159W-A	0
YDL232W	13
YDL240C-A	0
tE(CUC)D	0
YDL152W	3
YDR432W	97
YDL022C-A	0
YDL114W-A	0
YDR410C	45
YDR464C-A	0
YDL072C	60
YDR053W	1
YDL012C	38
YDR482C	12
YDL070W	254
YDR064W	1458
YDL135C	98
YDL077C	33
YDR354C-A	2
YDL033C	13
YDL031W	89
YDR398W	110
YDR326C	54
YDL052C	80
YDR536W	0
YDR397C	30
YDL116W	87
YDR028C	58
YDL007W	131
YDR236C	23
YDR011W	85
YDR155C	479
YDR414C	32
YDR026C	14
YDL073W	42
tY(GUA)D	0
YDL115C	18
YDL145C	393
YDR203W	0
YDL104C	10
YDL149W	4
YDR231C	6
YDR045C	29
YDL075W	717
YDR415C	16
YDR339C	90
YDL213C	92
YDR096W	21
YDL019C	52
YDL022W	154
YDR413C	7
YDR391C	17
YDR091C	268
YDR240C	19
YDL244W	0
YDR179C	7
YDL165W	65
YDL140C	694
YDR120C	122
YDR003W	10
YDR499W	15
YDR166C	37
YDL092W	58
YDL041W	2
YDL241W	12
YDL082W	1119
YDR277C	7
YDR291W	43
YDR475C	21
YDR244W	18
YDR407C	40
YDR382W	1572
YDR102C	0
YDL188C	81
YDR405W	35
YDR443C	23
YDR059C	11
YDR144C	80
YDL157C	55
YDL058W	69
YDL096C	1
YDL155W	37
YDR147W	27
YDL191W	684
YDL128W	45
YDR310C	21
YDL160C-A	8
YDR127W	342
YDR497C	170
YDL162C	0
tS(AGA)D3	0
YDR201W	14
YDR163W	6
YDL146W	29
YDR363W-A	40
YDL221W	2
YDL089W	21
YDR385W	3468
YDR331W	60
YDR196C	32
YDR116C	48
YDR001C	71
YDL230W	10
YDR160W	19
YDR123C	11
YDR322W	39
YDR040C	57
YDR025W	1495
YDR046C	101
YDL057W	8
YDL248W	20
YDR008C	0
YDR029W	0
YDR485C	8
YDR408C	41
YDR038C	60
YDL204W	11
YDR019C	60
YDR477W	76
YDR254W	9
YDR514C	21
YDR296W	28
YDL216C	9
YDL100C	566
YDL068W	0
YDL026W	1
YDL124W	114
YDL227C	41
YDL111C	129
YDR324C	120
YDL170W	26
YDR317W	0
YDR436W	10
YDR208W	73
YDR386W	5
YDR504C	6
YDL220C	10
YDR396W	2
YDR258C	85
YDR176W	23
YDL099W	26
YDR380W	17
YDL110C	8
YDR148C	174
YDL201W	101
YDL107W	6
YDR515W	26
YDR133C	175
YDR378C	26
YDR473C	5
YDR403W	2
YDR268W	30
YDR409W	22
YDR173C	13
YDR187C	10
YDR389W	33
YDR417C	44
YDR165W	134
YDL113C	32
YDR426C	0
YDR521W	1
YDR086C	121
YDL021W	6
YDR023W	776
YDR394W	221
YDR320C-A	12
YDR003W-A	3
YDR183W	19
YDR245W	90
YDR431W	2
YDL154W	11
YDL184C	121
YDR153C	52
YDR014W-A	0
YDR434W	75
YDL002C	12
YDR225W	905
YDR418W	2457
YDR224C	496
YDR502C	201
YDR447C	1009
YDL039C	14
YDL225W	57
YDR259C	4
YDR495C	18
YDL151C	6
YDR357C	7
YDR370C	23
YDR298C	105
YDR276C	128
YDL185C-A	0
YDR545C-A	0
tM(CAU)D	0
YDL247W	1
YDR406W	38
YDR273W	2
YDR269C	2
YDR453C	6
YDR383C	7
YDR375C	37
YDL161W	32
YDL051W	261
YDR084C	57
YDL056W	18
YDR344C	0
YDR320C	14
YDR221W	26
tI(AAU)D	0
YDL032W	0
YDR456W	48
YDL036C	49
tL(CAA)D	0
YDL217C	34
snR63	2704
YDR334W	51
YDL049C	7
YDL164C	50
YDR384C	98
YDR149C	0
YDR093W	54
YDR071C	139
YDL143W	332
YDR032C	133
tR(UCU)D	0
YDR063W	37
YDL166C	54
YDR004W	22
YDR151C	54
YDR037W	905
YDL175C	27
YDR286C	0
YDR172W	301
YDL174C	45
YDR080W	36
YDR503C	19
YDR069C	13
YDR047W	78
YDR215C	1
YDR267C	36
YDR142C	25
YDL212W	135
YDR249C	39
YDL209C	7
YDR044W	105
tK(UUU)D	0
YDR311W	32
YDL159C-B	0
YDR222W	39
YDR510C-A	3
YDR401W	2
YDR207C	7
YDL005C	21
YDR295C	25
YDR543C	0
YDL208W	179
YDR135C	82
YDL114W	0
YDR247W	13
YDL197C	5
YDR229W	26
YDR095C	1
YDR027C	47
YDL106C	9
YDR404C	59
YDR256C	4
YDR518W	50
YDR055W	77
YDL087C	6
YDR177W	97
YDL014W	583
YDR289C	21
YDL159W	19
YDR532C	12
YDR137W	41
YDL153C	46
YDR393W	17
YDR506C	3
YDL219W	36
YDL090C	30
YDR033W	962
YDR035W	254
YDR332W	11
YDR510W	94
YDL055C	2188
YDR480W	16
YDL103C	102
YDL085C-A	18
YDR350C	31
YDR342C	19
YDR087C	71
YDL236W	144
YDR012W	2677
YDL121C	48
YDR525W-A	33
tG(GCC)D2	1
YDL190C	63
YDL047W	110
YDR099W	198
YDR092W	77
YDR164C	39
YDR058C	8
YDL020C	69
YDL025C	25
YDR374C	0
YDL207W	39
YDR270W	13
YDR152W	66
YDL148C	71
tI(UAU)D	3
YDR379C-A	0
YDR218C	1
YDL018C	18
YDR507C	41
YDL003W	30
YDR524C-B	1331
YDR371W	21
YDR359C	12
YDL180W	13
YDL133W	25
YDR335W	110
YDR351W	35
YDL150W	38
YDL177C	10
YDR171W	79
YDR364C	24
YDR309C	50
YDL239C	6
YDL228C	123
YDL156W	6
YDL016C	26
tX(XXX)D	0
YDR524W-C	11
YDL085W	0
YDR300C	82
YDL168W	138
YDR360W	0
YDR195W	25
YDR321W	417
YDR237W	53
YDL127W	17
YDR107C	9
YDR472W	36
YDL030W	17
YDR468C	16
YDL084W	1215
YDL203C	34
YDL025W-A	0
YDR285W	2
YDL229W	7375
YDR329C	27
YDR034C	28
YDR009W	0
tS(AGA)D2	0
YDR488C	8
YDR103W	45
YDR336W	22
YDL101C	24
YDR162C	19
YDR312W	23
YDL061C	190
YDL040C	182
YDR145W	55
YDR124W	7
YDL231C	39
YDR190C	141
YDL064W	34
YDR463W	39
YDR491C	0
YDR449C	68
YDL035C	25
YDR074W	63
YDR525W	0
YDR257C	38
YDR402C	2
YDR450W	1292
YDR376W	46
YDR161W	104
YDR090C	16
YDR189W	105
YDR524C	37
YDL237W	71
YDR188W	314
YDL133C-A	165
YDR531W	96
tG(GCC)D1	0
YDR226W	593
YDL054C	9
YDL205C	107
YDR537C	2
YDR496C	156
YDR313C	17
YDL108W	30
tV(CAC)D	0
YDR340W	0
YDL147W	207
YDL081C	815
YDR283C	59
YDR261C	36
YDL211C	4
YDL074C	61
YDL091C	14
YDR346C	287
YDR072C	91
YDR242W	5
YDR323C	7
YDR486C	35
YDR420W	21
YDL122W	77
YDR390C	55
YDR481C	36
YDR318W	17
YDL105W	8
YDL141W	75
YDR400W	72
YDR522C	1
YDL173W	79
YDR279W	43
YDR281C	0
YDR213W	22
YDR179W-A	23
YDR330W	34
YDR106W	1
YDL178W	66
YDR484W	24
YDR308C	13
YDL192W	610
YDL202W	26
YDR146C	67
YDR241W	1
YDL158C	10
YDL185W	1574
YDR251W	53
tL(UAA)D	0
YDR192C	19
YDR368W	138
YDR494W	36
YDR399W	108
YDR070C	4
YDR138W	20
YDR031W	5
YDR255C	9
YDL060W	124
YDR048C	0
YDR067C	20
YDR126W	2
YDR315C	9
YDL126C	721
YDR262W	25
tQ(UUG)D3	0
YDR345C	323
YDR079W	16
YDR433W	0
YDL144C	25
YDR306C	24
YDR292C	136
YDL009C	2
YDR290W	0
YDR282C	4
YDR170C	227
YDR174W	202
YDL218W	1
YDL062W	0
YDL048C	24
YDR500C	423
YDR112W	0
YDR538W	32
YDL011C	0
YDR355C	0
YDR301W	62
YDR412W	58
YDR530C	17
YDR227W	25
YDR041W	38
YDR015C	0
YDL008W	10
YDR234W	131
YDR511W	9
YDR519W	44
YDL086C-A	6
YDR250C	0
YDR465C	77
YDL001W	28
YDR454C	246
YDR013W	19
YDR076W	9
YDL095W	157
YDL007C-A	0
YDL130W	979
YDR100W	35
YDR479C	20
tS(AGA)D1	6
YDL117W	41
YDR140W	26
YDR381W	225
tQ(UUG)D2	0
YDR327W	7
YDR062W	167
YDR143C	58
YDL172C	5
YDL053C	48
YDR223W	1
YDL037C	8
YDL167C	103
YDR246W-A	0
YDR371C-A	0
YDR517W	70
YDL226C	111
YDR467C	0
YDL134C	139
YDR117C	46
YDR314C	9
YDR440W	25
YDR303C	44
YDL078C	191
YDL238C	8
YDR529C	53
YDR437W	3
snR47	32
YDL196W	0
YDR452W	51
YDR445C	0
YDR347W	56
tQ(UUG)D1	0
YDR490C	16
YDR516C	68
YDR509W	2
YDL193W	31
YDL137W	152
YDL118W	0
YDR235W	34
YDR233C	214
YDR388W	259
YDR209C	2
YDR049W	20
YDL194W	11
YDR021W	23
YDR353W	703
YDR051C	56
YDR288W	11
YDR141C	48
YDR194C	187
YDR424C	30
YDR054C	79
YDR122W	31
YDR184C	42
YDR183C-A	14
YDL240W	48
YDR056C	57
YDR541C	20
YDL042C	34
YDR185C	7
YDR328C	177
YDR280W	56
tV(UAC)D	0
YDR098C	150
YDR005C	41
YDR423C	22
YDR017C	46
YDR419W	19
YDR444W	39
YDR341C	423
YDR154C	177
YDR464W	14
YDR132C	13
YDL210W	2
YDR395W	128
YDL222C	2
YDR372C	177
YDR325W	23
YDR216W	30
YDR082W	9
YDL224C	36
YDR498C	46
YDR010C	0
YDR006C	17
YDR182W	31
YDL102W	55
YDL179W	25
YDL067C	23
YDR030C	5
YDR020C	13
YDR527W	74
YDR333C	61
YDL093W	25
YDL043C	15
YDR139C	19
YDR322C-A	26
YDL130W-A	10
YDR210W	42
YDR260C	3
YDL017W	13
YDR073W	15
YDL069C	7
YDR455C	0
YDR461W	0
YDR435C	34
YDL063C	96
YDR121W	31
YDR178W	42
YDL013W	14
YDR534C	0
YDR392W	10
YDR034C-A	0
YDL132W	69
YDR535C	0
YDR202C	31
YDL050C	1
YDR524C-A	0
YDL109C	9
YDR211W	137
YDR110W	34
tG(CCC)D	0
YDR274C	0
YDR167W	44
YDR156W	23
YDL223C	9
YDR075W	11
YDR039C	50
YDL088C	57
YDL129W	20
YDL215C	45
YDR297W	146
YDR131C	7
YDR230W	1
YDR348C	32
YDL169C	1
YDR007W	0
YDL195W	348
YDR263C	9
YDR220C	0
YDR429C	495
YDR119W-A	8
YDR421W	17
YDL186W	1
YDL198C	138
YDL120W	42
YDR379W	23
YDL029W	234
YDR205W	8
YDR094W	0
YDR369C	9
YDR088C	6
YDR411C	37
YDR441C	35
YDR446W	0
YDL183C	8
YDR194W-A	0
YDR114C	1
YDR442W	0
tK(CUU)D2	0
YDL059C	10
YDR016C	5
YDR430C	58
YDR366C	0
YDR374W-A	5
YDR293C	100
YDR459C	13
YDR022C	6
YDR217C	27
YDR052C	33
YDL027C	19
YDR104C	17
YDL136W	603
YDR248C	15
YDR078C	4
YDR068W	22
YDL080C	41
YDR461C-A	8
YDR252W	5
YDL046W	52
YDR540C	1
YDR181C	20
YDL200C	6
YDR108W	16
YDR337W	29
YDR356W	25
YDL235C	58
YDR320W-B	1
YDL245C	0
YDR170W-A	39
YDR210W-B	52
YDR210C-D	152
YDR316W-B	187
YDR261C-D	198
YDR210C-C	0
YDR261C-C	0
YDR261W-B	40
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	206
YDR098C-B	179
YDR098C-A	0
YDR210W-A	0
YDR034C-D	62
YDR034C-C	0
YOR185C	28
YOR237W	3
YOL048C	16
tG(GCC)O1	0
YOL144W	18
snR8	1622
YOR082C	1
YOL072W	11
YOR114W	14
YOL085C	0
YOR385W	57
YOR214C	0
YOL119C	8
YOR019W	3
YOR206W	90
YOR345C	1
YOR341W	654
YOL088C	38
YOR392W	0
YOR160W	53
YOR084W	18
YOR039W	65
YOR264W	41
YOR281C	50
tK(UUU)O	0
YOR230W	415
YOR144C	11
YOL081W	104
YOL052C	94
YOR285W	62
YOR058C	17
YOR270C	359
YOL154W	2
YOR115C	37
YOL003C	17
YOR258W	10
tN(GUU)O2	0
YOL103W	86
YOR215C	35
YOL095C	14
YOL063C	23
YOL079W	1
YOR389W	1
YOR231W	33
YOR021C	62
YOR139C	0
YOR120W	13
YOL038W	192
YOR023C	13
YOL124C	89
YOR212W	142
YOL013W-A	5
YOL120C	2058
YOR181W	5
YOR333C	0
YOR335C	751
YOL046C	2
YOL029C	11
YOL155W-A	0
YOR072W	0
YOL161C	1
snR58	0
YOL122C	36
YOR252W	33
YOR157C	162
YOL107W	11
YOR274W	20
YOL013W-B	1
YOR343C	2
YOR093C	32
YOR381W-A	0
YOL065C	21
YOR092W	25
YOR207C	149
YOR365C	0
YOL005C	50
YOL020W	69
YOL053W	14
YOL117W	7
YOR038C	31
YOR303W	125
YOR137C	23
YOL034W	18
YOR052C	79
YOR190W	4
YOL039W	863
YOR349W	8
YOL090W	88
YOR271C	295
YOR173W	6
YOR106W	19
YOR108W	334
YOR059C	15
YOL149W	52
YOR121C	11
YOL106W	2
snR9	654
YOR295W	10
YOR203W	0
YOR132W	56
YOR216C	28
YOR099W	182
YOR001W	80
YOR009W	1
YOR204W	433
YOR209C	301
YOR284W	5
YOR036W	14
YOR154W	34
YOR048C	117
YOL073C	27
YOL152W	18
YOL101C	5
YOR085W	104
YOR227W	23
YOR159C	17
YOR146W	5
YOR372C	25
YOR112W	49
YOR387C	0
YOR229W	43
YOR068C	1
YOR376W-A	2
YOL050C	1
YOR342C	65
YOL035C	0
YOR251C	61
YOR041C	4
YOR130C	26
YOR119C	40
YOL166C	0
YOR008C	68
YOL011W	117
YOR248W	1
YOR202W	0
YOR266W	11
YOR140W	10
YOR004W	66
YOR308C	14
YOR032C	2
YOR311C	92
YOL019W	19
YOL138C	23
YOL151W	43
YOR330C	39
YOR379C	0
YOR142W	144
YOR268C	0
snR81	473
YOR017W	26
YOR394W	0
YOL134C	1
YOR002W	64
YOR194C	30
YOR298C-A	541
YOL069W	25
YOR014W	56
YOR346W	58
YOR044W	13
YOR275C	26
YOR174W	34
YOR336W	31
YOL094C	50
YOR122C	229
YOR256C	21
YOL137W	23
YOR350C	29
YOR196C	50
YOR380W	10
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	2
YOR376W	0
YOR369C	4718
YOL132W	1
YOR296W	29
YOR260W	166
YOR373W	28
YOR163W	31
YOR029W	0
YOL042W	23
YOR316C	32
YOR326W	234
YOR293C-A	0
YOL036W	54
YOR072W-B	0
YOR332W	531
YOL002C	72
YOR193W	11
YOR243C	170
YOR126C	13
YOR070C	16
YOR328W	16
YOL056W	51
YOR098C	69
YOL110W	14
YOR213C	31
YOR253W	64
YOR008C-A	0
YOL113W	45
YOR060C	10
YOL076W	69
YOR186C-A	0
YOR381W	21
YOR113W	17
YOR273C	80
tN(GUU)O1	1
YOR161W-A	0
YOL147C	27
YOR338W	11
YOR178C	1
YOR188W	52
YOL159C	9
YOR382W	9
YOL071W	6
YOR363C	15
YOR069W	30
YOR075W	32
YOR124C	64
YOR008W-B	0
snR31	750
YOL025W	15
YOR057W	58
YOR265W	24
YOL127W	1433
YOR107W	23
YOL142W	63
YOR239W	113
YOL091W	6
YOR317W	113
YOR370C	136
tM(CAU)O1	0
YOR211C	34
YOR191W	40
YOL064C	77
tT(AGU)O1	0
YOL049W	146
YOL043C	8
YOR043W	67
YOR331C	22
YOR309C	20
YOR104W	11
YOL114C	6
YOR300W	0
YOR220W	51
YOR378W	4
YOL059W	185
YOR386W	9
YOL027C	65
snR62	1
snR17a	14707
YOL155C	7
YOR375C	947
snR35	2344
YOR100C	1
YOL026C	32
YOL012C	94
YOR026W	33
YOR359W	18
YOR250C	47
YOL013C	6
YOR272W	137
tG(GCC)O2	0
YOL164W-A	0
YOL082W	25
snR36	753
YOR035C	39
YOL016C	121
YOR007C	611
YOR325W	5
YOL085W-A	2
YOL160W	0
YOR361C	400
YOL158C	58
YOR315W	73
YOR010C	2
YOR384W	0
YOR234C	533
YOR283W	52
YOR020W-A	8
YOL045W	37
YOR102W	2
YOL128C	15
YOR360C	82
YOL097C	306
YOR164C	166
YOR175C	79
tP(UGG)O1	0
YOR086C	89
YOR242C	2
YOR155C	60
YOL019W-A	0
YOL030W	80
YOR323C	249
YOL017W	12
YOR233W	46
YOL037C	0
YOR083W	16
YOL010W	54
YOR118W	28
YOR128C	91
YOL125W	56
YOL004W	79
YOR177C	2
YOR166C	37
YOR006C	26
YOR324C	47
YOL024W	0
YOR033C	38
YOL033W	25
YOL070C	79
YOR116C	185
YOL067C	7
YOR145C	145
YOR304C-A	4
YOR192C	4
YOL109W	1028
YOR078W	33
YOR134W	3
YOR131C	21
YOR368W	15
YOL111C	57
YOR168W	370
YOR226C	97
YOL162W	1
YOR334W	19
YOR241W	94
tP(UGG)O2	0
YOR245C	13
YOL009C	10
YOR153W	502
YOR358W	9
YOR335W-A	3
YOR170W	0
YOR267C	40
YOR081C	26
YOL145C	96
YOL156W	0
YOR322C	46
YOL044W	24
YOR054C	22
YOL031C	53
YOR034C-A	2
YOR306C	26
YOR261C	215
YOR293W	905
YOR062C	9
YOR339C	1
YOR067C	35
YOR312C	1575
YOR094W	30
YOL135C	11
YOL105C	12
YOR329W-A	0
YOR197W	185
YOL104C	4
YOR262W	18
YOR167C	420
YOL015W	2
YOR161C	30
YOR393W	2
YOR105W	0
YOR210W	65
YOR364W	0
YOL087C	38
YOR127W	31
YOR184W	247
YOR150W	26
YOR179C	10
YOR340C	130
YOR354C	66
YOR217W	46
YOR298W	2
YOL006C	40
YOR259C	139
YOR318C	2
YOR320C	77
YOR222W	52
YOL165C	1
YOL007C	21
YOR307C	49
YOL051W	41
YOR091W	72
YOR079C	11
YOL022C	109
YOR278W	35
YOR024W	0
YOL148C	33
YOL078W	20
tP(UGG)O3	5
YOR089C	47
YOL098C	175
YOR171C	83
YOL089C	19
YOL150C	0
YOR095C	120
YOL146W	33
YOR224C	126
YOR302W	3
YOR286W	62
YOR046C	238
tG(CCC)O	1
YOR388C	0
YOR228C	19
YOL112W	25
YOR141C	49
YOL131W	0
YOR049C	4
YOL143C	417
YOR172W	28
YOR149C	12
YOL164W	19
YOR011W	25
YOR071C	5
YOR022C	11
YOR125C	37
YOL141W	11
YOR101W	87
YOR263C	1
YOR383C	1
YOR056C	77
YOL075C	17
YOR073W-A	1
YOR246C	121
YOR042W	49
YOR236W	27
YOR183W	0
YOR176W	130
YOR238W	32
YOR367W	15
YOR297C	21
YOR310C	497
YOR063W	6796
YOR189W	7
YOL129W	66
YOR280C	37
YOR037W	14
YOR090C	72
YOR313C	2
YOL032W	50
YOR158W	64
YOR162C	14
YOL092W	114
YOL061W	215
YOR232W	218
YOR219C	41
YOR182C	476
YOL099C	3
YOR294W	117
YOR288C	21
YOR110W	25
YOR040W	11
YOL083W	4
YOL136C	71
YOL130W	77
YOL021C	93
YOR282W	0
YOL077W-A	29
YOR319W	26
YOR030W	20
YOR291W	36
YOL077C	233
YOR390W	26
YOL052C-A	10
YOR123C	37
YOR013W	1
YOR249C	9
YOR362C	231
YOL058W	69
YOR143C	30
YOR347C	16
YOL157C	1
YOL057W	92
YOR321W	19
YOR015W	19
YOR111W	22
YOL008W	21
YOR279C	8
YOR394C-A	0
YOR180C	4
YOL055C	19
snR5	2022
YOL139C	510
YOR287C	31
YOR198C	357
YOR053W	1
YOL054W	9
YOR012W	0
YOL118C	0
YOR034C	40
YOR374W	32
YOR018W	25
YOL084W	4
YOR314W	0
YOR050C	1
YOR391C	2
YOR327C	63
YOR352W	16
YOR348C	6
YOL115W	41
YOR066W	18
YOR072W-A	0
YOL096C	12
tM(CAU)O2	0
YOR020C	135
YOR133W	2990
YOR356W	43
YOR208W	14
YOR357C	15
YOR277C	2
YOR276W	212
YOR247W	20
snR50	11
YOL047C	1
YOR221C	24
YOR344C	138
YOR269W	26
YOR152C	6
YOR103C	46
YOR377W	40
YOR129C	16
YOL038C-A	0
YOR156C	6
YOR329C	7
YOR351C	2
YOL040C	888
YOL159C-A	6
YOR051C	114
YOR003W	6
YOR064C	8
YOR073W	20
YOR201C	14
YOR065W	46
YOR186W	2
YOR045W	42
YOL018C	18
YOL133W	35
YOR087W	17
YOL028C	11
YOL086C	13100
YOL108C	8
YOL023W	14
YOR011W-A	0
YOR165W	84
YOL068C	39
YOR138C	41
YOR016C	55
YOL121C	862
YOL126C	181
YOR235W	10
YOR080W	33
YOR169C	3
YOR028C	8
YOR225W	3
YOR108C-A	1
YOR109W	103
YOL093W	36
YOR147W	55
YOR218C	1
YOR254C	81
YOL080C	67
YOR161W-B	0
tY(GUA)O	0
YOR136W	211
tR(ACG)O	0
YOR192C-C	2
YOR205C	31
YOR200W	0
YOR305W	28
YOR195W	45
YOL123W	225
YOR097C	10
YOL083C-A	0
YOL086W-A	10
YOR337W	25
YOL100W	18
YOR289W	6
YOR255W	0
YOR304W	38
YOL163W	2
YOR077W	3
YOR074C	29
YOR117W	182
YOR055W	0
YOL166W-A	0
YOL066C	24
YOR396W	47
YOR161C-C	0
tV(AAC)O	0
YOR151C	332
YOR187W	354
YOL001W	18
YOR005C	10
YOR199W	2
YOR355W	109
YOR290C	70
YOR396C-A	3
YOR047C	53
YOL014W	44
YOR244W	27
YOL102C	37
YOL060C	15
YOL041C	151
YOL116W	26
YOR353C	33
YOR299W	58
YOR366W	1
tD(GUC)O	0
YOR096W	1523
YOR148C	11
YOR301W	44
YOR257W	11
YOR135C	3
YOR032W-A	1
YOR223W	10
YOR076C	33
YOR231C-A	0
YOR316C-A	1
tS(GCU)O	1
YOR061W	182
YOR025W	44
YOR371C	29
YOL140W	44
YOL062C	43
YOR292C	22
tG(UCC)O	2
YOR027W	301
tT(AGU)O2	0
YOR142W-B	166
YOR192C-A	0
YOL103W-B	208
YOR142W-A	0
YOR192C-B	70
YOR343W-B	59
YOR343W-A	0
YOL103W-A	0
YGL087C	30
YGL156W	11
YGL015C	1
RME2	9
YGR251W	16
YGR162W	290
tK(UUU)G2	0
YGR005C	35
YGL160W	15
snR46	3111
tD(GUC)G1	0
YGL211W	38
YGR141W	17
YGL239C	0
YGL097W	161
YGR030C	17
YGR224W	0
YGR142W	77
YGR186W	75
YGR181W	37
YGL081W	2
YGR082W	46
YGL028C	39
YGL021W	31
YGL110C	24
YGR167W	134
YGL017W	32
tA(UGC)G	0
YGR156W	26
YGR291C	0
YGR197C	21
YGR041W	23
YGL079W	20
YGL107C	31
YGL168W	3
YGL228W	48
YGR183C	19
YGL050W	28
YGR273C	0
YGR086C	679
YGR228W	2
YGL145W	60
YGR098C	39
YGR074W	24
YGL098W	11
snR7-S	0
YGL096W	6
YGR240C-A	2
YGR172C	109
YGR194C	11
YGL026C	382
YGL213C	70
YGL248W	32
YGL075C	7
YGL256W	44
YGL012W	111
YGL082W	59
YGR161C	17
tW(CCA)G1	3
YGR274C	30
YGR031C-A	0
YGL037C	155
YGL252C	68
YGL250W	5
YGR260W	154
YGR159C	1118
YGR006W	2
YGL121C	3
YGL040C	117
YGR130C	48
YGR021W	15
YGR097W	21
YGL170C	0
YGL166W	20
YGL104C	11
YGR149W	7
YGR195W	80
tG(GCC)G2	0
YGR250C	78
YGL155W	48
YGL216W	37
YGR029W	59
YGL125W	30
YGR038W	78
YGR008C	26
YGR248W	6
YGL094C	62
YGR131W	0
YGR163W	31
YGR125W	23
YGR279C	333
YGL022W	121
tD(GUC)G2	0
YGR271W	41
YGL025C	14
YGL176C	23
YGR031W	38
YGL102C	343
YGR182C	13
YGR025W	2
YGL113W	19
YGR188C	5
YGL162W	16
YGL084C	22
snR10	16
YGL196W	42
RME3	2
YGR230W	5
YGR084C	28
YGL222C	20
YGR166W	56
YGR122C-A	3
YGR152C	42
YGL210W	31
YGR265W	1
YGR157W	196
YGL240W	3
YGR085C	1069
YGR237C	12
YGL146C	2
YGL153W	8
YGR075C	6
tT(UGU)G2	1
YGL169W	60
YGR187C	73
YGL167C	120
YGR050C	3
YGR035W-A	0
YGR217W	25
YGR068C	28
YGR296W	40
YGR177C	67
YGL068W	114
tN(GUU)G	0
YGL018C	5
YGL188C	6
YGR126W	5
YGL065C	49
YGL014W	101
YGL100W	88
YGR288W	3
YGL174W	9
YGR211W	190
YGL204C	8
YGR270W	78
YGR204W	328
YGR266W	32
YGL070C	25
YGL225W	294
YGL120C	185
tE(UUC)G1	2
YGR252W	34
YGL106W	109
YGR284C	168
YGR032W	25
YGR174C	14
YGR208W	119
YGL016W	124
YGR255C	85
YGR146C-A	0
YGL194C	37
YGL138C	0
YGR091W	18
YGR200C	103
