Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IP2.bam
YGL225W	108
YGL120C	184
tE(UUC)G1	1
YGR252W	21
YGL106W	105
YGR284C	71
YGR032W	21
YGR174C	7
YGR208W	88
YGL016W	127
YGR255C	66
YGR146C-A	1
YGL194C	30
YGL138C	0
YGR091W	14
YGR200C	64
YGR191W	51
YGR270C-A	0
YGL227W	8
YGR081C	23
YGL243W	24
YGL194C-A	6
YGR148C	1326
YGL136C	5
YGR276C	26
YGL129C	66
tR(UCU)G2	0
YGR053C	5
YGR069W	1
YGL224C	29
YGL193C	0
YGL020C	22
YGL177W	1
YGL189C	2322
YGR122W	24
YGL003C	19
YGR210C	64
tG(GCC)G1	1
YGR079W	27
YGL115W	86
YGL105W	394
YGR026W	55
YGR087C	2
YGR278W	12
YGR042W	11
YGR043C	2
YGL165C	1
YGR110W	2
YGR089W	28
YGL158W	0
YGR262C	37
YGL200C	213
YGL117W	13
YGL186C	18
YGR010W	15
YGR198W	62
YGR137W	6
YGL058W	58
YGL226W	2
YGL055W	238
YGL184C	7
YGL024W	0
tV(AAC)G3	0
YGL151W	48
YGR101W	18
YGL230C	1
YGR103W	247
YGR096W	7
YGR112W	9
tI(AAU)G	0
YGL013C	40
YGL076C	2512
YGR067C	6
YGR094W	757
YGL226C-A	36
YGR045C	0
YGR175C	386
YGL008C	2056
YGR115C	1
YGR108W	71
YGR218W	186
YGR205W	13
YGL073W	35
YGL009C	1221
YGL095C	35
YGL137W	307
YGL214W	1
YGR105W	45
YGR001C	96
tK(UUU)G1	0
YGL217C	0
YGL173C	345
YGL086W	28
YGR223C	15
tS(AGA)G	0
YGR077C	34
YGL052W	3
YGR285C	669
YGL080W	38
YGL207W	196
YGR261C	96
YGR226C	0
YGL140C	50
YGL078C	123
YGL199C	4
YGR164W	1
YGR150C	24
YGL006W-A	0
YGR196C	15
YGL197W	46
YGR136W	23
YGR153W	0
YGL159W	25
YGR286C	38
YGL254W	12
tH(GUG)G1	0
YGR023W	3
snR48	5
YGL063W	8
YGL154C	13
YGL035C	47
YGR009C	25
YGR034W	1190
YGL064C	16
YGR118W	1553
YGR277C	34
YGR232W	89
YGR227W	9
YGL142C	22
YGL143C	20
YGR222W	31
YGL045W	12
YGL253W	1089
YGR257C	28
YGL131C	27
YGR064W	1
YGR263C	4
YGL049C	31
YGR296C-B	1
YGL202W	480
YGL258W-A	0
YGR133W	11
YGR109C	9
YGR037C	125
YGL077C	76
YGR111W	30
YGR016W	3
YGR245C	101
YGR287C	5
YGL244W	35
YGL057C	12
YGL187C	82
YGR180C	630
YGR116W	212
YGL181W	31
YGR202C	28
YGL127C	11
YGR203W	4
YGL150C	77
YGR134W	17
YGR095C	42
YGR214W	1841
YGR269W	1
YGR176W	1
YGL263W	3
YGR057C	14
YGL074C	1
YGR007W	74
YGR241C	21
YGR127W	20
YGL219C	16
YGL061C	15
YGR083C	109
YGL038C	19
YGL047W	15
YGR244C	55
YGR289C	7
YGL089C	1121
YGL180W	17
YGR146C	19
YGL149W	0
YGL242C	30
YGR106C	291
YGR004W	7
YGR209C	330
YGR052W	5
YGR158C	51
YGR003W	21
YGR219W	0
YGL247W	13
YGR170W	27
YGR246C	17
YGL183C	1
YGR160W	15
YGR204C-A	0
YGR039W	0
YGL059W	12
YGL123W	3968
YGL099W	76
YGR102C	15
YGL233W	44
YGL072C	2
YGL056C	35
YGR104C	13
YGR240C	1322
YGR243W	5
YGR275W	21
YGL088W	0
YGR020C	223
YGR100W	32
YGR231C	80
YGR215W	24
YGR018C	1
YGL152C	0
YGL212W	3
YGL066W	18
YGL060W	28
YGL185C	10
YGR145W	105
YGL011C	252
YGR147C	23
YGR036C	9
YGL122C	74
YGL261C	0
YGL041C	0
YGR099W	18
YGR046W	25
YGL188C-A	2
YGR216C	36
tG(UCC)G	0
YGR047C	30
YGR238C	12
YGR282C	386
YGL132W	0
tA(AGC)G	0
YGR169C	11
YGR063C	16
YGR256W	6
YGL036W	27
YGR192C	16273
YGL191W	57
YGR051C	0
YGR013W	21
YGR123C	148
YGL209W	11
YGL163C	18
YGR296C-A	1
YGL178W	56
YGL092W	120
YGR132C	125
YGL208W	7
tL(GAG)G	0
YGR059W	1
YGR114C	0
YGR128C	112
YGL246C	41
YGL190C	60
YGR033C	100
YGL112C	54
YGL001C	66
YGR168C	18
YGL093W	19
YGR120C	18
YGR027C	1552
YGL259W	1
YGR294W	1
YGR124W	646
YGL103W	3839
YGL062W	102
YGR049W	10
snR39	5
YGR076C	10
YGL161C	53
YGR062C	13
tV(AAC)G1	0
YGL237C	15
YGR024C	38
YGR184C	139
YGR292W	1
YGR151C	0
YGL034C	0
YGL067W	89
YGR072W	12
YGL229C	17
YGR055W	42
YGL044C	17
YGL054C	107
YGL119W	21
YGR068W-A	0
YGR206W	4
YGR121W-A	0
YGL130W	31
YGL042C	2
YGR090W	189
YGR221C	17
YGR143W	38
tR(UCU)G1	0
YGL218W	1
YGL198W	49
YGL083W	28
tC(GCA)G	1
YGR071C	36
YGR259C	2
YGR058W	14
YGL195W	509
YGL192W	2
YGL206C	542
YGR060W	170
YGL257C	34
YGL236C	24
YGR138C	34
YGR015C	6
YGL023C	22
YGL144C	19
YGL071W	15
tK(CUU)G3	0
YGR080W	31
YGL116W	29
YGR035C	7
YGL201C	56
YGR212W	14
YGR154C	7
YGL241W	33
YGL262W	0
YGR247W	23
YGR199W	29
YGL260W	0
YGR179C	9
YGR011W	4
YGL111W	85
snR39B	9
YGR073C	5
YGR155W	800
YGL114W	16
YGL255W	37
YGR066C	0
YGR233C	28
YGR092W	40
YGL041W-A	11
YGR171C	23
tW(CCA)G2	0
YGL171W	37
YGL029W	5
YGR040W	14
YGR220C	37
YGR268C	6
YGL147C	2892
tK(CUU)G1	0
YGR144W	0
YGR178C	117
YGR113W	28
YGL203C	24
YGL048C	128
YGR207C	25
YGR258C	5
YGL091C	22
YGR093W	29
YGR119C	45
YGR213C	2
YGR061C	720
YGL182C	0
YGR139W	0
YGR121C	3
YGL043W	62
YGR280C	21
YGL085W	13
YGL031C	1426
YGR117C	46
YGR254W	1720
YGR235C	27
YGL124C	19
YGR236C	0
YGL164C	9
YGR293C	0
tL(CAA)G1	0
YGR264C	491
YGL234W	246
YGL109W	0
YGL238W	173
YGL041C-B	0
YGR056W	38
YGR201C	11
YGR239C	7
YGR169C-A	4
YGR185C	278
YGR189C	71
YGR022C	0
YGR290W	0
YGL205W	2
tK(CUU)G2	1
YGL221C	129
YGL108C	3
YGL069C	5
YGL135W	2614
YGR253C	172
YGL053W	9
YGL101W	40
YGR271C-A	27
YGR267C	124
YGR234W	362
YGL251C	9
YGL141W	30
YGL245W	637
YGL007W	0
YGL005C	22
YGL215W	139
YGR173W	66
YGL249W	2
YGR161W-C	3
YGR229C	120
YGR070W	14
YGR135W	189
YGL014C-A	0
YGR225W	0
YGL258W	1
tT(UGU)G1	0
YGL139W	25
YGL172W	73
YGR088W	9
YGL126W	24
YGR140W	24
YGR129W	4
YGL027C	27
tL(CAA)G2	0
YGL231C	102
YGL019W	85
tR(UCU)G3	1
YGR017W	67
YGR107W	0
YGL039W	35
tL(CAA)G3	0
YGL123C-A	40
YGL002W	20
YGR044C	66
YGR193C	72
YGL033W	1
YGR165W	43
YGL030W	1286
YGL128C	6
YGL063C-A	0
YGL007C-A	1
YGL175C	4
YGL223C	26
YGR190C	1
YGL004C	14
YGL148W	330
YGR281W	35
tH(GUG)G2	1
tF(GAA)G	0
YGR078C	38
YGL133W	14
tV(AAC)G2	0
YGR295C	35
YGR048W	33
YGR065C	21
YGL051W	1
YGL220W	15
YGR019W	21
YGL010W	9
YGL090W	2
YGR054W	168
YGR174W-A	0
YGL032C	0
tE(UUC)G2	0
YGL179C	9
tE(UUC)G3	1
YGR002C	29
YGL134W	13
YGL235W	2
YGL006W	61
YGR028W	19
YGR283C	35
YGR249W	7
snR82	2432
snR7-L	2
YGL232W	71
YGL157W	72
YGL118C	0
YGR012W	12
YGR242W	1
YGR014W	44
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	288
YGR038C-B	256
YGR161C-D	236
YGR161W-A	0
YGR109W-B	31
YGR161W-B	66
YLL050C	507
YLL032C	39
YLR466W	26
YLR054C	1
YLR437C	23
YLR217W	0
YLL056C	4
YLR128W	5
YLR279W	1
YLR075W	6457
YLR052W	29
YLR159C-A	2
YLR025W	13
YLR049C	47
YLR308W	0
YLR032W	25
ETS2-2	7
YLR251W	2
YLR321C	33
YLR327C	2
YLR154C-H	0
YLR247C	47
YLR167W	4398
YLR220W	32
YLR455W	35
YLR282C	0
YLR094C	21
YLR272C	31
YLR264C-A	0
YLR338W	2
YLR181C	22
YLR458W	0
YLR180W	571
YLR250W	76
YLR222C-A	6
YLR424W	15
YLR253W	21
YLR390W-A	85
YLR233C	7
YLR347W-A	0
YLR117C	15
YLR110C	3686
YLR072W	17
YLR069C	30
YLR403W	41
YLR008C	48
YLR231C	16
YLR264W	97
YLR164W	2
YLR079W	36
YLR103C	13
YLR170C	24
YLR228C	18
YLL036C	42
YLR467C-A	0
YLR198C	0
snR61	0
YLR411W	0
YLR056W	129
YLR429W	93
YLL060C	3
YLR310C	73
YLR342W	1000
YLR017W	119
tL(UAG)L2	0
YLR304C	351
YLL052C	4
YLR027C	481
YLR214W	32
ITS2-2	3570
YLL062C	3
YLR378C	121
YLR023C	35
YLR425W	16
YLR073C	28
YLL008W	79
YLL063C	8
YLR449W	112
YLL046C	0
YLR089C	55
RDN18-1	0
YLR020C	15
YLR190W	104
YLR045C	24
YLR285W	84
YLR322W	0
YLR276C	150
YLR346C	4
YLR156W	2
YLR135W	10
YLR261C	1
YLL066C	23
YLR077W	40
YLR144C	23
YLR414C	34
YLR030W	0
YLR301W	240
YLR252W	1
YLR427W	39
YLR200W	42
YLR150W	1758
YLL021W	51
YLR078C	41
YLR153C	335
YLR404W	9
YLR014C	15
YLL005C	3
tQ(UUG)L	0
YLR262C	14
YLR296W	0
YLR234W	5
YLR096W	46
YLR271W	5
YLR033W	31
YLR278C	31
YLL055W	9
YLR266C	32
YLL030C	0
YLR323C	8
YLR007W	23
YLR406C-A	0
YLL015W	16
YLR343W	2
YLR269C	1
tN(GUU)L	0
YLR210W	9
YLR058C	258
YLR145W	7
YLR080W	0
YLR443W	10
YLR325C	606
YLL006W	18
YLR074C	61
RDN5-5	27
YLR311C	0
YLR191W	17
YLR235C	0
YLR364C-A	0
ITS2-1	3368
YLR288C	5
YLL001W	61
YLR409C	121
YLR099C	30
YLR131C	42
YLR362W	15
YLR256W	87
YLR068W	13
YLR101C	4
YLR341W	0
YLL054C	20
YLR186W	125
YLR143W	41
YLR368W	23
YLR393W	6
YLR176C	6
YLR126C	17
YLR099W-A	8
YLR423C	10
YLR357W	45
YLR197W	607
ETS1-1	5610
YLR187W	27
RDN5-2	22
YLL034C	83
YLL023C	25
YLR065C	35
YLL031C	24
YLR419W	49
YLR149C-A	1
YLR294C	22
YLR405W	37
YLR157C-C	0
YLR463C	0
YLR026C	36
YLR267W	2
YLR093C	79
YLR085C	31
YLR246W	23
YLR433C	50
YLR227C	19
YLR012C	0
YLR111W	0
YLR152C	13
YLR370C	62
YLL026W	219
YLR289W	4
YLL066W-B	0
YLR114C	57
YLR213C	0
YLR146C	49
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	2
YLL053C	8
YLR333C	590
YLR082C	16
YLR193C	14
YLL043W	42
YLR337C	10
YLL066W-A	1
YLR039C	41
YLR457C	2
YLR377C	0
YLR104W	20
YLR319C	23
YLR184W	0
YLR317W	6
YLL003W	15
YLR004C	3
YLR407W	24
YLR336C	39
YLR430W	67
YLR436C	41
YLR347C	146
YLR324W	16
tV(AAC)L	0
YLR460C	3
YLR113W	123
YLR046C	2
YLR125W	0
YLR196W	127
YLR363W-A	13
YLL061W	3
YLR119W	7
snR57	19
YLL020C	0
YLR163C	42
YLL014W	49
YLR129W	114
tD(GUC)L2	0
YLR173W	7
YLR090W	16
YLR286W-A	3
snR55	7
YLR259C	522
YLR219W	19
YLR401C	61
YLL058W	9
YLR177W	26
YLR415C	0
YLR467W	30
YLR302C	0
YLR185W	1072
YLR060W	445
YLR313C	7
YLR303W	216
YLR154W-B	12
YLL029W	48
YLL047W	1
YLR285C-A	11
YLR001C	8
snR79	3
YLR465C	0
YLR015W	21
YLR432W	527
YLR081W	1
YLR166C	58
YLR383W	20
YLR035C	9
YLR044C	14595
YLR293C	839
YLR399W-A	0
YLR192C	142
YLR300W	212
YLR098C	17
YLR448W	1582
YLR381W	18
YLR280C	0
snR44	484
YLR367W	369
YLR309C	13
YLR299W	11
YLR224W	42
YLR029C	3344
YLR373C	32
YLR092W	4
YLL018C-A	6
RDN25-2	0
YLR066W	34
RDN58-1	0
YLR146W-A	2
YLR175W	325
YLR402W	1
YLR158C	6
YLL051C	24
YLR314C	109
YLR438C-A	21
YLR209C	54
YLR019W	65
YLR123C	1
YLR353W	28
YLR361C	5
YLL033W	10
YLR389C	93
YLR438W	45
YLR290C	32
YLR270W	39
YLR194C	45
YLR006C	27
YLR223C	41
YLR195C	64
YLL016W	9
YLL067W-A	0
YLR398C	128
YLR418C	32
YLR010C	2
YLR307W	0
YLR356W	14
YLR431C	11
YLR109W	421
tI(UAU)L	4
YLR364W	6
YLR106C	463
YLR083C	90
YLR274W	73
YLR413W	163
YLR412C-A	0
YLR340W	4204
YLR055C	15
YLR254C	14
YLL017W	0
YLR121C	11
tA(AGC)L	0
YLL042C	2
YLR157W-D	0
YLR211C	6
YLR400W	1
YLR105C	30
YLR142W	4
YLR376C	6
YLR318W	7
YLR239C	30
YLR262C-A	87
tE(UUC)L	1
YLL037W	2
YLR452C	225
YLR372W	111
YLR154W-C	134
ETS2-1	6
YLR363C	22
YLR207W	11
YLR312W-A	37
YLR188W	43
YLR011W	7
YLR159W	0
YLR328W	24
YLR171W	0
YLR241W	34
YLR245C	7
YLR360W	14
snR30	3452
YLR205C	2
RDN25-1	0
YLR161W	0
YLR287C	42
YLR366W	0
YLR410W	75
YLR230W	5
YLR097C	19
YLR397C	56
YLR120C	48
YLR335W	71
YLR399C	101
YLL044W	51
YLR453C	5
YLL057C	2
YLR388W	112
YLR249W	8349
YLR151C	6
YLR260W	19
YLL010C	29
YLR133W	20
YLR329W	1
snR6	6
YLL011W	53
YLR384C	194
YLR203C	59
YLR156C-A	1
YLR394W	8
YLR021W	26
YLR331C	0
YLR450W	28
YLR140W	0
YLR157W-E	1
YLR390W	6
YLR291C	133
RDN5-4	13
YLR408C	4
YLR240W	33
YLR018C	14
YLR344W	608
YLR412W	38
YLR447C	601
YLR361C-A	1
YLR112W	3
YLR435W	33
YLR084C	46
snR34	1298
YLR091W	9
YLR275W	14
YLR102C	4
YLR263W	13
YLR379W	1
tL(UAG)L1	0
YLR459W	14
YLR316C	9
YLR277C	40
tP(UGG)L	0
YLR229C	220
YLR120W-A	0
YLR048W	2479
YLL059C	1
YLR238W	21
YLR283W	18
YLR298C	17
YLR232W	0
YLR086W	24
YLR053C	0
YLL041C	22
YLR330W	57
YLR244C	274
YLR299C-A	0
YLL019W-A	1
YLR258W	31
YLR174W	0
YLR444C	0
YLR315W	0
YLR374C	0
YLR154W-F	18
tR(ACG)L	0
YLR172C	144
YLR273C	4
tK(UUU)L	0
YLL012W	15
YLR022C	100
YLR382C	18
YLR041W	1
YLR466C-A	0
YLR268W	76
YLR420W	365
ITS1-1	917
YLR137W	10
YLR087C	38
YLL049W	13
tL(CAA)L	0
RDN37-1	0
YLR426W	14
YLL035W	37
YLL009C	17
YLR036C	3
YLR118C	73
ETS1-2	5486
YLR406C	263
ITS1-2	867
YLR136C	1
YLR385C	1
YLR281C	0
YLR138W	28
YLL019C	12
YLR284C	7
YLR295C	29
YLR307C-A	0
YLR349W	0
YLR248W	112
YLL006W-A	0
YLR127C	19
YLR002C	72
YLR168C	16
YLR342W-A	9
YLR031W	3
RDN5-3	23
YLR189C	31
YLR358C	0
YLR134W	138
YLR051C	23
YLR466C-B	0
YLR215C	21
YLR206W	39
tI(AAU)L2	0
YLR201C	26
YLL018C	370
YLL025W	1
YLR392C	15
YLR063W	19
tA(UGC)L	0
YLR124W	1
YLR350W	36
YLR312C	2
YLR204W	9
YLL007C	20
YLR141W	5
tD(GUC)L1	0
YLL038C	10
YLR257W	154
YLR108C	5
YLR163W-A	0
YLR416C	0
YLR375W	45
YLR287C-A	509
YLR154W-E	9
YLR155C	6
tS(AGA)L	0
YLR003C	63
YLR221C	51
YLR355C	1608
YLR464W	1
YLR446W	6
YLR237W	17
YLR441C	3258
YLR178C	16
YLR028C	200
YLR043C	333
YLR218C	3
YLR243W	30
YLR148W	30
YLR162W-A	1
YLR462W	3
RDN37-2	0
YLR095C	21
YLR199C	21
YLR154W-A	11
YLR154C	33
YLL064C	2
YLR461W	0
tL(UAA)L	0
YLR265C	34
YLR428C	1
YLR242C	15
YLR351C	113
YLR306W	10
YLR130C	41
YLL028W	33
YLR183C	29
tR(CCG)L	0
YLR042C	11
YLR396C	28
YLR122C	1
YLR326W	5
YLR024C	38
YLR442C	11
YLR380W	46
YLR061W	1733
YLR386W	30
YLR387C	21
YLR422W	50
YLR354C	636
YLR434C	0
YLL039C	93
YLR149C	3
YLR208W	220
RDN5-6	27
YLR115W	42
YLR005W	29
YLR147C	3
YLR076C	51
YLR162W	1
YLR451W	42
YLR212C	30
YLR454W	47
YLR437C-A	0
YLR064W	24
YLR132C	6
YLR182W	41
YLR038C	28
YLR107W	29
YLR139C	5
YLR305C	98
YLR339C	25
YLR062C	38
YLR334C	0
YLL002W	18
YLR070C	1
YLR157C	10
YLR226W	19
YLL048C	138
YLL024C	4510
YLR009W	72
YLR057W	8
YLR348C	54
YLR439W	8
YLR236C	0
YLR345W	15
YLR050C	27
YLR332W	11
YLR369W	13
YLL065W	0
tX(XXX)L	0
RDN5-1	32
YLR417W	31
YLR179C	366
YLR013W	0
YLR116W	23
YLR371W	35
YLR222C	112
YLR365W	1
YLR440C	31
YLR059C	62
YLR165C	5
YLR421C	47
YLL027W	46
YLR292C	70
YLR034C	32
YLR016C	11
YLR255C	2
YLR297W	20
YLR225C	35
YLR047C	4
YLL022C	14
tI(AAU)L1	0
YLR395C	19
YLL067C	17
YLR359W	207
YLR456W	11
YLR067C	14
RDN58-2	0
YLR040C	90
YLL013C	155
YLR320W	21
YLL045C	3300
YLR352W	21
YLR160C	6
YLR071C	51
YLR286C	207
YLR037C	1
YLL004W	21
YLR100W	99
YLR088W	16
YLR216C	281
YLL040C	156
YLR154C-G	0
YLR410W-B	65
YLR410W-A	0
YLR157C-A	0
YLR256W-A	127
YLR035C-A	178
YLR227W-A	0
YLR157C-B	294
YLR227W-B	332
YPL071C	8
YPL208W	42
YPL102C	0
YPL217C	83
YPL197C	1
YPR139C	33
YPR169W	63
YPL257W	2
snR41	12
YPL009C	87
YPL183C	82
YPR065W	24
YPR099C	0
YPR032W	33
tM(CAU)P	0
YPR194C	6
YPL084W	41
YPR101W	21
YPL179W	91
YPL224C	21
tG(GCC)P2	0
snR17b	4069
YPR204W	19
YPR103W	116
YPR155C	12
YPL250W-A	48
YPL244C	16
YPR141C	13
YPL275W	0
YPR156C	50
YPL240C	310
YPR188C	20
YPL111W	59
YPR119W	91
YPL192C	5
YPL059W	52
YPL218W	399
tI(AAU)P1	0
YPL264C	3
YPL198W	1352
YPL006W	26
YPR161C	49
YPL145C	193
YPL092W	9
YPR181C	403
YPR171W	22
YPR122W	53
YPL091W	120
YPL137C	63
YPL014W	18
YPL164C	17
YPL163C	22
YPR069C	376
YPL038W-A	0
YPR072W	100
YPR067W	18
YPL175W	25
YPL088W	10
YPL125W	53
YPL090C	2297
YPR120C	23
YPR198W	11
YPR053C	3
YPR106W	38
YPL250C	8
YPL051W	5
YPR013C	16
YPL121C	0
YPR068C	9
YPR160W-A	0
YPR202W	6
YPL270W	25
YPL248C	0
YPR058W	106
YPL004C	149
YPR110C	299
YPL042C	24
YPR149W	179
YPL172C	11
YPR009W	29
YPL039W	6
YPR051W	18
YPR134W	19
YPR118W	195
YPR019W	74
YPL213W	19
YPR121W	9
YPL054W	0
YPL123C	7
YPL144W	10
YPR036W-A	80
YPL140C	11
snR70	89
YPL202C	28
YPL114W	1
tI(AAU)P2	0
YPL045W	23
YPL267W	2
YPL133C	13
tA(AGC)P	0
YPL263C	108
YPL097W	6
YPR130C	4
YPR177C	1
YPR124W	43
YPR157W	11
YPR004C	80
YPR080W	10534
YPL162C	10
YPL200W	0
YPR057W	11
YPR100W	9
YPR033C	219
YPR174C	8
YPR151C	0
YPR180W	24
YPL210C	67
tC(GCA)P1	0
YPL155C	15
YPL225W	122
YPL081W	198
YPL266W	106
YPR002W	4
YPL127C	57
YPR108W	99
YPR172W	31
tF(GAA)P2	0
YPR200C	1
YPL058C	83
YPL073C	0
YPR197C	0
YPR088C	123
YPL254W	26
YPR010C-A	6
YPL223C	2
YPR056W	26
YPR006C	11
YPR129W	97
YPR199C	13
YPL062W	1
YPR113W	170
YPL166W	1
YPR020W	58
YPL160W	708
YPL147W	10
YPL107W	12
YPL169C	54
YPR169W-A	0
YPR170W-A	0
YPR014C	0
YPR049C	15
YPL087W	29
YPR115W	36
YPL184C	142
YPR111W	20
YPR203W	1
YPR189W	85
YPR034W	27
YPL189W	4
YPL246C	37
YPL020C	37
YPL255W	13
YPL196W	17
YPR135W	30
YPR044C	12
YPL061W	365
YPL238C	2
YPL052W	24
YPR112C	77
YPL186C	2
YPR148C	54
YPL276W	1
YPL280W	0
YPR143W	28
YPL261C	0
YPL034W	18
YPL116W	27
YPL131W	3577
YPR017C	8
YPL012W	172
YPL017C	1
YPL010W	148
YPR173C	32
YPL233W	12
YPR024W	40
YPL152W-A	0
YPL187W	900
YPR191W	90
YPR170C	2
YPR123C	1
YPR142C	1
YPL063W	31
YPR007C	1
YPR084W	15
YPL149W	32
YPL089C	18
YPR166C	128
YPR167C	9
YPL231W	1101
YPR025C	20
YPL098C	32
YPR147C	30
YPL129W	66
YPR153W	0
YPR164W	60
YPL026C	21
YPR001W	1
YPL282C	0
YPR178W	13
YPR061C	14
YPL180W	29
YPL142C	25
YPL019C	161
YPL258C	5
YPL022W	39
YPL279C	16
YPL044C	1
YPR193C	0
YPL001W	34
YPR083W	16
YPR195C	0
YPL057C	16
YPL211W	117
YPL041C	15
YPR003C	7
YPL181W	14
YPR168W	4
YPL185W	0
YPL040C	18
YPL070W	23
YPR159W	83
YPL002C	17
snR51	6
YPL227C	29
YPL067C	14
YPL236C	15
YPL151C	12
YPL234C	125
YPL015C	67
YPR035W	756
YPR037C	14
YPR184W	10
YPL135W	40
YPL215W	19
YPL112C	33
tK(UUU)P	0
YPR146C	16
YPR087W	3
tW(CCA)P	2
YPL154C	183
YPL136W	0
YPR094W	7
YPR074C	1572
YPL056C	1
YPL189C-A	10
YPR082C	13
YPR133C	54
YPL047W	8
YPL077C	4
YPR016W-A	0
YPL272C	2
YPR050C	2
YPR108W-A	0
YPR070W	33
YPL176C	15
YPL220W	2309
YPL065W	32
YPL074W	20
YPL032C	93
YPL167C	11
tN(GUU)P	0
YPR185W	29
YPR160C-A	2
YPL038W	12
YPR145W	761
YPL165C	2
YPL193W	26
YPL003W	13
YPL178W	94
YPL013C	13
YPR012W	0
YPR042C	57
YPL103C	13
YPR028W	311
YPR039W	0
YPR089W	30
YPL075W	56
YPR196W	5
YPR077C	0
YPL024W	20
YPR008W	39
YPR071W	14
YPL182C	3
tC(GCA)P2	0
YPR062W	99
YPL277C	3
YPR125W	30
YPR131C	31
YPL221W	36
YPR073C	73
YPL262W	150
snR45	718
YPR036W	450
YPL031C	50
YPL237W	474
YPL053C	15
YPR109W	28
YPR159C-A	0
YPL122C	79
YPL085W	85
YPR104C	38
YPR186C	12
YPR201W	0
YPL138C	5
YPR030W	8
YPR190C	55
YPL043W	51
YPL108W	7
YPL105C	54
YPL168W	10
YPR018W	25
YPR132W	1616
YPL222C-A	1
YPR137W	43
YPL219W	11
tS(UGA)P	0
YPL029W	22
YPL113C	3
YPL190C	37
YPL241C	45
YPL281C	2
YPL023C	72
YPR043W	726
YPR116W	3
YPL252C	45
YPR047W	19
YPL119C-A	2
YPL194W	5
YPL157W	14
YPL177C	59
YPR165W	340
YPL037C	1186
YPR093C	9
tG(GCC)P1	0
YPR066W	7
YPL247C	15
YPL101W	61
YPL064C	21
YPL256C	58
YPL099C	8
YPR023C	49
YPL093W	266
YPL134C	3
YPL153C	13
YPL222W	7
YPR075C	23
YPL118W	42
YPL239W	68
YPR136C	1
YPL033C	0
YPR045C	60
YPR038W	0
YPR011C	13
YPL100W	15
YPL076W	8
YPL027W	0
YPL271W	31
YPL128C	22
YPL139C	13
YPL005W	6
YPL148C	5
YPL080C	0
YPL265W	60
snR59	1
YPR052C	51
YPR145C-A	0
YPL096W	7
YPR078C	0
YPL104W	14
YPR074W-A	0
YPL283W-B	0
YPR162C	17
YPL030W	45
YPL069C	30
YPL188W	25
YPL201C	3
YPL207W	19
YPR021C	22
YPL253C	16
YPR040W	21
YPL143W	1198
YPL132W	23
YPL171C	2
YPL126W	239
YPR063C	116
YPR187W	90
YPL007C	14
YPL209C	15
YPR182W	18
YPL242C	51
YPL205C	0
YPL278C	0
YPR086W	61
YPR117W	27
YPL096C-A	4
YPR092W	0
YPL086C	95
YPR005C	2
YPR046W	10
tK(CUU)P	0
YPL269W	12
YPL135C-A	2
YPR105C	43
YPL158C	46
tE(UUC)P	1
YPL094C	115
YPR176C	15
YPL191C	14
YPR204C-A	1
YPR163C	296
YPL229W	6
YPR160W	21
YPL049C	61
YPL066W	29
YPL183W-A	15
YPL235W	81
YPL141C	31
tF(GAA)P1	0
YPR144C	67
YPL249C-A	845
YPR128C	33
YPR054W	0
YPL156C	4
YPL173W	18
YPR098C	42
YPL260W	46
YPL251W	2
YPL016W	55
YPR095C	28
YPR079W	2
YPR010C	566
YPL046C	3
YPL021W	0
YPL268W	19
YPL283C	40
YPL206C	22
YPR055W	32
YPR138C	33
YPL243W	82
YPR127W	28
YPL095C	79
YPR027C	0
YPL232W	69
YPL124W	9
YPR041W	241
YPL083C	33
YPL048W	276
YPL120W	17
YPL117C	128
YPR126C	0
YPR091C	15
YPR059C	3
YPL214C	42
YPL203W	14
YPL273W	238
YPR081C	8
YPL011C	13
YPR097W	64
YPL274W	38
YPR158W	25
YPL050C	41
YPR114W	31
YPL110C	16
YPL161C	24
YPR022C	27
tT(UGU)P	0
YPR175W	31
YPL068C	5
YPL055C	11
YPL079W	1628
YPL150W	12
YPR192W	2
YPL226W	520
YPL115C	33
YPL283W-A	2
YPL170W	15
YPL245W	50
YPR140W	19
YPR048W	26
YPR102C	1589
YPL036W	10
YPR015C	1
YPR133W-A	19
YPL146C	70
YPR107C	10
YPL035C	0
YPL082C	84
YPR064W	3
YPL216W	8
YPL152W	18
YPL230W	3
YPL159C	21
YPR183W	129
YPL204W	77
YPL109C	17
YPL249C	12
YPR154W	18
YPR026W	5
YPR076W	1
YPR170W-B	19
YPR016C	301
YPL060W	10
YPR029C	71
YPR002C-A	2
YPL106C	1705
YPR085C	13
YPL008W	15
YPR152C	3
YPL212C	97
YPL119C	2
YPL078C	134
YPL195W	71
YPL025C	0
YPR060C	67
YPL199C	64
YPL228W	25
YPL018W	5
YPL259C	30
YPR150W	0
YPL072W	5
YPL130W	0
YPR179C	30
YPR096C	1
YPL028W	295
YPL174C	9
YPR031W	12
YPL257W-A	0
YPR158W-A	0
YPL257W-B	280
YPR158C-D	292
YPR137C-A	0
YPR137C-B	261
YPR158W-B	246
YPL060C-A	7
YPR158C-C	0
YMR172W	9
YMR027W	81
YML089C	0
YMR290C	172
