Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IP3.bam
YGR091W	22
YGR200C	168
YGR191W	187
YGR270C-A	1
YGL227W	27
YGR081C	33
YGL243W	21
YGL194C-A	10
YGR148C	1690
YGL136C	16
YGR276C	63
YGL129C	49
tR(UCU)G2	0
YGR053C	6
YGR069W	0
YGL224C	35
YGL193C	0
YGL020C	48
YGL177W	1
YGL189C	2390
YGR122W	29
YGL003C	41
YGR210C	146
tG(GCC)G1	1
YGR079W	39
YGL115W	95
YGL105W	483
YGR026W	89
YGR087C	1
YGR278W	13
YGR042W	13
YGR043C	3
YGL165C	2
YGR110W	2
YGR089W	86
YGL158W	2
YGR262C	57
YGL200C	260
YGL117W	21
YGL186C	55
YGR010W	19
YGR198W	74
YGR137W	14
YGL058W	78
YGL226W	10
YGL055W	489
YGL184C	12
YGL024W	0
tV(AAC)G3	0
YGL151W	106
YGR101W	25
YGL230C	0
YGR103W	381
YGR096W	12
YGR112W	16
tI(AAU)G	1
YGL013C	80
YGL076C	2629
YGR067C	0
YGR094W	1258
YGL226C-A	54
YGR045C	1
YGR175C	513
YGL008C	7989
YGR115C	3
YGR108W	122
YGR218W	362
YGR205W	31
YGL073W	44
YGL009C	1638
YGL095C	55
YGL137W	539
YGL214W	1
YGR105W	56
YGR001C	134
tK(UUU)G1	3
YGL217C	1
YGL173C	783
YGL086W	55
YGR223C	44
tS(AGA)G	0
YGR077C	47
YGL052W	1
YGR285C	779
YGL080W	23
YGL207W	337
YGR261C	141
YGR226C	0
YGL140C	209
YGL078C	182
YGL199C	15
YGR164W	1
YGR150C	48
YGL006W-A	0
YGR196C	37
YGL197W	97
YGR136W	30
YGR153W	1
YGL159W	27
YGR286C	50
YGL254W	16
tH(GUG)G1	1
YGR023W	7
snR48	11
YGL063W	13
YGL154C	13
YGL035C	63
YGR009C	66
YGR034W	1849
YGL064C	23
YGR118W	2443
YGR277C	44
YGR232W	103
YGR227W	27
YGL142C	39
YGL143C	40
YGR222W	39
YGL045W	11
YGL253W	1212
YGR257C	45
YGL131C	57
YGR064W	2
YGR263C	16
YGL049C	107
YGR296C-B	5
YGL202W	501
YGL258W-A	0
YGR133W	20
YGR109C	14
YGR037C	170
YGL077C	184
YGR111W	54
YGR016W	7
YGR245C	222
YGR287C	6
YGL244W	78
YGL057C	12
YGL187C	93
YGR180C	663
YGR116W	445
YGL181W	40
YGR202C	51
YGL127C	29
YGR203W	9
YGL150C	205
YGR134W	50
YGR095C	56
YGR214W	1965
YGR269W	0
YGR176W	1
YGL263W	12
YGR057C	19
YGL074C	0
YGR007W	107
YGR241C	28
YGR127W	20
YGL219C	27
YGL061C	15
YGR083C	126
YGL038C	53
YGL047W	29
YGR244C	102
YGR289C	13
YGL089C	1455
YGL180W	26
YGR146C	8
YGL149W	1
YGL242C	55
YGR106C	426
YGR004W	20
YGR209C	368
YGR052W	5
YGR158C	60
YGR003W	15
YGR219W	0
YGL247W	16
YGR170W	61
YGR246C	40
YGL183C	0
YGR160W	25
YGR204C-A	1
YGR039W	0
YGL059W	18
YGL123W	5876
YGL099W	125
YGR102C	17
YGL233W	69
YGL072C	1
YGL056C	33
YGR104C	14
YGR240C	2184
YGR243W	5
YGR275W	34
YGL088W	0
YGR020C	258
YGR100W	65
YGR231C	121
YGR215W	28
YGR018C	5
YGL152C	1
YGL212W	17
YGL066W	27
YGL060W	41
YGL185C	42
YGR145W	130
YGL011C	271
YGR147C	72
YGR036C	12
YGL122C	82
YGL261C	0
YGL041C	1
YGR099W	35
YGR046W	32
YGL188C-A	1
YGR216C	34
tG(UCC)G	4
YGR047C	68
YGR238C	17
YGR282C	529
YGL132W	1
tA(AGC)G	0
YGR169C	18
YGR063C	43
YGR256W	8
YGL036W	44
YGR192C	15494
YGL191W	105
YGR051C	0
YGR013W	27
YGR123C	161
YGL209W	21
YGL163C	54
YGR296C-A	1
YGL178W	56
YGL092W	234
YGR132C	162
YGL208W	13
tL(GAG)G	0
YGR059W	1
YGR114C	0
YGR128C	126
YGL246C	76
YGL190C	89
YGR033C	102
YGL112C	92
YGL001C	113
YGR168C	17
YGL093W	39
YGR120C	28
YGR027C	2262
YGL259W	1
YGR294W	1
YGR124W	832
YGL103W	5619
YGL062W	190
YGR049W	11
snR39	23
YGR076C	17
YGL161C	66
YGR062C	28
tV(AAC)G1	1
YGL237C	10
YGR024C	81
YGR184C	293
YGR292W	4
YGR151C	0
YGL034C	0
YGL067W	102
YGR072W	14
YGL229C	29
YGR055W	110
YGL044C	39
YGL054C	139
YGL119W	36
YGR068W-A	0
YGR206W	6
YGR121W-A	2
YGL130W	50
YGL042C	4
YGR090W	284
YGR221C	25
YGR143W	87
tR(UCU)G1	0
YGL218W	3
YGL198W	62
YGL083W	49
tC(GCA)G	2
YGR071C	44
YGR259C	4
YGR058W	14
YGL195W	1841
YGL192W	7
YGL206C	950
YGR060W	202
YGL257C	55
YGL236C	33
YGR138C	68
YGR015C	9
YGL023C	40
YGL144C	24
YGL071W	36
tK(CUU)G3	0
YGR080W	38
YGL116W	60
YGR035C	9
YGL201C	93
YGR212W	10
YGR154C	11
YGL241W	57
YGL262W	1
YGR247W	39
YGR199W	67
YGL260W	0
YGR179C	18
YGR011W	1
YGL111W	130
snR39B	37
YGR073C	5
YGR155W	960
YGL114W	61
YGL255W	85
YGR066C	1
YGR233C	54
YGR092W	57
YGL041W-A	31
YGR171C	23
tW(CCA)G2	2
YGL171W	56
YGL029W	25
YGR040W	18
YGR220C	37
YGR268C	16
YGL147C	3689
tK(CUU)G1	0
YGR144W	4
YGR178C	204
YGR113W	36
YGL203C	88
YGL048C	208
YGR207C	61
YGR258C	23
YGL091C	33
YGR093W	44
YGR119C	99
YGR213C	4
YGR061C	1164
YGL182C	0
YGR139W	0
YGR121C	10
YGL043W	94
YGR280C	40
YGL085W	25
YGL031C	2122
YGR117C	53
YGR254W	2238
YGR235C	60
YGL124C	26
YGR236C	0
YGL164C	16
YGR293C	0
tL(CAA)G1	0
YGR264C	714
YGL234W	451
YGL109W	3
YGL238W	227
YGL041C-B	0
YGR056W	38
YGR201C	12
YGR239C	11
YGR169C-A	6
YGR185C	335
YGR189C	126
YGR022C	0
YGR290W	1
YGL205W	5
tK(CUU)G2	0
YGL221C	145
YGL108C	6
YGL069C	21
YGL135W	2462
YGR253C	287
YGL053W	18
YGL101W	60
YGR271C-A	50
YGR267C	148
YGR234W	438
YGL251C	14
YGL141W	38
YGL245W	800
YGL007W	0
YGL005C	39
YGL215W	130
YGR173W	107
YGL249W	1
YGR161W-C	1
YGR229C	174
YGR070W	26
YGR135W	296
YGL014C-A	0
YGR225W	2
YGL258W	2
tT(UGU)G1	0
YGL139W	86
YGL172W	99
YGR088W	16
YGL126W	45
YGR140W	36
YGR129W	5
YGL027C	82
tL(CAA)G2	0
YGL231C	119
YGL019W	130
tR(UCU)G3	0
YGR017W	88
YGR107W	0
YGL039W	44
tL(CAA)G3	0
YGL123C-A	184
YGL002W	34
YGR044C	61
YGR193C	76
YGL033W	0
YGR165W	64
YGL030W	1877
YGL128C	6
YGL063C-A	0
YGL007C-A	0
YGL175C	14
YGL223C	26
YGR190C	1
YGL004C	23
YGL148W	569
YGR281W	167
tH(GUG)G2	4
tF(GAA)G	0
YGR078C	43
YGL133W	82
tV(AAC)G2	1
YGR295C	74
YGR048W	40
YGR065C	35
YGL051W	4
YGL220W	31
YGR019W	37
YGL010W	12
YGL090W	10
YGR054W	144
YGR174W-A	0
YGL032C	1
tE(UUC)G2	5
YGL179C	25
tE(UUC)G3	2
YGR002C	29
YGL134W	18
YGL235W	3
YGL006W	159
YGR028W	29
YGR283C	36
YGR249W	12
snR82	2834
snR7-L	1
YGL232W	85
YGL157W	93
YGL118C	1
YGR012W	31
YGR242W	0
YGR014W	158
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	1015
YGR038C-B	858
YGR161C-D	782
YGR161W-A	0
YGR109W-B	70
YGR161W-B	211
YLL050C	611
YLL032C	32
YLR466W	105
YLR054C	4
YLR437C	38
YLR217W	6
YLL056C	8
YLR128W	11
YLR279W	2
YLR075W	8607
YLR052W	46
YLR159C-A	2
YLR025W	41
YLR049C	65
YLR308W	1
YLR032W	57
ETS2-2	13
YLR251W	6
YLR321C	40
YLR327C	4
YLR154C-H	0
YLR247C	110
YLR167W	6356
YLR220W	61
YLR455W	43
YLR282C	1
YLR094C	28
YLR272C	74
YLR264C-A	7
YLR338W	1
YLR181C	26
YLR458W	1
YLR180W	789
YLR250W	103
YLR222C-A	8
YLR424W	15
YLR253W	38
YLR390W-A	48
YLR233C	17
YLR347W-A	1
YLR117C	37
YLR110C	1579
YLR072W	36
YLR069C	70
YLR403W	88
YLR008C	83
YLR231C	37
YLR264W	138
YLR164W	1
YLR079W	43
YLR103C	19
YLR170C	20
YLR228C	48
YLL036C	56
YLR467C-A	4
YLR198C	9
snR61	1
YLR411W	2
YLR056W	266
YLR429W	193
YLL060C	3
YLR310C	187
YLR342W	3188
YLR017W	167
tL(UAG)L2	0
YLR304C	606
YLL052C	7
YLR027C	544
YLR214W	60
ITS2-2	5013
YLL062C	3
YLR378C	237
YLR023C	54
YLR425W	41
YLR073C	32
YLL008W	147
YLL063C	7
YLR449W	200
YLL046C	0
YLR089C	124
RDN18-1	0
YLR020C	54
YLR190W	105
YLR045C	40
YLR285W	106
YLR322W	1
YLR276C	195
YLR346C	1
YLR156W	0
YLR135W	12
YLR261C	0
YLL066C	88
YLR077W	43
YLR144C	30
YLR414C	62
YLR030W	2
YLR301W	324
YLR252W	3
YLR427W	59
YLR200W	47
YLR150W	2000
YLL021W	177
YLR078C	61
YLR153C	541
YLR404W	13
YLR014C	31
YLL005C	3
tQ(UUG)L	0
YLR262C	17
YLR296W	0
YLR234W	19
YLR096W	135
YLR271W	10
YLR033W	49
YLR278C	76
YLL055W	19
YLR266C	34
YLL030C	0
YLR323C	15
YLR007W	29
YLR406C-A	0
YLL015W	120
YLR343W	13
YLR269C	0
tN(GUU)L	0
YLR210W	18
YLR058C	237
YLR145W	4
YLR080W	4
YLR443W	30
YLR325C	865
YLL006W	27
YLR074C	110
RDN5-5	74
YLR311C	0
YLR191W	17
YLR235C	0
YLR364C-A	0
ITS2-1	4976
YLR288C	18
YLL001W	55
YLR409C	201
YLR099C	37
YLR131C	34
YLR362W	24
YLR256W	333
YLR068W	10
YLR101C	6
YLR341W	3
YLL054C	36
YLR186W	168
YLR143W	60
YLR368W	35
YLR393W	10
YLR176C	7
YLR126C	19
YLR099W-A	13
YLR423C	10
YLR357W	100
YLR197W	746
ETS1-1	10291
YLR187W	39
RDN5-2	67
YLL034C	150
YLL023C	29
YLR065C	63
YLL031C	99
YLR419W	122
YLR149C-A	3
YLR294C	23
YLR405W	37
YLR157C-C	1
YLR463C	0
YLR026C	31
YLR267W	1
YLR093C	81
YLR085C	38
YLR246W	20
YLR433C	55
YLR227C	8
YLR012C	0
YLR111W	1
YLR152C	30
YLR370C	64
YLL026W	373
YLR289W	16
YLL066W-B	1
YLR114C	104
YLR213C	6
YLR146C	76
YLR445W	0
RDN18-2	0
YLR169W	0
YLR202C	5
YLL053C	9
YLR333C	893
YLR082C	17
YLR193C	21
YLL043W	127
YLR337C	19
YLL066W-A	1
YLR039C	53
YLR457C	8
YLR377C	0
YLR104W	19
YLR319C	26
YLR184W	0
YLR317W	1
YLL003W	38
YLR004C	3
YLR407W	32
YLR336C	70
YLR430W	225
YLR436C	80
YLR347C	296
YLR324W	39
tV(AAC)L	0
YLR460C	19
YLR113W	191
YLR046C	8
YLR125W	3
YLR196W	175
YLR363W-A	21
YLL061W	3
YLR119W	16
snR57	18
YLL020C	4
YLR163C	65
YLL014W	68
YLR129W	230
tD(GUC)L2	0
YLR173W	19
YLR090W	56
YLR286W-A	6
snR55	61
YLR259C	694
YLR219W	45
YLR401C	108
YLL058W	27
YLR177W	52
YLR415C	0
YLR467W	155
YLR302C	4
YLR185W	1255
YLR060W	503
YLR313C	17
YLR303W	204
YLR154W-B	92
YLL029W	92
YLL047W	0
YLR285C-A	29
YLR001C	39
snR79	12
YLR465C	1
YLR015W	21
YLR432W	691
YLR081W	4
YLR166C	94
YLR383W	38
YLR035C	24
YLR044C	10698
YLR293C	709
YLR399W-A	1
YLR192C	169
YLR300W	467
YLR098C	41
YLR448W	1425
YLR381W	18
YLR280C	0
snR44	758
YLR367W	481
YLR309C	60
YLR299W	30
YLR224W	75
YLR029C	4997
YLR373C	45
YLR092W	12
YLL018C-A	13
RDN25-2	0
YLR066W	52
RDN58-1	0
YLR146W-A	3
YLR175W	553
YLR402W	1
YLR158C	8
YLL051C	57
YLR314C	146
YLR438C-A	53
YLR209C	45
YLR019W	73
YLR123C	1
YLR353W	42
YLR361C	31
YLL033W	7
YLR389C	176
YLR438W	65
YLR290C	40
YLR270W	41
YLR194C	36
YLR006C	43
YLR223C	89
YLR195C	96
YLL016W	14
YLL067W-A	2
YLR398C	172
YLR418C	41
YLR010C	2
YLR307W	2
YLR356W	17
YLR431C	7
YLR109W	476
tI(UAU)L	13
YLR364W	11
YLR106C	1931
YLR083C	204
YLR274W	62
YLR413W	335
YLR412C-A	0
YLR340W	2736
YLR055C	47
YLR254C	21
YLL017W	1
YLR121C	27
tA(AGC)L	0
YLL042C	4
YLR157W-D	0
YLR211C	5
YLR400W	0
YLR105C	32
YLR142W	4
YLR376C	13
YLR318W	12
YLR239C	30
YLR262C-A	134
tE(UUC)L	6
YLL037W	3
YLR452C	305
YLR372W	233
YLR154W-C	1291
ETS2-1	19
YLR363C	22
YLR207W	40
YLR312W-A	45
YLR188W	80
YLR011W	10
YLR159W	0
YLR328W	51
YLR171W	1
YLR241W	58
YLR245C	13
YLR360W	24
snR30	7358
YLR205C	4
RDN25-1	0
YLR161W	0
YLR287C	83
YLR366W	0
YLR410W	203
YLR230W	22
YLR097C	23
YLR397C	112
YLR120C	85
YLR335W	146
YLR399C	206
YLL044W	143
YLR453C	8
YLL057C	2
YLR388W	189
YLR249W	12106
YLR151C	4
YLR260W	45
YLL010C	35
YLR133W	42
YLR329W	0
snR6	81
YLL011W	87
YLR384C	497
YLR203C	80
YLR156C-A	1
YLR394W	13
YLR021W	30
YLR331C	0
YLR450W	148
YLR140W	0
YLR157W-E	2
YLR390W	7
YLR291C	177
RDN5-4	72
YLR408C	1
YLR240W	61
YLR018C	33
YLR344W	807
YLR412W	44
YLR447C	651
YLR361C-A	12
YLR112W	4
YLR435W	66
YLR084C	141
snR34	2737
YLR091W	17
YLR275W	17
YLR102C	7
YLR263W	13
YLR379W	5
tL(UAG)L1	0
YLR459W	29
YLR316C	35
YLR277C	57
tP(UGG)L	1
YLR229C	251
YLR120W-A	1
YLR048W	2128
YLL059C	2
YLR238W	19
YLR283W	23
YLR298C	20
YLR232W	3
YLR086W	77
YLR053C	0
YLL041C	28
YLR330W	150
YLR244C	250
YLR299C-A	0
YLL019W-A	0
YLR258W	55
YLR174W	6
YLR444C	0
YLR315W	1
YLR374C	5
YLR154W-F	137
tR(ACG)L	0
YLR172C	183
YLR273C	7
tK(UUU)L	0
YLL012W	43
YLR022C	112
YLR382C	37
YLR041W	0
YLR466C-A	3
YLR268W	74
YLR420W	385
ITS1-1	1855
YLR137W	21
YLR087C	206
YLL049W	21
tL(CAA)L	1
RDN37-1	0
YLR426W	26
YLL035W	38
YLL009C	23
YLR036C	15
YLR118C	77
ETS1-2	10078
YLR406C	454
ITS1-2	1795
YLR136C	6
YLR385C	8
YLR281C	0
YLR138W	152
YLL019C	37
YLR284C	4
YLR295C	40
YLR307C-A	0
YLR349W	16
YLR248W	128
YLL006W-A	0
YLR127C	22
YLR002C	118
YLR168C	30
YLR342W-A	26
YLR031W	0
RDN5-3	78
YLR189C	79
YLR358C	1
YLR134W	85
YLR051C	41
YLR466C-B	1
YLR215C	24
YLR206W	64
tI(AAU)L2	0
YLR201C	28
YLL018C	451
YLL025W	0
YLR392C	17
YLR063W	25
tA(UGC)L	1
YLR124W	0
YLR350W	63
YLR312C	2
YLR204W	24
YLL007C	30
YLR141W	15
tD(GUC)L1	0
YLL038C	33
YLR257W	191
YLR108C	11
YLR163W-A	0
YLR416C	0
YLR375W	95
YLR287C-A	680
YLR154W-E	165
YLR155C	15
tS(AGA)L	1
YLR003C	82
YLR221C	95
YLR355C	1649
YLR464W	8
YLR446W	9
YLR237W	50
YLR441C	3826
YLR178C	18
YLR028C	276
YLR043C	392
YLR218C	9
YLR243W	42
YLR148W	50
YLR162W-A	16
YLR462W	14
RDN37-2	0
YLR095C	55
YLR199C	22
YLR154W-A	199
YLR154C	38
YLL064C	2
YLR461W	1
tL(UAA)L	0
YLR265C	43
YLR428C	1
YLR242C	15
YLR351C	199
YLR306W	17
YLR130C	103
YLL028W	87
YLR183C	51
tR(CCG)L	0
YLR042C	5
YLR396C	32
YLR122C	0
YLR326W	3
YLR024C	113
YLR442C	42
YLR380W	55
YLR061W	1706
YLR386W	39
YLR387C	69
YLR422W	143
YLR354C	656
YLR434C	0
YLL039C	104
YLR149C	6
YLR208W	288
RDN5-6	72
YLR115W	71
YLR005W	29
YLR147C	24
YLR076C	286
YLR162W	13
YLR451W	41
YLR212C	43
YLR454W	244
YLR437C-A	1
YLR064W	39
YLR132C	11
YLR182W	50
YLR038C	45
YLR107W	30
YLR139C	7
YLR305C	278
YLR339C	50
YLR062C	71
YLR334C	0
YLL002W	17
YLR070C	6
YLR157C	14
YLR226W	36
YLL048C	625
YLL024C	4706
YLR009W	128
YLR057W	48
YLR348C	103
YLR439W	12
YLR236C	0
YLR345W	14
YLR050C	28
YLR332W	21
YLR369W	32
YLL065W	0
tX(XXX)L	3
RDN5-1	87
YLR417W	18
YLR179C	570
YLR013W	0
YLR116W	22
YLR371W	105
YLR222C	159
YLR365W	0
YLR440C	48
YLR059C	80
YLR165C	13
YLR421C	84
YLL027W	69
YLR292C	112
YLR034C	85
YLR016C	21
YLR255C	1
YLR297W	13
YLR225C	66
YLR047C	22
YLL022C	41
tI(AAU)L1	0
YLR395C	38
YLL067C	89
YLR359W	298
YLR456W	9
YLR067C	30
RDN58-2	0
YLR040C	86
YLL013C	98
YLR320W	40
YLL045C	3670
YLR352W	19
YLR160C	20
YLR071C	104
YLR286C	380
YLR037C	2
YLL004W	31
YLR100W	152
YLR088W	71
YLR216C	380
YLL040C	462
YLR154C-G	0
YLR410W-B	223
YLR410W-A	0
YLR157C-A	0
YLR256W-A	289
YLR035C-A	653
YLR227W-A	0
YLR157C-B	996
YLR227W-B	996
YPL071C	8
YPL208W	59
YPL102C	4
YPL217C	277
YPL197C	5
YPR139C	41
YPR169W	108
YPL257W	2
snR41	173
YPL009C	143
YPL183C	154
YPR065W	17
YPR099C	1
YPR032W	55
tM(CAU)P	1
YPR194C	5
YPL084W	58
YPR101W	25
YPL179W	116
YPL224C	32
tG(GCC)P2	0
snR17b	5109
YPR204W	75
YPR103W	177
YPR155C	22
YPL250W-A	178
YPL244C	66
YPR141C	14
YPL275W	1
YPR156C	99
YPL240C	453
YPR188C	35
YPL111W	87
YPR119W	92
YPL192C	12
YPL059W	100
YPL218W	533
tI(AAU)P1	1
YPL264C	7
YPL198W	1237
YPL006W	106
YPR161C	76
YPL145C	205
YPL092W	28
YPR181C	409
YPR171W	30
YPR122W	91
YPL091W	178
YPL137C	139
YPL014W	18
YPL164C	21
YPL163C	46
YPR069C	423
YPL038W-A	2
YPR072W	138
YPR067W	36
YPL175W	38
YPL088W	17
YPL125W	118
YPL090C	3964
YPR120C	20
YPR198W	49
YPR053C	3
YPR106W	37
YPL250C	14
YPL051W	23
YPR013C	13
YPL121C	0
YPR068C	11
YPR160W-A	0
YPR202W	18
YPL270W	75
YPL248C	7
YPR058W	112
YPL004C	188
YPR110C	353
YPL042C	39
YPR149W	263
YPL172C	23
YPR009W	47
YPL039W	14
YPR051W	43
YPR134W	13
YPR118W	222
YPR019W	88
YPL213W	26
YPR121W	22
YPL054W	2
YPL123C	14
YPL144W	14
YPR036W-A	45
YPL140C	24
snR70	475
YPL202C	29
YPL114W	3
tI(AAU)P2	0
YPL045W	34
YPL267W	9
YPL133C	37
tA(AGC)P	1
YPL263C	134
YPL097W	13
YPR130C	11
YPR177C	0
YPR124W	68
YPR157W	15
YPR004C	94
YPR080W	14083
YPL162C	15
YPL200W	0
YPR057W	27
YPR100W	33
YPR033C	380
YPR174C	10
YPR151C	0
YPR180W	44
YPL210C	89
tC(GCA)P1	0
YPL155C	30
YPL225W	187
YPL081W	330
YPL266W	162
YPR002W	4
YPL127C	80
YPR108W	149
YPR172W	44
tF(GAA)P2	0
YPR200C	0
YPL058C	304
YPL073C	1
YPR197C	5
YPR088C	217
YPL254W	55
YPR010C-A	19
YPL223C	8
YPR056W	31
YPR006C	14
YPR129W	80
YPR199C	31
YPL062W	1
YPR113W	212
YPL166W	3
YPR020W	63
YPL160W	1376
YPL147W	15
YPL107W	16
YPL169C	89
YPR169W-A	0
YPR170W-A	0
YPR014C	1
YPR049C	32
YPL087W	44
YPR115W	119
YPL184C	185
YPR111W	19
YPR203W	3
YPR189W	158
YPR034W	64
YPL189W	2
YPL246C	63
YPL020C	43
YPL255W	25
YPL196W	27
YPR135W	55
YPR044C	52
YPL061W	413
YPL238C	26
YPL052W	24
YPR112C	141
YPL186C	1
YPR148C	76
YPL276W	0
YPL280W	0
YPR143W	60
YPL261C	0
YPL034W	13
YPL116W	57
YPL131W	4243
YPR017C	21
YPL012W	379
YPL017C	0
YPL010W	183
YPR173C	112
YPL233W	20
YPR024W	115
YPL152W-A	0
YPL187W	1140
YPR191W	121
YPR170C	10
YPR123C	7
YPR142C	3
YPL063W	72
YPR007C	1
YPR084W	16
YPL149W	39
YPL089C	28
YPR166C	71
YPR167C	13
YPL231W	3727
YPR025C	39
YPL098C	53
YPR147C	45
YPL129W	89
YPR153W	7
YPR164W	126
YPL026C	36
YPR001W	1
YPL282C	0
YPR178W	20
YPR061C	7
YPL180W	46
YPL142C	50
YPL019C	182
YPL258C	10
YPL022W	97
YPL279C	23
YPL044C	7
YPR193C	0
YPL001W	41
YPR083W	15
YPR195C	1
YPL057C	34
YPL211W	198
YPL041C	23
YPR003C	28
YPL181W	49
YPR168W	12
YPL185W	1
YPL040C	31
YPL070W	30
YPR159W	228
YPL002C	29
snR51	21
YPL227C	53
YPL067C	15
YPL236C	16
YPL151C	26
YPL234C	237
YPL015C	83
YPR035W	995
YPR037C	42
YPR184W	49
YPL135W	52
YPL215W	39
YPL112C	37
tK(UUU)P	0
YPR146C	17
YPR087W	7
tW(CCA)P	2
YPL154C	334
YPL136W	7
YPR094W	14
YPR074C	1685
YPL056C	1
YPL189C-A	7
YPR082C	25
YPR133C	67
YPL047W	16
YPL077C	7
YPR016W-A	1
YPL272C	3
YPR050C	2
YPR108W-A	0
YPR070W	50
YPL176C	61
YPL220W	2312
YPL065W	10
YPL074W	37
YPL032C	129
YPL167C	35
tN(GUU)P	0
YPR185W	32
YPR160C-A	1
YPL038W	24
YPR145W	1080
YPL165C	2
YPL193W	36
YPL003W	15
YPL178W	107
YPL013C	25
YPR012W	0
YPR042C	91
YPL103C	24
YPR028W	310
YPR039W	0
YPR089W	69
YPL075W	104
YPR196W	9
YPR077C	0
YPL024W	31
YPR008W	57
YPR071W	11
YPL182C	2
tC(GCA)P2	2
YPR062W	171
YPL277C	7
YPR125W	35
YPR131C	47
YPL221W	118
YPR073C	96
YPL262W	230
snR45	2011
YPR036W	636
YPL031C	60
YPL237W	589
YPL053C	74
YPR109W	35
YPR159C-A	0
YPL122C	80
YPL085W	302
YPR104C	59
YPR186C	22
YPR201W	2
YPL138C	29
YPR030W	4
YPR190C	82
YPL043W	145
YPL108W	10
YPL105C	120
YPL168W	30
YPR018W	32
YPR132W	2858
YPL222C-A	5
YPR137W	102
YPL219W	14
tS(UGA)P	0
YPL029W	36
YPL113C	5
YPL190C	79
YPL241C	41
YPL281C	2
YPL023C	97
YPR043W	1015
YPR116W	8
YPL252C	56
YPR047W	18
YPL119C-A	0
YPL194W	14
YPL157W	36
YPL177C	76
YPR165W	457
YPL037C	1367
YPR093C	11
tG(GCC)P1	0
YPR066W	14
YPL247C	30
YPL101W	88
YPL064C	25
YPL256C	84
YPL099C	15
YPR023C	71
YPL093W	429
YPL134C	22
YPL153C	15
YPL222W	11
YPR075C	46
YPL118W	87
YPL239W	98
YPR136C	2
YPL033C	0
YPR045C	89
YPR038W	1
YPR011C	33
YPL100W	27
YPL076W	12
YPL027W	0
YPL271W	35
YPL128C	43
YPL139C	20
YPL005W	10
YPL148C	1
YPL080C	0
YPL265W	129
snR59	1
YPR052C	81
YPR145C-A	0
YPL096W	19
YPR078C	0
YPL104W	22
YPR074W-A	2
YPL283W-B	4
YPR162C	38
YPL030W	66
YPL069C	18
YPL188W	24
YPL201C	3
YPL207W	131
YPR021C	45
YPL253C	12
YPR040W	18
YPL143W	1592
YPL132W	36
YPL171C	2
YPL126W	286
YPR063C	90
YPR187W	194
YPL007C	27
YPL209C	8
YPR182W	29
YPL242C	146
YPL205C	0
YPL278C	2
YPR086W	113
YPR117W	128
YPL096C-A	4
YPR092W	0
YPL086C	100
YPR005C	2
YPR046W	9
tK(CUU)P	0
YPL269W	22
YPL135C-A	7
YPR105C	61
YPL158C	66
tE(UUC)P	1
YPL094C	173
YPR176C	37
YPL191C	11
YPR204C-A	7
YPR163C	458
YPL229W	4
YPR160W	23
YPL049C	113
YPL066W	23
YPL183W-A	24
YPL235W	109
YPL141C	50
tF(GAA)P1	2
YPR144C	61
YPL249C-A	1480
YPR128C	46
YPR054W	2
YPL156C	16
YPL173W	28
YPR098C	37
YPL260W	76
YPL251W	5
YPL016W	64
YPR095C	52
YPR079W	15
YPR010C	1019
YPL046C	4
YPL021W	0
YPL268W	43
YPL283C	130
YPL206C	53
YPR055W	67
YPR138C	107
YPL243W	151
YPR127W	29
YPL095C	91
YPR027C	1
YPL232W	87
YPL124W	4
YPR041W	329
YPL083C	52
YPL048W	355
YPL120W	26
YPL117C	159
YPR126C	2
YPR091C	77
YPR059C	4
YPL214C	29
YPL203W	30
YPL273W	341
YPR081C	26
YPL011C	38
YPR097W	106
YPL274W	111
YPR158W	38
YPL050C	114
YPR114W	43
YPL110C	42
YPL161C	28
YPR022C	41
tT(UGU)P	0
YPR175W	54
YPL068C	4
YPL055C	12
YPL079W	2155
YPL150W	30
YPR192W	4
YPL226W	1003
YPL115C	66
YPL283W-A	0
YPL170W	18
YPL245W	80
YPR140W	23
YPR048W	49
YPR102C	2093
YPL036W	32
YPR015C	1
YPR133W-A	29
YPL146C	90
YPR107C	21
YPL035C	1
YPL082C	250
YPR064W	0
YPL216W	21
YPL152W	21
YPL230W	2
YPL159C	22
YPR183W	144
YPL204W	106
YPL109C	16
YPL249C	38
YPR154W	18
YPR026W	21
YPR076W	1
YPR170W-B	35
YPR016C	343
YPL060W	16
YPR029C	107
YPR002C-A	0
YPL106C	1386
YPR085C	25
YPL008W	36
YPR152C	19
YPL212C	156
YPL119C	5
YPL078C	217
YPL195W	147
YPL025C	2
YPR060C	82
YPL199C	104
YPL228W	44
YPL018W	8
YPL259C	54
YPR150W	0
YPL072W	14
YPL130W	2
YPR179C	35
YPR096C	0
YPL028W	451
YPL174C	31
YPR031W	50
YPL257W-A	0
YPR158W-A	0
YPL257W-B	980
YPR158C-D	1057
YPR137C-A	0
YPR137C-B	834
YPR158W-B	862
YPL060C-A	19
YPR158C-C	0
YMR172W	32
YMR027W	107
YML089C	1
YMR290C	232
YMR139W	41
YMR191W	40
YMR244C-A	15
YMR091C	97
YMR173W-A	4
YMR180C	21
YML020W	15
YML088W	47
YML077W	30
YML125C	206
YMR318C	310
YMR115W	19
