Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IP3.bam
YDR044W	93
tK(UUU)D	1
YDR311W	42
YDL159C-B	0
YDR222W	25
YDR510C-A	1
YDR401W	7
YDR207C	31
YDL005C	39
YDR295C	30
YDR543C	0
YDL208W	271
YDR135C	359
YDL114W	2
YDR247W	16
YDL197C	20
YDR229W	35
YDR095C	1
YDR027C	64
YDL106C	19
YDR404C	79
YDR256C	11
YDR518W	56
YDR055W	64
YDL087C	15
YDR177W	79
YDL014W	638
YDR289C	18
YDL159W	24
YDR532C	11
YDR137W	41
YDL153C	92
YDR393W	18
YDR506C	11
YDL219W	53
YDL090C	43
YDR033W	833
YDR035W	259
YDR332W	18
YDR510W	162
YDL055C	1719
YDR480W	18
YDL103C	75
YDL085C-A	27
YDR350C	38
YDR342C	58
YDR087C	90
YDL236W	119
YDR012W	2090
YDL121C	58
YDR525W-A	38
tG(GCC)D2	1
YDL190C	122
YDL047W	84
YDR099W	133
YDR092W	81
YDR164C	35
YDR058C	5
YDL020C	73
YDL025C	30
YDR374C	0
YDL207W	62
YDR270W	35
YDR152W	92
YDL148C	158
tI(UAU)D	8
YDR379C-A	6
YDR218C	0
YDL018C	20
YDR507C	88
YDL003W	54
YDR524C-B	1068
YDR371W	21
YDR359C	40
YDL180W	24
YDL133W	41
YDR335W	185
YDR351W	73
YDL150W	71
YDL177C	10
YDR171W	65
YDR364C	32
YDR309C	46
YDL239C	15
YDL228C	96
YDL156W	19
YDL016C	28
tX(XXX)D	0
YDR524W-C	14
YDL085W	1
YDR300C	86
YDL168W	102
YDR360W	1
YDR195W	28
YDR321W	402
YDR237W	47
YDL127W	33
YDR107C	26
YDR472W	34
YDL030W	26
YDR468C	34
YDL084W	1119
YDL203C	39
YDL025W-A	1
YDR285W	8
YDL229W	5550
YDR329C	37
YDR034C	64
YDR009W	1
tS(AGA)D2	0
YDR488C	38
YDR103W	59
YDR336W	18
YDL101C	28
YDR162C	16
YDR312W	28
YDL061C	237
YDL040C	237
YDR145W	78
YDR124W	8
YDL231C	89
YDR190C	168
YDL064W	51
YDR463W	33
YDR491C	1
YDR449C	60
YDL035C	74
YDR074W	78
YDR525W	1
YDR257C	35
YDR402C	2
YDR450W	2558
YDR376W	46
YDR161W	107
YDR090C	21
YDR189W	99
YDR524C	46
YDL237W	74
YDR188W	372
YDL133C-A	140
YDR531W	95
tG(GCC)D1	0
YDR226W	815
YDL054C	19
YDL205C	129
YDR537C	1
YDR496C	187
YDR313C	26
YDL108W	30
tV(CAC)D	0
YDR340W	2
YDL147W	219
YDL081C	1481
YDR283C	159
YDR261C	66
YDL211C	6
YDL074C	95
YDL091C	21
YDR346C	276
YDR072C	92
YDR242W	10
YDR323C	18
YDR486C	40
YDR420W	68
YDL122W	127
YDR390C	62
YDR481C	79
YDR318W	20
YDL105W	12
YDL141W	83
YDR400W	71
YDR522C	1
YDL173W	114
YDR279W	46
YDR281C	0
YDR213W	63
YDR179W-A	36
YDR330W	33
YDR106W	6
YDL178W	64
YDR484W	19
YDR308C	25
YDL192W	919
YDL202W	43
YDR146C	71
YDR241W	1
YDL158C	12
YDL185W	2409
YDR251W	91
tL(UAA)D	0
YDR192C	20
YDR368W	88
YDR494W	35
YDR399W	165
YDR070C	5
YDR138W	34
YDR031W	9
YDR255C	22
YDL060W	145
YDR048C	1
YDR067C	26
YDR126W	4
YDR315C	14
YDL126C	1044
YDR262W	23
tQ(UUG)D3	1
YDR345C	698
YDR079W	14
YDR433W	1
YDL144C	43
YDR306C	28
YDR292C	121
YDL009C	0
YDR290W	0
YDR282C	11
YDR170C	682
YDR174W	206
YDL218W	1
YDL062W	0
YDL048C	16
YDR500C	826
YDR112W	2
YDR538W	26
YDL011C	2
YDR355C	0
YDR301W	83
YDR412W	64
YDR530C	19
YDR227W	45
YDR041W	32
YDR015C	0
YDL008W	34
YDR234W	138
YDR511W	15
YDR519W	102
YDL086C-A	14
YDR250C	0
YDR465C	104
YDL001W	30
YDR454C	547
YDR013W	21
YDR076W	17
YDL095W	463
YDL007C-A	0
YDL130W	1714
YDR100W	45
YDR479C	34
tS(AGA)D1	7
YDL117W	71
YDR140W	33
YDR381W	254
tQ(UUG)D2	0
YDR327W	12
YDR062W	226
YDR143C	62
YDL172C	4
YDL053C	62
YDR223W	1
YDL037C	43
YDL167C	137
YDR246W-A	0
YDR371C-A	0
YDR517W	92
YDL226C	110
YDR467C	0
YDL134C	138
YDR117C	45
YDR314C	19
YDR440W	41
YDR303C	88
YDL078C	229
YDL238C	17
YDR529C	76
YDR437W	6
snR47	49
YDL196W	0
YDR452W	101
YDR445C	0
YDR347W	78
tQ(UUG)D1	1
YDR490C	27
YDR516C	63
YDR509W	4
YDL193W	35
YDL137W	248
YDL118W	0
YDR235W	32
YDR233C	158
YDR388W	232
YDR209C	11
YDR049W	39
YDL194W	36
YDR021W	30
YDR353W	511
YDR051C	63
YDR288W	30
YDR141C	181
YDR194C	173
YDR424C	34
YDR054C	62
YDR122W	83
YDR184C	33
YDR183C-A	14
YDL240W	92
YDR056C	88
YDR541C	21
YDL042C	34
YDR185C	16
YDR328C	221
YDR280W	78
tV(UAC)D	0
YDR098C	159
YDR005C	36
YDR423C	25
YDR017C	93
YDR419W	27
YDR444W	47
YDR341C	444
YDR154C	235
YDR464W	62
YDR132C	8
YDL210W	2
YDR395W	284
YDL222C	3
YDR372C	190
YDR325W	61
YDR216W	46
YDR082W	18
YDL224C	62
YDR498C	44
YDR010C	0
YDR006C	70
YDR182W	58
YDL102W	70
YDL179W	26
YDL067C	34
YDR030C	15
YDR020C	16
YDR527W	88
YDR333C	85
YDL093W	58
YDL043C	27
YDR139C	15
YDR322C-A	33
YDL130W-A	11
YDR210W	49
YDR260C	24
YDL017W	23
YDR073W	23
YDL069C	15
YDR455C	4
YDR461W	0
YDR435C	26
YDL063C	73
YDR121W	41
YDR178W	36
YDL013W	35
YDR534C	1
YDR392W	15
YDR034C-A	0
YDL132W	113
YDR535C	0
YDR202C	36
YDL050C	7
YDR524C-A	0
YDL109C	15
YDR211W	154
YDR110W	35
tG(CCC)D	0
YDR274C	3
YDR167W	32
YDR156W	31
YDL223C	13
YDR075W	33
YDR039C	185
YDL088C	51
YDL129W	11
YDL215C	88
YDR297W	117
YDR131C	25
YDR230W	0
YDR348C	51
YDL169C	0
YDR007W	0
YDL195W	498
YDR263C	12
YDR220C	1
YDR429C	482
YDR119W-A	0
YDR421W	30
YDL186W	2
YDL198C	123
YDL120W	80
YDR379W	31
YDL029W	243
YDR205W	30
YDR094W	0
YDR369C	23
YDR088C	16
YDR411C	44
YDR441C	48
YDR446W	1
YDL183C	5
YDR194W-A	0
YDR114C	2
YDR442W	0
tK(CUU)D2	0
YDL059C	3
YDR016C	16
YDR430C	89
YDR366C	5
YDR374W-A	5
YDR293C	234
YDR459C	15
YDR022C	13
YDR217C	62
YDR052C	50
YDL027C	22
YDR104C	26
YDL136W	998
YDR248C	23
YDR078C	17
YDR068W	29
YDL080C	62
YDR461C-A	2
YDR252W	4
YDL046W	65
YDR540C	0
YDR181C	24
YDL200C	13
YDR108W	36
YDR337W	38
YDR356W	54
YDL235C	68
YDR320W-B	3
YDL245C	0
YDR170W-A	118
YDR210W-B	219
YDR210C-D	744
YDR316W-B	892
YDR261C-D	928
YDR210C-C	0
YDR261C-C	0
YDR261W-B	216
YDR365W-A	0
YDR316W-A	0
YDR261W-A	0
YDR365W-B	966
YDR098C-B	677
YDR098C-A	0
YDR210W-A	0
YDR034C-D	245
YDR034C-C	0
YOR185C	19
YOR237W	1
YOL048C	16
tG(GCC)O1	0
YOL144W	28
snR8	1711
YOR082C	0
YOL072W	13
YOR114W	4
YOL085C	0
YOR385W	37
YOR214C	0
YOL119C	32
YOR019W	5
YOR206W	193
YOR345C	1
YOR341W	1386
YOL088C	37
YOR392W	1
YOR160W	93
YOR084W	23
YOR039W	78
YOR264W	45
YOR281C	60
tK(UUU)O	2
YOR230W	448
YOR144C	30
YOL081W	411
YOL052C	60
YOR285W	100
YOR058C	53
YOR270C	844
YOL154W	5
YOR115C	75
YOL003C	27
YOR258W	12
tN(GUU)O2	0
YOL103W	158
YOR215C	47
YOL095C	21
YOL063C	51
YOL079W	5
YOR389W	8
YOR231W	50
YOR021C	151
YOR139C	0
YOR120W	7
YOL038W	254
YOR023C	20
YOL124C	90
YOR212W	170
YOL013W-A	2
YOL120C	4091
YOR181W	24
YOR333C	0
YOR335C	977
YOL046C	3
YOL029C	18
YOL155W-A	0
YOR072W	0
YOL161C	0
snR58	1
YOL122C	49
YOR252W	42
YOR157C	139
YOL107W	2
YOR274W	23
YOL013W-B	0
YOR343C	2
YOR093C	84
YOR381W-A	1
YOL065C	19
YOR092W	72
YOR207C	249
YOR365C	0
YOL005C	91
YOL020W	124
YOL053W	19
YOL117W	22
YOR038C	53
YOR303W	108
YOR137C	24
YOL034W	36
YOR052C	78
YOR190W	4
YOL039W	1752
YOR349W	9
YOL090W	100
YOR271C	199
YOR173W	11
YOR106W	26
YOR108W	314
YOR059C	44
YOL149W	60
YOR121C	14
YOL106W	0
snR9	673
YOR295W	18
YOR203W	0
YOR132W	57
YOR216C	42
YOR099W	218
YOR001W	109
YOR009W	2
YOR204W	573
YOR209C	216
YOR284W	11
YOR036W	19
YOR154W	20
YOR048C	204
YOL073C	20
YOL152W	13
YOL101C	10
YOR085W	110
YOR227W	49
YOR159C	16
YOR146W	5
YOR372C	36
YOR112W	47
YOR387C	2
YOR229W	66
YOR068C	0
YOR376W-A	4
YOL050C	0
YOR342C	54
YOL035C	0
YOR251C	79
YOR041C	2
YOR130C	40
YOR119C	34
YOL166C	0
YOR008C	73
YOL011W	112
YOR248W	0
YOR202W	0
YOR266W	13
YOR140W	30
YOR004W	94
YOR308C	25
YOR032C	6
YOR311C	68
YOL019W	45
YOL138C	47
YOL151W	29
YOR330C	104
YOR379C	3
YOR142W	115
YOR268C	0
snR81	381
YOR017W	40
YOR394W	0
YOL134C	5
YOR002W	74
YOR194C	36
YOR298C-A	463
YOL069W	29
YOR014W	122
YOR346W	92
YOR044W	17
YOR275C	56
YOR174W	33
YOR336W	102
YOL094C	48
YOR122C	421
YOR256C	46
YOL137W	29
YOR350C	37
YOR196C	56
YOR380W	22
YOR314W-A	0
tA(UGC)O	0
YOL097W-A	1
YOR376W	0
YOR369C	6632
YOL132W	2
YOR296W	52
YOR260W	147
YOR373W	37
YOR163W	56
YOR029W	0
YOL042W	19
YOR316C	36
YOR326W	620
YOR293C-A	0
YOL036W	72
YOR072W-B	0
YOR332W	765
YOL002C	69
YOR193W	14
YOR243C	225
YOR126C	23
YOR070C	35
YOR328W	36
YOL056W	32
YOR098C	130
YOL110W	20
YOR213C	18
YOR253W	128
YOR008C-A	1
YOL113W	31
YOR060C	15
YOL076W	106
YOR186C-A	0
YOR381W	25
YOR113W	36
YOR273C	97
tN(GUU)O1	0
YOR161W-A	1
YOL147C	17
YOR338W	4
YOR178C	3
YOR188W	91
YOL159C	14
YOR382W	5
YOL071W	6
YOR363C	23
YOR069W	46
YOR075W	25
YOR124C	134
YOR008W-B	1
snR31	926
YOL025W	18
YOR057W	59
YOR265W	34
YOL127W	2870
YOR107W	15
YOL142W	78
YOR239W	132
YOL091W	0
YOR317W	179
YOR370C	178
tM(CAU)O1	0
YOR211C	67
YOR191W	105
YOL064C	77
tT(AGU)O1	0
YOL049W	162
YOL043C	4
YOR043W	81
YOR331C	35
YOR309C	21
YOR104W	9
YOL114C	12
YOR300W	1
YOR220W	38
YOR378W	10
YOL059W	149
YOR386W	13
YOL027C	102
snR62	6
snR17a	18860
YOL155C	68
YOR375C	674
snR35	1751
YOR100C	0
YOL026C	56
YOL012C	108
YOR026W	36
YOR359W	26
YOR250C	30
YOL013C	26
YOR272W	158
tG(GCC)O2	0
YOL164W-A	0
YOL082W	51
snR36	633
YOR035C	47
YOL016C	87
YOR007C	564
YOR325W	2
YOL085W-A	0
YOL160W	0
YOR361C	452
YOL158C	44
YOR315W	82
YOR010C	0
YOR384W	7
YOR234C	659
YOR283W	60
YOR020W-A	18
YOL045W	87
YOR102W	4
YOL128C	11
YOR360C	102
YOL097C	301
YOR164C	175
YOR175C	129
tP(UGG)O1	0
YOR086C	286
YOR242C	7
YOR155C	51
YOL019W-A	0
YOL030W	143
YOR323C	235
YOL017W	20
YOR233W	49
YOL037C	0
YOR083W	28
YOL010W	44
YOR118W	40
YOR128C	99
YOL125W	68
YOL004W	219
YOR177C	2
YOR166C	30
YOR006C	36
YOR324C	57
YOL024W	0
YOR033C	54
YOL033W	33
YOL070C	70
YOR116C	405
YOL067C	14
YOR145C	149
YOR304C-A	1
YOR192C	11
YOL109W	1233
YOR078W	49
YOR134W	2
YOR131C	39
YOR368W	15
YOL111C	55
YOR168W	487
YOR226C	93
YOL162W	1
YOR334W	22
YOR241W	104
tP(UGG)O2	0
YOR245C	22
YOL009C	24
YOR153W	1616
YOR358W	13
YOR335W-A	1
YOR170W	1
YOR267C	69
YOR081C	49
YOL145C	159
YOL156W	1
YOR322C	58
YOL044W	21
YOR054C	28
YOL031C	56
YOR034C-A	4
YOR306C	33
YOR261C	235
YOR293W	1481
YOR062C	6
YOR339C	2
YOR067C	68
YOR312C	3024
YOR094W	30
YOL135C	11
YOL105C	14
YOR329W-A	0
YOR197W	173
YOL104C	11
YOR262W	43
YOR167C	633
YOL015W	5
YOR161C	30
YOR393W	4
YOR105W	2
YOR210W	85
YOR364W	3
YOL087C	60
YOR127W	63
YOR184W	229
YOR150W	49
YOR179C	17
YOR340C	129
YOR354C	46
YOR217W	104
YOR298W	6
YOL006C	66
YOR259C	138
YOR318C	1
YOR320C	84
YOR222W	67
YOL165C	2
YOL007C	26
YOR307C	58
YOL051W	76
YOR091W	78
YOR079C	10
YOL022C	104
YOR278W	27
YOR024W	0
YOL148C	45
YOL078W	46
tP(UGG)O3	0
YOR089C	48
YOL098C	271
YOR171C	76
YOL089C	41
YOL150C	2
YOR095C	179
YOL146W	56
YOR224C	220
YOR302W	0
YOR286W	68
YOR046C	202
tG(CCC)O	0
YOR388C	0
YOR228C	16
YOL112W	37
YOR141C	59
YOL131W	0
YOR049C	4
YOL143C	733
YOR172W	47
YOR149C	40
YOL164W	18
YOR011W	54
YOR071C	19
YOR022C	20
YOR125C	60
YOL141W	23
YOR101W	110
YOR263C	0
YOR383C	3
YOR056C	84
YOL075C	57
YOR073W-A	0
YOR246C	175
YOR042W	48
YOR236W	44
YOR183W	0
YOR176W	105
YOR238W	29
YOR367W	42
YOR297C	16
YOR310C	435
YOR063W	5703
YOR189W	11
YOL129W	83
YOR280C	36
YOR037W	20
YOR090C	71
YOR313C	7
YOL032W	21
YOR158W	51
YOR162C	25
YOL092W	116
YOL061W	194
YOR232W	264
YOR219C	76
YOR182C	560
YOL099C	6
YOR294W	112
YOR288C	32
YOR110W	42
YOR040W	16
YOL083W	11
YOL136C	68
YOL130W	99
YOL021C	165
YOR282W	0
YOL077W-A	30
YOR319W	36
YOR030W	48
YOR291W	151
YOL077C	240
YOR390W	19
YOL052C-A	3
YOR123C	54
YOR013W	4
YOR249C	25
YOR362C	217
YOL058W	67
YOR143C	35
YOR347C	30
YOL157C	4
YOL057W	114
YOR321W	66
YOR015W	24
YOR111W	10
YOL008W	25
YOR279C	4
YOR394C-A	1
YOR180C	6
YOL055C	22
snR5	2220
YOL139C	838
YOR287C	23
YOR198C	319
YOR053W	1
YOL054W	14
YOR012W	1
YOL118C	0
YOR034C	62
YOR374W	35
YOR018W	33
YOL084W	6
YOR314W	0
YOR050C	1
YOR391C	1
YOR327C	93
YOR352W	24
YOR348C	7
YOL115W	73
YOR066W	36
YOR072W-A	4
YOL096C	15
tM(CAU)O2	0
YOR020C	178
YOR133W	5050
YOR356W	78
YOR208W	18
YOR357C	49
YOR277C	5
YOR276W	365
YOR247W	17
snR50	14
YOL047C	1
YOR221C	29
YOR344C	93
YOR269W	34
YOR152C	5
YOR103C	45
YOR377W	47
YOR129C	19
YOL038C-A	0
YOR156C	13
YOR329C	36
YOR351C	1
YOL040C	1548
YOL159C-A	3
YOR051C	128
YOR003W	5
YOR064C	12
YOR073W	27
YOR201C	22
YOR065W	30
YOR186W	0
YOR045W	34
YOL018C	22
YOL133W	41
YOR087W	57
YOL028C	6
YOL086C	8534
YOL108C	5
YOL023W	20
YOR011W-A	0
YOR165W	161
YOL068C	68
YOR138C	67
YOR016C	50
YOL121C	1606
YOL126C	223
YOR235W	3
YOR080W	33
YOR169C	3
YOR028C	10
YOR225W	1
YOR108C-A	4
YOR109W	162
YOL093W	50
YOR147W	39
YOR218C	2
YOR254C	219
YOL080C	45
YOR161W-B	2
tY(GUA)O	0
YOR136W	191
tR(ACG)O	0
YOR192C-C	4
YOR205C	30
YOR200W	0
YOR305W	34
YOR195W	49
YOL123W	206
YOR097C	13
YOL083C-A	0
YOL086W-A	5
YOR337W	47
YOL100W	32
YOR289W	6
YOR255W	0
YOR304W	93
YOL163W	2
YOR077W	10
YOR074C	34
YOR117W	176
YOR055W	4
YOL166W-A	0
YOL066C	48
YOR396W	166
YOR161C-C	1
tV(AAC)O	0
YOR151C	629
YOR187W	232
YOL001W	23
YOR005C	14
YOR199W	1
YOR355W	140
YOR290C	151
YOR396C-A	1
YOR047C	61
YOL014W	25
YOR244W	38
YOL102C	47
YOL060C	49
YOL041C	119
YOL116W	29
YOR353C	39
YOR299W	78
YOR366W	0
tD(GUC)O	0
YOR096W	3204
YOR148C	10
YOR301W	31
YOR257W	20
YOR135C	3
YOR032W-A	1
YOR223W	12
YOR076C	45
YOR231C-A	0
YOR316C-A	0
tS(GCU)O	3
YOR061W	135
YOR025W	54
YOR371C	59
YOL140W	31
YOL062C	84
YOR292C	18
tG(UCC)O	6
YOR027W	270
tT(AGU)O2	0
YOR142W-B	762
YOR192C-A	0
YOL103W-B	999
YOR142W-A	0
YOR192C-B	252
YOR343W-B	234
YOR343W-A	0
YOL103W-A	0
YGL087C	39
YGL156W	12
YGL015C	0
RME2	31
YGR251W	21
YGR162W	665
tK(UUU)G2	0
YGR005C	42
YGL160W	28
snR46	2334
tD(GUC)G1	0
YGL211W	54
YGR141W	31
YGL239C	1
YGL097W	169
YGR030C	14
YGR224W	2
YGR142W	52
YGR186W	140
YGR181W	30
YGL081W	1
YGR082W	42
YGL028C	80
YGL021W	67
YGL110C	20
YGR167W	163
YGL017W	26
tA(UGC)G	0
YGR156W	21
YGR291C	0
YGR197C	27
YGR041W	39
YGL079W	29
YGL107C	66
YGL168W	2
YGL228W	109
YGR183C	21
YGL050W	40
YGR273C	0
YGR086C	458
YGR228W	0
YGL145W	55
YGR098C	118
YGR074W	30
YGL098W	12
snR7-S	0
YGL096W	8
YGR240C-A	2
YGR172C	108
YGR194C	25
YGL026C	447
YGL213C	86
YGL248W	57
YGL075C	13
YGL256W	47
YGL012W	180
YGL082W	72
YGR161C	5
tW(CCA)G1	3
YGR274C	74
YGR031C-A	1
YGL037C	106
YGL252C	99
YGL250W	5
YGR260W	187
YGR159C	905
YGR006W	6
YGL121C	3
YGL040C	75
YGR130C	78
YGR021W	20
YGR097W	56
YGL170C	1
YGL166W	27
YGL104C	20
YGR149W	13
YGR195W	81
tG(GCC)G2	0
YGR250C	92
YGL155W	57
YGL216W	62
YGR029W	53
YGL125W	41
YGR038W	38
YGR008C	27
YGR248W	1
YGL094C	134
YGR131W	1
YGR163W	39
YGR125W	89
YGR279C	372
YGL022W	365
tD(GUC)G2	0
YGR271W	148
YGL025C	21
YGL176C	23
YGR031W	22
YGL102C	649
YGR182C	21
YGR025W	1
YGL113W	19
YGR188C	25
YGL162W	12
YGL084C	62
snR10	12
YGL196W	46
RME3	10
YGR230W	8
YGR084C	44
YGL222C	21
YGR166W	42
YGR122C-A	3
YGR152C	29
YGL210W	32
YGR265W	2
YGR157W	397
YGL240W	14
YGR085C	1850
YGR237C	43
YGL146C	2
YGL153W	18
YGR075C	11
tT(UGU)G2	0
YGL169W	74
YGR187C	53
YGL167C	308
YGR050C	3
YGR035W-A	0
YGR217W	115
YGR068C	29
YGR296W	119
YGR177C	59
YGL068W	132
tN(GUU)G	0
YGL018C	13
YGL188C	18
YGR126W	15
YGL065C	52
YGL014W	126
YGL100W	107
YGR288W	9
YGL174W	13
YGR211W	170
YGL204C	8
YGR270W	170
YGR204W	462
YGR266W	56
YGL070C	41
YGL225W	241
YGL120C	254
tE(UUC)G1	4
YGR252W	39
YGL106W	159
YGR284C	104
YGR032W	115
YGR174C	16
YGR208W	120
YGL016W	189
YGR255C	92
YGR146C-A	0
YGL194C	44
YGL138C	1
