Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN2.bam
YMR173W-A	0
YMR180C	10
YML020W	11
YML088W	14
YML077W	20
YML125C	244
YMR318C	318
YMR115W	18
YMR266W	103
YML057W	14
YML055W	21
YMR105C	16
YMR268C	3
YML133W-B	0
YML090W	0
YML101C	3
YMR012W	474
tY(GUA)M2	0
YMR202W	534
YMR083W	388
snR76	9
YMR017W	0
YML085C	173
YML013W	12
YMR224C	6
YMR059W	9
YMR072W	47
YMR304W	20
YML087C	11
YMR195W	8
YMR240C	3
YMR308C	425
YML001W	212
YML114C	10
YMR319C	47
YML075C	59
YMR075W	10
YML129C	2
YML073C	120
YMR149W	33
YMR233W	20
YMR048W	1
YML030W	5
YMR118C	0
YMR260C	179
YMR135W-A	0
tM(CAU)M	0
YML056C	1452
YML064C	4
YML132W	56
YML113W	5
YML058W-A	1
YMR136W	1
YML091C	25
YMR199W	11
YMR286W	6
YMR025W	7
YMR112C	6
YML127W	101
YML005W	23
YMR160W	3
YMR046W-A	0
YMR096W	2
YML133C	10
YMR246W	213
YMR052C-A	0
YMR120C	79
YMR052W	6
YML100W-A	0
YML049C	41
YMR065W	10
YMR098C	28
YMR302C	35
YMR075C-A	0
YML060W	13
YMR080C	91
YMR156C	3
YMR294W	0
YMR167W	24
YMR242W-A	0
YMR079W	52
YMR275C	16
YMR100W	39
YMR030W-A	0
YMR161W	21
YMR183C	38
YML021C	34
YML074C	6
YMR157C	19
YMR110C	71
YMR097C	18
YMR111C	5
YML011C	3
YMR064W	10
YML082W	7
YMR300C	68
YMR262W	20
YMR031C	23
YMR016C	3
YMR066W	21
YMR007W	0
YMR201C	4
YMR232W	5
YMR200W	79
YMR297W	532
YML026C	1362
YML023C	9
YMR143W	694
YMR073C	9
YML069W	46
YML050W	7
YML099W-A	1
YMR211W	36
tF(GAA)M	0
YMR283C	9
snR74	5
RNA170	1
YML078W	14
YMR142C	972
YMR203W	73
YMR077C	2
YMR245W	0
YMR284W	26
YMR089C	26
YMR134W	7
YMR290W-A	2
YMR095C	0
snR83	6675
snR73	7
tH(GUG)M	0
YMR099C	279
YMR132C	9
YML115C	59
snR11	5883
YMR086W	7
YMR044W	7
YMR222C	1
YMR272W-A	0
YMR321C	32
YML131W	50
YML038C	57
YML122C	0
YMR036C	18
YML012W	212
YML100W	12
YMR312W	2
YML112W	0
YML099C	25
YML123C	70
tV(AAC)M3	0
YMR141C	0
YMR324C	0
YMR207C	21
YMR236W	38
YML034C-A	0
YMR204C	5
YMR011W	97
YML008C	37
YMR109W	51
YMR004W	4
YMR158C-A	1
YMR216C	56
YMR159C	0
YMR307C-A	7
YMR272C	64
YMR106C	1
YML092C	92
tV(AAC)M2	0
YML104C	23
YML058W	5
tW(CCA)M	1
YMR148W	1
YMR168C	18
YML063W	5284
YMR008C	18
YMR294W-A	4
YMR177W	42
YMR213W	7
YMR192W	20
YMR326C	0
YMR014W	3
YMR020W	27
snR86	31253
YMR208W	60
YML098W	5
YMR133W	0
YML028W	596
YMR285C	21
YMR040W	11
YMR094W	1
YMR189W	28
YML128C	16
YML022W	438
YMR299C	30
YMR227C	1
YMR119W	50
YMR255W	15
YMR024W	28
YML054C	1
YMR317W	0
YMR084W	0
YMR274C	10
YMR215W	60
YMR277W	2
YMR033W	62
YML094C-A	0
YML041C	16
YMR305C	58
YMR315W-A	0
YMR237W	79
YML095C	3
YMR018W	0
YMR163C	7
YML027W	0
ZOD1	0
tD(GUC)M	0
YMR162C	20
YMR158W	17
YMR210W	37
YMR316C-A	0
YMR241W	278
YMR205C	544
YMR235C	89
YMR047C	31
YMR259C	32
YMR175W-A	0
YMR281W	19
YMR261C	53
YMR026C	20
YML010W	78
YMR150C	44
YMR067C	2
YMR179W	7
YMR126C	33
YML032C	12
YML018C	80
YML081W	45
YMR003W	11
YMR221C	46
YMR257C	8
YML068W	5
YMR117C	0
YMR060C	12
YMR144W	5
YMR068W	2
YML097C	20
YMR182C	0
YMR295C	209
YMR181C	0
YML080W	25
YMR194C-B	1
YMR140W	2
YMR058W	220
YMR076C	4
YMR239C	57
tG(GCC)M	0
YMR242C	1013
YMR306C-A	0
YMR193C-A	1
YMR114C	0
YMR009W	8
YMR088C	78
YMR253C	8
YMR103C	7
YMR254C	0
YMR303C	446
YMR316W	114
YML017W	67
YMR104C	23
YMR309C	407
YML133W-A	1
YMR155W	20
YMR313C	8
YMR028W	8
snR72	1
YMR154C	2
tY(GUA)M1	0
snR75	8
YML096W	26
YML016C	31
YML006C	17
YMR178W	56
YML109W	6
YML015C	12
YMR197C	6
YML014W	12
YML106W	574
YML025C	7
tS(AGA)M	0
YMR172C-A	0
YMR193W	6
YML052W	71
YML079W	50
YML101C-A	1
YML047C	9
YMR174C	0
YMR218C	39
YMR315W	83
YMR001C	72
tV(AAC)M1	0
tE(UUC)M	0
YML121W	24
YMR085W	2
YMR105W-A	0
YMR122C	0
snR78	9
YMR217W	551
tA(AGC)M2	0
YMR298W	22
YMR057C	0
YML042W	3
YMR320W	6
YMR287C	24
YMR289W	25
YML048W	168
YMR250W	19
YMR230W-A	7
YMR124W	6
YMR311C	9
snR77	22
YMR322C	0
YML119W	15
YML043C	5
YML046W	76
YML004C	144
YMR071C	102
YMR229C	632
YMR063W	1
YMR301C	16
YMR276W	25
YMR002W	145
YML081C-A	8
YML019W	98
YMR176W	36
YMR158W-B	0
YML108W	12
YMR198W	6
YML094W	17
YMR006C	65
YML003W	3
YML057C-A	0
YML009C-A	0
tQ(CUG)M	1
YML093W	6
YMR116C	14747
YMR196W	18
YML053C	15
YMR151W	1
YML009C	7
YMR070W	4
YMR219W	7
YML037C	1
YMR280C	5
YMR170C	12
YMR123W	22
YML012C-A	1
YMR019W	35
YMR206W	0
YMR165C	6
YMR010W	45
YMR184W	31
YML126C	390
YMR244W	2
YMR279C	0
YMR316C-B	0
YMR107W	1
YML054C-A	0
YMR043W	8
tA(AGC)M1	0
YMR270C	23
YMR175W	4
YML009W-B	0
YMR035W	24
YMR108W	637
YML002W	8
YML111W	32
YMR278W	52
YMR185W	57
YMR304C-A	5
YML084W	0
YMR258C	30
YMR023C	11
YMR291W	23
YMR041C	15
YMR029C	53
YMR092C	233
YMR138W	3
YMR122W-A	24
YMR053C	1
YMR220W	36
YMR087W	7
YML031W	82
YML118W	4
YML120C	13
YMR078C	12
tL(CAA)M	0
YMR042W	8
YMR251W	0
YMR223W	27
YML007C-A	0
YMR256C	6
YMR214W	24
tP(UGG)M	0
YMR055C	6
YML117W	24
YMR271C	4
snR24	5
YMR226C	121
YML110C	130
YML047W-A	0
YML007W	26
YMR190C	11
YMR225C	6
YMR264W	60
YMR037C	1
YML024W	1528
YML083C	0
YMR182W-A	1
YMR030W	0
YMR187C	10
YMR238W	11
YML061C	17
YMR130W	25
YMR005W	26
YMR054W	78
YMR209C	51
YML102W	11
YMR194W	218
YMR252C	8
YMR164C	2
YMR074C	76
YML065W	12
YMR243C	248
snR85	64
YMR145C	141
YML071C	5
YMR015C	45
YML070W	194
YMR125W	169
YMR325W	0
YMR141W-A	0
YML072C	71
YML105C	63
YMR119W-A	7
YMR069W	9
YMR293C	25
YML124C	50
YMR090W	14
YML029W	16
YMR171C	23
YMR102C	41
YMR188C	12
YMR269W	0
YMR128W	58
YMR039C	7
YMR230W	656
YMR267W	23
YMR247C	140
YMR152W	23
YMR251W-A	75
YMR146C	103
YMR228W	17
YMR032W	6
YMR013C-A	0
YMR001C-A	0
YMR031W-A	0
YMR153W	48
YMR056C	4
YMR282C	26
YMR234W	8
YMR323W	0
YMR062C	61
YMR247W-A	0
YMR038C	146
YMR049C	50
YMR272W-B	0
YMR147W	4
YML067C	73
tK(CUU)M	0
tR(UCU)M1	0
YML107C	14
snR54	3
YMR231W	32
YMR081C	2
YML051W	9
YMR314W	119
YMR113W	38
YML031C-A	0
YMR263W	19
YML034W	13
YMR131C	338
YMR310C	6
YMR034C	8
YML103C	131
YMR306W	3
YMR169C	8
YMR186W	5164
YML059C	39
YML086C	45
YMR013C	12
YMR127C	18
YMR153C-A	1
YMR212C	170
YMR296C	4
YMR101C	0
YMR166C	3
YMR061W	70
YMR288W	25
YMR265C	25
YML116W	24
YML130C	52
YMR273C	7
YMR292W	13
YMR137C	4
YMR013W-A	0
YML076C	3
YMR082C	0
tR(UCU)M2	0
YMR022W	9
YML062C	4
YMR086C-A	1
YML035C	53
YMR173W	6
YMR194C-A	0
YMR093W	82
YML036W	9
YMR307W	864
YML116W-A	1
YMR021C	28
YMR135C	5
YMR121C	303
YMR129W	94
YML066C	0
YMR045C	38
YMR050C	44
YML045W	21
YML040W	0
YML045W-A	0
YMR046C	0
YMR051C	0
YML039W	43
YBR225W	4
YBR182C-A	0
YBL055C	106
YBR293W	32
YBR223W-A	0
YBR115C	22
YBR031W	566
YBL108C-A	0
YBR116C	0
YBR241C	12
YBR182C	12
YBR134W	0
YBL037W	21
YBR019C	1
YBR022W	12
YBR121C-A	0
YBR119W	1
YBL022C	63
snR161	35
YBR243C	23
YBR234C	138
YBR179C	23
YBR247C	32
YBR124W	0
YBL086C	1
YBL065W	1
YBR227C	15
YBR218C	151
YBR244W	74
YBR160W	27
YBL080C	17
YBR083W	7
YBR294W	0
tI(AAU)B	0
YBR091C	5
YBR284W	1
YBR158W	91
YBR111W-A	13
YBL071C	0
YBR126W-B	10
YBR229C	82
YBR042C	69
YBR150C	3
YBR298C	11
YBR143C	456
YBR014C	18
tS(AGA)B	0
YBR259W	38
YBR060C	18
YBR180W	0
YBL034C	13
YBR212W	1
YBR071W	6
YBL074C	7
YBL107C	9
YBR097W	25
YBR136W	15
YBR039W	127
YBL089W	16
YBL067C	55
YBR270C	6
YBR087W	93
YBR121C	1028
YBR026C	30
YBR197C	0
YBR027C	0
YBR177C	98
YBR176W	19
YBR230W-A	4
YBR090C	0
YBL071C-B	0
YBR064W	0
YBR044C	17
YBL068W	44
YBR216C	57
YBR271W	22
YBR084W	672
YBR065C	6
YBR245C	15
YBR085W	10
YBR059C	23
YBR068C	255
YBR285W	0
YBR041W	96
YBR252W	76
YBL082C	15
YBL002W	56
YBL098W	77
YBR117C	4
YBR214W	1
YBR169C	29
YBR207W	77
YBR155W	6
YBL106C	8
YBR237W	14
YBR193C	6
YBR149W	102
YBR013C	14
YBL063W	20
YBL029C-A	5
YBR147W	3
YBR246W	7
YBR002C	3
YBR023C	159
YBL088C	22
YBL064C	51
YBL007C	109
tL(UAA)B2	0
YBL093C	61
YBL091C	38
YBR142W	84
YBR047W	3
YBR238C	10
YBR067C	8
YBR010W	682
YBL054W	9
YBR209W	0
YBL060W	10
YBR089W	0
YBR025C	1082
YBR040W	24
YBR230C	4
YBL027W	1671
YBL100C	0
YBR261C	27
YBR034C	259
YBR101C	156
YBL010C	4
YBR053C	64
YBL059C-A	12
YBR255C-A	3
YBL042C	167
YBL039C	860
YBR217W	5
YBR200W-A	0
YBL003C	542
YBR069C	304
YBR056W-A	3
YBR009C	379
YBL038W	16
YBR056C-B	2
YBR081C	19
YBR007C	1
YBR146W	46
YBR171W	61
YBL028C	77
YBR135W	9
YBR264C	7
YBR043C	44
YBL059W	2
YBR131W	9
YBR233W-A	3
YBR092C	195
YBR126C	56
YBR057C	21
YBR086C	65
YBR174C	0
snR56	9
YBR281C	44
YBL103C	5
tG(GCC)B	0
YBR159W	240
YBR118W	14284
YBL004W	274
YBR163W	44
YBL013W	4
YBL112C	1
YBR231C	7
YBL066C	1
YBR008C	9
YBL015W	6
YBR038W	19
YBL018C	28
YBR253W	13
YBL068W-A	0
YBR058C	69
YBL084C	7
YBR224W	0
YBR077C	17
YBL087C	1143
YBR098W	10
YBR239C	1
YBR168W	15
YBL046W	3
YBR003W	51
YBR215W	3
LSR1	76027
YBL025W	5
YBR105C	5
YBR200W	36
YBR190W	0
YBR248C	68
YBR145W	42
YBL047C	77
YBR099C	8
YBL014C	53
YBR062C	22
YBL092W	1307
YBR240C	3
YBR251W	18
YBR199W	137
YBR128C	1
YBR139W	18
YBL070C	0
YBR054W	72
YBL039W-B	7
YBR072W	31
YBR111C	97
YBL001C	52
YBR110W	32
YBL111C	14
YBL036C	64
tR(UCU)B	0
YBL094C	2
YBR033W	1
YBL073W	0
YBR096W	78
YBL053W	0
YBR030W	26
YBL076C	1643
YBR256C	97
YBR162W-A	31
YBL077W	1
YBR156C	4
YBL012C	0
YBL008W-A	0
YBR297W	17
YBR189W	4034
YBL096C	0
YBR011C	450
YBL041W	204
YBL081W	0
YBR089C-A	24
YBR103C-A	0
YBR296C	2
YBL040C	120
YBR165W	44
YBL026W	28
YBR082C	81
YBR280C	11
YBR061C	23
YBL016W	25
YBR175W	35
YBR029C	23
YBL057C	50
YBR298C-A	0
YBR192W	25
tQ(UUG)B	0
YBR302C	45
YBR254C	22
YBR204C	17
YBR220C	57
YBR222C	49
YBR290W	5
YBR162C	72
YBR167C	6
YBL033C	49
YBR228W	2
YBR263W	645
YBR250W	5
YBR272C	22
YBR120C	10
YBR084C-A	986
YBL062W	0
YBR301W	1
YBR076W	0
YBR210W	26
YBR106W	834
YBR005W	46
YBR153W	11
YBR132C	1
YBR166C	60
YBR221W-A	0
YBR131C-A	0
YBR161W	18
YBR109C	75
YBR255W	2
YBR205W	108
YBR296C-A	0
YBL043W	1
YBR130C	10
YBR206W	8
YBR122C	51
YBR295W	39
YBR004C	50
YBR202W	28
YBR001C	22
YBL113C	2
YBR288C	70
YBR282W	8
YBL072C	2112
YBR103W	15
YBR107C	5
YBL024W	188
YBR012C	3
YBR188C	11
YBL075C	8
YBR102C	12
YBR006W	34
YBL051C	3
YBR196C	3270
YBL031W	7
YBR141W-A	0
YBL006W-A	0
YBL100W-C	0
YBR236C	53
YBR276C	69
YBR036C	170
YBR045C	2
YBR291C	11
YBR137W	41
YBR079C	65
YBR017C	89
YBL044W	0
YBL023C	40
YBR127C	363
YBR152W	2
YBR035C	93
YBR289W	11
YBL017C	209
YBR157C	9
YBL104C	6
YBL109W	0
tL(UAA)B1	0
YBR072C-A	0
YBR300C	0
YBR195C	13
YBR233W	4
YBR262C	20
YBR020W	0
YBR085C-A	21
YBR123C	5
YBR221C	224
YBL029W	2
YBL045C	78
YBR191W-A	97
YBR154C	122
YBR278W	7
YBR273C	15
YBR032W	0
YBR048W	93
YBR104W	84
YBL079W	66
YBR265W	32
YBR249C	536
YBR203W	15
YBR184W	5
YBR170C	19
YBR173C	7
YBR133C	32
YBR275C	19
YBL108W	0
YBL113W-A	0
YBL085W	15
YBL052C	17
YBL009W	8
YBR283C	193
YBR094W	79
YBR258C	4
YBR201W	21
YBR070C	19
tE(UUC)B	0
YBR198C	12
YBL056W	172
YBL099W	166
YBR257W	21
YBR126W-A	0
YBR242W	39
YBL008W	16
YBR181C	2934
tC(GCA)B	0
YBR052C	57
YBR093C	12
YBR049C	35
YBR056W	67
YBL030C	25
tT(AGU)B	0
YBR141C	0
YBR226C	0
YBL005W	12
YBR151W	95
YBR144C	0
YBR178W	1
YBR138C	9
YBL090W	28
YBL105C	18
YBL102W	81
YBL011W	40
YBR095C	10
YBR196C-B	0
YBL048W	2
YBR066C	18
YBR292C	0
YBR018C	2
YBR194W	5
YBR076C-A	7
YBR108W	0
YBR046C	8
YBR235W	48
YBR274W	47
YBL006C	45
YBR186W	0
YBR277C	0
YBR185C	7
YBL078C	1
YBR037C	19
YBR015C	26
YBR016W	0
YBL107W-A	0
YBL071W-A	3
YBR269C	2
YBR266C	0
YBR055C	28
YBR088C	101
tV(UAC)B	0
YBL019W	2
YBR112C	11
YBR164C	70
YBR148W	1
YBL020W	79
YBR208C	128
tD(GUC)B	0
YBR172C	18
YBL097W	4
YBR050C	1
YBR183W	25
YBR213W	0
YBR113W	0
YBL091C-A	10
YBR196C-A	0
YBR286W	343
YBR268W	9
YBR058C-A	54
YBR287W	107
YBL083C	0
YBL061C	46
YBR267W	11
YBR114W	6
YBL032W	18
YBR219C	0
tF(GAA)B	0
YBR299W	0
YBR191W	1910
YBR125C	31
YBL069W	6
YBR223C	2
YBR074W	67
YBR201C-A	0
YBR187W	123
YBL021C	3
YBL049W	1
YBL035C	8
YBL095W	24
YBR073W	68
YBR109W-A	0
YBR260C	11
YBR279W	8
YBR211C	32
YBR078W	100
YBR063C	13
YBR028C	13
YBL039C-A	0
YBR129C	58
YBL050W	101
YBR051W	0
YBR080C	73
YBL058W	147
YBL101C	2
YBR140C	75
YBR021W	14
YBR232C	0
YBR024W	14
YBL005W-B	65
YBL100W-A	0
YBR012W-B	40
YBR012W-A	0
YBL005W-A	0
YBL100W-B	13
YNR017W	19
YNL105W	0
YNR069C	7
YNL306W	41
YNL288W	17
YNL191W	12
YNL150W	2
YNL097C	14
tN(GUU)N1	0
YNL137C	34
YNL331C	1
YNL030W	439
YNL297C	70
YNL102W	22
YNR026C	14
YNL152W	7
YNL140C	0
YNL099C	14
YNL182C	160
YNL180C	6
YNR001C	97
YNL091W	20
YNL157W	36
YNL315C	42
YNL221C	21
YNR052C	91
YNL061W	37
YNL284C	57
YNR040W	14
YNL246W	12
YNL097W-A	0
YNL121C	35
snR191	3681
YNL043C	1
YNR055C	79
YNL039W	2
YNR036C	43
YNL304W	4
YNL119W	60
YNL034W	0
YNL187W	7
YNL310C	10
YNL277W	4
YNL126W	51
tL(UAA)N	0
YNL210W	0
YNR041C	74
YNL193W	15
YNL301C	544
YNL263C	18
YNL059C	14
YNL028W	0
YNL044W	33
YNL026W	40
YNL067W	1112
YNL205C	0
YNL104C	260
YNL169C	53
YNL268W	45
YNL162W	709
YNL257C	42
YNL229C	26
YNL042W-B	0
YNL248C	163
YNR045W	12
YNR051C	30
YNL190W	2
YNL194C	0
YNL080C	17
YNR005C	0
YNR064C	1
YNL145W	0
YNR068C	1
YNL323W	66
YNL003C	50
YNL199C	11
YNL048W	64
YNL072W	3
YNL224C	10
YNL067W-A	0
YNR032W	33
YNL206C	24
YNR062C	1
YNL203C	0
YNL273W	28
tI(AAU)N1	0
YNL213C	7
YNL055C	90
YNL170W	4
YNR013C	6
YNL269W	0
YNR020C	0
YNL041C	48
YNL234W	14
YNL165W	14
YNL116W	3
YNL008C	32
YNL309W	0
YNR015W	18
YNR075W	8
YNL025C	4
YNL058C	3
YNL313C	36
YNL122C	4
YNL094W	15
YNL001W	74
YNL317W	4
YNL035C	45
YNL007C	147
YNL162W-A	0
YNR039C	3
YNL103W-A	0
tL(CAA)N	0
YNL052W	31
YNL120C	0
YNL002C	54
YNL311C	17
YNR007C	1
YNL291C	47
YNL195C	0
YNL087W	93
tF(GAA)N	0
YNL217W	74
YNL029C	24
YNR028W	20
YNL009W	5
YNL024C-A	14
YNL334C	2
YNL319W	0
YNL295W	3
tN(GUU)N2	0
YNL192W	130
YNL149C	49
YNL071W	66
YNL089C	1
YNL308C	15
YNL239W	35
YNL275W	38
YNR071C	0
YNL226W	0
YNL040W	57
YNL117W	0
YNL050C	3
YNL086W	1
YNL017C	0
YNR070W	3
YNR067C	45
YNL305C	24
YNL015W	4
YNL146C-A	0
YNL063W	10
YNL294C	40
YNR046W	5
YNL167C	2
YNL280C	59
YNR002C	0
YNL036W	6
YNL075W	34
YNR058W	4
YNL054W	2
YNR006W	9
YNR042W	3
YNL261W	38
YNL188W	7
YNL146W	0
YNL228W	0
YNL211C	0
YNR021W	168
YNL201C	97
YNR033W	53
YNR034W	6
YNL272C	35
YNL245C	2
YNR074C	44
YNL123W	92
YNR016C	748
YNL223W	7
YNR032C-A	9
YNL133C	1
YNL178W	6441
YNL065W	118
YNR043W	47
YNL021W	23
YNL124W	9
YNL312W	51
YNL143C	0
YNL251C	2
snR40	25
YNL299W	22
snR19	19073
YNR049C	4
YNL163C	57
YNR073C	2
YNL127W	10
YNL118C	53
tT(AGU)N2	0
YNL189W	179
YNL290W	33
YNR025C	2
YNL250W	5
YNL314W	2
YNL227C	6
YNL218W	14
YNL004W	12
YNR023W	8
YNL092W	2
YNL324W	0
YNL233W	7
YNL155W	80
YNL020C	10
YNL076W	7
YNL200C	29
YNL177C	23
YNL077W	37
YNL293W	30
YNL098C	51
YNR004W	3
YNL049C	110
YNR019W	19
YNL031C	300
YNL019C	0
YNL214W	1
YNL006W	46
YNR030W	70
YNL038W	55
YNL090W	46
YNL151C	13
YNL254C	6
YNR008W	7
YNR038W	37
YNR003W-A	0
YNL307C	90
YNL131W	114
YNL265C	26
YNL175C	85
YNL042W	2
YNL022C	31
YNL056W	40
YNL011C	22
YNL329C	44
YNL074C	3
YNL093W	0
YNR047W	11
YNL183C	10
YNL057W	0
YNL238W	71
YNL154C	73
YNL267W	18
tP(UGG)N2	1
YNL014W	5
NME1	11487
YNL078W	36
YNL209W	3937
YNL253W	39
YNL173C	20
YNL066W	55
YNL321W	3
YNR054C	5
YNR072W	1
YNR076W	0
YNR031C	44
YNL110C	18
YNL232W	23
YNL262W	35
YNL142W	25
YNL129W	22
YNR014W	1
YNL005C	42
YNL174W	5
YNL335W	1
YNL240C	22
YNL318C	0
YNL256W	117
YNL012W	3
YNR029C	12
YNL130C-A	0
YNL107W	10
YNR065C	24
YNL332W	2
YNL023C	56
YNR056C	3
YNL186W	33
YNL153C	35
YNL130C	107
YNL088W	83
YNL216W	78
YNL276C	2
YNL108C	20
YNL252C	17
YNL181W	36
YNL197C	2
YNL064C	203
YNL202W	2
YNL283C	6
YNL147W	24
YNL286W	10
YNL337W	0
YNL322C	5
YNL158W	10
YNL168C	48
YNL259C	6
YNR022C	27
YNR077C	0
YNL068C	3
tI(AAU)N2	1
YNL037C	56
YNL085W	229
YNL051W	27
YNL148C	1
YNR075C-A	0
YNL255C	457
YNL070W	4
tD(GUC)N	0
tT(AGU)N1	0
YNL271C	25
YNL198C	0
YNR018W	17
YNL327W	19
YNL236W	26
YNR001W-A	0
YNL053W	10
YNL281W	63
YNL279W	29
YNL156C	60
YNL260C	2
YNL222W	25
YNL235C	1
YNR059W	25
YNR044W	3
YNL225C	10
YNL215W	0
YNL326C	12
YNL100W	46
YNR009W	0
YNR066C	6
YNL339W-A	0
snR66	12
YNL266W	0
YNL292W	9
YNL242W	12
YNR057C	10
tG(UCC)N	0
YNL067W-B	0
YNL166C	9
YNL111C	37
YNL069C	1720
YNL277W-A	0
YNL128W	0
YNL300W	0
YNL179C	0
YNR050C	193
snR49	131
YNL138W	67
YNR048W	8
YNL302C	1532
YNL045W	37
YNL125C	12
YNL207W	73
YNR011C	6
YNL241C	55
YNL112W	715
YNL249C	24
YNL270C	4
YNL115C	13
YNL073W	54
YNL082W	18
YNL097C-B	0
YNR034W-A	5
YNL296W	0
YNL138W-A	4
YNL196C	0
YNL109W	1
YNL101W	53
YNR012W	61
YNL114C	3
YNL237W	4
YNL084C	90
YNL289W	12
YNL171C	0
YNL208W	115
YNL010W	482
YNL134C	100
YNR053C	235
tP(AGG)N	0
YNL231C	137
YNL230C	7
YNL339W-B	0
YNL258C	44
YNL328C	1
YNL081C	5
YNR037C	21
YNR063W	7
YNL339C	26
YNR060W	1
YNL287W	328
YNL095C	12
YNL096C	37
YNL282W	5
YNL047C	8
YNL139C	94
tP(UGG)N1	0
YNL298W	8
YNL113W	44
YNR003C	61
YNL316C	8
YNL016W	124
YNL330C	52
YNR010W	3
YNL172W	49
YNL132W	85
YNR027W	40
YNL083W	6
YNL013C	0
YNL164C	13
YNL274C	6
YNL176C	2
YNR061C	80
YNL303W	1
YNR035C	126
YNL160W	6
YNR024W	3
YNL024C	17
YNL018C	0
YNL033W	0
YNL141W	265
YNL320W	15
YNL204C	1
YNL106C	12
YNL338W	0
YNL161W	14
YNL247W	70
YNL285W	1
YNL062C	116
YNL325C	19
YNL046W	23
YNL032W	10
YNL135C	121
YNL212W	30
YNL243W	71
YNL103W	11
YNL144W-A	0
YNL333W	4
YNL027W	8
YNL278W	6
YNL144C	17
YNL159C	1
YNL220W	251
YNL184C	0
YNL336W	43
YNL264C	21
YNL136W	0
YNL185C	6
YNL219C	76
YNL079C	110
YNL244C	95
YNL054W-B	34
YNL284C-B	48
YNL284C-A	0
YNL054W-A	0
YJL160C	4
YJL204C	15
YJR105W	1143
YJR129C	11
YJL139C	5
YJL062W-A	9
YJL110C	4
YJR088C	83
YJL213W	15
YJR046W	13
YJL020C	11
YJL187C	17
YJR131W	14
YJL133W	3
YJL086C	0
YJR053W	3
YJR044C	9
YJR100C	14
YJR012C	1
YJR067C	6
YJR146W	0
YJR140W-A	0
YJR130C	8
YJR069C	45
tV(AAC)J	0
YJR120W	0
YJL186W	139
YJL008C	218
YJL061W	66
YJR085C	61
YJR040W	18
YJL189W	163
YJR039W	14
YJL202C	0
YJL009W	3
YJR005W	93
YJL006C	18
YJR150C	0
YJR098C	4
YJL103C	3
YJL156C	21
YJL185C	2
YJL135W	1
YJR138W	16
YJL108C	2
YJR037W	0
YJR079W	0
YJR049C	21
YJR008W	15
YJR023C	1
YJR002W	28
YJR145C	3459
YJR048W	6
YJR009C	1294
YJL222W-A	0
YJL173C	9
YJR014W	16
YJR135W-A	8
YJR045C	217
YJL176C	12
YJL193W	25
YJR128W	0
YJL159W	4
YJL030W	20
YJL047C	26
YJL194W	16
YJL195C	1
YJR108W	0
YJL199C	0
YJL216C	7
YJL011C	23
YJR060W	5
YJR119C	5
YJR092W	5
YJL051W	13
YJR071W	1
YJR115W	2
YJL010C	42
YJL084C	6
YJR030C	27
YJL119C	0
YJL221C	2
YJR140C	38
YJR161C	24
YJL136C	587
tR(ACG)J	0
YJL146W	15
YJL060W	38
tW(CCA)J	4
YJL117W	115
YJL149W	0
YJR063W	16
YJL067W	1
YJL164C	11
YJL223C	0
YJL079C	2
snR3	251
YJL156W-A	0
YJL106W	4
YJL171C	243
YJL058C	14
tL(UAG)J	0
YJL132W	17
YJL172W	69
YJR114W	4
YJL093C	54
YJL163C	7
YJR153W	0
YJL179W	24
YJR080C	28
YJL037W	1
YJL104W	19
YJL050W	105
YJL002C	291
YJR084W	10
YJL220W	0
YJR034W	11
YJR019C	4
YJR093C	4
YJL201W	16
YJL161W	3
YJR021C	1
YJL070C	10
snR128	43
YJL029C	33
YJR010W	34
YJR151W-A	0
tD(GUC)J3	0
YJR144W	58
YJL073W	14
YJL022W	0
YJR038C	0
snR37	9868
YJR094W-A	642
YJL052W	342
YJR139C	1269
YJR158W	0
YJL089W	1
YJL077W-B	0
YJL016W	21
YJL127W-A	0
YJR007W	27
tA(AGC)J	0
YJR096W	30
YJL032W	0
YJR065C	75
YJL019W	5
YJR082C	10
YJL181W	19
YJR095W	0
YJR086W	4
YJL077C	0
tR(UCU)J2	0
YJR006W	16
YJR072C	100
YJL118W	0
YJL184W	8
YJR133W	37
YJR025C	23
YJR018W	0
YJL095W	4
YJR147W	3
YJL043W	0
YJL107C	0
YJL012C	140
YJR121W	191
YJL145W	68
YJL153C	11
YJL088W	5
YJR064W	805
YJL137C	3
YJL074C	14
YJL111W	200
YJL158C	22
YJR016C	1680
YJR099W	14
YJL208C	19
YJL048C	24
YJL197W	26
YJR074W	18
YJL127C-B	7
tD(GUC)J4	0
YJL020W-A	0
YJL078C	2
YJL165C	31
YJR117W	2
YJR057W	29
YJR160C	0
YJL134W	31
YJL219W	1
YJL081C	62
YJL054W	37
YJR137C	51
tK(CUU)J	0
YJL038C	0
YJR056C	10
YJL072C	6
YJR152W	9
YJL142C	2
YJL192C	94
YJR001W	213
YJR110W	18
YJL190C	1633
YJL182C	0
YJL099W	17
YJL090C	12
YJL055W	29
YJL085W	32
YJR109C	249
YJL167W	276
tM(CAU)J3	0
YJL127C	5
YJR004C	200
YJL036W	13
YJL150W	0
YJL168C	27
YJR036C	6
YJL162C	11
YJR106W	1
YJR043C	13
YJR066W	46
YJL001W	192
YJR061W	4
YJL212C	23
YJL024C	10
YJR125C	18
