Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN2.bam
tE(UUC)G1	1
YGR252W	13
YGL106W	36
YGR284C	228
YGR032W	52
YGR174C	6
YGR208W	113
YGL016W	134
YGR255C	44
YGR146C-A	2
YGL194C	17
YGL138C	0
YGR091W	32
YGR200C	86
YGR191W	116
YGR270C-A	0
YGL227W	2
YGR081C	13
YGL243W	25
YGL194C-A	4
YGR148C	580
YGL136C	9
YGR276C	67
YGL129C	42
tR(UCU)G2	0
YGR053C	3
YGR069W	0
YGL224C	18
YGL193C	0
YGL020C	41
YGL177W	0
YGL189C	395
YGR122W	20
YGL003C	10
YGR210C	12
tG(GCC)G1	1
YGR079W	7
YGL115W	110
YGL105W	89
YGR026W	45
YGR087C	1
YGR278W	8
YGR042W	2
YGR043C	5
YGL165C	1
YGR110W	3
YGR089W	10
YGL158W	1
YGR262C	20
YGL200C	173
YGL117W	15
YGL186C	43
YGR010W	4
YGR198W	65
YGR137W	1
YGL058W	44
YGL226W	1
YGL055W	737
YGL184C	6
YGL024W	0
tV(AAC)G3	0
YGL151W	29
YGR101W	46
YGL230C	1
YGR103W	253
YGR096W	4
YGR112W	18
tI(AAU)G	0
YGL013C	45
YGL076C	893
YGR067C	1
YGR094W	696
YGL226C-A	1
YGR045C	0
YGR175C	368
YGL008C	2500
YGR115C	1
YGR108W	77
YGR218W	235
YGR205W	24
YGL073W	7
YGL009C	1952
YGL095C	49
YGL137W	536
YGL214W	0
YGR105W	58
YGR001C	31
tK(UUU)G1	0
YGL217C	1
YGL173C	177
YGL086W	17
YGR223C	15
tS(AGA)G	0
YGR077C	8
YGL052W	0
YGR285C	291
YGL080W	10
YGL207W	83
YGR261C	110
YGR226C	0
YGL140C	86
YGL078C	22
YGL199C	2
YGR164W	0
YGR150C	29
YGL006W-A	0
YGR196C	4
YGL197W	5
YGR136W	10
YGR153W	2
YGL159W	48
YGR286C	65
YGL254W	13
tH(GUG)G1	0
YGR023W	0
snR48	3
YGL063W	7
YGL154C	7
YGL035C	8
YGR009C	6
YGR034W	1618
YGL064C	9
YGR118W	1557
YGR277C	37
YGR232W	31
YGR227W	7
YGL142C	32
YGL143C	19
YGR222W	26
YGL045W	8
YGL253W	2144
YGR257C	40
YGL131C	15
YGR064W	2
YGR263C	19
YGL049C	16
YGR296C-B	0
YGL202W	242
YGL258W-A	0
YGR133W	2
YGR109C	4
YGR037C	32
YGL077C	207
YGR111W	40
YGR016W	3
YGR245C	42
YGR287C	11
YGL244W	8
YGL057C	9
YGL187C	62
YGR180C	805
YGR116W	92
YGL181W	9
YGR202C	22
YGL127C	1
YGR203W	3
YGL150C	20
YGR134W	36
YGR095C	28
YGR214W	1062
YGR269W	0
YGR176W	0
YGL263W	8
YGR057C	15
YGL074C	0
YGR007W	37
YGR241C	6
YGR127W	10
YGL219C	6
YGL061C	8
YGR083C	40
YGL038C	22
YGL047W	12
YGR244C	53
YGR289C	9
YGL089C	522
YGL180W	5
YGR146C	2
YGL149W	1
YGL242C	18
YGR106C	503
YGR004W	18
YGR209C	134
YGR052W	7
YGR158C	27
YGR003W	21
YGR219W	0
YGL247W	9
YGR170W	16
YGR246C	11
YGL183C	2
YGR160W	31
YGR204C-A	1
YGR039W	0
YGL059W	16
YGL123W	6795
YGL099W	24
YGR102C	2
YGL233W	27
YGL072C	1
YGL056C	14
YGR104C	8
YGR240C	1222
YGR243W	5
YGR275W	6
YGL088W	1
YGR020C	100
YGR100W	27
YGR231C	53
YGR215W	12
YGR018C	0
YGL152C	1
YGL212W	1
YGL066W	4
YGL060W	24
YGL185C	7
YGR145W	26
YGL011C	70
YGR147C	48
YGR036C	21
YGL122C	14
YGL261C	0
YGL041C	1
YGR099W	34
YGR046W	39
YGL188C-A	1
YGR216C	41
tG(UCC)G	1
YGR047C	20
YGR238C	1
YGR282C	329
YGL132W	1
tA(AGC)G	0
YGR169C	10
YGR063C	24
YGR256W	0
YGL036W	7
YGR192C	4921
YGL191W	62
YGR051C	0
YGR013W	1
YGR123C	212
YGL209W	1
YGL163C	6
YGR296C-A	0
YGL178W	5
YGL092W	73
YGR132C	161
YGL208W	6
tL(GAG)G	0
YGR059W	0
YGR114C	0
YGR128C	165
YGL246C	53
YGL190C	19
YGR033C	56
YGL112C	53
YGL001C	188
YGR168C	33
YGL093W	24
YGR120C	6
YGR027C	1671
YGL259W	1
YGR294W	0
YGR124W	790
YGL103W	4384
YGL062W	63
YGR049W	1
snR39	15
YGR076C	14
YGL161C	72
YGR062C	20
tV(AAC)G1	0
YGL237C	0
YGR024C	82
YGR184C	74
YGR292W	2
YGR151C	0
YGL034C	0
YGL067W	21
YGR072W	2
YGL229C	9
YGR055W	31
YGL044C	21
YGL054C	97
YGL119W	37
YGR068W-A	0
YGR206W	0
YGR121W-A	1
YGL130W	31
YGL042C	0
YGR090W	130
YGR221C	0
YGR143W	55
tR(UCU)G1	0
YGL218W	0
YGL198W	43
YGL083W	2
tC(GCA)G	0
YGR071C	33
YGR259C	3
YGR058W	3
YGL195W	677
YGL192W	0
YGL206C	392
YGR060W	83
YGL257C	71
YGL236C	25
YGR138C	26
YGR015C	3
YGL023C	2
YGL144C	19
YGL071W	1
tK(CUU)G3	0
YGR080W	14
YGL116W	7
YGR035C	0
YGL201C	21
YGR212W	7
YGR154C	6
YGL241W	38
YGL262W	0
YGR247W	25
YGR199W	52
YGL260W	0
YGR179C	5
YGR011W	1
YGL111W	41
snR39B	1
YGR073C	3
YGR155W	1099
YGL114W	38
YGL255W	132
YGR066C	0
YGR233C	16
YGR092W	24
YGL041W-A	14
YGR171C	14
tW(CCA)G2	1
YGL171W	19
YGL029W	1
YGR040W	5
YGR220C	20
YGR268C	1
YGL147C	3438
tK(CUU)G1	0
YGR144W	0
YGR178C	109
YGR113W	15
YGL203C	19
YGL048C	155
YGR207C	32
YGR258C	2
YGL091C	38
YGR093W	36
YGR119C	75
YGR213C	3
YGR061C	458
YGL182C	0
YGR139W	0
YGR121C	5
YGL043W	8
YGR280C	1
YGL085W	7
YGL031C	1046
YGR117C	58
YGR254W	874
YGR235C	48
YGL124C	21
YGR236C	0
YGL164C	1
YGR293C	0
tL(CAA)G1	0
YGR264C	713
YGL234W	237
YGL109W	1
YGL238W	211
YGL041C-B	0
YGR056W	7
YGR201C	30
YGR239C	5
YGR169C-A	2
YGR185C	166
YGR189C	31
YGR022C	0
YGR290W	0
YGL205W	0
tK(CUU)G2	0
YGL221C	156
YGL108C	2
YGL069C	3
YGL135W	1871
YGR253C	234
YGL053W	9
YGL101W	50
YGR271C-A	48
YGR267C	70
YGR234W	618
YGL251C	6
YGL141W	35
YGL245W	549
YGL007W	0
YGL005C	26
YGL215W	10
YGR173W	24
YGL249W	1
YGR161W-C	9
YGR229C	91
YGR070W	7
YGR135W	250
YGL014C-A	0
YGR225W	2
YGL258W	0
tT(UGU)G1	0
YGL139W	46
YGL172W	63
YGR088W	7
YGL126W	109
YGR140W	11
YGR129W	2
YGL027C	34
tL(CAA)G2	0
YGL231C	67
YGL019W	20
tR(UCU)G3	0
YGR017W	46
YGR107W	0
YGL039W	15
tL(CAA)G3	0
YGL123C-A	131
YGL002W	22
YGR044C	51
YGR193C	42
YGL033W	0
YGR165W	69
YGL030W	1076
YGL128C	1
YGL063C-A	0
YGL007C-A	0
YGL175C	2
YGL223C	22
YGR190C	0
YGL004C	4
YGL148W	322
YGR281W	60
tH(GUG)G2	3
tF(GAA)G	0
YGR078C	1
YGL133W	10
tV(AAC)G2	0
YGR295C	105
YGR048W	35
YGR065C	37
YGL051W	5
YGL220W	20
YGR019W	42
YGL010W	13
YGL090W	3
YGR054W	8
YGR174W-A	0
YGL032C	0
tE(UUC)G2	1
YGL179C	21
tE(UUC)G3	4
YGR002C	16
YGL134W	15
YGL235W	0
YGL006W	100
YGR028W	24
YGR283C	35
YGR249W	1
snR82	837
snR7-L	1
YGL232W	47
YGL157W	29
YGL118C	0
YGR012W	17
YGR242W	0
YGR014W	12
YGR038C-A	0
YGR161C-C	0
YGR027W-A	0
YGR109W-A	0
YGR027W-B	41
YGR038C-B	36
YGR161C-D	39
YGR161W-A	0
YGR109W-B	0
YGR161W-B	30
YLL050C	399
YLL032C	9
YLR466W	9
YLR054C	1
YLR437C	4
YLR217W	5
YLL056C	1
YLR128W	5
YLR279W	0
YLR075W	6053
YLR052W	6
YLR159C-A	3
YLR025W	2
YLR049C	41
YLR308W	0
YLR032W	22
ETS2-2	11
YLR251W	12
YLR321C	5
YLR327C	4
YLR154C-H	1
YLR247C	51
YLR167W	6571
YLR220W	64
YLR455W	28
YLR282C	0
YLR094C	1
YLR272C	25
YLR264C-A	1
YLR338W	0
YLR181C	3
YLR458W	0
YLR180W	756
YLR250W	105
YLR222C-A	4
YLR424W	19
YLR253W	32
YLR390W-A	2
YLR233C	13
YLR347W-A	0
YLR117C	5
YLR110C	235
YLR072W	21
YLR069C	53
YLR403W	13
YLR008C	38
YLR231C	81
YLR264W	118
YLR164W	3
YLR079W	4
YLR103C	13
YLR170C	16
YLR228C	23
YLL036C	36
YLR467C-A	0
YLR198C	1
snR61	6
YLR411W	3
YLR056W	234
YLR429W	69
YLL060C	3
YLR310C	66
YLR342W	996
YLR017W	204
tL(UAG)L2	0
YLR304C	425
YLL052C	3
YLR027C	334
YLR214W	133
ITS2-2	2436
YLL062C	3
YLR378C	34
YLR023C	10
YLR425W	9
YLR073C	2
YLL008W	35
YLL063C	1
YLR449W	13
YLL046C	1
YLR089C	33
RDN18-1	0
YLR020C	33
YLR190W	12
YLR045C	12
YLR285W	56
YLR322W	0
YLR276C	116
YLR346C	5
YLR156W	0
YLR135W	1
YLR261C	0
YLL066C	6
YLR077W	17
YLR144C	25
YLR414C	121
YLR030W	1
YLR301W	297
YLR252W	2
YLR427W	39
YLR200W	19
YLR150W	332
YLL021W	12
YLR078C	38
YLR153C	428
YLR404W	6
YLR014C	22
YLL005C	3
tQ(UUG)L	0
YLR262C	7
YLR296W	0
YLR234W	1
YLR096W	27
YLR271W	3
YLR033W	16
YLR278C	11
YLL055W	20
YLR266C	52
YLL030C	0
YLR323C	12
YLR007W	33
YLR406C-A	0
YLL015W	63
YLR343W	2
YLR269C	0
tN(GUU)L	0
YLR210W	8
YLR058C	54
YLR145W	2
YLR080W	0
YLR443W	30
YLR325C	330
YLL006W	11
YLR074C	22
RDN5-5	201
YLR311C	0
YLR191W	2
YLR235C	0
YLR364C-A	0
ITS2-1	2325
YLR288C	9
YLL001W	54
YLR409C	155
YLR099C	14
YLR131C	0
YLR362W	16
YLR256W	53
YLR068W	1
YLR101C	3
YLR341W	0
YLL054C	25
YLR186W	83
YLR143W	43
YLR368W	38
YLR393W	3
YLR176C	1
YLR126C	7
YLR099W-A	3
YLR423C	5
YLR357W	24
YLR197W	681
ETS1-1	6140
YLR187W	0
RDN5-2	191
YLL034C	56
YLL023C	5
YLR065C	32
YLL031C	55
YLR419W	26
YLR149C-A	0
YLR294C	3
YLR405W	31
YLR157C-C	3
YLR463C	2
YLR026C	1
YLR267W	1
YLR093C	106
YLR085C	31
YLR246W	19
YLR433C	31
YLR227C	20
YLR012C	0
YLR111W	0
YLR152C	18
YLR370C	2
YLL026W	303
YLR289W	9
YLL066W-B	0
YLR114C	25
YLR213C	1
YLR146C	68
YLR445W	1
RDN18-2	0
YLR169W	1
YLR202C	1
YLL053C	3
YLR333C	457
YLR082C	6
YLR193C	5
YLL043W	23
YLR337C	0
YLL066W-A	0
YLR039C	22
YLR457C	0
YLR377C	1
YLR104W	16
YLR319C	5
YLR184W	0
YLR317W	0
YLL003W	16
YLR004C	3
YLR407W	28
YLR336C	26
YLR430W	37
YLR436C	22
YLR347C	258
YLR324W	12
tV(AAC)L	0
YLR460C	7
YLR113W	149
YLR046C	2
YLR125W	0
YLR196W	70
YLR363W-A	13
YLL061W	1
YLR119W	1
snR57	41
YLL020C	0
YLR163C	53
YLL014W	52
YLR129W	127
tD(GUC)L2	0
YLR173W	3
YLR090W	30
YLR286W-A	0
snR55	16
YLR259C	217
YLR219W	5
YLR401C	25
YLL058W	7
YLR177W	24
YLR415C	0
YLR467W	36
YLR302C	4
YLR185W	186
YLR060W	390
YLR313C	6
YLR303W	181
YLR154W-B	68
YLL029W	25
YLL047W	0
YLR285C-A	1
YLR001C	12
snR79	1
YLR465C	0
YLR015W	7
YLR432W	377
YLR081W	0
YLR166C	88
YLR383W	1
YLR035C	4
YLR044C	2481
YLR293C	36
YLR399W-A	0
YLR192C	24
YLR300W	319
YLR098C	13
YLR448W	106
YLR381W	9
YLR280C	0
snR44	397
YLR367W	461
YLR309C	12
YLR299W	8
YLR224W	28
YLR029C	6723
YLR373C	11
YLR092W	15
YLL018C-A	0
RDN25-2	0
YLR066W	17
RDN58-1	0
YLR146W-A	1
YLR175W	131
YLR402W	0
YLR158C	12
YLL051C	20
YLR314C	103
YLR438C-A	14
YLR209C	44
YLR019W	31
YLR123C	0
YLR353W	15
YLR361C	22
YLL033W	6
YLR389C	97
YLR438W	2
YLR290C	25
YLR270W	20
YLR194C	9
YLR006C	3
YLR223C	12
YLR195C	133
YLL016W	2
YLL067W-A	0
YLR398C	47
YLR418C	33
YLR010C	4
YLR307W	1
YLR356W	0
YLR431C	2
YLR109W	23
tI(UAU)L	9
YLR364W	5
YLR106C	162
YLR083C	88
YLR274W	67
YLR413W	21
YLR412C-A	0
YLR340W	111
YLR055C	8
YLR254C	11
YLL017W	0
YLR121C	12
tA(AGC)L	0
YLL042C	1
YLR157W-D	1
YLR211C	5
YLR400W	2
YLR105C	35
YLR142W	7
YLR376C	4
YLR318W	7
YLR239C	17
YLR262C-A	53
tE(UUC)L	0
YLL037W	2
YLR452C	194
YLR372W	437
YLR154W-C	1114
ETS2-1	5
YLR363C	18
YLR207W	9
YLR312W-A	48
YLR188W	27
YLR011W	5
YLR159W	0
YLR328W	11
YLR171W	1
YLR241W	39
YLR245C	1
YLR360W	20
snR30	33486
YLR205C	0
RDN25-1	0
YLR161W	0
YLR287C	77
YLR366W	0
YLR410W	85
YLR230W	7
YLR097C	16
YLR397C	143
YLR120C	35
YLR335W	57
YLR399C	87
YLL044W	35
YLR453C	6
YLL057C	1
YLR388W	30
YLR249W	19330
YLR151C	2
YLR260W	28
YLL010C	1
YLR133W	14
YLR329W	1
snR6	11
YLL011W	37
YLR384C	312
YLR203C	13
YLR156C-A	1
YLR394W	2
YLR021W	8
YLR331C	0
YLR450W	51
YLR140W	0
YLR157W-E	0
YLR390W	0
YLR291C	14
RDN5-4	205
YLR408C	0
YLR240W	9
YLR018C	48
YLR344W	197
YLR412W	22
YLR447C	906
YLR361C-A	2
YLR112W	1
YLR435W	26
YLR084C	45
snR34	472
YLR091W	10
YLR275W	15
YLR102C	0
YLR263W	1
YLR379W	0
tL(UAG)L1	1
YLR459W	6
YLR316C	13
YLR277C	17
tP(UGG)L	1
YLR229C	149
YLR120W-A	2
YLR048W	639
YLL059C	0
YLR238W	11
YLR283W	18
YLR298C	6
YLR232W	0
YLR086W	14
YLR053C	0
YLL041C	38
YLR330W	70
YLR244C	69
YLR299C-A	0
YLL019W-A	0
YLR258W	49
YLR174W	2
YLR444C	1
YLR315W	0
YLR374C	0
YLR154W-F	2
tR(ACG)L	0
YLR172C	13
YLR273C	10
tK(UUU)L	0
YLL012W	9
YLR022C	82
YLR382C	2
YLR041W	0
YLR466C-A	0
YLR268W	38
YLR420W	242
ITS1-1	297
YLR137W	7
YLR087C	30
YLL049W	25
tL(CAA)L	0
RDN37-1	0
YLR426W	5
YLL035W	26
YLL009C	4
YLR036C	19
YLR118C	7
ETS1-2	6297
YLR406C	213
ITS1-2	268
YLR136C	2
YLR385C	1
YLR281C	0
YLR138W	24
YLL019C	9
YLR284C	6
YLR295C	5
YLR307C-A	2
YLR349W	5
YLR248W	124
YLL006W-A	0
YLR127C	13
YLR002C	108
YLR168C	11
YLR342W-A	11
YLR031W	1
RDN5-3	209
YLR189C	23
YLR358C	0
YLR134W	45
YLR051C	11
YLR466C-B	0
YLR215C	23
YLR206W	4
tI(AAU)L2	0
YLR201C	11
YLL018C	103
YLL025W	0
YLR392C	12
YLR063W	3
tA(UGC)L	0
YLR124W	0
YLR350W	11
YLR312C	2
YLR204W	8
YLL007C	15
YLR141W	9
tD(GUC)L1	0
YLL038C	10
YLR257W	94
YLR108C	6
YLR163W-A	0
YLR416C	0
YLR375W	17
YLR287C-A	262
YLR154W-E	31
YLR155C	9
tS(AGA)L	0
YLR003C	69
YLR221C	10
YLR355C	245
YLR464W	3
YLR446W	2
YLR237W	23
YLR441C	3457
YLR178C	15
YLR028C	295
YLR043C	125
YLR218C	0
YLR243W	72
YLR148W	39
YLR162W-A	1
YLR462W	1
RDN37-2	0
YLR095C	3
YLR199C	5
YLR154W-A	85
YLR154C	15
YLL064C	0
YLR461W	1
tL(UAA)L	0
YLR265C	27
YLR428C	3
YLR242C	12
YLR351C	141
YLR306W	17
YLR130C	124
YLL028W	21
YLR183C	43
tR(CCG)L	0
YLR042C	0
YLR396C	16
YLR122C	0
YLR326W	1
YLR024C	26
YLR442C	14
YLR380W	2
YLR061W	583
YLR386W	23
YLR387C	62
YLR422W	58
YLR354C	384
YLR434C	0
YLL039C	191
YLR149C	3
YLR208W	229
RDN5-6	201
YLR115W	9
YLR005W	10
YLR147C	7
YLR076C	76
YLR162W	9
YLR451W	8
YLR212C	28
YLR454W	56
YLR437C-A	0
YLR064W	2
YLR132C	9
YLR182W	10
YLR038C	12
YLR107W	51
YLR139C	2
YLR305C	92
YLR339C	1
YLR062C	21
YLR334C	0
YLL002W	6
YLR070C	2
YLR157C	8
YLR226W	4
YLL048C	129
YLL024C	1497
YLR009W	10
YLR057W	11
YLR348C	101
YLR439W	1
YLR236C	0
YLR345W	18
YLR050C	34
YLR332W	7
YLR369W	18
YLL065W	0
tX(XXX)L	0
RDN5-1	205
YLR417W	27
YLR179C	158
YLR013W	0
YLR116W	1
YLR371W	33
YLR222C	74
YLR365W	1
YLR440C	18
YLR059C	17
YLR165C	10
YLR421C	17
YLL027W	5
YLR292C	56
YLR034C	55
YLR016C	12
YLR255C	1
YLR297W	12
YLR225C	19
YLR047C	2
YLL022C	13
tI(AAU)L1	0
YLR395C	11
YLL067C	13
YLR359W	554
YLR456W	8
YLR067C	26
RDN58-2	0
YLR040C	5
YLL013C	12
YLR320W	13
YLL045C	1282
YLR352W	8
YLR160C	8
YLR071C	29
YLR286C	40
YLR037C	0
YLL004W	29
YLR100W	158
YLR088W	62
YLR216C	217
YLL040C	87
YLR154C-G	0
YLR410W-B	22
YLR410W-A	0
YLR157C-A	0
YLR256W-A	8
YLR035C-A	25
YLR227W-A	0
YLR157C-B	59
YLR227W-B	34
YPL071C	9
YPL208W	91
YPL102C	0
YPL217C	42
YPL197C	1
YPR139C	16
YPR169W	73
YPL257W	3
snR41	15
YPL009C	18
YPL183C	74
YPR065W	3
YPR099C	0
YPR032W	33
tM(CAU)P	0
YPR194C	5
YPL084W	54
YPR101W	9
YPL179W	42
YPL224C	46
tG(GCC)P2	0
snR17b	6399
YPR204W	11
YPR103W	146
YPR155C	23
YPL250W-A	24
YPL244C	40
YPR141C	4
YPL275W	0
YPR156C	39
YPL240C	373
YPR188C	17
YPL111W	79
YPR119W	29
YPL192C	0
YPL059W	34
YPL218W	310
tI(AAU)P1	0
YPL264C	2
YPL198W	454
YPL006W	64
YPR161C	43
YPL145C	213
YPL092W	43
YPR181C	56
YPR171W	1
YPR122W	27
YPL091W	148
YPL137C	55
YPL014W	1
YPL164C	11
YPL163C	3
YPR069C	383
YPL038W-A	3
YPR072W	54
YPR067W	7
YPL175W	32
YPL088W	15
YPL125W	84
YPL090C	2671
YPR120C	4
YPR198W	38
YPR053C	0
YPR106W	2
YPL250C	4
YPL051W	4
YPR013C	1
YPL121C	0
YPR068C	4
YPR160W-A	0
YPR202W	3
YPL270W	51
YPL248C	0
YPR058W	29
YPL004C	64
YPR110C	328
YPL042C	36
YPR149W	59
YPL172C	26
YPR009W	27
YPL039W	18
YPR051W	23
YPR134W	13
YPR118W	351
YPR019W	49
YPL213W	11
YPR121W	16
YPL054W	0
YPL123C	15
YPL144W	14
YPR036W-A	3
YPL140C	20
snR70	88
YPL202C	25
YPL114W	0
tI(AAU)P2	0
YPL045W	21
YPL267W	6
YPL133C	8
tA(AGC)P	0
YPL263C	83
YPL097W	18
YPR130C	3
YPR177C	0
YPR124W	129
YPR157W	20
YPR004C	58
YPR080W	15304
YPL162C	14
YPL200W	0
YPR057W	8
YPR100W	3
YPR033C	379
YPR174C	7
YPR151C	0
YPR180W	29
YPL210C	61
tC(GCA)P1	0
YPL155C	8
YPL225W	176
YPL081W	219
YPL266W	42
YPR002W	11
YPL127C	16
YPR108W	94
YPR172W	3
tF(GAA)P2	0
YPR200C	1
YPL058C	83
YPL073C	0
YPR197C	1
YPR088C	152
YPL254W	54
YPR010C-A	6
YPL223C	3
YPR056W	39
YPR006C	17
YPR129W	7
YPR199C	21
YPL062W	0
YPR113W	243
YPL166W	5
YPR020W	20
YPL160W	724
YPL147W	11
YPL107W	1
YPL169C	34
YPR169W-A	0
YPR170W-A	0
YPR014C	0
YPR049C	22
YPL087W	97
YPR115W	32
YPL184C	82
YPR111W	5
YPR203W	2
YPR189W	64
YPR034W	5
YPL189W	4
YPL246C	12
YPL020C	15
YPL255W	4
YPL196W	20
YPR135W	29
YPR044C	1
YPL061W	146
YPL238C	7
YPL052W	29
YPR112C	44
YPL186C	3
YPR148C	26
YPL276W	0
YPL280W	0
YPR143W	4
YPL261C	0
YPL034W	5
YPL116W	19
YPL131W	2428
YPR017C	9
YPL012W	113
YPL017C	1
YPL010W	162
YPR173C	11
YPL233W	3
YPR024W	77
YPL152W-A	0
YPL187W	312
YPR191W	41
YPR170C	1
YPR123C	3
YPR142C	0
YPL063W	13
YPR007C	1
YPR084W	3
YPL149W	70
YPL089C	1
YPR166C	9
YPR167C	6
YPL231W	1835
YPR025C	21
YPL098C	2
YPR147C	58
YPL129W	28
YPR153W	2
YPR164W	24
YPL026C	37
YPR001W	4
YPL282C	0
YPR178W	2
YPR061C	5
YPL180W	5
YPL142C	18
YPL019C	302
YPL258C	4
YPL022W	25
YPL279C	7
YPL044C	1
YPR193C	0
YPL001W	29
YPR083W	13
YPR195C	0
YPL057C	14
YPL211W	145
YPL041C	8
YPR003C	23
YPL181W	16
YPR168W	3
YPL185W	0
YPL040C	13
YPL070W	16
YPR159W	162
YPL002C	15
snR51	7
YPL227C	33
YPL067C	16
YPL236C	16
YPL151C	5
YPL234C	213
YPL015C	13
YPR035W	940
YPR037C	13
YPR184W	7
YPL135W	46
YPL215W	19
YPL112C	22
tK(UUU)P	0
YPR146C	11
YPR087W	0
tW(CCA)P	0
YPL154C	329
YPL136W	0
YPR094W	14
YPR074C	524
YPL056C	0
YPL189C-A	7
YPR082C	6
YPR133C	32
YPL047W	21
YPL077C	2
YPR016W-A	0
YPL272C	3
YPR050C	3
YPR108W-A	0
YPR070W	27
YPL176C	29
YPL220W	1622
YPL065W	3
YPL074W	11
YPL032C	19
YPL167C	18
tN(GUU)P	1
YPR185W	3
YPR160C-A	1
YPL038W	11
YPR145W	898
YPL165C	2
YPL193W	7
YPL003W	20
YPL178W	31
YPL013C	3
YPR012W	0
YPR042C	15
YPL103C	16
YPR028W	259
YPR039W	0
YPR089W	28
YPL075W	36
YPR196W	9
YPR077C	0
YPL024W	7
YPR008W	14
YPR071W	1
YPL182C	0
tC(GCA)P2	0
YPR062W	46
YPL277C	0
YPR125W	13
YPR131C	37
YPL221W	94
YPR073C	61
YPL262W	281
snR45	283
YPR036W	866
YPL031C	17
YPL237W	295
YPL053C	92
YPR109W	34
YPR159C-A	0
YPL122C	22
YPL085W	18
YPR104C	22
YPR186C	11
YPR201W	3
YPL138C	4
YPR030W	3
YPR190C	23
YPL043W	10
YPL108W	9
YPL105C	36
YPL168W	15
YPR018W	1
YPR132W	1424
YPL222C-A	5
YPR137W	29
YPL219W	8
tS(UGA)P	0
YPL029W	15
YPL113C	3
YPL190C	7
YPL241C	17
YPL281C	0
YPL023C	22
YPR043W	49
YPR116W	3
YPL252C	0
YPR047W	12
YPL119C-A	3
YPL194W	3
YPL157W	30
YPL177C	18
YPR165W	497
YPL037C	708
YPR093C	6
tG(GCC)P1	0
YPR066W	11
YPL247C	4
YPL101W	63
YPL064C	6
YPL256C	3
YPL099C	22
YPR023C	16
YPL093W	484
YPL134C	15
YPL153C	8
YPL222W	17
YPR075C	7
YPL118W	56
YPL239W	46
YPR136C	1
YPL033C	0
YPR045C	31
YPR038W	0
YPR011C	20
YPL100W	19
YPL076W	0
YPL027W	0
YPL271W	4
YPL128C	2
YPL139C	10
YPL005W	15
YPL148C	11
YPL080C	0
YPL265W	78
snR59	2
YPR052C	10
YPR145C-A	0
YPL096W	5
YPR078C	0
YPL104W	15
YPR074W-A	0
YPL283W-B	0
YPR162C	12
YPL030W	21
YPL069C	16
YPL188W	12
YPL201C	2
YPL207W	42
YPR021C	18
YPL253C	10
YPR040W	1
YPL143W	1076
YPL132W	39
YPL171C	1
YPL126W	154
YPR063C	9
YPR187W	64
YPL007C	36
YPL209C	5
YPR182W	4
YPL242C	65
YPL205C	1
YPL278C	1
YPR086W	30
YPR117W	30
YPL096C-A	0
YPR092W	0
YPL086C	117
YPR005C	1
YPR046W	11
tK(CUU)P	0
YPL269W	4
YPL135C-A	1
YPR105C	34
YPL158C	1
tE(UUC)P	0
YPL094C	136
YPR176C	45
YPL191C	6
YPR204C-A	0
YPR163C	349
YPL229W	1
YPR160W	41
YPL049C	14
YPL066W	1
YPL183W-A	8
YPL235W	103
YPL141C	7
tF(GAA)P1	1
YPR144C	26
YPL249C-A	479
YPR128C	41
YPR054W	1
YPL156C	10
YPL173W	17
YPR098C	27
YPL260W	27
YPL251W	0
YPL016W	12
YPR095C	16
YPR079W	14
YPR010C	555
YPL046C	7
YPL021W	0
YPL268W	16
YPL283C	30
YPL206C	37
YPR055W	34
YPR138C	93
YPL243W	165
YPR127W	18
YPL095C	55
YPR027C	1
YPL232W	42
YPL124W	3
YPR041W	401
YPL083C	9
YPL048W	129
YPL120W	13
YPL117C	230
YPR126C	0
YPR091C	12
YPR059C	1
YPL214C	48
YPL203W	16
YPL273W	254
YPR081C	15
YPL011C	15
YPR097W	78
YPL274W	57
YPR158W	43
YPL050C	134
YPR114W	5
YPL110C	7
YPL161C	26
YPR022C	11
tT(UGU)P	0
YPR175W	65
YPL068C	0
YPL055C	2
YPL079W	1627
YPL150W	22
YPR192W	0
YPL226W	502
YPL115C	13
YPL283W-A	0
YPL170W	16
YPL245W	104
YPR140W	9
YPR048W	61
YPR102C	1281
YPL036W	3
YPR015C	1
YPR133W-A	1
YPL146C	11
YPR107C	17
YPL035C	1
YPL082C	68
YPR064W	0
YPL216W	14
YPL152W	12
YPL230W	0
YPL159C	8
YPR183W	4
YPL204W	37
YPL109C	4
YPL249C	3
YPR154W	1
YPR026W	8
YPR076W	1
YPR170W-B	13
YPR016C	202
YPL060W	13
YPR029C	50
YPR002C-A	0
YPL106C	359
YPR085C	6
YPL008W	13
YPR152C	7
YPL212C	21
YPL119C	3
YPL078C	166
YPL195W	78
YPL025C	1
YPR060C	49
YPL199C	10
YPL228W	13
YPL018W	2
YPL259C	21
YPR150W	0
YPL072W	4
YPL130W	0
YPR179C	2
YPR096C	0
YPL028W	761
YPL174C	7
YPR031W	19
YPL257W-A	0
YPR158W-A	0
YPL257W-B	53
YPR158C-D	42
YPR137C-A	0
YPR137C-B	37
YPR158W-B	36
YPL060C-A	8
YPR158C-C	0
YMR172W	6
YMR027W	105
YML089C	0
YMR290C	102
YMR139W	27
YMR191W	47
YMR244C-A	2
YMR091C	22
